time,tc temp (C),tr temp (C),tr res (ohm),sr2124,x,y,r,theta
1664227886.9785688,0,0,0,8.637939,0.0102044,-0.000141145,0.0101929,-0.786
1664227892.0607014,0,0,0,8.630628,0.0102502,-4.57766e-05,0.010254,-0.3
1664227897.100143,0,0,0,8.645251,0.0100937,-3.05178e-05,0.0100976,-0.132
1664227902.2107904,0,0,0,8.637939,0.0102158,-0.000129701,0.0102082,-0.732
1664227907.2747955,0,0,0,8.637939,0.0102425,-0.000110627,0.0102349,-0.654
1664227912.3405764,0,0,0,8.652562,0.0102502,-7.62944e-05,0.0102502,-0.444
1664227917.4317586,0,0,0,8.652562,0.0101586,0.0,0.0101662,0.0
1664227922.4983304,0,0,0,8.652562,0.0100899,-6.10356e-05,0.0100899,-0.3
1664227927.5573716,0,0,0,8.659874,0.0101052,-6.48503e-05,0.0101052,-0.318
1664227932.63675,0,0,0,8.659874,0.0100899,-7.24797e-05,0.0100861,-0.36
1664227937.7054288,0,0,0,8.659874,0.010254,-5.3406e-05,0.010254,-0.336
1664227942.7873912,0,0,0,8.659874,0.0101205,-0.000118256,0.0101166,-0.624
1664227947.8970098,0,0,0,8.659874,0.0102463,-3.43325e-05,0.0102502,-0.24
1664227952.949504,0,0,0,8.645251,0.0101548,0.0,0.0101624,0.0
1664227958.0306184,0,0,0,8.652562,0.0102502,-9.15532e-05,0.0102463,-0.54
1664227963.1138532,0,0,0,8.667186,0.0101205,-0.000125886,0.0101128,-0.678
1664227968.1846232,0,0,0,8.659874,0.0102387,-9.91826e-05,0.0102349,-0.582
1664227973.265123,0,0,0,8.659874,0.0101967,1.14442e-05,0.0102082,0.078
1664227978.3343008,0,0,0,8.659874,0.0101586,-3.81473e-06,0.0101662,-0.018
1664227983.4167454,0,0,0,8.652562,0.0101853,-0.00013733,0.0101777,-0.786
1664227988.49211,0,0,0,8.652562,0.0100861,-5.72207e-05,0.0100899,-0.282
1664227993.5646126,0,0,0,8.652562,0.010254,-5.3406e-05,0.010254,-0.336
1664227998.6238136,0,0,0,8.659874,0.0102425,-2.6703e-05,0.0102425,-0.168
1664228003.696245,0,0,0,8.667186,0.0101052,-8.01091e-05,0.0101052,-0.396
1664228008.7456198,0,0,0,8.674498,0.0101128,0.0,0.0101243,0.036
1664228013.8119614,0,0,0,8.659874,0.0102425,-8.77385e-05,0.0102387,-0.522
1664228018.8722239,0,0,0,8.674498,0.0102425,-2.28883e-05,0.0102463,-0.168
1664228023.9341366,0,0,0,8.659874,0.0100899,-6.10356e-05,0.0100899,-0.3
