time,desired temp,current,tc_temp
1645335125.6074708,19.526462125405374,0.03546002039464296,19.467699
1645335130.6191638,19.610016703232827,0.07914381963165203,19.4882411
1645335135.6382303,19.69356797896296,0.12361774836229382,19.5180587
1645335140.6646974,19.77701892815501,0.14454115650284088,19.5959854
1645335145.6455605,19.86037643315862,0.1476874723205097,19.7042713
1645335150.6714814,19.94395966492564,0.14963218334609735,19.8106975
1645335155.6638231,20.027368231241606,0.12214313962824035,19.9621315
1645335160.6680028,20.1107011910525,0.08022908863893631,20.126194
1645335165.666471,20.1941537535436,0.04665231795997603,20.262989
1645335170.6746814,20.277599680050912,0.031807949218724374,20.359703
1645335175.6931643,20.3611646886912,0.02061795463467278,20.4481906
1645335180.7039132,20.44470931254298,0.02989226693886969,20.5017433
1645335185.7554634,20.52882062159449,0.0511002808003693,20.5409832
1645335190.725708,20.611535505080923,0.08015013250688563,20.5731945
1645335195.7420354,20.695124403262838,0.11367157931717596,20.6073513
1645335200.7452326,20.778695066397095,0.1394875213539658,20.6625823
1645335205.7477167,20.862039323274992,0.15661415212041466,20.7367343
1645335210.7633178,20.945582886164093,0.16482778731295344,20.8275356
1645335215.7662196,21.02912528874944,0.16493301606897764,20.9306297
1645335220.7774851,21.11257760090103,0.15388800223487648,21.0489063
1645335225.7825139,21.196108654762014,0.1396031156380051,21.166872
1645335230.8003187,21.27963178120524,0.1246523197581284,21.2801856
1645335235.7986972,21.362997706358335,0.09985679297050871,21.4047851
1645335240.8062449,21.44639750681788,0.10065337388207012,21.4798927
1645335245.809477,21.52974621020228,0.09215711659449695,21.5718193
1645335250.8739328,21.614044224843088,0.09406209938203061,21.6458644
1645335255.8247018,21.696666546289826,0.10551251252087272,21.704111
1645335260.82777,21.780149968092346,0.11976121135715874,21.7626152
1645335265.8408387,21.86356561146647,0.1409877741908666,21.8135757
1645335270.8364744,21.94696909549306,0.1641867957534679,21.8666458
1645335275.8430898,22.030413782223764,0.18526035871151458,21.9284095
1645335280.8546133,22,0.11563511069962351,22.031023
1645335285.8616643,22,0.054393410699623085,22.127922
1645335290.8833592,22,0,22.1987247
1645335295.8792648,22,0,22.2252216
1645335300.8929741,22,0,22.219963
1645335311.9407482,22.105328190308377,0,22.1342754
1645335316.9457076,22.021929832281238,0,22.0554885
1645335321.9496717,21.938573992234037,0,21.9884414
1645335326.947989,21.855225352427926,0,21.9071426
1645335331.9646804,21.771638572197723,0,21.8373661
1645335336.9718556,21.68820762235082,0,21.774208
1645335341.9746413,21.604787417234547,0,21.7016277
1645335346.9772406,21.521404047788746,0,21.6441001
1645335351.985377,21.437918468298083,0,21.5898609
1645335356.998093,21.354430977485148,0,21.5267982
1645335361.9972763,21.270994929454293,0,21.4688091
1645335367.0096376,21.18754138944702,0,21.4128894
1645335372.0162563,21.104084110241697,0,21.3645381
1645335377.0303278,21.02053905723648,0,21.3098239
1645335382.0364633,20.937071319402822,0,21.2805233
1645335387.0483987,20.85357054072774,0,21.2310829
1645335392.058223,20.77000763414459,0,21.2023754
1645335397.073673,20.686449623089597,0,21.1638259
1645335402.111327,20.60254517791824,0,21.1379013
1645335407.0920992,20.51954727568385,0,21.1069793
1645335412.1074536,20.436023306828307,0,21.0634841
1645335417.097895,20.352739791057076,0,21.0186843
1645335422.110467,20.269279642881518,0,20.9988918
1645335427.108646,20.185864146532182,0,20.9785614
1645335432.1187162,20.102363963903553,0,20.9539966
1645335437.1301937,20.01886660256144,0,20.9260654
1645335442.1326814,19.935469492258196,0,20.8919544
1645335447.1451983,20,0,20.8623065
1645335452.1521163,20,0,20.8545036
1645335457.1649418,20,0,20.8432598
1645335462.1666703,20,0,20.8080444
1645335467.2264266,20,0,20.782711
1645335478.288491,20.675452633672588,0.036770354704638006,20.7363872
1645335483.299094,20.59191295700633,0.08962739328690147,20.7307128
1645335488.318272,20.508313810799155,0.13636426468716148,20.7017784
1645335493.3306067,20.424713281764223,0.15813676989805325,20.622116
1645335498.3404634,20.341323355807496,0.1601013372956672,20.5090999
1645335503.3382602,20.25796630777283,0.1504398405357183,20.3816776
1645335508.339377,20.17461438573761,0.1154946829795666,20.2194652
1645335513.3520179,20.091044179572297,0.08486477470352892,20.0773773
1645335518.354092,20.007674817218017,0.050251344158868505,19.9385967
1645335523.365029,19.92414674756292,0.023931119795828334,19.8227653
1645335528.3796613,19.84059649305903,0.027964977344085096,19.7628765
1645335533.395319,19.756983288102976,0.046121565079619314,19.722496
1645335538.4043627,19.673524920119476,0.06893841705942148,19.6828136
1645335543.4191847,19.589954050355786,0.1052639816206016,19.6582031
1645335548.4200227,19.506546338373056,0.13635723805038813,19.6151847
1645335553.4304316,19.423113290442657,0.16449360297132207,19.5605392
1645335558.434912,19.339631330940755,0.1766568275087968,19.4743576
1645335563.4444952,19.256171949678293,0.17891736317219814,19.3722114
1645335568.4479744,19.17277795073751,0.1661459475688398,19.2481918
1645335573.4604313,19.089229631397757,0.1432234449208949,19.1138572
1645335578.511468,19.00509508845571,0.13059868110719783,19.0045776
1645335583.4714558,18.922372488154604,0.1126139834989568,18.8919353
1645335588.486185,18.838782012436422,0.10028504323066163,18.7928924
1645335593.5033674,18.755192538076273,0.09843054735892173,18.7138824
1645335598.513434,18.671709207667543,0.10964942184207709,18.6559906
1645335603.520257,18.588245439503225,0.12377204197391316,18.5986843
1645335608.5223095,18.50486820138855,0.1463864908923968,18.551258
1645335613.531801,18.421397352192436,0.17420211278557612,18.5063724
1645335618.5399246,18.3378660718338,0.1973325257815134,18.4472293
