f,v,x,y,r,theta
10.0,0.0,-6.17004e-09,-5.82081e-11,6.11183e-09,-179.688
10.0,0.020689655172413793,-3.07339e-08,-1.16416e-10,3.06757e-08,-179.814
10.0,0.041379310344827586,-6.1526e-08,-1.74624e-10,6.14677e-08,-179.844
10.0,0.06206896551724138,-9.5461e-08,2.32832e-10,9.54028e-08,179.838
10.0,0.08275862068965517,-1.25788e-07,-2.32832e-10,1.25729e-07,-179.91
10.0,0.10344827586206896,-1.56463e-07,-5.23873e-10,1.56405e-07,-179.826
10.0,0.12413793103448276,-1.90165e-07,-5.8208e-10,1.90107e-07,-179.832
10.0,0.14482758620689656,-2.20957e-07,-1.28058e-09,2.20899e-07,-179.682
10.0,0.16551724137931034,-2.54602e-07,-8.14911e-10,2.54544e-07,-179.826
10.0,0.18620689655172412,-2.85278e-07,-9.3133e-10,2.85219e-07,-179.82
10.0,0.20689655172413793,-3.15837e-07,-1.04775e-09,3.15778e-07,-179.82
10.0,0.22758620689655173,-3.49597e-07,-1.10595e-09,3.49539e-07,-179.82
10.0,0.2482758620689655,-3.80272e-07,-1.22237e-09,3.80214e-07,-179.82
10.0,0.2689655172413793,-4.1089e-07,-1.33878e-09,4.10831e-07,-179.82
10.0,0.2896551724137931,-4.44592e-07,-1.39699e-09,4.44534e-07,-179.826
10.0,0.3103448275862069,-4.75267e-07,-1.51341e-09,4.75209e-07,-179.826
10.0,0.3310344827586207,-5.05828e-07,-1.62982e-09,5.0577e-07,-179.82
10.0,0.35172413793103446,-5.3953e-07,-1.74624e-09,5.39472e-07,-179.814
10.0,0.37241379310344824,-5.70148e-07,-1.80444e-09,5.70089e-07,-179.82
10.0,0.3931034482758621,-6.00765e-07,-1.92087e-09,6.00707e-07,-179.82
10.0,0.41379310344827586,-6.34525e-07,-1.97907e-09,6.34467e-07,-179.82
10.0,0.43448275862068964,-6.65026e-07,-2.1537e-09,6.64968e-07,-179.814
10.0,0.45517241379310347,-6.95643e-07,-2.27011e-09,6.95585e-07,-179.814
10.0,0.47586206896551725,-7.29404e-07,-2.32832e-09,7.29346e-07,-179.82
10.0,0.496551724137931,-7.60079e-07,-2.38653e-09,7.60021e-07,-179.826
10.0,0.5172413793103449,-7.91162e-07,-2.50294e-09,7.91104e-07,-179.82
10.0,0.5379310344827586,-8.24632e-07,-2.44474e-09,8.24573e-07,-179.832
10.0,0.5586206896551724,-8.55598e-07,-2.67757e-09,8.5554e-07,-179.82
10.0,0.5793103448275863,-8.86099e-07,-2.79398e-09,8.86041e-07,-179.82
10.0,0.6,-9.19859e-07,-2.9104e-09,9.19801e-07,-179.82
20.0,0.0,-9.1887e-07,1.11759e-08,9.1887e-07,179.298
20.0,0.020689655172413793,-3.07339e-08,3.49248e-10,3.06757e-08,179.316
20.0,0.041379310344827586,-6.13513e-08,6.98495e-10,6.12931e-08,179.316
20.0,0.06206896551724138,-9.51118e-08,1.10595e-09,9.50536e-08,179.316
