time (unix), tc temp (C), tr temp (C), tr res (ohm), film res (ohm)
1644178939.185408,25.0883388,-539.229704652953,-0.0001356,2067178.9
1644178940.3856518,25.0979595,-539.2297003082964,-0.0001327,2063149.58
1644178941.5864077,25.1095638,-539.2296977614287,-0.000131,2065677.57
1644178942.7822988,25.1156063,-539.2297004581122,-0.0001328,2063436.29
1644178943.9792478,25.1244754,-539.2297042035058,-0.0001353,2064306.3
1644178945.1745145,25.1308059,-539.229703454427,-0.0001348,2063888.52
1644178946.3723114,25.1351337,-539.2297012071908,-0.0001333,2061768.02
1644178947.5673873,25.1436786,-539.2297057016632,-0.0001363,2062638.78
1644178948.7576594,25.1445598,-539.2297036042429,-0.0001349,2061967.93
1644178949.9553442,25.1425895,-539.2297028551641,-0.0001344,2061763.94
1644178951.1534045,25.1634578,-539.2296995592176,-0.0001322,2062582.89
1644178952.3534665,25.1674461,-539.2297012071908,-0.0001333,2062958.9
1644178953.5546083,25.1775875,-539.2296974617972,-0.0001308,2062361.01
1644178954.766277,25.1890754,-539.2297009075594,-0.0001331,2060836.03
1644178955.9734008,25.201128,-539.2296973119815,-0.0001307,2062087.53
1644178957.1649563,25.2009544,-539.2296995592176,-0.0001322,2061897.26
1644178958.3583708,25.1993865,-539.229704652953,-0.0001356,2058334.01
1644178959.5533981,25.2015285,-539.229698210876,-0.0001313,2062787.21
1644178960.7422717,25.213272,-539.2297019562695,-0.0001338,2064104.46
1644178961.9411812,25.2144737,-539.2297019562695,-0.0001338,2063230.18
1644178963.1465535,25.2388744,-539.2296995592176,-0.0001322,2064887.95
1644178964.3894553,25.2487449,-539.2296992595863,-0.000132,2061777.93
1644178965.587456,25.2431011,-539.2297013570067,-0.0001334,2061753.0
1644178966.7811818,25.258358,-539.2297039038745,-0.0001351,2061853.5
1644178967.9763317,25.255619,-539.2297016566382,-0.0001336,2061623.59
1644178969.170017,25.2635059,-539.2297042035058,-0.0001353,2064059.78
1644178970.3775895,25.274374,-539.2296979112448,-0.0001311,2061622.85
1644178971.5760531,25.2815876,-539.229697611613,-0.0001309,2061064.72
1644178972.767422,25.29076,-539.2297004581122,-0.0001328,2064039.32
1644178973.965372,25.2817745,-539.2297027053484,-0.0001343,2061216.82
1644178975.160702,25.2897453,-539.2297052522161,-0.000136,2064296.01
1644178976.3574042,25.3059902,-539.2296997090334,-0.0001323,2063438.29
1644178977.554424,25.3013458,-539.2297054020316,-0.0001361,2063562.34
1644178978.752243,25.3092765,-539.2297055518475,-0.0001362,2064642.63
1644178979.9510474,25.3110103,-539.2297000086648,-0.0001325,2064414.19
1644178981.14963,25.3199081,-539.2297067503736,-0.000137,2064337.44
1644178982.3494291,25.3303604,-539.2296983606918,-0.0001314,2063167.73
1644178983.5465379,25.3417301,-539.2297015068225,-0.0001335,2063752.1
1644178984.7573957,25.3383903,-539.2297000086648,-0.0001325,2062346.11
1644178985.952186,25.3421955,-539.2296997090334,-0.0001323,2062405.55
1644178987.1497743,25.3396892,-539.2296992595863,-0.000132,2063485.01
1644178988.3412578,25.3443832,-539.2297000086648,-0.0001325,2060565.49
1644178989.537462,25.3492679,-539.2297016566382,-0.0001336,2063097.75
1644178990.7354503,25.3619441,-539.2297025555325,-0.0001342,2063574.98
1644178991.9307828,25.3666324,-539.2297031547956,-0.0001346,2060896.23
1644178993.1181853,25.3709774,-539.2297022559011,-0.000134,2062361.55
1644178994.3143952,25.3808135,-539.2297033046112,-0.0001347,2060405.47
1644178995.5086904,25.3744316,-539.2296995592176,-0.0001322,2063660.92
1644178996.7016704,25.3863334,-539.2297042035058,-0.0001353,2059843.62
1644178997.9283457,25.3849544,-539.2297070500051,-0.0001372,2062682.09
1644178999.1240692,25.3908367,-539.2297066005578,-0.0001369,2061629.59
1644179000.3187735,25.3876304,-539.2297000086648,-0.0001325,2063603.84
1644179001.5083656,25.3906764,-539.2297018064537,-0.0001337,2063507.72
1644179002.7146716,25.391653,-539.2297007577437,-0.000133,2061869.16
1644179003.919412,25.3997287,-539.2297030049799,-0.0001345,2063234.67
1644179005.1122425,25.405363,-539.2297000086648,-0.0001325,2061444.33
1644179006.338502,25.405447,-539.2297048027689,-0.0001357,2063275.83
1644179007.5363932,25.4245891,-539.2296997090334,-0.0001323,2061674.41
1644179008.7342997,25.4189891,-539.2297007577437,-0.000133,2062215.77
1644179009.928869,25.4300308,-539.2297049525846,-0.0001358,2063848.37
1644179011.1244912,25.4272956,-539.2296973119815,-0.0001307,2061292.44
1644179012.3212428,25.4401493,-539.2297042035058,-0.0001353,2062937.79
1644179013.5143423,25.4269294,-539.2297021060853,-0.0001339,2061028.55
1644179014.711116,25.4385795,-539.2297007577437,-0.000133,2062094.86
1644179015.9044216,25.4458522,-539.2297015068225,-0.0001335,2063178.72
1644179017.104436,25.4489974,-539.2297007577437,-0.000133,2063561.75
1644179018.3034542,25.458517,-539.2296991097705,-0.0001319,2063472.85
1644179019.49641,25.4675827,-539.2297000086648,-0.0001325,2061832.79
1644179020.6952565,25.462471,-539.229698210876,-0.0001313,2060939.31
1644179021.8922873,25.4596614,-539.2297039038745,-0.0001351,2061632.83
1644179023.0856996,25.4635086,-539.2297077990837,-0.0001377,2059156.59
1644179024.2845113,25.4713897,-539.2297039038745,-0.0001351,2062700.29
1644179025.4834082,25.4707984,-539.229703454427,-0.0001348,2060821.02
1644179026.6843698,25.4857425,-539.2296965629027,-0.0001302,2061205.11
1644179027.883433,25.4804248,-539.2296977614287,-0.000131,2060297.72
1644179029.083491,25.4909515,-539.2297033046112,-0.0001347,2060222.44
1644179030.2808764,25.5043048,-539.2296992595863,-0.000132,2061426.63
1644179031.4822845,25.4996204,-539.2297033046112,-0.0001347,2059571.27
1644179032.6763396,25.5066242,-539.2297018064537,-0.0001337,2061573.85
1644179033.866393,25.512289,-539.229697162166,-0.0001306,2060053.28
1644179035.0622468,25.5123577,-539.2297036042429,-0.0001349,2060080.92
1644179036.2575834,25.5089378,-539.2297015068225,-0.0001335,2059809.74
1644179037.4554968,25.5092468,-539.2297019562695,-0.0001338,2062475.48
1644179038.6511443,25.5217075,-539.2296988101389,-0.0001317,2062396.9
1644179039.8833897,25.5125312,-539.2297012071908,-0.0001333,2059880.04
1644179041.0822616,25.5156002,-539.2296998588491,-0.0001324,2061160.05
1644179042.2760777,25.5187854,-539.2297004581122,-0.0001328,2061446.33
1644179043.46885,25.526062,-539.2296977614287,-0.000131,2060814.42
1644179044.6661043,25.5373115,-539.2297004581122,-0.0001328,2060856.51
1644179045.8622372,25.5350818,-539.2297049525846,-0.0001358,2060509.03
1644179047.0534394,25.5285015,-539.229700607928,-0.0001329,2063266.63
1644179048.2965348,25.5351181,-539.2296995592176,-0.0001322,2062282.03
1644179049.4912782,25.5458068,-539.229704652953,-0.0001356,2060578.56
1644179050.6822486,25.5445442,-539.2297004581122,-0.0001328,2061514.34
1644179051.887812,25.5670337,-539.2297018064537,-0.0001337,2062118.85
1644179053.076397,25.5623569,-539.2297007577437,-0.000133,2063211.68
1644179054.2687457,25.5608634,-539.229698210876,-0.0001313,2062991.69
1644179055.4674544,25.5539283,-539.2297003082964,-0.0001327,2060670.31
1644179056.6601605,25.5624485,-539.2296983606918,-0.0001314,2060951.21
1644179057.850461,25.5567741,-539.2296995592176,-0.0001322,2061129.5
1644179059.048246,25.562437,-539.2296977614287,-0.000131,2059275.35
1644179060.2454524,25.5710487,-539.2296989599547,-0.0001318,2059003.13
1644179061.4412355,25.5660934,-539.2297001584808,-0.0001326,2060599.57
1644179062.6321294,25.5671291,-539.229698210876,-0.0001313,2058563.71
1644179063.8304908,25.5661983,-539.2296943156666,-0.0001287,2062466.96
1644179065.027475,25.5773811,-539.2297030049799,-0.0001345,2065288.78
1644179066.2253466,25.5704803,-539.2297030049799,-0.0001345,2061393.38
1644179067.4234412,25.5744571,-539.2296977614287,-0.000131,2065355.36
1644179068.6164892,25.5746212,-539.2296940160353,-0.0001285,2062716.56
1644179069.8193192,25.5839862,-539.2296967127185,-0.0001303,2062120.36
1644179071.0164368,25.5865802,-539.2296974617972,-0.0001308,2064762.41
1644179072.2182975,25.5963802,-539.2296997090334,-0.0001323,2065026.38
1644179073.414493,25.6041812,-539.2296986603234,-0.0001316,2063231.87
1644179074.6244023,25.6040458,-539.2296968625344,-0.0001304,2064010.77
1644179075.818238,25.602745,-539.2297015068225,-0.0001335,2063232.73
1644179077.0135574,25.6056365,-539.2297021060853,-0.0001339,2063576.85
1644179078.2125185,25.6039924,-539.229697611613,-0.0001309,2062198.71
1644179079.4044478,25.606039,-539.2296973119815,-0.0001307,2062654.71
1644179080.597645,25.6077651,-539.2296977614287,-0.000131,2063280.52
1644179081.7934082,25.6121387,-539.2297019562695,-0.0001338,2061905.01
1644179082.9911098,25.6180267,-539.229702405717,-0.0001341,2061504.51
1644179084.2173636,25.6201038,-539.2296967127185,-0.0001303,2062380.33
1644179085.4135447,25.6287059,-539.2296988101389,-0.0001317,2061865.79
1644179086.6134603,25.6362228,-539.229700607928,-0.0001329,2062668.04
1644179087.8093767,25.64258,-539.229702405717,-0.0001341,2062733.6
1644179089.0144367,25.635601,-539.2296974617972,-0.0001308,2060211.2
1644179090.2046306,25.6443023,-539.2296989599547,-0.0001318,2061774.38
1644179091.4106648,25.6466083,-539.2297007577437,-0.000133,2061826.6
1644179092.633866,25.6373844,-539.2296998588491,-0.0001324,2059450.78
1644179093.8306618,25.646038,-539.2296991097705,-0.0001319,2060864.76
1644179095.0243893,25.6562404,-539.2297013570067,-0.0001334,2058852.58
1644179096.2213686,25.6526851,-539.2296973119815,-0.0001307,2060115.03
1644179097.4144533,25.6474609,-539.2297021060853,-0.0001339,2059841.98
1644179098.6103954,25.6564941,-539.2296973119815,-0.0001307,2055744.69
1644179099.805435,25.654972,-539.2296955141927,-0.0001295,2058839.66
1644179100.9994628,25.6634387,-539.2296986603234,-0.0001316,2060872.67
1644179102.196888,25.6736469,-539.2296998588491,-0.0001324,2058889.46
1644179103.3877275,25.6647777,-539.229701057375,-0.0001332,2060156.52
1644179104.5847144,25.6644954,-539.2297052522161,-0.000136,2059667.38
1644179105.7804115,25.6610088,-539.2297037540587,-0.000135,2059971.17
1644179106.9794734,25.6672363,-539.2296970123501,-0.0001305,2061055.3
1644179108.1784608,25.6541481,-539.229697611613,-0.0001309,2059385.62
1644179109.3752077,25.6613254,-539.229697162166,-0.0001306,2058932.7
1644179110.5666134,25.6795368,-539.229692517878,-0.0001275,2059720.75
1644179111.7622695,25.6778545,-539.229702405717,-0.0001341,2057800.84
1644179112.9612322,25.6796684,-539.2296964130871,-0.0001301,2059992.31
1644179114.16346,25.6839904,-539.2297015068225,-0.0001335,2058397.43
1644179115.3652942,25.686634,-539.2296974617972,-0.0001308,2057244.37
1644179116.566319,25.6905956,-539.2296967127185,-0.0001303,2058435.32
1644179117.7634573,25.6863937,-539.229698210876,-0.0001313,2055560.81
1644179118.9633229,25.6892433,-539.2296949149298,-0.0001291,2057684.15
1644179120.1604598,25.6865005,-539.2296964130871,-0.0001301,2055975.94
1644179121.3567283,25.6910095,-539.2297007577437,-0.000133,2057019.55
1644179122.5490925,25.6840915,-539.2297009075594,-0.0001331,2058081.27
1644179123.7609417,25.6842193,-539.2296995592176,-0.0001322,2055613.47
1644179124.9549682,25.6891288,-539.2297016566382,-0.0001336,2056733.96
1644179126.1788301,25.6798553,-539.2296991097705,-0.0001319,2056019.74
1644179127.3734062,25.6923732,-539.2297016566382,-0.0001336,2058418.3
1644179128.5794652,25.6971244,-539.2296949149298,-0.0001291,2059286.82
1644179129.7712414,25.6966247,-539.2297037540587,-0.000135,2056006.25
1644179130.9774582,25.7057037,-539.2297086979783,-0.0001383,2058896.17
1644179132.1710413,25.7096061,-539.2296994094021,-0.0001321,2057762.39
1644179133.3612485,25.7026901,-539.2297013570067,-0.0001334,2057380.39
1644179134.5985646,25.7035007,-539.2297021060853,-0.0001339,2058573.97
1644179135.8021843,25.7127704,-539.229702405717,-0.0001341,2057139.22
1644179137.0122643,25.7177219,-539.2296997090334,-0.0001323,2059039.63
1644179138.203454,25.7134208,-539.229702405717,-0.0001341,2058082.13
1644179139.3911862,25.7121925,-539.2296997090334,-0.0001323,2058573.47
1644179140.5934231,25.7164745,-539.2297036042429,-0.0001349,2057759.44
1644179141.8022716,25.7274608,-539.2296961134557,-0.0001299,2057790.64
1644179142.997889,25.7192173,-539.2296959636399,-0.0001298,2058561.16
1644179144.2041636,25.7116107,-539.2297000086648,-0.0001325,2059188.08
1644179145.4034457,25.727087,-539.2296995592176,-0.0001322,2058910.91
1644179146.5944018,25.7232227,-539.2297016566382,-0.0001336,2056969.51
1644179147.7854044,25.7342338,-539.2296967127185,-0.0001303,2059636.27
1644179148.9922357,25.7415008,-539.229703454427,-0.0001348,2058660.39
1644179150.1807034,25.7330875,-539.2296997090334,-0.0001323,2058828.33
1644179151.3744586,25.7437915,-539.2297000086648,-0.0001325,2060361.38
1644179152.591268,25.7409172,-539.2296986603234,-0.0001316,2059164.69
1644179153.790404,25.7449779,-539.2296968625344,-0.0001304,2057122.27
1644179154.9859273,25.7424869,-539.2296967127185,-0.0001303,2058584.48
1644179156.1873102,25.743206,-539.2297019562695,-0.0001338,2057769.4
1644179157.3807662,25.7565116,-539.2296983606918,-0.0001314,2057630.84
1644179158.5784917,25.7494525,-539.229697162166,-0.0001306,2059009.77
1644179159.7764406,25.7594509,-539.2296973119815,-0.0001307,2058495.29
1644179160.9708817,25.7585582,-539.2296974617972,-0.0001308,2056235.64
1644179162.1706216,25.7653884,-539.2296959636399,-0.0001298,2057254.37
1644179163.3684757,25.7768993,-539.2296992595863,-0.000132,2058364.32
1644179164.5613828,25.7703781,-539.2296983606918,-0.0001314,2059029.97
1644179165.7684739,25.7800712,-539.2296959636399,-0.0001298,2057740.11
1644179166.9584534,25.7739105,-539.2296962632714,-0.00013,2057546.7
1644179168.1810741,25.7632732,-539.2296970123501,-0.0001305,2058355.08
1644179169.377739,25.7578086,-539.2296995592176,-0.0001322,2056369.61
1644179170.569308,25.7600669,-539.2296967127185,-0.0001303,2057968.68
1644179171.764242,25.7650756,-539.229695364377,-0.0001294,2056823.97
1644179172.9611712,25.7589435,-539.2297013570067,-0.0001334,2059014.8
1644179174.1554046,25.7543773,-539.229694165851,-0.0001286,2057251.03
1644179175.3501031,25.7601413,-539.2296949149298,-0.0001291,2062025.84
1644179176.588546,25.7642307,-539.2296955141927,-0.0001295,2057263.95
1644179177.7864013,25.7628669,-539.2296998588491,-0.0001324,2056299.68
1644179178.979187,25.7652988,-539.2297007577437,-0.000133,2055675.85
1644179180.1732335,25.7613697,-539.2296947651141,-0.000129,2057692.14
1644179181.3779228,25.7702751,-539.2296991097705,-0.0001319,2057174.0
1644179182.5756545,25.7691745,-539.2296979112448,-0.0001311,2058508.08
1644179183.7716923,25.7806701,-539.2296977614287,-0.000131,2059248.24
1644179184.968705,25.7864246,-539.2296958138242,-0.0001297,2058827.01
1644179186.1646297,25.7813072,-539.2296974617972,-0.0001308,2058180.21
1644179187.3572445,25.7825946,-539.2297019562695,-0.0001338,2058911.7
1644179188.5508626,25.7778415,-539.2297019562695,-0.0001338,2061926.96
1644179189.745866,25.7747459,-539.2296932669566,-0.000128,2055696.99
1644179190.9505699,25.7884082,-539.2296983606918,-0.0001314,2058044.02
1644179192.1412702,25.7940521,-539.2296998588491,-0.0001324,2057603.52
1644179193.3374004,25.7903556,-539.2296944654823,-0.0001288,2057455.64
1644179194.532206,25.7898311,-539.2296983606918,-0.0001314,2056434.0
1644179195.7266908,25.784563,-539.2297000086648,-0.0001325,2058420.49
1644179196.9154088,25.7834968,-539.2296949149298,-0.0001291,2057991.36
1644179198.1054592,25.7880287,-539.229694165851,-0.0001286,2058088.17
1644179199.2923086,25.7927856,-539.2296979112448,-0.0001311,2055914.18
1644179200.5022962,25.7971382,-539.2296964130871,-0.0001301,2054979.97
1644179201.7153823,25.8070545,-539.2296989599547,-0.0001318,2057656.05
1644179202.9154508,25.8146438,-539.2296949149298,-0.0001291,2056517.79
1644179204.109255,25.822649,-539.2296974617972,-0.0001308,2058969.26
1644179205.306475,25.8224735,-539.2296965629027,-0.0001302,2058906.13
1644179206.4982877,25.8176708,-539.2296964130871,-0.0001301,2057782.37
1644179207.6984198,25.8207511,-539.2296913193521,-0.0001267,2057168.0
1644179208.896463,25.8103103,-539.2296937164037,-0.0001283,2058031.95
1644179210.1484723,25.8157749,-539.229691918615,-0.0001271,2056525.88
1644179211.3493905,25.8157176,-539.2296991097705,-0.0001319,2056609.96
1644179212.5421543,25.8178443,-539.2296992595863,-0.000132,2059208.15
1644179213.737997,25.8180599,-539.2296961134557,-0.0001299,2059796.89
1644179214.9299166,25.8120193,-539.229698210876,-0.0001313,2059762.98
1644179216.1223044,25.8172473,-539.2296959636399,-0.0001298,2058779.1
1644179217.3133986,25.8187599,-539.2296962632714,-0.00013,2056591.27
1644179218.538447,25.8207912,-539.2296911695363,-0.0001266,2057754.83
1644179219.7365346,25.8243904,-539.2296949149298,-0.0001291,2056041.65
1644179220.9314919,25.8201065,-539.2296968625344,-0.0001304,2058429.72
1644179222.1247292,25.8154563,-539.2297001584808,-0.0001326,2058900.39
1644179223.3194027,25.820322,-539.2296950647454,-0.0001292,2057948.05
1644179224.5112076,25.8343296,-539.2296956640083,-0.0001296,2060417.34
1644179225.7033503,25.831892,-539.2296970123501,-0.0001305,2058660.0
1644179226.9022615,25.8253345,-539.2296977614287,-0.000131,2058928.06
1644179228.0998583,25.8356838,-539.2296952145612,-0.0001293,2059279.96
1644179229.2973952,25.8374462,-539.2296944654823,-0.0001288,2059219.41
1644179230.493277,25.8376445,-539.2296952145612,-0.0001293,2058252.72
1644179231.6893353,25.8355998,-539.2296952145612,-0.0001293,2057435.92
1644179232.8873398,25.8313045,-539.2296973119815,-0.0001307,2057094.37
1644179234.0843942,25.8402729,-539.2296913193521,-0.0001267,2057772.61
1644179235.2786458,25.8370685,-539.2296950647454,-0.0001292,2058244.12
1644179236.4747875,25.8518199,-539.2296940160353,-0.0001285,2056625.46
1644179237.6712668,25.8440952,-539.2296935665881,-0.0001282,2058394.76
1644179238.8694372,25.843914,-539.2296985105075,-0.0001315,2057503.55
1644179240.0657263,25.8417873,-539.2296959636399,-0.0001298,2059297.71
1644179241.2653298,25.8492317,-539.2296992595863,-0.000132,2059734.62
1644179242.4643097,25.8459758,-539.2297015068225,-0.0001335,2058714.53
1644179243.6772993,25.8455696,-539.2296923680623,-0.0001274,2059146.99
1644179244.8741422,25.8470821,-539.2296947651141,-0.000129,2059410.0
1644179246.0704117,25.8514881,-539.2296938662196,-0.0001284,2059252.77
1644179247.2644005,25.8464355,-539.2297004581122,-0.0001328,2057516.4
1644179248.4611804,25.8574695,-539.2296923680623,-0.0001274,2056388.23
1644179249.65711,25.8615417,-539.2296956640083,-0.0001296,2057299.03
1644179250.8522987,25.8569107,-539.2296967127185,-0.0001303,2061355.11
1644179252.082418,25.8552017,-539.229700607928,-0.0001329,2060211.89
1644179253.2780943,25.8640975,-539.2296949149298,-0.0001291,2060392.48
1644179254.4752896,25.8586215,-539.2296974617972,-0.0001308,2060286.14
1644179255.6742842,25.8533172,-539.2296916189835,-0.0001269,2058011.98
1644179256.8722534,25.852499,-539.2296935665881,-0.0001282,2058829.63
1644179258.0743093,25.8578491,-539.2296970123501,-0.0001305,2059748.68
1644179259.272891,25.8694591,-539.2296974617972,-0.0001308,2060318.94
1644179260.4972553,25.8697471,-539.2296908699047,-0.0001264,2059553.0
1644179261.7039073,25.869585,-539.2296965629027,-0.0001302,2059204.78
1644179262.8952045,25.8646526,-539.2296913193521,-0.0001267,2058584.56
1644179264.0898395,25.8651256,-539.2296985105075,-0.0001315,2057314.42
1644179265.2834148,25.8589096,-539.2296986603234,-0.0001316,2056884.07
1644179266.4998655,25.8647251,-539.2296950647454,-0.0001292,2056813.81
1644179267.7068532,25.8619537,-539.2296995592176,-0.0001322,2057865.05
1644179268.9046478,25.8634052,-539.2297003082964,-0.0001327,2057095.51
1644179270.0992591,25.8805522,-539.2296932669566,-0.000128,2058391.6
