t,i,x,y,r,theta,xK,tc,therm,trueGateDC,trueGateI,x2,y2,r2,theta2
1682541662.5350955, 3.2, -4.091004e-06, -4.542001e-06, 6.146402e-06, 223.2863, 0, 0, 0, +4.148656E-05, +4.100051E-10, -0.00324823, -4.57766e-05, -0.0250722, -179.208
1682541668.9868846, -3.2, 6.87637e-06, -5.272832e-06, 6.523748e-06, 320.0058, 0, 0, 0, +4.148656E-05, +4.100051E-10, -0.00324823, -4.57766e-05, -0.0250722, -179.208
1682541675.4226313, 3.2, -4.352126e-07, -5.272832e-06, 4.68937e-06, 264.5267, 0, 0, 0, +4.148656E-05, +4.100051E-10, -0.00324823, -4.57766e-05, -0.0250741, -179.208
1682541681.8803995, -3.2, 3.951737e-06, -4.542001e-06, 6.020465e-06, 305.3392, 0, 0, 0, +4.148656E-05, +4.100051E-10, -0.00324823, -4.57766e-05, -0.0250722, -179.208
1682541688.351058, 3.2, -3.359846e-06, -4.542001e-06, 5.247834e-06, 243.5022, 0, 0, 0, +4.148656E-05, +4.100051E-10, -0.00324823, -4.57766e-05, -0.0250722, -179.208
1682541694.8048046, -3.2, 6.145212e-06, -3.811169e-06, 6.037758e-06, 322.064, 0, 0, 0, +4.148656E-05, +4.100051E-10, -0.00325014, -4.57766e-05, -0.0250703, -179.208
1682541701.2625306, 3.2, -2.628688e-06, -4.542001e-06, 4.629796e-06, 252.4603, 0, 0, 0, +4.148656E-05, +4.100051E-10, -0.00324823, -4.57766e-05, -0.0250722, -179.208
1682541707.7073462, -3.2, 1.758262e-06, -4.542001e-06, 4.870447e-06, 288.4413, 0, 0, 0, +4.148656E-05, +4.100051E-10, -0.00325014, -4.57766e-05, -0.0250703, -179.208
1682541714.1620853, 3.2, -5.553321e-06, -3.811169e-06, 7.1742e-06, 218.3209, 0, 0, 0, +4.148656E-05, +4.100051E-10, -0.00325014, -4.57766e-05, -0.0250703, -179.208
1682541720.6188183, -3.2, 1.758262e-06, -3.080338e-06, 4.551632e-06, 285.0828, 0, 0, 0, +4.148656E-05, +4.100051E-10, -0.00325204, -4.57766e-05, -0.0250684, -179.208
1682541743.2205877, 3.2, -4.091004e-06, -3.811169e-06, 5.080707e-06, 216.9781, 0, 0, 0, +2.667304E+00, +5.389460E-10, -0.00331499, -4.57766e-05, -0.0250055, -179.22
1682541749.665313, -3.2, 2.489421e-06, -3.811169e-06, 4.870447e-06, 294.766, 0, 0, 0, +2.667304E+00, +5.389460E-10, -0.00331689, -4.57766e-05, -0.0250036, -179.22
1682541756.1270332, 3.2, -2.628688e-06, -5.272832e-06, 3.835939e-06, 252.9838, 0, 0, 0, +2.667304E+00, +5.389460E-10, -0.00331499, -4.57766e-05, -0.0250055, -179.22
1682541762.5748296, -3.2, 6.87637e-06, -4.542001e-06, 7.23109e-06, 319.3691, 0, 0, 0, +2.667304E+00, +5.389460E-10, -0.00331689, -4.57766e-05, -0.0250036, -179.22
1682541769.0105824, 3.2, -4.352126e-07, -4.542001e-06, 5.649631e-06, 247.3261, 0, 0, 0, +2.667304E+00, +5.389460E-10, -0.00331499, -4.57766e-05, -0.0250055, -179.22
1682541775.4623256, -3.2, 8.338688e-06, -4.542001e-06, 8.860264e-06, 329.1611, 0, 0, 0, +2.667304E+00, +5.389460E-10, -0.00331689, -4.57766e-05, -0.0250036, -179.22
