t,i,x,y,r,theta,xK,tc,therm,trueGateDC,trueGateI,x2,y2,r2,theta2
1682369398.148454, 3.2, -4.091004e-06, -5.272832e-06, 7.145349e-06, 232.1934, 0, 0, 0, +4.098064E-05, +4.278800E-10, 0.980106, 0.0165406, 0.413881, 0.966
1682369404.6208086, -3.2, 5.414054e-06, -6.003663e-06, 7.614031e-06, 311.6089, 0, 0, 0, +4.098064E-05, +4.278800E-10, 0.980045, 0.0166017, 0.41382, 0.972
1682369411.1064858, 3.2, -4.091004e-06, -5.272832e-06, 6.252305e-06, 232.1934, 0, 0, 0, +4.098064E-05, +4.278800E-10, 0.980045, 0.0166017, 0.41382, 0.972
1682369417.5764992, -3.2, 3.220579e-06, -5.272832e-06, 7.05211e-06, 315.875, 0, 0, 0, +4.098064E-05, +4.278800E-10, 0.980045, 0.0165406, 0.41382, 0.972
1682369424.065015, 3.2, -3.359846e-06, -5.272832e-06, 6.553927e-06, 243.5022, 0, 0, 0, +4.098064E-05, +4.278800E-10, 0.980045, 0.0165406, 0.41382, 0.972
1682369430.5670643, -3.2, 4.682895e-06, -5.272832e-06, 7.557429e-06, 306.8498, 0, 0, 0, +4.098064E-05, +4.278800E-10, 0.980045, 0.0166017, 0.41382, 0.972
1682369437.035748, 3.2, -3.359846e-06, -5.272832e-06, 6.252305e-06, 232.1934, 0, 0, 0, +4.098064E-05, +4.278800E-10, 0.980045, 0.0166017, 0.41382, 0.972
1682369443.5111198, -3.2, 6.145212e-06, -5.272832e-06, 7.557429e-06, 306.8498, 0, 0, 0, +4.098064E-05, +4.278800E-10, 0.980045, 0.0166017, 0.41382, 0.972
1682369450.021024, 3.2, -2.628688e-06, -5.272832e-06, 5.603871e-06, 239.9398, 0, 0, 0, +4.098064E-05, +4.278800E-10, 0.980045, 0.0165406, 0.413759, 0.972
1682369456.49881, -3.2, 4.682895e-06, -4.542001e-06, 6.178583e-06, 311.6089, 0, 0, 0, +4.098064E-05, +4.278800E-10, 0.980045, 0.0166017, 0.41382, 0.972
1682369479.175093, 3.2, -4.822163e-06, -5.272832e-06, 8.178223e-06, 235.7288, 0, 0, 0, +2.667239E+00, -7.610940E-10, 0.979496, 0.0164796, 0.41321, 0.966
1682369485.6531298, -3.2, 2.489421e-06, -5.272832e-06, 5.830949e-06, 298.7267, 0, 0, 0, +2.667239E+00, -7.610940E-10, 0.979496, 0.0165406, 0.41321, 0.972
1682369492.1084754, 3.2, -4.822163e-06, -5.272832e-06, 5.649631e-06, 231.2285, 0, 0, 0, +2.667239E+00, -7.610940E-10, 0.979496, 0.0165406, 0.41321, 0.972
1682369498.6143878, -3.2, 3.220579e-06, -6.003663e-06, 6.178583e-06, 292.5214, 0, 0, 0, +2.667239E+00, -7.610940E-10, 0.979496, 0.0165406, 0.41321, 0.972
1682369505.094151, 3.2, -4.822163e-06, -6.734494e-06, 7.145349e-06, 231.2285, 0, 0, 0, +2.667239E+00, -7.610940E-10, 0.979496, 0.0165406, 0.41321, 0.972
1682369511.5892994, -3.2, 1.758262e-06, -6.003663e-06, 5.179477e-06, 292.5214, 0, 0, 0, +2.667239E+00, -7.610940E-10, 0.979496, 0.0165406, 0.41321, 0.972
1682369518.0517445, 3.2, -4.822163e-06, -6.003663e-06, 7.1742e-06, 219.2794, 0, 0, 0, +2.667239E+00, -7.610940E-10, 0.979496, 0.0165406, 0.41321, 0.972
1682369524.5554543, -3.2, 3.220579e-06, -5.272832e-06, 6.589308e-06, 295.273, 0, 0, 0, +2.667239E+00, -7.610940E-10, 0.979496, 0.0165406, 0.41321, 0.972
1682369531.0554771, 3.2, -4.822163e-06, -5.272832e-06, 6.252305e-06, 227.5562, 0, 0, 0, +2.667239E+00, -7.610940E-10, 0.979435, 0.0165406, 0.41321, 0.972
1682369537.5684652, -3.2, 3.951737e-06, -6.734494e-06, 6.020465e-06, 301.4161, 0, 0, 0, +2.667239E+00, -7.610940E-10, 0.979435, 0.0165406, 0.41321, 0.972
1682369560.2051852, 3.2, -7.015637e-06, -5.272832e-06, 9.233804e-06, 219.9975, 0, 0, 0, +5.334399E+00, +2.133137E-10, 0.978886, 0.0164796, 0.412661, 0.966
1682369566.696119, -3.2, 1.758262e-06, -5.272832e-06, 5.28113e-06, 288.4413, 0, 0, 0, +5.334399E+00, +2.133137E-10, 0.978886, 0.0165406, 0.412661, 0.972
1682369573.1843817, 3.2, -6.284479e-06, -6.003663e-06, 7.657814e-06, 223.5159, 0, 0, 0, +5.334399E+00, +2.133137E-10, 0.978886, 0.0165406, 0.412661, 0.972
1682369579.6657846, -3.2, 2.489421e-06, -5.272832e-06, 5.567935e-06, 295.273, 0, 0, 0, +5.334399E+00, +2.133137E-10, 0.978886, 0.0165406, 0.412661, 0.972
1682369586.131213, 3.2, -6.284479e-06, -5.272832e-06, 7.1742e-06, 219.9975, 0, 0, 0, +5.334399E+00, +2.133137E-10, 0.978886, 0.0165406, 0.412661, 0.972
1682369592.6122112, -3.2, 2.489421e-06, -6.003663e-06, 6.499321e-06, 301.4161, 0, 0, 0, +5.334399E+00, +2.133137E-10, 0.978886, 0.0165406, 0.4126, 0.972
1682369599.091093, 3.2, -4.091004e-06, -6.003663e-06, 6.624426e-06, 223.5159, 0, 0, 0, +5.334399E+00, +2.133137E-10, 0.978886, 0.0165406, 0.4126, 0.972
1682369605.5847924, -3.2, 1.758262e-06, -6.003663e-06, 5.558259e-06, 291.162, 0, 0, 0, +5.334399E+00, +2.133137E-10, 0.978886, 0.0165406, 0.4126, 0.972
1682369612.0625145, 3.2, -4.822163e-06, -5.272832e-06, 6.624426e-06, 227.5562, 0, 0, 0, +5.334399E+00, +2.133137E-10, 0.978886, 0.0165406, 0.412661, 0.972
1682369618.5619326, -3.2, 2.489421e-06, -5.272832e-06, 5.371936e-06, 288.4413, 0, 0, 0, +5.334399E+00, +2.133137E-10, 0.978886, 0.0165406, 0.4126, 0.972
1682369641.2080374, 3.2, -4.091004e-06, -5.272832e-06, 8.178223e-06, 231.2285, 0, 0, 0, +8.000843E+00, -5.554064E-10, 0.978336, 0.0164796, 0.412111, 0.966
1682369647.701254, -3.2, 3.951737e-06, -5.272832e-06, 6.178583e-06, 306.8498, 0, 0, 0, +8.000843E+00, -5.554064E-10, 0.978336, 0.0165406, 0.412111, 0.972
1682369654.183886, 3.2, -4.091004e-06, -5.272832e-06, 6.11278e-06, 227.5562, 0, 0, 0, +8.000843E+00, -5.554064E-10, 0.978336, 0.0165406, 0.412111, 0.972
1682369660.6890614, -3.2, 3.220579e-06, -6.003663e-06, 7.187503e-06, 301.4161, 0, 0, 0, +8.000843E+00, -5.554064E-10, 0.978336, 0.0165406, 0.412111, 0.972
1682369667.1649575, 3.2, -4.091004e-06, -5.272832e-06, 6.252305e-06, 246.3539, 0, 0, 0, +8.000843E+00, -5.554064E-10, 0.978275, 0.0165406, 0.41205, 0.972
1682369673.6764631, -3.2, 3.951737e-06, -5.272832e-06, 6.589308e-06, 311.6089, 0, 0, 0, +8.000843E+00, -5.554064E-10, 0.978275, 0.0165406, 0.41205, 0.972
1682369680.180361, 3.2, -4.091004e-06, -6.003663e-06, 6.879865e-06, 232.1934, 0, 0, 0, +8.000843E+00, -5.554064E-10, 0.978275, 0.0165406, 0.41205, 0.972
1682369686.6607168, -3.2, 4.682895e-06, -6.003663e-06, 7.614031e-06, 311.6089, 0, 0, 0, +8.000843E+00, -5.554064E-10, 0.978275, 0.0165406, 0.41205, 0.972
1682369693.1215532, 3.2, -3.359846e-06, -5.272832e-06, 6.67376e-06, 240.7672, 0, 0, 0, +8.000843E+00, -5.554064E-10, 0.978275, 0.0164796, 0.41205, 0.966
1682369699.5883992, -3.2, 3.220579e-06, -6.003663e-06, 6.812935e-06, 303.3538, 0, 0, 0, +8.000843E+00, -5.554064E-10, 0.978275, 0.0165406, 0.41205, 0.972
1682369722.2448564, 3.2, -5.553321e-06, -6.003663e-06, 8.178223e-06, 219.9975, 0, 0, 0, +1.066765E+01, -8.775194E-10, 0.977726, 0.0164796, 0.411501, 0.966
1682369728.7441554, -3.2, 3.951737e-06, -6.003663e-06, 6.589308e-06, 311.6089, 0, 0, 0, +1.066765E+01, -8.775194E-10, 0.977726, 0.0165406, 0.411501, 0.972
1682369735.220979, 3.2, -5.553321e-06, -5.272832e-06, 7.700469e-06, 223.2863, 0, 0, 0, +1.066765E+01, -8.775194E-10, 0.977726, 0.0165406, 0.411501, 0.972
1682369741.7184274, -3.2, 2.489421e-06, -5.272832e-06, 6.178583e-06, 301.4161, 0, 0, 0, +1.066765E+01, -8.775194E-10, 0.977726, 0.0165406, 0.411501, 0.972
1682369748.2038267, 3.2, -5.553321e-06, -5.272832e-06, 5.247834e-06, 223.2863, 0, 0, 0, +1.066765E+01, -8.775194E-10, 0.977726, 0.0165406, 0.41144, 0.972
1682369754.7098937, -3.2, 3.951737e-06, -5.272832e-06, 6.589308e-06, 303.3538, 0, 0, 0, +1.066765E+01, -8.775194E-10, 0.977726, 0.0164796, 0.41144, 0.966
1682369761.1979241, 3.2, -6.284479e-06, -5.272832e-06, 7.526086e-06, 231.2285, 0, 0, 0, +1.066765E+01, -8.775194E-10, 0.977726, 0.0165406, 0.41144, 0.972
1682369767.668267, -3.2, 3.220579e-06, -6.003663e-06, 7.05211e-06, 306.8498, 0, 0, 0, +1.066765E+01, -8.775194E-10, 0.977726, 0.0165406, 0.41144, 0.972
1682369774.1604407, 3.2, -5.553321e-06, -5.272832e-06, 6.624426e-06, 227.5562, 0, 0, 0, +1.066765E+01, -8.775194E-10, 0.977726, 0.0165406, 0.41144, 0.972
1682369780.6697679, -3.2, 3.951737e-06, -5.272832e-06, 6.589308e-06, 301.4161, 0, 0, 0, +1.066765E+01, -8.775194E-10, 0.977726, 0.0165406, 0.41144, 0.972
1682369803.3437366, 3.2, -5.553321e-06, -6.003663e-06, 7.265004e-06, 232.1934, 0, 0, 0, +1.333447E+01, +2.588020E-10, 0.977055, 0.0164186, 0.41083, 0.966
1682369809.8252041, -3.2, 4.682895e-06, -5.272832e-06, 5.567935e-06, 306.8498, 0, 0, 0, +1.333447E+01, +2.588020E-10, 0.977055, 0.0164796, 0.410769, 0.972
1682369816.312409, 3.2, -4.822163e-06, -6.003663e-06, 6.11278e-06, 235.7288, 0, 0, 0, +1.333447E+01, +2.588020E-10, 0.977055, 0.0165406, 0.410769, 0.972
1682369822.8128026, -3.2, 5.414054e-06, -5.272832e-06, 7.614031e-06, 304.8132, 0, 0, 0, +1.333447E+01, +2.588020E-10, 0.977055, 0.0165406, 0.410769, 0.972
1682369829.2981355, 3.2, -3.359846e-06, -6.003663e-06, 6.879865e-06, 240.7672, 0, 0, 0, +1.333447E+01, +2.588020E-10, 0.977055, 0.0164796, 0.41083, 0.972
1682369835.7757604, -3.2, 3.951737e-06, -5.272832e-06, 7.557429e-06, 315.7571, 0, 0, 0, +1.333447E+01, +2.588020E-10, 0.977055, 0.0165406, 0.41083, 0.972
1682369842.2671516, 3.2, -3.359846e-06, -5.272832e-06, 6.879865e-06, 240.7672, 0, 0, 0, +1.333447E+01, +2.588020E-10, 0.977055, 0.0165406, 0.410769, 0.972
1682369848.76272, -3.2, 6.145212e-06, -5.272832e-06, 8.097308e-06, 315.7571, 0, 0, 0, +1.333447E+01, +2.588020E-10, 0.977055, 0.0165406, 0.410769, 0.972
1682369855.259684, 3.2, -3.359846e-06, -5.272832e-06, 6.252305e-06, 240.7672, 0, 0, 0, +1.333447E+01, +2.588020E-10, 0.977055, 0.0165406, 0.41083, 0.972
1682369861.7550714, -3.2, 4.682895e-06, -4.542001e-06, 6.589308e-06, 307.9545, 0, 0, 0, +1.333447E+01, +2.588020E-10, 0.977055, 0.0165406, 0.410769, 0.972
1682369884.3864322, 3.2, -4.091004e-06, -6.003663e-06, 7.700469e-06, 234.3959, 0, 0, 0, +1.600090E+01, +2.886898E-10, 0.976322, 0.0164796, 0.410097, 0.966
1682369890.8595002, -3.2, 4.682895e-06, -6.734494e-06, 7.614031e-06, 315.7571, 0, 0, 0, +1.600090E+01, +2.886898E-10, 0.976322, 0.0164796, 0.410097, 0.972
1682369897.3648095, 3.2, -2.628688e-06, -6.003663e-06, 6.879865e-06, 240.7672, 0, 0, 0, +1.600090E+01, +2.886898E-10, 0.976322, 0.0164796, 0.410097, 0.972
1682369903.8620532, -3.2, 6.87637e-06, -6.734494e-06, 8.591135e-06, 312.0439, 0, 0, 0, +1.600090E+01, +2.886898E-10, 0.976322, 0.0164796, 0.410097, 0.972
