t,i,x,y,r,theta,xK,tc,therm,trueGateDC,trueGateI,x2,y2,r2,theta2
1682474614.136748, 3.2, -4.091004e-06, -5.272832e-06, 7.1742e-06, 223.2863, 0, 0, 0, +4.895350E-05, -4.356998E-10, -0.00354101, -4.76839e-05, -0.00778773, -179.232
1682474620.5944803, -3.2, 2.959457e-07, -4.542001e-06, 4.551632e-06, 273.728, 0, 0, 0, +4.895350E-05, -4.356998E-10, -0.00354101, -4.76839e-05, -0.00778773, -179.232
1682474627.053205, 3.2, -4.091004e-06, -4.542001e-06, 6.67376e-06, 227.9905, 0, 0, 0, +4.895350E-05, -4.356998E-10, -0.00354005, -4.76839e-05, -0.00778773, -179.232
1682474633.5139272, -3.2, 2.489421e-06, -5.272832e-06, 5.567935e-06, 298.7267, 0, 0, 0, +4.895350E-05, -4.356998E-10, -0.00354101, -4.76839e-05, -0.00778773, -179.232
1682474640.0235226, 3.2, -4.091004e-06, -5.272832e-06, 6.624426e-06, 231.2285, 0, 0, 0, +4.895350E-05, -4.356998E-10, -0.00354005, -4.76839e-05, -0.00778773, -179.232
1682474646.4752662, -3.2, 1.758262e-06, -4.542001e-06, 6.589308e-06, 311.0247, 0, 0, 0, +4.895350E-05, -4.356998E-10, -0.00354005, -4.76839e-05, -0.00778773, -179.232
1682474652.9339957, 3.2, -1.897529e-06, -3.811169e-06, 5.591183e-06, 233.5086, 0, 0, 0, +4.895350E-05, -4.356998E-10, -0.00354101, -4.76839e-05, -0.00778773, -179.232
1682474659.3927221, -3.2, 3.220579e-06, -4.542001e-06, 5.558259e-06, 294.766, 0, 0, 0, +4.895350E-05, -4.356998E-10, -0.00354101, -4.76839e-05, -0.00778773, -179.232
1682474665.85145, 3.2, -4.091004e-06, -5.272832e-06, 5.649631e-06, 233.5086, 0, 0, 0, +4.895350E-05, -4.356998E-10, -0.00354101, -4.76839e-05, -0.00778773, -179.232
1682474672.3111756, -3.2, 2.489421e-06, -5.272832e-06, 5.567935e-06, 295.273, 0, 0, 0, +4.895350E-05, -4.356998E-10, -0.00354101, -4.76839e-05, -0.00778773, -179.232
1682474694.8997703, 3.2, -4.091004e-06, -3.811169e-06, 5.080707e-06, 247.3261, 0, 0, 0, +2.667393E+00, +6.297261E-10, -0.00362398, -4.95913e-05, -0.00770476, -179.232
1682474701.3485258, -3.2, 3.220579e-06, -4.542001e-06, 6.020465e-06, 306.8498, 0, 0, 0, +2.667393E+00, +6.297261E-10, -0.00362398, -4.95913e-05, -0.00770476, -179.232
1682474707.7912965, 3.2, -4.822163e-06, -3.811169e-06, 6.11278e-06, 247.3261, 0, 0, 0, +2.667393E+00, +6.297261E-10, -0.00362112, -4.95913e-05, -0.00770667, -179.232
1682474714.2360597, -3.2, 6.145212e-06, -4.542001e-06, 7.8619e-06, 323.5314, 0, 0, 0, +2.667393E+00, +6.297261E-10, -0.00362302, -4.95913e-05, -0.00770572, -179.232
1682474720.7037637, 3.2, -1.897529e-06, -4.542001e-06, 3.985654e-06, 252.9838, 0, 0, 0, +2.667393E+00, +6.297261E-10, -0.00362207, -4.95913e-05, -0.00770572, -179.232
1682474727.1604989, -3.2, 7.607529e-06, -4.542001e-06, 8.207496e-06, 323.5314, 0, 0, 0, +2.667393E+00, +6.297261E-10, -0.00362302, -4.95913e-05, -0.00770572, -179.232
1682474733.6072586, 3.2, -1.166371e-06, -4.542001e-06, 4.68937e-06, 247.3261, 0, 0, 0, +2.667393E+00, +6.297261E-10, -0.00362398, -4.95913e-05, -0.00770476, -179.232
1682474740.054019, -3.2, 5.414054e-06, -3.811169e-06, 6.589308e-06, 311.6089, 0, 0, 0, +2.667393E+00, +6.297261E-10, -0.00362398, -4.95913e-05, -0.00770476, -179.232
