t,i,x,y,r,theta,xK,tc,therm,trueGateDC,trueGateI,x2,y2,r2,theta2
1682023229.780058, 3.2, -4.181529e-06, 1.43026e-06, 3.956981e-06, 164.9223, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0164796, 0.415041, 0.966
1682023236.283355, -3.2, 4.592371e-06, 1.43026e-06, 4.731252e-06, 16.79547, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
1682023242.773362, 3.2, -3.304139e-06, 1.43026e-06, 2.164992e-06, 148.9668, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
1682023249.2533135, -3.2, 4.299907e-06, 9.917608e-07, 4.44793e-06, 16.42062, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
1682023255.7797682, 3.2, -3.304139e-06, 1.137927e-06, 4.01353e-06, 163.0892, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981205, 0.0165406, 0.41498, 0.972
1682023262.2853, -3.2, 4.592371e-06, 1.137927e-06, 5.089916e-06, 12.74472, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981205, 0.0165406, 0.41498, 0.966
1682023268.7883363, 3.2, -3.596602e-06, 1.284093e-06, 4.052124e-06, 165.159, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981205, 0.0165406, 0.41498, 0.966
1682023275.2813005, -3.2, 4.884834e-06, 1.137927e-06, 4.69824e-06, 14.82294, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
1682023281.8007712, 3.2, -3.889066e-06, 1.137927e-06, 4.557977e-06, 167.9953, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981205, 0.0165406, 0.41498, 0.966
1682023288.301806, -3.2, 4.153676e-06, 1.43026e-06, 4.165872e-06, 19.15325, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
1682023294.8063443, 3.2, -3.596602e-06, 1.43026e-06, 4.052124e-06, 161.7278, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
1682023301.3243284, -3.2, 4.884834e-06, 1.284093e-06, 5.050792e-06, 14.72832, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
1682023307.8108659, 3.2, -3.304139e-06, 1.137927e-06, 2.81338e-06, 156.908, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.972
1682023314.327296, -3.2, 3.714981e-06, 1.137927e-06, 3.005913e-06, 19.26493, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
1682023320.8192182, 3.2, -4.181529e-06, 1.137927e-06, 4.514245e-06, 166.5727, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
1682023327.3142853, -3.2, 3.714981e-06, 1.284093e-06, 4.627856e-06, 14.94724, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.972
1682023333.810811, 3.2, -3.450371e-06, 1.137927e-06, 4.0068e-06, 165.6937, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.972
1682023340.2903175, -3.2, 3.422517e-06, 1.43026e-06, 3.468274e-06, 19.78954, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981327, 0.0165406, 0.415041, 0.966
1682023346.7974854, 3.2, -4.766456e-06, 1.284093e-06, 6.073604e-06, 167.1822, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
1682023353.2682545, -3.2, 2.545127e-06, 1.284093e-06, 2.720955e-06, 30.13583, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
1682023359.7708666, 3.2, -6.667467e-06, 1.284093e-06, 6.331863e-06, 170.7394, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
1682023366.2818604, -3.2, 1.521506e-06, 1.284093e-06, 1.816196e-06, 46.25487, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
1682023372.7902582, 3.2, -6.228772e-06, 1.284093e-06, 7.077396e-06, 168.6201, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
1682023379.3061748, -3.2, 1.521506e-06, 1.284093e-06, 2.681922e-06, 34.30641, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
1682023385.8023217, 3.2, -3.450371e-06, 1.137927e-06, 3.633172e-06, 163.0892, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
1682023392.287341, -3.2, -2.332742e-07, 1.284093e-06, 1.777482e-06, 50.54366, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
1682023398.7852952, 3.2, -6.375004e-06, 1.284093e-06, 6.763874e-06, 169.0988, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
1682023405.3023472, -3.2, 1.375274e-06, 1.137927e-06, 1.570782e-06, 46.25487, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
1682023411.7917333, 3.2, -5.643846e-06, 1.137927e-06, 6.646459e-06, 172.0549, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.972
1682023418.3062918, -3.2, 7.903475e-07, 1.284093e-06, 1.634103e-06, 49.32705, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
1682023424.821314, 3.2, -7.691089e-06, 1.284093e-06, 8.519574e-06, 172.7996, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
1682023431.3182821, -3.2, 1.229042e-06, 9.917608e-07, 1.507828e-06, 79.76705, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981327, 0.0165406, 0.415041, 0.966
1682023437.811613, 3.2, -6.95993e-06, 1.43026e-06, 6.248436e-06, 168.0792, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
1682023444.327322, -3.2, 1.229042e-06, 1.137927e-06, 1.679695e-06, 36.79264, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
1682023450.80581, 3.2, -8.276015e-06, 1.137927e-06, 7.630187e-06, 172.5115, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
1682023457.308267, -3.2, 5.918914e-08, 8.455946e-07, 1.449158e-06, 120.5627, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
1682023463.8217611, 3.2, -8.422247e-06, 1.137927e-06, 8.770962e-06, 171.6179, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
1682023470.3202777, -3.2, -8.182009e-07, 9.917608e-07, 1.590111e-06, 131.3086, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.972
1682023476.8215687, 3.2, -5.790077e-06, 1.137927e-06, 6.359757e-06, 167.4921, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
1682023483.3312392, -3.2, 4.978842e-07, 1.137927e-06, 2.018967e-06, 35.79676, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
1682023489.831812, 3.2, -2.572981e-06, 9.917608e-07, 3.083123e-06, 161.773, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
1682023496.3408663, -3.2, 1.667737e-06, 1.284093e-06, 1.67494e-06, 46.25487, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981327, 0.0165406, 0.415041, 0.972
1682023502.8573046, 3.2, -5.497614e-06, 1.43026e-06, 5.328084e-06, 164.7696, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981327, 0.0165406, 0.415041, 0.966
1682023509.340078, -3.2, 1.960201e-06, 8.455946e-07, 1.899963e-06, 40.16309, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
1682023515.8408086, 3.2, -6.521236e-06, 1.137927e-06, 5.822254e-06, 166.853, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981327, 0.0165406, 0.415041, 0.966
1682023522.3353324, -3.2, 1.521506e-06, 1.284093e-06, 1.570782e-06, 42.79551, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
1682023528.8333306, 3.2, -6.521236e-06, 1.284093e-06, 6.740824e-06, 168.3514, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
1682023535.3458624, -3.2, 1.813969e-06, 1.137927e-06, 2.426526e-06, 25.37753, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
1682023541.8438323, 3.2, -7.983552e-06, 1.284093e-06, 7.797547e-06, 171.0243, 0, 0, 0, +4.511887E-05, -1.699809E-10, 0.981266, 0.0165406, 0.415041, 0.966
