t,i,x,y,r,theta,xK,tc,therm,trueGateDC,trueGateI,x2,y2,r2,theta2
1682369036.2334056, 3.2, -4.822163e-06, -6.003663e-06, 7.700469e-06, 235.7288, 0, 0, 0, +3.875999E-05, -8.327370E-10, 0.980045, 0.0164796, 0.41382, 0.966
1682369042.695126, -3.2, 3.220579e-06, -6.003663e-06, 6.812935e-06, 304.8132, 0, 0, 0, +3.875999E-05, -8.327370E-10, 0.980045, 0.0165406, 0.413759, 0.966
1682369049.141887, 3.2, -4.822163e-06, -6.734494e-06, 7.700469e-06, 231.2285, 0, 0, 0, +3.875999E-05, -8.327370E-10, 0.980045, 0.0165406, 0.41382, 0.972
1682369055.5916398, -3.2, 3.220579e-06, -6.003663e-06, 6.812935e-06, 303.3538, 0, 0, 0, +3.875999E-05, -8.327370E-10, 0.980045, 0.0165406, 0.41382, 0.966
1682369062.0683184, 3.2, -3.359846e-06, -6.003663e-06, 8.282914e-06, 240.7672, 0, 0, 0, +3.875999E-05, -8.327370E-10, 0.980045, 0.0165406, 0.41382, 0.966
1682369068.5111296, -3.2, 3.220579e-06, -6.003663e-06, 6.812935e-06, 303.3538, 0, 0, 0, +3.875999E-05, -8.327370E-10, 0.980045, 0.0165406, 0.41382, 0.966
1682369074.9549017, 3.2, -3.359846e-06, -6.734494e-06, 6.879865e-06, 243.4854, 0, 0, 0, +3.875999E-05, -8.327370E-10, 0.980045, 0.0165406, 0.41382, 0.966
1682369081.4006193, -3.2, 4.682895e-06, -6.734494e-06, 6.499321e-06, 295.5581, 0, 0, 0, +3.875999E-05, -8.327370E-10, 0.980045, 0.0165406, 0.413759, 0.966
1682369087.8483806, 3.2, -4.091004e-06, -7.465325e-06, 7.657814e-06, 234.3959, 0, 0, 0, +3.875999E-05, -8.327370E-10, 0.980045, 0.0165406, 0.41382, 0.966
1682369094.2981687, -3.2, 3.220579e-06, -6.003663e-06, 6.812935e-06, 295.5581, 0, 0, 0, +3.875999E-05, -8.327370E-10, 0.980045, 0.0165406, 0.41382, 0.966
1682369116.8976934, 3.2, -3.359846e-06, -6.734494e-06, 7.526086e-06, 250.6019, 0, 0, 0, +2.667249E+00, -7.834104E-10, 0.979557, 0.0164796, 0.413271, 0.966
1682369123.3504412, -3.2, 3.951737e-06, -6.734494e-06, 7.187503e-06, 307.9545, 0, 0, 0, +2.667249E+00, -7.834104E-10, 0.979557, 0.0164796, 0.413271, 0.966
1682369129.7972395, 3.2, -4.091004e-06, -7.465325e-06, 7.229344e-06, 250.6019, 0, 0, 0, +2.667249E+00, -7.834104E-10, 0.979557, 0.0164796, 0.413271, 0.966
1682369136.271886, -3.2, 3.951737e-06, -6.003663e-06, 7.187503e-06, 298.2107, 0, 0, 0, +2.667249E+00, -7.834104E-10, 0.979557, 0.0165406, 0.413271, 0.966
