t,i,x,y,r,theta,xK,tc,therm,trueGateDC,trueGateI,x2,y2,r2,theta2
1682564554.1859822, 3.2, -1.897529e-06, -4.542001e-06, 4.68937e-06, 238.3664, 0, 0, 0, +3.240125E-05, -7.289849E-10, -0.00345422, -4.76839e-05, -0.0248662, -179.226
1682564560.63773, -3.2, 2.489421e-06, -3.080338e-06, 5.567935e-06, 311.0247, 0, 0, 0, +3.240125E-05, -7.289849E-10, -0.00345613, -4.76839e-05, -0.0248643, -179.226
1682564567.093463, 3.2, -4.091004e-06, -3.811169e-06, 5.891753e-06, 227.9905, 0, 0, 0, +3.240125E-05, -7.289849E-10, -0.00345613, -4.76839e-05, -0.0248643, -179.226
1682564573.5332427, -3.2, 1.758262e-06, -5.272832e-06, 5.179477e-06, 291.162, 0, 0, 0, +3.240125E-05, -7.289849E-10, -0.00345613, -4.76839e-05, -0.0248643, -179.226
1682564579.9879818, 3.2, -3.359846e-06, -4.542001e-06, 5.080707e-06, 223.2863, 0, 0, 0, +3.240125E-05, -7.289849E-10, -0.00345613, -4.76839e-05, -0.0248643, -179.226
1682564586.4457107, -3.2, 4.682895e-06, -4.542001e-06, 4.989703e-06, 315.875, 0, 0, 0, +3.240125E-05, -7.289849E-10, -0.00345804, -4.76839e-05, -0.0248643, -179.226
1682564592.917407, 3.2, -4.822163e-06, -3.811169e-06, 5.72204e-06, 218.3209, 0, 0, 0, +3.240125E-05, -7.289849E-10, -0.00345613, -4.76839e-05, -0.0248643, -179.226
1682564599.3621712, -3.2, 3.951737e-06, -4.542001e-06, 4.552168e-06, 320.8596, 0, 0, 0, +3.240125E-05, -7.289849E-10, -0.00345804, -4.76839e-05, -0.0248643, -179.226
1682564605.8079333, 3.2, -4.091004e-06, -3.811169e-06, 5.121015e-06, 219.2794, 0, 0, 0, +3.240125E-05, -7.289849E-10, -0.00345613, -4.76839e-05, -0.0248643, -179.226
1682564612.260679, -3.2, 3.220579e-06, -4.542001e-06, 5.179477e-06, 305.3392, 0, 0, 0, +3.240125E-05, -7.289849E-10, -0.00345613, -4.76839e-05, -0.0248643, -179.226
1682564634.8552964, 3.2, -5.553321e-06, -3.811169e-06, 7.1742e-06, 216.9781, 0, 0, 0, +2.667302E+00, -9.092281E-10, -0.00353433, -4.76839e-05, -0.0247861, -179.244
1682564641.314027, -3.2, 4.682895e-06, -3.080338e-06, 6.037758e-06, 330.3622, 0, 0, 0, +2.667302E+00, -9.092281E-10, -0.00353433, -4.76839e-05, -0.0247861, -179.244
1682564647.7807329, 3.2, -4.822163e-06, -3.811169e-06, 5.591183e-06, 222.9719, 0, 0, 0, +2.667302E+00, -9.092281E-10, -0.00353433, -4.76839e-05, -0.0247861, -179.244
