t,i,x,y,r,theta,xK,tc,therm,dc,i
1681442668.9414277, 3.2, -0.0003170267, 0.0002877904, 0.0004286613, 137.8331, 0, 0, 0, 0.0, 3.2
1681442674.608213, -3.2, -0.0003162956, 0.0002870596, 0.0004276788, 137.7016, 0, 0, 0, 0.0, 3.2
1681442680.2736468, 3.2, -0.0003177579, 0.0002892521, 0.0004266463, 137.8468, 0, 0, 0, 0.0, 3.2
1681442685.961302, -3.2, -0.0003170267, 0.0002863288, 0.0004271371, 137.7741, 0, 0, 0, 0.0, 3.2
1681442691.630355, 3.2, -0.0003162956, 0.0002877904, 0.0004271371, 137.6356, 0, 0, 0, 0.0, 3.2
1681442697.3099248, -3.2, -0.0003177579, 0.0002863288, 0.0004292535, 137.964, 0, 0, 0, 0.0, 3.2
1681442705.6651661, 3.2, -0.0003221449, 0.0002863288, 0.0004303957, 138.0292, 0, 0, 0, 0.5, 3.2
1681442711.3653095, -3.2, -0.0003214137, 0.0002870596, 0.000431428, 138.1591, 0, 0, 0, 0.5, 3.2
