t,i,x,y,r,theta,xK,tc,therm,trueGateDC,trueGateI,x2,y2,r2,theta2
1682034339.522037, 3.2, -4.604557e-06, -1.174753e-06, 6.011323e-06, 196.101, 0, 0, 0, +4.340235E-05, +9.820565E-11, 0.982426, 0.0164796, 0.41614, 0.96
1682034346.012932, -3.2, 2.341448e-06, -1.540169e-06, 2.50523e-06, 329.2664, 0, 0, 0, +4.340235E-05, +9.820565E-11, 0.982426, 0.0165406, 0.41614, 0.966
1682034352.5280926, 3.2, -5.335715e-06, -1.905585e-06, 5.203303e-06, 198.4816, 0, 0, 0, +4.340235E-05, +9.820565E-11, 0.982426, 0.0165406, 0.41614, 0.966
1682034359.0345864, -3.2, 1.24471e-06, -1.905585e-06, 2.50523e-06, 323.8882, 0, 0, 0, +4.340235E-05, +9.820565E-11, 0.982365, 0.0165406, 0.41614, 0.966
1682034365.5269454, 3.2, -5.701294e-06, -1.905585e-06, 6.359103e-06, 196.101, 0, 0, 0, +4.340235E-05, +9.820565E-11, 0.982365, 0.0165406, 0.41614, 0.966
1682034372.034685, -3.2, 3.438185e-06, -1.540169e-06, 3.310475e-06, 339.0766, 0, 0, 0, +4.340235E-05, +9.820565E-11, 0.982426, 0.0165406, 0.41614, 0.966
1682034378.5590346, 3.2, -5.335715e-06, -1.540169e-06, 5.203303e-06, 199.6536, 0, 0, 0, +4.340235E-05, +9.820565E-11, 0.982426, 0.0165406, 0.41614, 0.966
1682034385.0786538, -3.2, 3.803765e-06, -1.905585e-06, 3.615545e-06, 328.1934, 0, 0, 0, +4.340235E-05, +9.820565E-11, 0.982426, 0.0165406, 0.41614, 0.966
1682034391.5977619, 3.2, -5.335715e-06, -1.540169e-06, 6.477993e-06, 196.101, 0, 0, 0, +4.340235E-05, +9.820565E-11, 0.982426, 0.0165406, 0.41614, 0.966
1682034398.1176114, -3.2, 1.975869e-06, -1.905585e-06, 2.298718e-06, 311.0247, 0, 0, 0, +4.340235E-05, +9.820565E-11, 0.982426, 0.0165406, 0.41614, 0.966
1682034404.6059635, 3.2, -7.16361e-06, -8.09338e-07, 7.41273e-06, 191.5609, 0, 0, 0, +4.340235E-05, +9.820565E-11, 0.982426, 0.0165406, 0.41614, 0.966
1682034411.1213827, -3.2, -2.176063e-07, -1.540169e-06, 1.973573e-06, 285.0828, 0, 0, 0, +4.340235E-05, +9.820565E-11, 0.982426, 0.0164796, 0.41614, 0.966
1682034417.6060126, 3.2, -7.16361e-06, -1.905585e-06, 8.477298e-06, 190.1236, 0, 0, 0, +4.340235E-05, +9.820565E-11, 0.982426, 0.0165406, 0.41614, 0.966
1682034424.1064267, -3.2, -4.970136e-06, -1.540169e-06, 4.510105e-06, 201.6841, 0, 0, 0, +4.340235E-05, +9.820565E-11, 0.982426, 0.0165406, 0.41614, 0.966
1682034430.6090825, 3.2, -7.52919e-06, -2.271e-06, 8.043599e-06, 192.1339, 0, 0, 0, +4.340235E-05, +9.820565E-11, 0.982365, 0.0165406, 0.41614, 0.966
1682034437.0951996, -3.2, 8.791312e-07, -1.905585e-06, 1.547261e-06, 263.4854, 0, 0, 0, +4.340235E-05, +9.820565E-11, 0.982365, 0.0165406, 0.41614, 0.966
1682034443.6059346, 3.2, -7.52919e-06, -1.905585e-06, 8.833905e-06, 192.4574, 0, 0, 0, +4.340235E-05, +9.820565E-11, 0.982365, 0.0165406, 0.41614, 0.966
1682034450.087987, -3.2, 8.791312e-07, -2.271e-06, 1.623532e-06, 303.1522, 0, 0, 0, +4.340235E-05, +9.820565E-11, 0.982365, 0.0165406, 0.41614, 0.966
1682034456.6036322, 3.2, -6.798031e-06, -1.905585e-06, 6.846039e-06, 193.4653, 0, 0, 0, +4.340235E-05, +9.820565E-11, 0.982365, 0.0165406, 0.41614, 0.966
1682034463.0893414, -3.2, 1.610289e-06, -1.905585e-06, 1.547261e-06, 288.4404, 0, 0, 0, +4.340235E-05, +9.820565E-11, 0.982365, 0.0165406, 0.41614, 0.966
1682034469.571307, 3.2, -7.16361e-06, -1.905585e-06, 7.327307e-06, 193.4653, 0, 0, 0, +4.340235E-05, +9.820565E-11, 0.982365, 0.0164796, 0.41614, 0.966
