t,i,x,y,r,theta,xK,tc,therm,trueGateDC,trueGateI,x2,y2,r2,theta2
1682417017.1023233, 3.2, -4.822163e-06, -5.272832e-06, 7.145349e-06, 237.4948, 0, 0, 0, +4.118112E-05, -6.575971E-10, 0.983219, 0.0164796, 0.416994, 0.96
1682417023.559057, -3.2, 2.489421e-06, -6.734494e-06, 5.179477e-06, 288.4413, 0, 0, 0, +4.118112E-05, -6.575971E-10, 0.98328, 0.0165406, 0.416994, 0.966
1682417030.007811, 3.2, -4.822163e-06, -6.003663e-06, 6.67376e-06, 232.1934, 0, 0, 0, +4.118112E-05, -6.575971E-10, 0.983219, 0.0165406, 0.416994, 0.966
1682417036.453574, -3.2, 3.220579e-06, -5.272832e-06, 6.178583e-06, 292.5214, 0, 0, 0, +4.118112E-05, -6.575971E-10, 0.983219, 0.0165406, 0.416994, 0.966
1682417042.9073582, 3.2, -4.822163e-06, -5.272832e-06, 6.252305e-06, 237.4948, 0, 0, 0, +4.118112E-05, -6.575971E-10, 0.983219, 0.0165406, 0.416994, 0.966
1682417049.3490894, -3.2, 3.220579e-06, -5.272832e-06, 6.499321e-06, 298.2107, 0, 0, 0, +4.118112E-05, -6.575971E-10, 0.983219, 0.0165406, 0.416994, 0.966
1682417055.7928593, 3.2, -4.091004e-06, -4.542001e-06, 6.252305e-06, 223.2863, 0, 0, 0, +4.118112E-05, -6.575971E-10, 0.983219, 0.0165406, 0.416994, 0.966
1682417062.2545805, -3.2, 3.220579e-06, -6.003663e-06, 6.178583e-06, 301.4161, 0, 0, 0, +4.118112E-05, -6.575971E-10, 0.983219, 0.0165406, 0.416994, 0.966
1682417068.7143047, 3.2, -4.091004e-06, -6.003663e-06, 7.265004e-06, 223.5159, 0, 0, 0, +4.118112E-05, -6.575971E-10, 0.983219, 0.0165406, 0.416994, 0.966
1682417075.1570761, -3.2, 3.951737e-06, -5.272832e-06, 5.490104e-06, 298.2107, 0, 0, 0, +4.118112E-05, -6.575971E-10, 0.983219, 0.0165406, 0.416994, 0.966
1682417081.602836, 3.2, -4.822163e-06, -6.003663e-06, 6.624426e-06, 223.5159, 0, 0, 0, +4.118112E-05, -6.575971E-10, 0.983219, 0.0165406, 0.416994, 0.966
1682417088.06755, -3.2, 3.220579e-06, -6.003663e-06, 6.178583e-06, 298.2107, 0, 0, 0, +4.118112E-05, -6.575971E-10, 0.983219, 0.0166017, 0.416994, 0.972
1682417094.510322, 3.2, -5.553321e-06, -6.003663e-06, 7.657814e-06, 227.2315, 0, 0, 0, +4.118112E-05, -6.575971E-10, 0.983219, 0.0165406, 0.416994, 0.966
1682417100.9710417, -3.2, 3.220579e-06, -4.542001e-06, 6.178583e-06, 298.7267, 0, 0, 0, +4.118112E-05, -6.575971E-10, 0.983219, 0.0165406, 0.416994, 0.966
1682417107.4267771, 3.2, -5.553321e-06, -5.272832e-06, 7.700469e-06, 227.2315, 0, 0, 0, +4.118112E-05, -6.575971E-10, 0.983219, 0.0165406, 0.416933, 0.966
1682417113.8924868, -3.2, 2.489421e-06, -5.272832e-06, 5.830949e-06, 288.4413, 0, 0, 0, +4.118112E-05, -6.575971E-10, 0.983219, 0.0165406, 0.416994, 0.966
1682417120.3412921, 3.2, -4.352126e-07, -6.003663e-06, 6.010952e-06, 279.7082, 0, 0, 0, +4.118112E-05, -6.575971E-10, 0.983219, 0.0165406, 0.416994, 0.966
1682417126.803013, -3.2, 8.338688e-06, -6.003663e-06, 8.665288e-06, 312.0439, 0, 0, 0, +4.118112E-05, -6.575971E-10, 0.983219, 0.0165406, 0.416994, 0.966
1682417133.2517679, 3.2, 2.959457e-07, -4.542001e-06, 6.019416e-06, 250.2078, 0, 0, 0, +4.118112E-05, -6.575971E-10, 0.983219, 0.0165406, 0.416994, 0.966
1682417139.71249, -3.2, 5.414054e-06, -5.272832e-06, 8.591135e-06, 312.0439, 0, 0, 0, +4.118112E-05, -6.575971E-10, 0.983219, 0.0165406, 0.416994, 0.966
1682417162.311055, 3.2, -8.477954e-06, -5.272832e-06, 1.038844e-05, 211.8794, 0, 0, 0, +1.333448E+00, +1.996840E-10, 0.982975, 0.0164796, 0.41675, 0.966
1682417168.754825, -3.2, -1.897529e-06, -6.003663e-06, 5.400294e-06, 250.2078, 0, 0, 0, +1.333448E+00, +1.996840E-10, 0.982975, 0.0165406, 0.41675, 0.966
1682417175.2055724, 3.2, -8.477954e-06, -6.003663e-06, 9.233804e-06, 210.3834, 0, 0, 0, +1.333448E+00, +1.996840E-10, 0.982975, 0.0165406, 0.41675, 0.966
1682417181.6513348, -3.2, -4.352126e-07, -5.272832e-06, 5.28113e-06, 264.5267, 0, 0, 0, +1.333448E+00, +1.996840E-10, 0.982975, 0.0165406, 0.41675, 0.966
1682417188.0951047, 3.2, -7.746796e-06, -6.003663e-06, 1.061181e-05, 209.794, 0, 0, 0, +1.333448E+00, +1.996840E-10, 0.982975, 0.0165406, 0.41675, 0.966
1682417194.5667973, -3.2, -4.352126e-07, -3.811169e-06, 5.290763e-06, 257.5268, 0, 0, 0, +1.333448E+00, +1.996840E-10, 0.982975, 0.0165406, 0.41675, 0.966
1682417201.0135586, 3.2, -8.477954e-06, -6.003663e-06, 9.233804e-06, 220.5554, 0, 0, 0, +1.333448E+00, +1.996840E-10, 0.982975, 0.0165406, 0.41675, 0.966
1682417207.4663036, -3.2, -1.166371e-06, -5.272832e-06, 5.400294e-06, 250.2078, 0, 0, 0, +1.333448E+00, +1.996840E-10, 0.982975, 0.0165406, 0.41675, 0.966
1682417213.912066, 3.2, -6.284479e-06, -5.272832e-06, 8.357568e-06, 219.9975, 0, 0, 0, +1.333448E+00, +1.996840E-10, 0.982975, 0.0165406, 0.41675, 0.966
1682417220.3707952, -3.2, -1.166371e-06, -5.272832e-06, 5.290763e-06, 250.2078, 0, 0, 0, +1.333448E+00, +1.996840E-10, 0.982975, 0.0165406, 0.41675, 0.966
1682417226.8215413, 3.2, -7.746796e-06, -6.003663e-06, 9.98391e-06, 215.3042, 0, 0, 0, +1.333448E+00, +1.996840E-10, 0.982975, 0.0165406, 0.41675, 0.966
1682417233.2832603, -3.2, -1.166371e-06, -5.272832e-06, 5.603871e-06, 243.5022, 0, 0, 0, +1.333448E+00, +1.996840E-10, 0.982975, 0.0165406, 0.41675, 0.966
1682417239.7310197, 3.2, -8.477954e-06, -5.272832e-06, 1.038844e-05, 214.241, 0, 0, 0, +1.333448E+00, +1.996840E-10, 0.982975, 0.0165406, 0.41675, 0.966
1682417246.1777782, -3.2, -4.091004e-06, -6.003663e-06, 5.247834e-06, 237.4948, 0, 0, 0, +1.333448E+00, +1.996840E-10, 0.982975, 0.0165406, 0.41675, 0.966
