t,i,x,y,r,theta,xK,tc,therm,trueGateDC,trueGateI,x2,y2,r2,theta2
1682384920.06418, 3.2, -3.359846e-06, -4.542001e-06, 5.247834e-06, 233.5086, 0, 0, 0, +4.027360E-05, -6.939969E-10, 0.982975, 0.0164796, 0.41675, 0.966
1682384926.5189192, -3.2, 3.951737e-06, -6.003663e-06, 5.567935e-06, 305.3392, 0, 0, 0, +4.027360E-05, -6.939969E-10, 0.982975, 0.0165406, 0.41675, 0.966
1682384932.9806423, 3.2, -1.166371e-06, -4.542001e-06, 5.649631e-06, 255.5978, 0, 0, 0, +4.027360E-05, -6.939969E-10, 0.982975, 0.0165406, 0.41675, 0.966
1682384939.4313884, -3.2, 3.220579e-06, -5.272832e-06, 5.179477e-06, 298.7267, 0, 0, 0, +4.027360E-05, -6.939969E-10, 0.982914, 0.0165406, 0.416689, 0.966
1682384945.892111, 3.2, -4.091004e-06, -3.811169e-06, 5.891753e-06, 222.9719, 0, 0, 0, +4.027360E-05, -6.939969E-10, 0.982914, 0.0165406, 0.416689, 0.966
1682384952.34095, -3.2, 2.489421e-06, -4.542001e-06, 5.567935e-06, 295.273, 0, 0, 0, +4.027360E-05, -6.939969E-10, 0.982975, 0.0166017, 0.41675, 0.972
1682384958.8036294, 3.2, -4.091004e-06, -4.542001e-06, 6.11278e-06, 227.9905, 0, 0, 0, +4.027360E-05, -6.939969E-10, 0.982975, 0.0165406, 0.41675, 0.966
1682384965.2473958, -3.2, 1.758262e-06, -3.811169e-06, 4.552168e-06, 298.2107, 0, 0, 0, +4.027360E-05, -6.939969E-10, 0.982975, 0.0165406, 0.41675, 0.966
1682384971.698146, 3.2, -3.359846e-06, -5.272832e-06, 6.67376e-06, 222.9719, 0, 0, 0, +4.027360E-05, -6.939969E-10, 0.982914, 0.0165406, 0.416689, 0.966
1682384978.1488948, -3.2, 3.220579e-06, -4.542001e-06, 4.870447e-06, 303.1522, 0, 0, 0, +4.027360E-05, -6.939969E-10, 0.982914, 0.0165406, 0.416689, 0.966
1682385000.7674472, 3.2, -4.822163e-06, -4.542001e-06, 7.349809e-06, 211.2344, 0, 0, 0, +1.333449E+00, +2.188680E-10, 0.982731, 0.0164796, 0.416506, 0.96
1682385007.2112153, -3.2, 3.951737e-06, -5.272832e-06, 5.490104e-06, 298.7267, 0, 0, 0, +1.333449E+00, +2.188680E-10, 0.982731, 0.0165406, 0.416445, 0.966
1682385013.6619675, 3.2, -4.822163e-06, -4.542001e-06, 6.735308e-06, 227.5562, 0, 0, 0, +1.333449E+00, +2.188680E-10, 0.982731, 0.0165406, 0.416445, 0.966
1682385020.1057386, -3.2, 1.027104e-06, -4.542001e-06, 4.656685e-06, 282.7422, 0, 0, 0, +1.333449E+00, +2.188680E-10, 0.982731, 0.0165406, 0.416506, 0.966
1682385026.5594332, 3.2, -4.091004e-06, -4.542001e-06, 7.145349e-06, 219.2794, 0, 0, 0, +1.333449E+00, +2.188680E-10, 0.982731, 0.0165406, 0.416445, 0.966
1682385033.0051963, -3.2, 1.027104e-06, -4.542001e-06, 5.179477e-06, 291.162, 0, 0, 0, +1.333449E+00, +2.188680E-10, 0.982731, 0.0165406, 0.416506, 0.966
1682385039.4669192, 3.2, -4.822163e-06, -3.811169e-06, 7.145349e-06, 233.5086, 0, 0, 0, +1.333449E+00, +2.188680E-10, 0.982731, 0.0165406, 0.416445, 0.966
1682385045.9167092, -3.2, 2.489421e-06, -4.542001e-06, 5.179477e-06, 291.162, 0, 0, 0, +1.333449E+00, +2.188680E-10, 0.982731, 0.0165406, 0.416506, 0.966
1682385052.3684168, 3.2, -4.822163e-06, -5.272832e-06, 6.11278e-06, 227.5562, 0, 0, 0, +1.333449E+00, +2.188680E-10, 0.982731, 0.0165406, 0.416506, 0.966
1682385058.8371167, -3.2, 3.220579e-06, -5.272832e-06, 6.178583e-06, 291.162, 0, 0, 0, +1.333449E+00, +2.188680E-10, 0.982731, 0.0165406, 0.416506, 0.966
1682385081.4516425, 3.2, -3.359846e-06, -5.272832e-06, 6.11278e-06, 233.5086, 0, 0, 0, +2.667336E+00, +3.552314E-10, 0.982487, 0.0164796, 0.416262, 0.96
