t,i,temp_desired,temp_tc,therm_res,therm_temp
1682529028.241284,10,0.40654592275179335,10.3360328,977.391418,5.5280243370589375
1682529029.9476795,10,0.4998771140342696,10.404705,977.427002,5.540206917884696
1682529031.4456725,10,0.5789307420693194,10.4647951,977.483521,5.559556398341334
1682529032.9406748,10,0.6449802952359861,10.5140151,977.522339,5.572845571439594
1682529034.4386678,10,0.7288375322359862,10.5759878,977.572815,5.590125436008091
1682529035.934669,10,0.811979112259507,10.6373825,977.624939,5.607969030234389
1682529037.4336588,10,0.8971624896934894,10.6996116,977.686218,5.628946076459156
1682529038.9775321,10,0.9595424512694071,10.7431278,977.734436,5.645451639105976
1682529040.472534,10,1.0522256019263079,10.8089399,977.800476,5.668057246455606
1682529041.9665802,10,1.1056749224263078,10.8445987,977.847107,5.684018683392899
1682529043.4625793,10,1.1620799751444586,10.8806676,977.903992,5.703489498200749
1682529044.9605768,10,1.2047393906097668,10.9055414,977.947083,5.718238492771164
1682529046.457529,10,1.2326236997764322,10.9179935,977.982361,5.730313059399416
1682529047.9515336,10,1.2547649317764331,10.9251728,978.022949,5.744204819194807
1682529049.4505234,10,1.2600576156847079,10.9189662,978.061829,5.757511738038725
1682529050.9465246,10,1.2609007625193416,10.9085426,978.092468,5.767997947394387
1682529052.4455159,10,1.2524573068526736,10.8907794,978.105835,5.7725727594354534
1682529053.9405582,10,1.2337984320193418,10.8648719,978.133179,5.7819310617262225
1682529055.4385118,10,1.2186490450193403,10.8415822,978.132324,5.781638445535635
1682529056.935548,10,1.1753997088526749,10.7967767,978.145447,5.786129662911224
1682529058.4315062,10,1.140994189085533,10.7583856,978.13269,5.781763705814546
1682529059.927548,10,1.0868173465116857,10.7052221,978.115356,5.77583127248473
1682529061.414531,10,1.0372719047466659,10.6556558,978.102417,5.771402962931421
1682529062.9085355,10,0.9582932894166151,10.5837545,978.084473,5.765261670626739
1682529064.407525,10,0.8970558544166166,10.525403,978.077271,5.762796787845752
1682529065.903567,10,0.8315348837855248,10.4651889,978.047241,5.752518934807277
1682529067.396533,10,0.7640881818600787,10.4039545,977.988159,5.732297515450614
1682529068.9104843,10,0.6866260213588292,10.3355236,977.969177,5.725800608743168
1682529070.40449,10,0.6178420624688379,10.2744073,977.925293,5.710780347613894
1682529071.8974974,10,0.556870965315436,10.2205028,977.879822,5.695216563977479
1682529073.393495,10,0.4845134003545486,10.1586322,977.841309,5.682034091690826
1682529074.8884969,10,0.42477355053491134,10.106986,977.783813,5.662353540701037
1682529076.3864913,10,0.3700873402877429,10.0603523,977.753784,5.652074568239852
1682529077.8824923,10,0.3120921977877434,10.0119705,977.706726,5.635966242205225
1682529079.396486,10,0.28509925915935813,9.98824214,977.655823,5.61854132854393
1682529080.8934803,10,0.24338252985872666,9.95460891,977.612549,5.60372760587459
1682529082.3884852,10,0.2201716717087279,9.93528079,977.574402,5.590668719925319
1682529083.8854392,10,0.21743359582923363,9.93288993,977.534912,5.577149829567241
1682529085.383474,10,0.19398531801931507,9.91525459,977.504395,5.566702552337511
1682529086.8804717,10,0.1966167642859821,9.91738224,977.480591,5.558553315461925
1682529088.3744347,10,0.21020995578598262,9.9290657,977.458435,5.550968182553071
1682529089.888386,10,0.23316614045264855,9.9484148,977.432068,5.541941302616155
1682529091.383429,10,0.2648156900526486,9.97471904,977.423157,5.5388905492115255
1682529092.8783908,10,0.29382443745264836,9.99901676,977.412903,5.535379992512138
1682529094.375387,10,0.32837698145264876,10.0272512,977.401306,5.531409625660223
1682529095.8723824,10,0.3695683504981714,10.0605287,977.408691,5.533937968260911
1682529097.368383,10,0.3995906058606112,10.0849943,977.413635,5.535630600414996
1682529098.8673747,10,0.44510955986061107,10.1207876,977.41748,5.536946975165298
1682529100.3743446,10,0.5007719533517824,10.164669,977.423645,5.539057620325976
1682529101.870385,10,0.5539077274248959,10.2064609,977.441528,5.54517999621761
1682529103.3663423,10,0.6022526413232526,10.2439622,977.451904,5.548732271399433
1682529104.8653338,10,0.6580229071565866,10.2865715,977.476501,5.557153105237264
1682529106.3623302,10,0.7050796118232522,10.3221492,977.497375,5.56429928355412
1682529107.8583715,10,0.7487853812095255,10.3543548,977.518372,5.571487497753855
1682529109.3533318,10,0.798658979270283,10.3908128,977.542847,5.579866294886824
1682529110.8632932,10,0.839104093887027,10.4196577,977.572021,5.589853622725622
1682529112.359336,10,0.8763153598418735,10.4453039,977.597229,5.5984831298778515
1682529113.8562896,10,0.8942645141736413,10.4554443,977.613281,5.603978189523178
1682529115.3522906,10,0.9322670053403086,10.4802923,977.628845,5.609306151954748
1682529116.8483334,10,0.9485318968403078,10.4886541,977.657654,5.619168116677491
1682529118.3462825,10,0.9592094933403084,10.4917011,977.682373,5.627629873191844
1682529119.841286,10,0.9742392822758387,10.4978904,977.679932,5.626794279675547
1682529121.3522456,10,0.9915733522868732,10.5058546,977.696716,5.632539692549887
1682529122.8502748,10,0.9783493519456458,10.4900264,977.697998,5.632978538299229
1682529124.3472366,10,0.9719139021123128,10.4784469,977.705017,5.635381231058371
1682529125.8422365,10,0.9513562549456471,10.4562053,977.699585,5.6335217892507
1682529127.3382382,10,0.9305841468732473,10.4335689,977.709167,5.636801824869517
1682529128.8312433,10,0.8926854164213794,10.3977346,977.691528,5.630763767965611
1682529130.3262455,10,0.8846117078682054,10.3849716,977.689636,5.630116108929487
1682529131.840242,10,0.8543015251358764,10.3560857,977.675171,5.625164510042288
1682529133.3381908,10,0.8081694878440964,10.3144378,977.658997,5.619627852240512
1682529134.8372242,10,0.7634132610107621,10.2736711,977.638611,5.612649287502601
1682529136.3272,10,0.73954429217743,10.2497243,977.622803,5.607237822815844
1682529137.823199,10,0.7055072081433664,10.2190437,977.607971,5.602160429072903
1682529139.3152072,10,0.6650671085191372,10.1833143,977.577087,5.591587885525544
1682529140.8132439,10,0.6192804733524717,10.1435861,977.540771,5.579155598731275
1682529142.3261552,10,0.5815429057372231,10.110363,977.515808,5.570609729555641
1682529143.8211591,10,0.5441544119853159,10.0782175,977.491882,5.562418771379224
1682529145.3151639,10,0.5058355452990833,10.0457143,977.466492,5.553726515497318
1682529146.8082132,10,0.479544667344677,10.0229902,977.431702,5.541815999795697
1682529148.3041706,10,0.4578074896023852,10.0045671,977.396301,5.529696099224894
1682529149.7992125,10,0.4282034757690523,9.9804573,977.364075,5.518663012049405
1682529151.2952132,10,0.42323263108571874,9.97555351,977.341736,5.511014796485179
1682529152.8220875,10,0.3980517405497155,9.95593261,977.313049,5.501193091213124
1682529154.3280604,10,0.38152484742716286,9.94254302,977.280579,5.490076017320681
1682529155.826054,10,0.4033026700938293,9.9595108,977.254944,5.481298986090967
1682529157.3181071,10,0.3792695294604955,9.94211578,977.258057,5.48236483541482
1682529158.8140652,10,0.37640130541049527,9.93965053,977.229187,5.472480074044295
1682529160.30807,10,0.3887594467538024,9.94985961,977.216309,5.468070747911125
1682529161.8041558,10,0.4019189284523938,9.9612503,977.194885,5.460735277437538
1682529163.299159,10,0.41657688721906055,9.97373294,977.183716,5.45691103746371
1682529164.7952018,10,0.4319836626523952,9.98671054,977.169373,5.451999996792693
1682529166.2901597,10,0.4566176614690851,10.006751,977.181213,5.4560540131655175
1682529167.789221,10,0.4818873279923895,10.0274419,977.165405,5.450641348259956
1682529169.2821603,10,0.4981282451590578,10.0408687,977.174011,5.453588050911982
1682529170.7771604,10,0.5269220284243152,10.0635499,977.17572,5.454173212687141
1682529172.2721622,10,0.5603242620084989,10.0900602,977.174255,5.453671596566725
1682529173.7970843,10,0.5929585439657484,10.1158466,977.177612,5.454821033115356
1682529175.2940834,10,0.6351893559539495,10.1487541,977.195129,5.4608188222465355
1682529176.7910776,10,0.6446599584309463,10.1561326,977.204285,5.463953799818215
1682529178.2860796,10,0.6773643780976145,10.1802062,977.209229,5.46564659974438
1682529179.7800844,10,0.7215301530976129,10.213809,977.216309,5.468070747911125
1682529181.2730937,10,0.7284852484601594,10.2185058,977.236938,5.475133942340145
1682529182.7671387,10,0.7441630361699886,10.2284278,977.235474,5.474632683500886
1682529184.2780979,10,0.7539024320033224,10.2338695,977.256653,5.48188412490066
1682529185.7750998,10,0.7652394670033218,10.240261,977.258606,5.482552805462661
1682529187.2710538,10,0.7981068340033219,10.2634258,977.268433,5.485917426617784
1682529188.7631068,10,0.8009538971699873,10.2637691,977.276123,5.488550359028063
1682529190.2570672,10,0.822511175567705,10.2775449,977.282288,5.490661148856676
1682529191.7510736,10,0.811070705267959,10.2660942,977.29541,5.495153874665933
1682529193.2451186,10,0.8285552990734558,10.2760553,977.290222,5.49337760453471
1682529194.7730348,10,0.8155496630868515,10.2631235,977.28894,5.492938672021198
1682529196.2689922,10,0.8146451962052955,10.2586793,977.297363,5.495822542661433
1682529197.7650335,10,0.7825098702052947,10.2303476,977.28241,5.490702919492041
1682529199.258994,10,0.7639222382468455,10.2117099,977.275024,5.4881740796919605
1682529200.755038,10,0.7467537913866847,10.1948575,977.278198,5.489260803997684
1682529202.2499955,10,0.7269692217200177,10.1762638,977.267334,5.485541145878615
1682529203.7479913,10,0.7250662102621008,10.1717729,977.2547,5.481215443705161
1682529205.2591588,10,0.6894198162302433,10.1416797,977.242065,5.4768893726417796
1682529206.7551174,10,0.664565409974668,10.1190805,977.221619,5.469888853574237
1682529208.2511156,10,0.642270781141334,10.0991163,977.217041,5.468321379704519
1682529209.7481134,10,0.6229553787809686,10.0818672,977.187744,5.458290217809856
1682529211.2431138,10,0.6018690522226166,10.0635499,977.172791,5.453170322490256
1682529212.7351239,10,0.5842705415559504,10.0481224,977.175232,5.454006121486602
1682529214.2331603,10,0.5622058258066882,10.0295543,977.143127,5.443013282574061
1682529215.7461166,10,0.5327820944126321,10.0052623,977.130005,5.438520224977128
1682529217.2430685,10,0.5062271529393078,9.98323059,977.115417,5.433525165943452
1682529218.7351203,10,0.5071131457059739,9.98297214,977.095459,5.4266913146053
1682529220.229084,10,0.47908223417094026,9.96129417,977.080627,5.4216126224439085
1682529221.7270796,10,0.47414088168043445,9.95675277,977.050293,5.411225706627898
1682529223.2250743,10,0.46981881873043435,9.95365047,977.03302,5.40531104755875
1682529224.7230668,10,0.46336805681376764,9.94899845,977.026367,5.403032899286432
1682529226.2370172,10,0.46546763902582433,9.9509983,977.016357,5.399605219088245
1682529227.7320209,10,0.4792729068003903,9.96243572,977.000671,5.3942338977454805
1682529229.229058,10,0.455156928867446,9.94466018,976.987427,5.389698753096186
1682529230.725017,10,0.4619692374674472,9.94969844,976.98468,5.388758093879388
1682529232.2230098,10,0.47329976933411216,9.95938968,976.974304,5.3852050137572895
1682529233.716059,10,0.49566289295077903,9.97781753,976.975891,5.385748455370023
1682529235.2140527,10,0.511568348629345,9.99143695,976.963013,5.381338587536395
1682529236.7250166,10,0.5179198442982741,9.9972124,976.968384,5.383177805059072
1682529238.2219667,10,0.5333355161061158,10.0095701,976.975647,5.38566490167722
1682529239.7189636,10,0.5568370667727836,10.0284376,976.972473,5.384578017905068
1682529241.2169583,10,0.5628624357782681,10.0337886,976.978943,5.386793560559466
1682529242.7139566,10,0.5882282965967621,10.0534658,976.980408,5.387295224198354
1682529244.21195,10,0.6016049440967624,10.0643005,976.971741,5.384327356381758
1682529245.7079477,10,0.6261047305967627,10.0832271,976.987793,5.389824082915411
