t,i,temp_desired,temp_tc
1681768639.9261744,23.3281974,0,23.3144054
1681768644.941764,23.244631318476106,0.02756931569856621,23.2971363
1681768649.9471235,23.161147562887574,0.0714061294206444,23.294651
1681768654.9559832,23.077650197571817,0.11885748953442407,23.2951488
1681768659.9721065,22.994068547314708,0.16405615864433012,23.2872581
1681768664.9861364,22.910505930807496,0.21282268343329036,23.282566
1681768669.9974585,22.827007091270193,0.2548449884201868,23.2613925
1681768675.0064697,22.743523689335888,0.2987700918697782,23.2408199
1681768680.063328,22.659086489902243,0.3331361310016305,23.1978378
1681768685.0274506,22.576498413310752,0.36536138619584535,23.1512336
1681768690.0244632,22.493146984007264,0.38560888874740673,23.0790805
1681768695.026686,22.40981785876185,0.4042721249010668,23.0033988
1681768700.0352082,22.326419985519156,0.4161872213803911,22.9143466
1681768705.039355,22.242920232043968,0.4260017073168863,22.8215446
1681768710.0591388,22.159336559202576,0.4270081670487913,22.7122402
1681768715.068154,22.07582033895086,0.421437221997771,22.5917053
1681768720.0680413,21.99244414987793,0.41184895778728686,22.4654998
1681768725.073133,21.909049280709333,0.40628371035385147,22.348978
1681768730.0764658,21.825652738637036,0.3928560589537036,22.2189998
1681768735.0851395,21.742172670589195,0.3857593612128951,22.1032714
1681768740.0946343,21.658697025205996,0.36826197300433333,21.9692249
1681768745.1484537,21.57458566449712,0.3457329748502106,21.827301
1681768750.105477,21.491879634287262,0.3199351139554967,21.6835079
1681768755.1060972,21.40852321806183,0.30111453161666735,21.5551776
1681768760.114049,21.32503022375336,0.2797332300351709,21.4239597
1681768765.120476,21.241603025025434,0.2560849337734976,21.2907772
1681768770.1241858,21.15815403881302,0.24097175413146796,21.176197
1681768775.1427958,21.074547604944613,0.22248554641766188,21.0565223
1681768780.1554673,20.99103079659373,0.21137044819602424,20.9526977
1681768785.1654701,20.907549496716562,0.20023457571669342,20.8498306
1681768790.1781375,20.8240705452624,0.19382348407259067,20.7568988
1681768795.1917338,20.740501630531057,0.18907440504854317,20.6674938
1681768800.1880713,20.657104758646394,0.19683117952471474,20.6023483
1681768805.189515,20.57376663309962,0.19522408897061122,20.5185565
1681768810.1911192,20.49035559120407,0.20712326013828453,20.4604396
1681768815.2040987,20.406844179060364,0.22247029480269842,20.4075851
1681768820.2153568,20.323336784269713,0.23411635090054037,20.3462219
1681768825.2194452,20.239919781909688,0.24740324503281125,20.2870235
1681768830.2381325,20.156337066716258,0.2547232720322835,20.2151317
1681768835.2471435,20.07277891658376,0.27237534456519974,20.162384
1681768840.2641525,19.989214341070557,0.29486608894775374,20.1173725
1681768845.275462,19.905729075497693,0.3114294898467451,20.0593338
1681768850.3031435,19.821963620410664,0.3297584724872913,20.0031127
1681768855.3031526,19.738612024214174,0.34106568248018176,19.9326725
1681768860.3054602,19.655171283310956,0.3613530558490162,19.8786334
1681768865.3081434,19.571787619815574,0.3820772296013199,19.8240833
1681768870.3173523,19.488298003103637,0.4009192557074522,19.7644271
1681768875.3272738,19.404786360488636,0.41381032501072146,19.6922798
1681768880.3435082,19.321214541024272,0.4276173032420196,19.6212711
1681768885.3421638,19.23782678865026,0.4422135422127692,19.5513973
1681768890.354153,19.154444202012126,0.45581509298153144,19.4789905
1681768895.3642552,19.070884192214713,0.4609346691514989,19.3896789
1681768900.3731346,18.98742297115555,0.4619087654021918,19.2928924
1681768905.3774471,18.903964539593762,0.46334534401779237,19.1975822
1681768910.3818014,18.8205686849617,0.47108376420978076,19.1149444
1681768915.4371998,18.736336604978945,0.4802631106405648,19.0340003
1681768920.3954628,18.653633105979665,0.4856744393886738,18.9475612
1681768925.3971236,18.570292969769543,0.48904148074949616,18.8566379
1681768930.3971477,18.48688816649348,0.49671192822519256,18.774208
1681768935.4151883,18.403324373787946,0.4901352982626676,18.6643981
1681768940.4267485,18.31977767569453,0.4934076297829611,18.5746135
1681768945.4413686,18.236256834096018,0.493897980043092,18.4798545
1681768950.4481356,18.152798009143574,0.49904912979072535,18.3946075
1681768955.4554632,18.069197496003216,0.50365505899614,18.3082313
1681768960.4754572,17.98569753589859,0.5009048509601196,18.2080764
1681768965.4881337,17.902179352667236,0.5059188507509074,18.1234855
1681768970.4891384,17.818825908726758,0.510826882502976,18.0389423
1681768975.4941142,17.735403951233927,0.5114322549685442,17.9461917
1681768980.534925,17.65133664630483,0.5106309777287938,17.8504734
1681768985.5124407,17.568349564300284,0.5081645584334249,17.7533321
1681768990.5154614,17.48496011915436,0.5155519580275283,17.6752052
1681768995.51501,17.401634550319418,0.5163483086870129,17.5843372
1681769000.5306387,17.318079332735444,0.5195735281656193,17.4981994
1681769005.5383358,17.23471225522588,0.5150726630397544,17.3976821
1681769010.5504625,17.151145851836905,0.5225188852861737,17.3205127
1681769015.5497384,17.067719416048433,0.5269578252791999,17.2374763
1681769020.5554655,16.984312407400513,0.525947919418148,17.144062
1681769025.5712194,16.900722344941205,0.533116451248679,17.0664939
1681769030.5818524,16.817206112768556,0.5298536175973412,16.9688472
1681769035.595729,16.733701062427265,0.5305898627263144,16.8795013
1681769040.6016977,16.650296346571352,0.5326458069899871,16.7930698
1681769045.6397386,16.566241189068858,0.5444876665465962,16.7247009
1681769050.6191719,16.483315066721346,0.5481284397601475,16.6412105
1681769055.6270843,16.399864252633158,0.5568069967394764,16.5667476
1681769060.64015,16.316333385533397,0.5736747760721828,16.5073699
1681769065.6433656,16.23276447874934,0.584868607495479,16.4360256
1681769070.6558487,16.149354664709474,0.5912920944852751,16.3551425
1681769075.6629448,16.065857438471223,0.5985462541426209,16.2756633
