t,i,temp_desired,temp_tc,therm_res,therm_temp
1682558039.3859096,45,1.5,24.9226608,1017.42133,19.102356451366134
1682558041.1192749,45,1.5,24.9353618,1017.40698,19.09753617311464
1682558042.6172683,45,1.5,24.9376296,1017.41449,19.100058845410995
1682558044.1122718,45,1.5,24.9372577,1017.4201,19.101943285923866
1682558045.6103063,45,1.5,24.9609889,1017.42822,19.104670845270807
1682558047.1082602,45,1.5,24.9854717,1017.45813,19.114717714242644
1682558048.6072514,45,1.5,25.0479946,1017.49866,19.128331652927262
1682558050.1032507,45,1.5,25.1376438,1017.54822,19.144978398977155
1682558051.6002467,45,1.5,25.2627391,1017.62598,19.171096488511502
1682558053.094294,45,1.5,25.4185028,1017.72327,19.20377299507473
1682558054.591249,45,1.5,25.5986766,1017.82806,19.23896684534741
1682558056.0872486,45,1.5,25.8017997,1017.9682,19.28603034746035
1682558057.5862403,45,1.5,26.0225276,1018.12848,19.339853735234108
1682558059.0852313,45,1.5,26.2708511,1018.30994,19.400784690985198
1682558060.5822306,45,1.5,26.5253944,1018.50671,19.46685063849388
1682558062.0832539,45,1.5,26.8208293,1018.7511,19.5488966641038
1682558063.5861948,45,1.5,27.1112422,1018.97076,19.622632417608855
1682558065.0882182,45,1.5,27.4123973,1019.25336,19.717484849825894
1682558066.5891643,45,1.5,27.7495975,1019.55566,19.818935604817373
1682558068.0851636,45,1.5,28.0712165,1019.89063,19.931333606868286
1682558069.5831974,45,1.5,28.426588,1020.19,20.031771319225964
1682558071.0791576,45,1.5,28.7713699,1020.56476,20.15748241739661
1682558072.5741591,45,1.5,29.1241416,1020.94971,20.2865888684099
1682558074.0711539,45,1.5,29.4995231,1021.31995,20.41073999614815
1682558075.56915,45,1.5,29.8733196,1021.75391,20.556230893986694
1682558077.0661488,45,1.5,30.2577209,1022.19165,20.702959356346074
1682558078.568129,45,1.5,30.6583042,1022.66345,20.861071161640922
1682558080.063132,45,1.5,31.07234,1023.09369,21.005224985814607
1682558081.559172,45,1.5,31.4859313,1023.60278,21.175760663980732
1682558083.0601194,45,1.5,31.9051876,1024.12329,21.350080180679605
1682558084.558112,45,1.5,32.3265571,1024.61475,21.51463218841324
1682558086.058143,45,1.5,32.7787246,1025.15942,21.696956320715014
1682558087.5600836,45,1.5,33.2123146,1025.73157,21.888429622188674
1682558089.068091,45,1.5,33.6526222,1026.30908,22.081645232658573
1682558090.5640507,45,1.5,34.0974388,1026.85669,22.264809595420903
1682558092.0620432,45,1.5,34.5330657,1027.47546,22.471719690949005
1682558093.559043,45,1.5,34.9788284,1028.08972,22.677063144324308
1682558095.0530443,45,1.5,35.411972,1028.67786,22.873620219387444
1682558096.5500412,45,1.5,35.8613395,1029.33862,23.09438330302653
