t,i,temp_desired,temp_tc,therm_res,therm_temp
1682461662.6065633,25,0,26.9455451,1022.62305,20.847533482742605
1682461664.5404298,25,0,26.9698753,1022.65741,20.859047227777562
1682461666.0393806,25,0,26.9871177,1022.6767,20.865511062892033
1682461667.5383768,25,0,27.0080261,1022.69952,20.873157681599046
1682461669.0353673,25,0,27.0233669,1022.71539,20.87847541817125
1682461670.533408,25,0,27.0260238,1022.73163,20.883917094162772
1682461672.0323522,25,0,27.0310401,1022.76129,20.893855418646293
1682461673.5313876,25,0,27.0340976,1022.76361,20.894632786872062
1682461675.0313745,25,0,27.0360317,1022.79034,20.903589214678384
1682461676.5283291,25,0,27.0357093,1022.80127,20.90725150049456
1682461678.0253277,25,0,27.03162,1022.81091,20.910481534039004
1682461679.524319,25,0,27.025793,1022.82257,20.914388381016085
1682461681.0213597,25,0,27.0123176,1022.82715,20.915922968638714
1682461682.5203078,25,0,27.0121898,1022.84497,20.92189375667485
1682461684.0192986,25,0,27.0129604,1022.83527,20.918643670549553
1682461685.5182903,25,0,26.9957065,1022.84576,20.922158453766226
1682461687.0152867,25,0,26.9872932,1022.84058,20.920422843221456
1682461688.5142763,25,0,26.9700183,1022.84796,20.922895584394627
1682461690.013311,25,0,26.9668464,1022.84473,20.92181334234953
1682461691.5102654,25,0,26.9395465,1022.82813,20.916251329758506
1682461693.0092556,25,0,26.9181079,1022.84033,20.920339078128162
1682461694.508249,25,0,26.9052753,1022.82074,20.913775215179932
1682461696.0062416,25,0,26.8765296,1022.82123,20.913939396247176
1682461697.5052345,25,0,26.8678798,1022.81842,20.912997867578472
1682461699.0002348,25,0,26.8503513,1022.80243,20.907640177495377
1682461700.4962757,25,0,26.8269023,1022.79205,20.904162181023597
1682461701.9952703,25,0,26.8145179,1022.78516,20.901853559464136
1682461703.4922225,25,0,26.7989025,1022.74847,20.88955977395133
1682461704.9912148,25,0,26.771471,1022.74872,20.889643542618156
1682461706.5062065,25,0,26.7319793,1022.72351,20.88119626129748
1682461708.0031612,25,0,26.7171649,1022.70703,20.875674145316026
1682461709.501201,25,0,26.6994705,1022.68359,20.867819800744506
1682461710.9971547,25,0,26.672676,1022.66937,20.86305487938793
1682461712.4951487,25,0,26.6482868,1022.6441,20.854587181291695
1682461713.9931426,25,0,26.6267833,1022.61627,20.845261540450032
1682461715.491135,25,0,26.5998783,1022.58856,20.835975991009732
1682461716.9881315,25,0,26.5769214,1022.57654,20.831948082885194
1682461718.486128,25,0,26.5522747,1022.54016,20.819756989309596
1682461719.982127,25,0,26.519989,1022.51343,20.81079952070663
1682461721.4811168,25,0,26.4957656,1022.4859,20.801573848486633
1682461722.9791105,25,0,26.4718456,1022.4588,20.7924921597984
1682461724.4781027,25,0,26.456871,1022.42444,20.78097735249142
1682461725.9741452,25,0,26.4150085,1022.38977,20.76935847092522
1682461727.4730945,25,0,26.3838005,1022.35712,20.758416376450256
1682461728.9711292,25,0,26.3637599,1022.33179,20.74992734165546
1682461730.469081,25,0,26.3405036,1022.29877,20.73886094890062
1682461731.9650822,25,0,26.3252048,1022.26147,20.726359943664022
1682461733.4641178,25,0,26.2909793,1022.22162,20.71300407268531
1682461734.963105,25,0,26.2724914,1022.18542,20.70087129798431
1682461736.4610963,25,0,26.256216,1022.14703,20.688004300949892
1682461737.9750104,25,0,26.2220726,1022.11279,20.67652804637708
1682461739.4720511,25,0,26.2073287,1022.07623,20.664273993534643
1682461740.9709966,25,0,26.1835784,1022.03302,20.64979074851994
1682461742.4679935,25,0,26.1596393,1022.00653,20.64091161465746
1682461743.964992,25,0,26.136034,1021.95593,20.62395079088005
1682461745.4640274,25,0,26.101305,1021.91962,20.611779645636744
1682461746.962019,25,0,26.0845508,1021.8764,20.597291994307543
1682461748.4610145,25,0,26.05727,1021.84302,20.586102581759054
1682461749.9600005,25,0,26.0379238,1021.80017,20.571738446880985
1682461751.4549603,25,0,26.0135402,1021.75305,20.55594259650405
1682461752.9529939,25,0,25.9858093,1021.70862,20.54104818720943
1682461754.4519475,25,0,25.9675827,1021.68341,20.532596822449047
1682461755.9489434,25,0,25.9372062,1021.62946,20.514510367926288
1682461757.4469366,25,0,25.9130687,1021.58514,20.499651980984243
1682461758.9439752,25,0,25.8833351,1021.54517,20.486251679472122
1682461760.4429266,25,0,25.8646354,1021.50256,20.47196602000064
1682461761.9419162,25,0,25.8517131,1021.46313,20.458746252424728
1682461763.4399118,25,0,25.8337249,1021.40991,20.440902702201203
1682461764.9379041,25,0,25.8092098,1021.37671,20.429771214593032
1682461766.4369404,25,0,25.7923107,1021.32428,20.41219183160369
1682461767.9358895,25,0,25.7654781,1021.27551,20.395839234182635
1682461769.4329271,25,0,25.7366657,1021.24292,20.38491158947645
1682461770.9298828,25,0,25.7183265,1021.1911,20.367535656249235
1682461772.4289162,25,0,25.6910133,1021.14331,20.351510664267135
1682461773.927865,25,0,25.6806507,1021.09924,20.336732750819106
1682461775.4248617,25,0,25.6585941,1021.05676,20.32248772246562
1682461776.9228559,25,0,25.6397495,1021.01532,20.30859117122366
1682461778.4228435,25,0,25.6230754,1020.9704,20.29352732903335
1682461779.917845,25,0,25.5939559,1020.92566,20.27852353662918
1682461781.415,25,0,25.5860404,1020.87048,20.26001820566385
1682461782.912993,25,0,25.5628871,1020.82965,20.246325028098017
1682461784.4109898,25,0,25.5466194,1020.78149,20.23017325039586
1682461785.9099364,25,0,25.5306339,1020.73596,20.214903182552835
1682461787.4089296,25,0,25.5022659,1020.68854,20.19899889360605
1682461788.904929,25,0,25.4908313,1020.64575,20.18464716843899
1682461790.4208755,25,0,25.4649066,1020.60327,20.170399134305967
1682461791.9198663,25,0,25.4481678,1020.56274,20.15680487872566
1682461793.4188921,25,0,25.4421615,1020.50995,20.13909808535705
1682461794.9208834,25,0,25.4182167,1020.46136,20.122799669240745
1682461796.417838,25,0,25.4024906,1020.42255,20.109781468077667
1682461797.9168704,25,0,25.3838806,1020.36414,20.090188313381017
1682461799.4168632,25,0,25.3650054,1020.31702,20.074381908249432
1682461800.9118183,25,0,25.3493289,1020.28192,20.062607387096342
1682461802.4078188,25,0,25.3186225,1020.23761,20.047743037376783
1682461803.9048164,25,0,25.31538,1020.17987,20.02837296427259
1682461805.403806,25,0,25.2966804,1020.14386,20.016292403938714
1682461806.9018428,25,0,25.2735424,1020.0968,20.000504507172884
1682461808.3987966,25,0,25.248619,1020.04944,19.98461561585397
1682461809.8957958,25,0,25.2526111,1020.00891,19.971017855269565
1682461811.3947847,25,0,25.236639,1019.95233,19.952034912077455
1682461812.8917835,25,0,25.2212924,1019.92462,19.942737851659057
1682461814.3887804,25,0,25.1930007,1019.87769,19.926991961088618
1682461815.8857753,25,0,25.1783084,1019.82397,19.9089674764448
1682461817.383769,25,0,25.1506004,1019.78656,19.896415162994497
1682461818.878773,25,0,25.1316547,1019.74756,19.88332911822929
1682461820.3777633,25,0,25.1244182,1019.69672,19.866269927609444
1682461821.8747609,25,0,25.0983943,1019.65228,19.851357904551232
1682461823.372797,25,0,25.1050605,1019.612,19.837841519770326
1682461824.8707478,25,0,25.0871334,1019.56165,19.820945682178834
1682461826.3697395,25,0,25.0727939,1019.52313,19.80801934384932
1682461827.8677328,25,0,25.053297,1019.47876,19.793129605933
1682461829.366772,25,0,25.0317573,1019.42987,19.77672268459687
1682461830.865716,25,0,25.0288619,1019.39124,19.763758636899023
1682461832.3617158,25,0,25.0050601,1019.34845,19.74939824026302
1682461833.8607438,25,0.004431563333333107,24.9927749,1019.3111,19.7368632828563
1682461835.3567483,25,0.011559622727206996,24.9787673,1019.26294,19.720700081403454
1682461836.8556998,25,0.018258870000000847,24.9652805,1019.2193,19.706053544928842
1682461838.3516989,25,0.028625253333332285,24.9454002,1019.1853,19.694642196445873
1682461839.848695,25,0.030559706666666388,24.9396476,1019.12903,19.675756017505517
1682461841.3457327,25,0.034053106666667075,24.932806,1019.09167,19.663216422021126
1682461842.860641,25,0.04493467821791121,24.912775,1019.04944,19.649041985786678
1682461844.3586338,25,0.05099673333333428,24.899744,1019.01184,19.636421367357528
1682461845.8576262,25,0.056285228282777884,24.8888912,1018.96338,19.620155212197457
1682461847.3546212,25,0.06293648,24.875864,1018.92249,19.606429728636755
1682461848.852617,25,0.05972369999999998,24.880001,1018.87854,19.591676807892103
1682461850.3506505,25,0.07532460333333332,24.8529567,1018.85522,19.583848741786603
1682461851.8486032,25,0.07702030666666614,24.8467826,1018.8056,19.567191998940615
1682461853.3456023,25,0.0755094800000002,24.8487224,1018.77856,19.558114885402922
1682461854.844593,25,0.08449942666666578,24.833086,1018.74164,19.545720949467885
1682461856.3396354,25,0.09315463854452295,24.8159942,1018.70587,19.533712861721334
1682461857.8366334,25,0.09489193666666745,24.8108959,1018.66821,19.521070079370315
1682461859.334584,25,0.097169823333333,24.8062763,1018.6424,19.512405314630247
1682461860.8326154,25,0.09971960666666746,24.8012332,1018.6037,19.499413007853253
1682461862.3305745,25,0.0939857300000007,24.8107585,1018.56702,19.48709863610609
1682461863.8285677,25,0.09300053666666556,24.8136177,1018.53796,19.477342334928757
1682461865.326561,25,0.09611312830184743,24.8084678,1018.51398,19.469291440397402
1682461866.8245564,25,0.08985933666666691,24.8188915,1018.48712,19.460273525879245
1682461868.3195987,25,0.09601351666666602,24.8092575,1018.45892,19.450805601314983
1682461869.818548,25,0.0889208833333336,24.8206405,1018.43604,19.443123732740354
1682461871.3145938,25,0.09327349333333287,24.8142986,1018.41205,19.43506909808424
1682461872.8115458,25,0.08878464000000091,24.821474,1018.3772,19.42336806145765
1682461874.3245,25,0.08935485666666582,24.8213119,1018.36475,19.419187874582736
1682461875.822494,25,0.08777035999999967,24.824089,1018.34467,19.4124458031691
1682461877.319491,25,0.08402776333333412,24.8310203,1018.31622,19.402893308039992
1682461878.8185244,25,0.07295308333333246,24.8513793,1018.31061,19.401009655200895
1682461880.3154793,25,0.07359912666666707,24.8526344,1018.28656,19.392934403135666
1682461881.813473,25,0.06732428999999947,24.8638553,1018.27429,19.38881447872902
1682461883.3115115,25,0.06727142333333257,24.8652687,1018.25494,19.382317239522383
1682461884.807465,25,0.06347545589221523,24.8721256,1018.23401,19.375289410380788
