t,i,temp_desired,temp_tc,therm_res,therm_temp
1682462140.0927813,25,0.046155999999999864,24.953844,1017.52386,19.136796148185457
1682462141.8540745,25,0.01814959999999845,24.9783496,1017.51758,19.13468675153716
1682462143.3510675,25,0.025973949999998542,24.9746437,1017.53522,19.1406118563526
1682462144.8470666,25,0.009054233333333292,24.9886169,1017.54218,19.142949639391073
1682462146.3420687,25,0.015555449999998435,24.9850406,1017.54425,19.1436449268469
1682462147.8390653,25,0.0017121774931839603,24.9963779,1017.53918,19.141941975219428
1682462149.335065,25,0.0006714833333341848,24.998907,1017.55579,19.147521058131957
1682462150.8340561,25,0,25.0075702,1017.55579,19.147521058131957
1682462152.332095,25,0,25.0143051,1017.55652,19.14776625464282
1682462153.8270943,25,0,25.015562,1017.56268,19.14983530680649
1682462155.324051,25,0,25.012125,1017.57233,19.153076585982124
1682462156.8210483,25,0,25.0088615,1017.57355,19.153486363242738
1682462158.3180444,25,0,25.0041732,1017.56787,19.151578545814566
1682462159.8160415,25,0,25.0073318,1017.5686,19.15182374094331
1682462161.312038,25,0.0018651500000016104,24.9994487,1017.56708,19.15131319756753
1682462162.8070822,25,0.011637774747614762,24.9899597,1017.57056,19.152482072656515
1682462164.3040347,25,0.026656200000002055,24.9757175,1017.57654,19.154490652427743
1682462165.8000371,25,0.026694699999997813,24.9736499,1017.56812,19.151662516758478
1682462167.2980301,25,0.03142358333333325,24.9693012,1017.55774,19.148176034926813
1682462168.7940278,25,0.058303051752185184,24.9456768,1017.5661,19.150984031251593
1682462170.2910283,25,0.056940150000000266,24.9434337,1017.56061,19.149140025330677
1682462171.7880218,25,0.07449283333333234,24.9280681,1017.55414,19.14696684653208
1682462173.2830253,25,0.08130676666666521,24.9200325,1017.54626,19.144320060400428
1682462174.7790244,25,0.09276685040410018,24.9090785,1017.54218,19.142949639391073
1682462176.284998,25,0.0970720500000007,24.9038066,1017.53265,19.139748621328433
1682462177.787976,25,0.1043987765172802,24.8967628,1017.52197,19.136161314494178
1682462179.2840168,25,0.09873550000000186,24.9006214,1017.52173,19.136080700652105
1682462180.7819712,25,0.11370701666666842,24.8883399,1017.5141,19.13351784754762
1682462182.2789693,25,0.1017465833333328,24.8968372,1017.50092,19.129090774422743
1682462183.777002,25,0.11785868369247918,24.8842601,1017.50073,19.129026954504898
1682462185.2739997,25,0.11169658333333506,24.8877258,1017.49597,19.127428095767478
1682462186.7699606,25,0.12254810000000009,24.8789196,1017.49634,19.12755237693104
1682462188.2789218,25,0.110957816666667,24.8875961,1017.49939,19.128576855975783
1682462189.7749646,25,0.10246599999999913,24.8961143,1017.48492,19.123716445719307
1682462191.2719193,25,0.1146313999999986,24.8869037,1017.48431,19.123511548643368
1682462192.7699144,25,0.10632706666666773,24.8927059,1017.49084,19.125704952016903
1682462194.2748883,25,0.10599676666666842,24.8938179,1017.48792,19.12472413540809
1682462195.7708864,25,0.09297309999999766,24.9051399,1017.48694,19.1243949569316
1682462197.2669299,25,0.09234780000000124,24.9072933,1017.495,19.127102277479786
1682462198.7618911,25,0.08733392491575619,24.9118919,1017.49475,19.127018303670386
1682462200.2588844,25,0.06124944999999826,24.9349136,1017.49146,19.125913207426194
1682462201.7558815,25,0.05549780000000067,24.9431324,1017.50385,19.130074944019253
1682462203.253876,25,0.0394262833333349,24.9580821,1017.50983,19.13208358632295
1682462204.7509184,25,0.03146806666666535,24.9670391,1017.51508,19.133847021851697
1682462206.249864,25,0.029204700000001676,24.9702587,1017.51587,19.13411237653819
1682462207.745863,25,0.01980819083551854,24.9787597,1017.51587,19.13411237653819
1682462209.2458556,25,0.014617950000001656,24.984436,1017.51904,19.135177153220354
1682462210.7608006,25,0.014102040897106736,24.985691,1017.53448,19.140363298514096
1682462212.258796,25,0.005425766666664463,24.9933052,1017.53107,19.13921791601349
1682462213.7557933,25,0,25.0050334,1017.53754,19.141391118209217
