t,i,temp_desired,temp_tc
1680144185.3009596,25,1.559710468235799,21.9247398
1680144186.2821777,25,1.6164232520685142,21.9321861
1680144187.276894,25,1.680423730068513,21.9271011
1680144188.2674973,25,1.7337606795563145,21.9408359
1680144189.2535489,25,1.7857750393654637,21.9567127
1680144190.250154,25,1.8177797973654641,22.0122146
1680144191.2301893,25,1.8240630477012751,22.1132698
1680144192.2165303,25,1.8124753077012759,22.246582
1680144193.1933215,25,1.7864943457863796,22.3993453
1680144194.1696594,25,1.7343276119782236,22.5982131
1680144195.1453984,25,1.6646733027640082,22.8219432
1680144196.1320307,25,1.571883311467884,23.0829772
1680144197.1124523,25,1.4656865636274254,23.3599872
1680144198.0885682,25,1.3471006690352494,23.6494522
1680144199.068672,25,1.2235570233749513,23.9383678
1680144200.062101,25,1.0855092989269024,24.2442111
1680144201.0683606,25,0.9263656500149293,24.5795841
1680144202.0580556,25,0.7744429300949223,24.887844
1680144203.0344973,25,0.6178759675349362,25.193367
1680144204.0307589,25,0.46052418295450326,25.4888114
1680144205.021035,25,0.3032273869545029,25.7725048
1680144206.0169098,25,0.15040579706656998,26.0373191
1680144207.0069578,25,0.0009319070665706475,26.284872
1680144208.0002108,25,0,26.5302238
1680144208.976839,25,0,26.7260837
1680144209.9565992,25,0,26.9142093
1680144210.9429357,25,0,27.0721435
1680144211.939503,25,0,27.2201499
1680144212.9192383,25,0,27.3476829
1680144213.9057128,25,0,27.4400691
1680144214.8891215,25,0,27.5316181
1680144215.8754811,25,0,27.6023273
1680144216.8552346,25,0,27.6624984
1680144217.8215523,25,0,27.7096176
1680144218.811404,25,0,27.754301
1680144219.7978842,25,0,27.792593
1680144220.7882068,25,0,27.8232021
1680144221.7702436,25,0,27.841547
1680144222.7671523,25,0,27.8609771
1680144223.74405,25,0,27.8677196
1680144224.733727,25,0,27.8836479
1680144225.7092469,25,0,27.8897399
1680144226.6896505,25,0,27.8832054
1680144227.673425,25,0,27.8787498
1680144228.6489477,25,0,27.8697853
1680144229.6253476,25,0,27.8581123
1680144230.6213071,25,0,27.8412513
1680144231.5921752,25,0,27.8241271
1680144232.5820184,25,0,27.8134384
1680144233.568664,25,0,27.7980289
1680144234.5419736,25,0,27.7752246
1680144235.5375998,25,0,27.7581901
1680144236.5213602,25,0,27.7249202
1680144237.4978864,25,0,27.6960506
1680144238.4841163,25,0,27.6755008
1680144239.4706442,25,0,27.6440486
1680144240.4656527,25,0,27.6291961
1680144241.4543605,25,0,27.6063938
1680144242.4303112,25,0,27.5759792
1680144243.410298,25,0,27.5615711
1680144244.3765724,25,0,27.5154666
1680144245.3562696,25,0,27.4886932
1680144246.3426607,25,0,27.4528903
1680144247.329214,25,0,27.4294929
1680144248.3084426,25,0,27.4035968
1680144249.292216,25,0,27.373991
1680144250.2684996,25,0,27.3389949
1680144251.2451127,25,0,27.3133811
1680144252.2350762,25,0,27.2804546
1680144253.2112896,25,0,27.2432498
1680144254.201014,25,0,27.2215824
1680144255.1944287,25,0,27.1834182
1680144256.1704345,25,0,27.1441993
1680144257.1595137,25,0,27.1140937
1680144258.1471872,25,0,27.0823764
1680144259.1363258,25,0,27.0544033
1680144260.1334155,25,0,27.0207653
1680144261.109947,25,0,26.9867496
1680144262.0969048,25,0,26.9559535
1680144263.0831397,25,0,26.9203567
1680144264.0592952,25,0,26.8994293
1680144265.045197,25,0,26.859991
1680144266.0257041,25,0,26.8256359
1680144267.0081213,25,0,26.7850151
1680144267.9917028,25,0,26.7528362
1680144268.9751616,25,0,26.7132129
1680144269.9617746,25,0,26.6921386
1680144270.941415,25,0,26.6616535
1680144271.917823,25,0,26.6192722
1680144272.9175198,25,0,26.5893154
1680144273.903994,25,0,26.557146
1680144274.8902922,25,0,26.5242729
1680144275.8843315,25,0,26.495985
1680144276.8635838,25,0,26.4696521
1680144277.8366063,25,0,26.4450168
1680144278.8199832,25,0,26.4029178
1680144279.8061619,25,0,26.371313
1680144280.7861297,25,0,26.3426609
1680144281.7722266,25,0,26.3166294
1680144282.7558377,25,0,26.2772846
1680144283.7325556,25,0,26.2495746
1680144284.7221801,25,0,26.2277126
1680144285.7216883,25,0,26.1918601
1680144286.7150354,25,0,26.1483058
1680144287.695066,25,0,26.1251754
1680144288.6713383,25,0,26.1053924
1680144289.6507308,25,0,26.07835
1680144290.6301677,25,0,26.0459194
1680144291.6106966,25,0,26.0220203
1680144292.5807233,25,0,25.9966316
1680144293.5570486,25,0,25.9683284
1680144294.5366886,25,0,25.9371452
1680144295.5231795,25,0,25.9184894
1680144296.5068772,25,0,25.8863697
1680144297.4928684,25,0,25.8475837
1680144298.4728012,25,0,25.8307628
1680144299.449274,25,0,25.8072471
1680144300.48467,25,0,25.7716464
1680144301.4745257,25,0,25.7419452
1680144302.4717712,25,0,25.7133426
1680144303.4500072,25,0,25.7084732
1680144304.4350717,25,0,25.6764812
1680144305.423006,25,0,25.6592254
1680144306.3910525,25,0,25.6303024
1680144307.3676062,25,0,25.675457
1680144308.3474474,25,0,25.5650596
1680144309.323958,25,0,25.5423202
1680144310.3062947,25,0,25.5110473
1680144311.2870045,25,0,25.4789657
1680144312.279637,25,0,25.45055
1680144313.2503037,25,0,25.4292526
1680144314.2397654,25,0,25.4082107
1680144315.2460742,25,0,25.3841457
1680144316.2423668,25,0,25.3493919
1680144317.2241762,25,0,25.3241539
1680144318.2056172,25,0,25.3125591
1680144319.202096,25,0,25.2955303
1680144320.1815734,25,0,25.2750911
1680144321.168083,25,0,25.2532215
1680144322.1483169,25,0,25.2448978
1680144323.1346574,25,0,25.2258758
1680144324.122778,25,0,25.1964168
1680144325.1075692,25,0,25.1509971
1680144326.0838869,25,0,25.1345291
1680144327.0602899,25,0,25.1042842
1680144328.0502627,25,0,25.0917949
1680144329.0469348,25,0,25.0654945
1680144330.033209,25,0,25.04813
1680144331.0211074,25,0,25.0250835
1680144332.015507,25,0,25.0013103
1680144333.0125706,25,0.011769991999999974,24.9773654
