t,i,temp_desired,temp_tc
1682459587.295397,-20,3,26.7188301
1682459588.2917402,-20,3,26.6967735
1682459589.2840781,-20,3,26.6924705
1682459590.2774625,-20,3,26.6872997
1682459591.270766,-20,3,26.6821842
1682459592.2591236,-20,3,26.6748504
1682459593.249516,-20,3,26.6630783
1682459594.2298527,-20,3,26.653263
1682459595.222237,-20,3,26.612915
1682459596.2145889,-20,3,26.5623283
1682459597.2078888,-20,3,26.4893531
1682459598.2042284,-20,3,26.426073
1682459599.1965692,-20,3,26.3416557
1682459600.1879199,-20,3,26.2578029
1682459601.1812615,-20,3,26.1541938
1682459602.1765997,-20,3,26.060522
1682459603.1699433,-20,3,25.9338321
1682459604.151321,-20,3,25.8213081
1682459605.1456602,-20,3,25.703123
1682459606.1380484,-20,3,25.5848484
1682459607.1303947,-20,3,25.4501705
1682459608.1227405,-20,3,25.3151187
1682459609.119077,-20,3,25.1842651
1682459610.1124196,-20,3,25.0432376
1682459611.1057217,-20,3,24.8983688
1682459612.096075,-20,3,24.7544784
1682459613.0894613,-20,3,24.6076412
1682459614.0688,-20,3,24.4534187
1682459615.061144,-20,3,24.3054656
1682459616.0415258,-20,3,24.1579971
1682459617.0518205,-20,3,23.9952373
1682459618.0422168,-20,3,23.83708
1682459619.0365148,-20,3,23.6865005
1682459620.030854,-20,3,23.5279598
1682459621.023242,-20,3,23.3894119
1682459622.0175858,-20,3,23.2355785
1682459623.008935,-20,3,23.0885524
1682459624.003275,-20,3,22.9244728
1682459624.9955773,-20,3,22.7658042
1682459625.9849758,-20,3,22.6231651
1682459626.9643571,-20,3,22.4823703
1682459627.9576564,-20,3,22.3240432
1682459628.9510016,-20,3,22.1731185
1682459629.9304237,-20,3,22.0532073
1682459630.918738,-20,3,21.9096126
1682459631.908092,-20,3,21.7592201
1682459632.8974462,-20,3,21.6306324
1682459633.8928268,-20,3,21.4878826
1682459634.872167,-20,3,21.3464832
1682459635.868501,-20,3,21.2066307
1682459636.8618462,-20,3,21.0775241
1682459637.852196,-20,3,20.9410438
1682459638.8445427,-20,3,20.7962284
1682459639.8399234,-20,3,20.6659049
1682459640.8182662,-20,3,20.5369377
1682459641.8096633,-20,3,20.4178981
1682459642.7899916,-20,3,20.2874832
1682459643.784335,-20,3,20.1661758
1682459644.7807121,-20,3,20.0335464
1682459645.7720187,-20,3,19.9182014
1682459646.7664,-20,3,19.8017978
1682459647.7607007,-20,3,19.6801605
1682459648.7680497,-20,3,19.5562591
1682459649.7464306,-20,3,19.4536914
1682459650.736783,-20,3,19.3522853
1682459651.7301283,-20,3,19.239151
