t,i,temp_desired,temp_tc
1681540222.5359988,18,1.0336230387919152,20.0204524
1681540223.5269735,18,1.0763740657997833,20.0262031
1681540224.512276,18,1.1131145653356511,20.0201702
1681540225.483197,18,1.1544324565362634,20.023096
1681540226.46314,18,1.197989825112132,20.0302982
1681540227.460131,18,1.2389581185199987,20.0322456
1681540228.4482586,18,1.2729843775594347,20.0206832
1681540229.4290578,18,1.3125073855594347,20.0189704
1681540230.409436,18,1.3559581952179154,20.0272941
1681540231.3861003,18,1.3958077923857832,20.0272026
1681540232.3659258,18,1.441006094492268,20.0385837
1681540233.4419193,18,1.486215388067432,20.0409946
1681540234.428885,18,1.5187191164204783,20.0262489
1681540235.4079196,18,1.5555359829357815,20.0215282
1681540236.396919,18,1.600868118935783,20.0309543
1681540237.3781755,18,1.6415261873676492,20.0322799
1681540238.3548312,18,1.681128716856132,20.0326976
1681540239.334545,18,1.7259346204719992,20.0419387
1681540240.3244772,18,1.7629352948114314,20.0357322
1681540241.3007188,18,1.8064112430684856,20.0422992
1681540242.2872424,18,1.8480283424979151,20.0449619
1681540243.269562,18,1.886988595697782,20.04249
1681540244.249952,18,1.928887686321648,20.0457668
1681540245.22637,18,1.9796717452222745,20.065937
1681540246.2665393,18,2,20.0634422
1681540247.252872,18,2,20.0696563
1681540248.2395134,18,2,20.0718135
1681540249.2293968,18,2,20.0691947
1681540250.2150183,18,2,20.0694198
1681540251.1988833,18,2,20.0658264
1681540252.1786225,18,2,20.0625782
1681540253.1652405,18,2,20.0634136
1681540254.134971,18,2,20.0683555
1681540255.111298,18,2,20.0796508
1681540256.0978544,18,2,20.0738468
1681540257.0876818,18,2,20.0874862
1681540258.0808566,18,2,20.097536
1681540259.0573215,18,2,20.101551
1681540260.043654,18,2,20.0985927
1681540261.013609,18,2,20.1102943
1681540262.0033972,18,2,20.1066513
1681540262.989401,18,2,20.1138534
1681540263.9740148,18,2,20.097723
1681540264.9593716,18,2,20.0938186
1681540265.948651,18,2,20.1047191
1681540266.935989,18,2,20.1027317
1681540267.9156766,18,2,20.1071033
1681540268.9019706,18,2,20.1196575
1681540269.8878984,18,2,20.1175117
1681540270.8685274,18,2,20.1067066
1681540271.8513496,18,2,20.1106319
1681540272.8380206,18,2,20.1144142
1681540273.8280334,18,2,20.1110343
1681540274.8044684,18,2,20.125555
1681540275.7908492,18,2,20.1174335
1681540276.7706144,18,2,20.1250877
1681540277.7550457,18,2,20.1322002
1681540278.7309482,18,2,20.1342487
1681540279.7121792,18,2,20.1298141
1681540280.6965861,18,2,20.1273136
