t,i,temp_desired,temp_tc,therm_res,therm_temp
1682528624.4640758,10,0.6183112729531047,10.5131874,978.716003,5.981369226756106
1682528626.2891965,10,0.6155245094110728,10.5074691,978.721863,5.983374190603869
1682528627.7852323,10,0.6462846970270536,10.5273494,978.725952,5.984773214055396
1682528629.280197,10,0.6597651029250364,10.5363454,978.728882,5.985775691861013
1682528630.7771938,10,0.6825741211455135,10.5513191,978.733154,5.987237322481428
1682528632.274233,10,0.7123894291455134,10.5720176,978.752136,5.993731825345384
1682528633.7661982,10,0.7182532448955127,10.5750741,978.763611,5.99765785373204
1682528635.2641926,10,0.7507568333955137,10.5965862,978.780884,6.0035675545025065
1682528636.7591965,10,0.7704823778510165,10.6100416,978.787354,6.005781156320211
1682528638.2551942,10,0.7794250410251152,10.6145601,978.799744,6.010020167339512
1682528639.752191,10,0.7900802715251138,10.619523,978.811768,6.014133933864125
1682528641.2491884,10,0.802423507525115,10.6257696,978.816284,6.015678985031477
1682528642.746184,10,0.8085776667457886,10.6274709,978.827698,6.0195840217927525
1682528644.2431822,10,0.8080741266029219,10.623702,978.831482,6.020878625326777
1682528645.7401798,10,0.8061677458529212,10.6184015,978.842163,6.024532856808205
1682528647.253171,10,0.8192689242725888,10.6242656,978.839722,6.023697732638866
1682528648.750129,10,0.8083740398511137,10.6130561,978.842407,6.024616334958435
1682528650.2461278,10,0.8019208502499916,10.6037635,978.841675,6.024365900478009
1682528651.7421277,10,0.779986247770929,10.5829801,978.832825,6.021338099530827
1682528653.2381265,10,0.7686892205209283,10.5692977,978.835144,6.022131487270746
1682528654.735165,10,0.7386173607709278,10.5421915,978.822937,6.0179551581098885
1682528656.23316,10,0.7169339789632716,10.5203933,978.820801,6.017224374947472
1682528657.7440786,10,0.7018093228250885,10.5040264,978.808594,6.01304801678373
1682528659.2380815,10,0.677974129503437,10.481759,978.795105,6.008433021640035
1682528660.7350807,10,0.6505622827534377,10.4563751,978.777466,6.00239814041806
1682528662.2300804,10,0.6444565944026851,10.4469366,978.756592,5.995256392859107
1682528663.724086,10,0.6126334742586668,10.4195775,978.753601,5.994233058070905
1682528665.219088,10,0.6062591290086665,10.4099321,978.733032,5.98719558119944
1682528666.7140892,10,0.5858613890576332,10.3914203,978.717224,5.981786985050876
1682528668.2430024,10,0.5734270915834596,10.3780822,978.706787,5.978216016130177
1682528669.7399974,10,0.5576482251254674,10.3628787,978.678345,5.96848463219677
1682528671.2370384,10,0.5439335436254688,10.349123,978.658813,5.961801712612666
1682528672.7310011,10,0.5202333671497519,10.3280916,978.647827,5.958042799185461
1682528674.2260013,10,0.510170216005635,10.3167371,978.631042,5.952299691036079
1682528675.719009,10,0.5075656220056368,10.3119592,978.614441,5.946619493888608
1682528677.2170038,10,0.5014657556371426,10.3051948,978.59729,5.940751060814239
1682528678.7159953,10,0.4871587946715421,10.2920751,978.582214,5.935592575161773
1682528680.2129922,10,0.49734112242154144,10.2969093,978.562622,5.928888814262328
1682528681.7099893,10,0.49013713017154287,10.2902421,978.549011,5.924231524387651
1682528683.2069843,10,0.47092736967154214,10.273529,978.539307,5.920911077976586
1682528684.7040234,10,0.4775316161715426,10.2754478,978.536133,5.919825017612227
1682528686.19998,10,0.48241291727043256,10.2777566,978.518127,5.913663800467438
1682528687.6969793,10,0.47139651389378096,10.2680997,978.509766,5.91080285048041
1682528689.2109706,10,0.49778781141735784,10.285592,978.513,5.911909455401557
1682528690.70693,10,0.5149767827535352,10.2984914,978.512207,5.911638108096626
1682528692.2029269,10,0.5294113947287014,10.3088531,978.502014,5.90815027652533
1682528693.7009647,10,0.5473594380058008,10.3215751,978.507935,5.910176321075368
1682528695.198915,10,0.5633037712557999,10.3329191,978.50592,5.909486830126679
1682528696.6949563,10,0.5982048780058014,10.3583545,978.502869,5.908442840317857
1682528698.1929502,10,0.6295928940057995,10.3822736,978.508545,5.91038505021248
1682528699.7018733,10,0.6338332732557999,10.3854703,978.513367,5.912035034761986
1682528701.1979148,10,0.6613595580057996,10.4043169,978.518494,5.9137893795161105
1682528702.6948695,10,0.6834206550058005,10.4203548,978.523987,5.915668956452233
1682528704.1899133,10,0.6985279132558001,10.4308099,978.531494,5.918237669294065
1682528705.6879082,10,0.7115351040058,10.4391193,978.527588,5.916901132247158
1682528707.185904,10,0.7060793208611378,10.4333095,978.535889,5.919741527080399
1682528708.6778698,10,0.724627895293018,10.4443035,978.544373,5.922644528142593
1682528710.1908276,10,0.7246957756338421,10.4428119,978.534241,5.919177623557544
1682528711.687822,10,0.7243961071858057,10.4399509,978.545959,5.923187214193643
1682528713.186812,10,0.7368719784358065,10.4466047,978.538818,5.920743754985743
1682528714.684806,10,0.7307783994229511,10.4401235,978.538818,5.920743754985743
1682528716.1788108,10,0.7267574849230198,10.4340162,978.545837,5.923145469127609
1682528717.6738548,10,0.7245306584230203,10.4293346,978.539063,5.920827587573129
1682528719.1708114,10,0.725486485459944,10.4272336,978.545471,5.923020233914641
1682528720.6808164,10,0.7134674568817626,10.4155378,978.535156,5.9194907132511805
1682528722.1747782,10,0.7127705995090152,10.4116191,978.532715,5.918655464918313
1682528723.671773,10,0.6964112387590167,10.3966159,978.534546,5.9192819868040925
1682528725.1677742,10,0.6829264195927535,10.3828973,978.520691,5.914541142455215
1682528726.6648085,10,0.6725106307248978,10.3716344,978.525696,5.916253735513195
1682528728.162765,10,0.6709081319748974,10.3673095,978.49884,5.90706419654463
1682528729.660759,10,0.6671366332248988,10.3620023,978.49231,5.9048297545347985
1682528731.1747088,10,0.6527296210299673,10.3485908,978.485229,5.902406762800563
1682528732.670708,10,0.6459235507502835,10.3403234,978.4776,5.899796245954158
1682528734.1677046,10,0.6359060023669006,10.3300991,978.463745,5.895055270847883
1682528735.6656988,10,0.6044073441169007,10.3035821,978.458557,5.893280006157782
1682528737.1607013,10,0.6039300681169008,10.2991104,978.437622,5.88611628190782
1682528738.6567028,10,0.5811962466168997,10.279891,978.433716,5.884779684092854
1682528740.153697,10,0.5635370668574567,10.2633018,978.417114,5.8790986018770175
1682528741.6507308,10,0.5677810014731263,10.2634954,978.40332,5.874378361847835
1682528743.1437447,10,0.5521023954731268,10.2502136,978.380737,5.866650500479718
1682528744.6406982,10,0.5512114449731254,10.2469282,978.37262,5.863872857247176
1682528746.1367,10,0.544110773629864,10.2399072,978.363525,5.86076052873766
1682528747.633694,10,0.5446456039329697,10.2383136,978.347168,5.855163093745741
1682528749.1287332,10,0.549409415682969,10.2404117,978.341858,5.853345979618423
1682528750.6276894,10,0.5530458356829694,10.2419824,978.320862,5.846160975606601
1682528752.153607,10,0.5466516680310569,10.2359218,978.323364,5.847017184435012
1682528753.6496062,10,0.5430845668181244,10.2313594,978.313293,5.843570783587946
1682528755.1456058,10,0.5472410165681241,10.2327709,978.306396,5.841210548821545
1682528756.6445987,10,0.5571274355681238,10.2390308,978.299561,5.83887152340707
1682528758.1415956,10,0.5810063593181243,10.2562341,978.294189,5.837033150081761
1682528759.6405876,10,0.5812942273181229,10.2565584,978.290344,5.835717334516637
1682528761.137584,10,0.592496059033937,10.263585,978.277466,5.831310275612708
1682528762.6348662,10,0.5806612531929511,10.2538223,978.275024,5.830474580801555
1682528764.1298273,10,0.5944429974429523,10.2618875,978.272339,5.829555726029066
1682528765.6250207,10,0.6009831024429529,10.2660636,978.273438,5.82993182352738
1682528767.1200588,10,0.6135223552426993,10.2743921,978.268921,5.828386023885509
1682528768.6180167,10,0.6305634223248678,10.2864398,978.272583,5.829639227219746
1682528770.116009,10,0.6485900045748668,10.2994899,978.281433,5.832667849801845
1682528771.6130497,10,0.6592045130748683,10.3069734,978.276489,5.8309759293634675
1682528773.1269574,10,0.6609874771539258,10.3072404,978.265747,5.8272998212725
1682528774.6229568,10,0.6803776344298242,10.3201417,978.276367,5.830934178848373
1682528776.1199543,10,0.7039437027208627,10.337264,978.267944,5.828051676252192
1682528777.6169925,10,0.7038171492208649,10.336811,978.2677,5.827968174873786
1682528779.1129918,10,0.7139379244708638,10.3424911,978.264282,5.826798470101623
1682528780.608996,10,0.716282053970864,10.3428354,978.27002,5.828762122006576
1682528782.104038,10,0.706015297943312,10.3332233,978.276978,5.831143273616566
