t,i,temp_desired,temp_tc,temp_therm,res_therm
1681906961.15667,38.335789388392385,0.4584193833319522,38.5060501,31.77945615699024,1055.49365
1681906966.175204,38.419375079844414,0.4300178235885269,38.6355934,31.887517123798045,1055.82104
1681906971.181405,38.50278792974751,0.4149921336034783,38.737297,31.99230179329724,1056.13855
1681906976.1738465,38.586151220375314,0.40479389942676125,38.8289184,32.095055484387764,1056.44995
1681906981.1920161,38.669638973448684,0.3909397852996641,38.9272346,32.18768644133631,1056.73071
1681906986.1949859,38.75301543670298,0.39878013653938515,38.9833755,32.27406458430102,1056.99255
1681906991.216655,38.83674426274897,0.4145621909482976,39.0260467,32.35628656385435,1057.24182
1681906996.2081492,38.92006325917841,0.4432320706424807,39.045742,32.43547838701236,1057.48193
1681907001.2137952,39.00357488589884,0.4690078217210142,39.0741615,32.50037295815112,1057.67871
1681907006.2289577,39.08699315982462,0.4999807776795223,39.0952224,32.56900430845405,1057.88684
1681907011.233049,39.170354674234005,0.5378512547059819,39.1060676,32.62809077745252,1058.06604
1681907016.2993789,39.25475425518951,0.5801271010056087,39.1130867,32.684716337338415,1058.23779
1681907021.2550898,39.33751217720311,0.6174752429693217,39.1313591,32.74109687340786,1058.40881
1681907026.2700026,39.42109909651082,0.6565563413517503,39.1503639,32.79791808113857,1058.58118
1681907031.2898004,39.50467363792063,0.6889581764756183,39.1851615,32.856340078164116,1058.75842
1681907036.288084,39.587894175424196,0.7135199871130055,39.2368125,32.91673161232349,1058.94165
1681907041.2767441,39.67127741373977,0.7401600691142867,39.2861709,32.98013358252121,1059.13403
1681907046.2891085,39.754795211527764,0.7499052782964756,39.3694648,33.04791601955998,1059.33972
1681907051.3162732,39.83845340606969,0.7522731374145452,39.4670715,33.12699365573741,1059.57971
1681907056.3251138,39.92198294994634,0.7469794556015288,39.5783691,33.20863577500333,1059.82751
1681907061.3247056,40.00537831184667,0.7258081006412719,39.7184944,33.29634315913537,1060.09375
1681907066.346248,40.08878732321065,0.7058818044035268,39.8535194,33.395778741729075,1060.39563
1681907071.3439193,40.17229101456604,0.6753333135905889,40.0064392,33.492628854950986,1060.6897
1681907076.3426664,40.255722719405114,0.6393995364952526,40.1662139,33.60100073009473,1061.0188
1681907081.3909793,40.339676060253396,0.6071218434405631,40.3159179,33.70879363660138,1061.34619
1681907086.3708336,40.42261177100143,0.5673311735292941,40.4757843,33.8201488644488,1061.68445
1681907091.3781486,40.50600350893936,0.5289589302217439,40.629734,33.93128315301704,1062.02209
1681907096.3719537,40.58946002520523,0.49809604900168636,40.7660598,34.041841200783374,1062.35803
1681907101.386233,40.673064790143584,0.4762876528756005,40.8827629,34.150776962681114,1062.68909
1681907106.3938036,40.75647135374349,0.45307590101914175,41.0003967,34.2561205734848,1063.00928
1681907111.416589,40.84008059697749,0.43442067833640996,41.1078834,34.35639008259113,1063.31409
1681907116.4234316,40.92348837651214,0.4329443600165377,41.1813507,34.45001874822072,1063.59875
1681907121.4474478,41.007163010015105,0.4384973443315018,41.2420997,34.53649280656097,1063.86169
1681907126.4497128,41.09060677088699,0.45852362653961876,41.2762107,34.61778111657296,1064.10889
