t,i,temp_desired,temp_tc,therm_res,therm_temp
1682459942.6932893,-20,1,16.6640186,985.226135,8.205275197051852
1682459944.1933174,-20,1,16.8845233,985.581787,8.326567397923023
1682459945.6892796,-20,1,17.1180858,985.906616,8.437329537504697
1682459947.1892664,-20,1,17.3325881,986.28656,8.566863168565446
1682459948.6852665,-20,1,17.5600242,986.66333,8.69529133309389
1682459950.1813068,-20,1,17.7645092,987.004395,8.811528819818493
1682459951.6782622,-20,1,17.9524459,987.373352,8.937250665532979
1682459953.178292,-20,1,18.1310253,987.738525,9.061661184600641
1682459954.6762445,-20,1,18.2956371,988.101379,9.185260045856305
1682459956.17424,-20,1,18.4604282,988.422363,9.294578801905404
1682459957.6522868,-20,1,18.5866756,988.765381,9.411383157694678
1682459959.1492832,-20,1,18.6985588,989.105591,9.527212357154331
1682459960.6463213,-20,1,18.8199253,989.413147,9.63190779310632
1682459962.133307,-20,1,18.9148921,989.743958,9.744502261062673
1682459963.6283066,-20,1,18.9983634,990.038879,9.844866202470456
1682459965.1303296,-20,1,19.0793495,990.322998,9.941540730977444
1682459966.629282,-20,1,19.1585102,990.635376,10.047815507913928
1682459968.1282735,-20,1,19.2099304,990.92157,10.145168222343584
1682459969.6273084,-20,1,19.2560615,991.1745,10.231194643904256
1682459971.113333,-20,1,19.3021583,991.442505,10.322337007715806
1682459972.599315,-20,1,19.3335323,991.711548,10.413820620303744
1682459974.111272,-20,1,19.3834171,991.956482,10.497096132253054
1682459975.5943515,-20,1,19.4043178,992.181885,10.573722651579743
1682459977.0793364,-20,1,19.441883,992.424072,10.656045748711058
1682459978.5763326,-20,1,19.4452095,992.651062,10.733194501744917
1682459980.0783145,-20,1,19.4576244,992.850647,10.801022004450788
1682459981.576353,-20,1,19.4669017,993.065735,10.874110849120235
1682459983.075302,-20,1,19.4628906,993.271912,10.944164608002652
1682459984.5732977,-20,1,19.4715576,993.445984,11.003304526124941
1682459986.072287,-20,1,19.4714908,993.636108,11.06789239971084
1682459987.57132,-20,1,19.4607143,993.821411,11.130836869664087
1682459989.0712652,-20,1,19.4415874,993.992432,11.188925032979759
1682459990.568264,-20,1,19.4318599,994.133728,11.236913371005611
1682459992.0662978,-20,1,19.4124546,994.301208,11.293790387159909
