t,i,temp_desired,temp_tc,temp_therm,res_therm
1681777355.7908356,28.3969211,0,28.234741225.94791094225151,1037.89758
1681777360.7858415,28.313647307733156,0,28.101531925.79269359275055,1037.43115
1681777365.7848375,28.23025682546641,0,27.979291925.64581505492592,1036.98987
1681777370.805429,28.146736460705057,0,27.867803525.49341647921057,1036.5321
1681777375.8188338,28.0631706136261,0,27.756578425.346843708342078,1036.09192
1681777380.8283298,27.979666290461477,0,27.649763125.201173973708386,1035.65454
1681777385.8485847,27.89600130099004,0,27.547883925.054745395665048,1035.21497
1681777390.837884,27.812644455611167,0,27.460611324.91849367885377,1034.80603
1681777395.8574574,27.729160314579264,0,27.373083124.781769778418216,1034.39575
1681777400.853743,27.645737689514416,0,27.277971224.65698356184542,1034.02136
1681777405.8728316,27.562308356940207,0,27.184587424.525461335733215,1033.62683
1681777410.886293,27.478720050831097,0,27.095020224.395829279280292,1033.23804
1681777415.8972685,27.39517661509857,0,27.010564824.273908183872624,1032.87244
1681777420.911286,27.311589683869933,0,26.932046824.150905836385586,1032.50366
1681777425.9189515,27.22811821081187,0,26.847530324.02906697208438,1032.13843
1681777430.9258332,27.144729675630188,0,26.776620823.917388094774207,1031.80371
1681777435.9318497,27.061305413424428,0,26.698673223.801213385927028,1031.45557
1681777440.917894,26.977972676137544,0,26.622220923.69137187520573,1031.12646
1681777445.9388447,26.89451436775869,0,26.563041623.58045880316609,1030.79419
1681777450.9186502,26.811273660043334,0,26.473850223.47710779487195,1030.48462
1681777455.9864693,26.726819882571156,0,26.40441723.36408151984029,1030.14612
1681777460.9680994,26.644036139825438,0,26.353923723.266814712067173,1029.85486
1681777465.9798508,26.560487029730734,0,26.304002723.16244023112801,1029.54236
1681777470.9826725,26.477146317342378,0,26.233510923.06392363340454,1029.24744
1681777475.9961581,26.393542637208558,0,26.1924822.96473875959793,1028.95056
1681777481.0158362,26.30993141112671,0,26.114288322.868561083353434,1028.66272
1681777486.0143745,26.226603903153993,0,26.059120122.775756083316725,1028.38501
1681777491.035845,26.142869426587676,0,25.989448522.687468165502864,1028.12085
1681777496.0386355,26.059520361601766,0,25.948633122.600924450880353,1027.86194
1681777501.0358217,25.976020087579347,0,25.898061722.513307234428016,1027.59985
1681777506.059604,25.892486148853557,0,25.835674222.422867403788302,1027.32935
1681777511.0612934,25.809120815773266,0,25.792554822.34192335693707,1027.08728
1681777516.0693645,25.72567547736511,0.006724186365126764,25.738481522.257829857290528,1026.83582
1681777521.1143384,25.641387698828634,0.02628611536443099,25.690822622.17564313757494,1026.59009
1681777526.074111,25.55870555418676,0.04840226138336688,25.647939622.097651931525103,1026.35693
1681777531.106793,25.475053125400798,0.07288276018329674,25.606647422.020552248685092,1026.12646
1681777536.1173093,25.391559562861378,0.08332563063644545,25.536756521.949122240090322,1025.91296
1681777541.128768,25.307977221190388,0.10448790342060485,25.486543621.867107867293676,1025.66785
1681777546.1328433,25.224632864971415,0.12293247490580565,25.429828621.791536385601603,1025.44202
1681777551.1308374,25.141336160679117,0.1420898455349758,25.373250921.712606729323728,1025.20618
1681777556.12683,25.057840209980267,0.1582326556348952,25.309459621.63485338844667,1024.97388
1681777561.1573095,24.974225212911225,0.17611408880160584,25.247880921.553168220018346,1024.72986
1681777566.1625352,24.890715676327005,0.18462250204225666,25.167507121.471758394700004,1024.48669
1681777571.1791995,24.807140626290895,0.19675566064093925,25.093818621.384948409016577,1024.22742
1681777576.1778336,24.723824395516967,0.19542376863997984,24.994314121.29884128895274,1023.97028
1681777581.188232,24.640369417050934,0.1956516399467237,24.898412721.210901904360675,1023.7077
1681777586.2330363,24.556073464730837,0.2030881002541417,24.815837821.120888409063653,1023.43896
1681777591.2028418,24.473232783654787,0.21009560222617246,24.734054521.026592307412237,1023.15747
1681777596.2118268,24.389736387907917,0.21435973667888253,24.646221120.93453209676337,1022.88269
1681777601.2376652,24.306169646759287,0.2174023208604775,24.556198120.84205132070675,1022.60669
1681777606.2458344,24.222720592994946,0.2081022454177744,24.443128520.738368286039055,1022.2973
1681777611.2455342,24.139403090655264,0.19980709682123343,24.333515120.64621095232237,1022.02234
1681777616.254849,24.055903134524282,0.19745969189104048,24.236274720.543890988159497,1021.7171
1681777621.2588434,23.9725531198377,0.1891319512383895,24.128473220.44921097161489,1021.43469
1681777626.2572877,23.888992060998536,0.18492624367613042,24.029455120.33689706329884,1021.09973
1681777631.2753813,23.805570675710296,0.1724469944274933,23.91557520.236867428092797,1020.80145
1681777636.278829,23.721986585636394,0.17178332885708864,23.825473720.136414691708353,1020.50195
1681777641.2923017,23.638487666626233,0.17068669564718547,23.734943320.03676985760705,1020.2049
1681777646.3146286,23.554920436719513,0.1636828904796216,23.633430419.940302008707786,1019.91736
1681777651.3488324,23.470971955636596,0.16226939358054773,23.543029719.838599893655154,1019.61426
1681777656.3103294,23.388121491451518,0.160870796190968,23.454103419.73846078888682,1019.31586
1681777661.315846,23.30471427220052,0.15575756651145237,23.357814719.64127831770161,1019.02631
1681777666.3302934,23.221116926053618,0.15452734805911367,23.269338619.547913066881723,1018.74817
1681777671.3301654,23.137755979875184,0.16083691165145117,23.195699619.44664571849745,1018.44653
1681777676.339929,23.054237109203594,0.16123849202042026,23.110177919.361495459312046,1018.19293
1681777681.367256,22.970536372839863,0.1727039817434626,23.045640919.268322285043705,1017.91547
1681777686.3861294,22.887068376719412,0.1873226048049558,22.986427319.178086006811306,1017.64679
1681777691.3902295,22.80366973656362,0.196251183968762,22.915304119.09171484630684,1017.38965
