t,i,temp_desired,temp_tc
1681506635.9833643,5,2,22.4060592
1681506636.9716303,5,2,22.4215068
1681506637.9637277,5,2,22.4425048
1681506638.9549482,5,2,22.4516315
1681506639.9475958,5,2,22.4566879
1681506640.937312,5,2,22.4554538
1681506641.9264815,5,2,22.4656505
1681506642.9128494,5,2,22.4622516
1681506643.9031954,5,2,22.456726
1681506644.8899553,5,2,22.4528808
1681506645.8773787,5,2,22.4754657
1681506646.8672147,5,2,22.4827003
1681506647.8546407,5,2,22.4734287
1681506648.8459315,5,2,22.4837226
1681506649.8526726,5,2,22.482582
1681506650.842962,5,2,22.4919853
1681506651.8312502,5,2,22.494709
1681506652.815189,5,2,22.4903755
1681506653.8049664,5,2,22.4866294
1681506654.7975159,5,2,22.4896392
1681506655.7859547,5,2,22.4883193
1681506656.7716498,5,2,22.4962577
1681506657.7559412,5,2,22.4957942
1681506658.7437243,5,2,22.4894313
1681506659.7284424,5,2,22.4886226
1681506660.7186856,5,2,22.4840049
1681506661.7064452,5,2,22.5001773
1681506662.6909504,5,2,22.4999217
1681506663.6775315,5,2,22.4926376
1681506664.6649287,5,2,22.4998493
1681506665.6475694,5,2,22.5089168
1681506666.7323434,5,2,22.5013313
1681506667.7237265,5,2,22.507595
1681506668.7149541,5,2,22.5134391
1681506669.701278,5,2,22.5087013
