t,i,temp_desired,temp_tc,temp_therm
1681775975.5148344,26.83257220440928,0.13576562338491077,27.0154991(1021.30927, 20.407159013057754)
1681775980.5126708,26.915879836219787,0.1332114076956586,27.0949611(1021.5849, 20.499571519571784)
1681775985.528826,26.99953634196345,0.1528094628239309,27.13274(1021.83319, 20.582807404109975)
1681775990.539683,27.08300993694687,0.162232744042108,27.1919059(1022.06146, 20.659323377583952)
1681775995.5528135,27.166553980646768,0.17653246851067692,27.2430152(1022.28497, 20.734235937360335)
1681776000.5349288,27.249771422682443,0.19993441504576054,27.2780208(1022.50201, 20.80697253986656)
1681776005.552951,27.333438295660656,0.2282624212376909,27.3063926(1022.70343, 20.874467852219524)
1681776010.570137,27.417054186799366,0.25441355087854406,27.3414955(1022.88153, 20.93414343424864)
1681776015.58714,27.50044397367859,0.279165788660121,27.3813362(1023.07233, 20.9980689022496)
1681776020.59041,27.583843154249827,0.30946872530198455,27.4126873(1023.25952, 21.060779376027796)
1681776025.629839,27.66805491302236,0.3439254382653948,27.4395198(1023.44843, 21.12406054229663)
1681776030.5938137,27.75077667091115,0.37565405262155416,27.4726066(1023.63513, 21.186595950556942)
1681776035.6156387,27.834261070229847,0.408892013778272,27.5060768(1023.83044, 21.25200949141708)
1681776040.619829,27.917655339378356,0.4359538168369854,27.5535526(1024.02222, 21.31623499147325)
1681776045.61081,28.00107220663452,0.45079062813093046,27.6260471(1024.23364, 21.38703114050887)
1681776050.621657,28.084588736830394,0.4725105577349173,27.6861076(1024.44849, 21.458968748848438)
1681776055.649594,28.168211112954456,0.4817485469418521,27.7711696(1024.69189, 21.54045701372215)
1681776060.6367526,28.251534134684245,0.479407183673854,27.8778591(1024.93933, 21.62328841194648)
1681776065.645079,28.335021689075468,0.4813174257104523,27.9755535(1025.21692, 21.716201321908255)
1681776070.6690617,28.41848882688904,0.47137228278946364,28.0950813(1025.49731, 21.810039296044533)
1681776075.6788282,28.501972141403197,0.46319610469693934,28.2095832(1025.7926, 21.908850669117022)
1681776080.6882784,28.585479945479076,0.44627009787185584,28.3392543(1026.11523, 22.0167952396204)
1681776085.694849,28.668943423567455,0.4263739958711213,28.4723701(1026.45044, 22.128931710919385)
1681776090.706847,28.752438015280404,0.40970689038076236,28.5969944(1026.79541, 22.244314993069228)
1681776095.7088408,28.835854699748992,0.38666887260878136,28.7316951(1027.12097, 22.3531892566953)
1681776100.717678,28.91929610425059,0.3589410424658457,28.8729114(1027.4657, 22.46845651052543)
1681776105.7294118,29.00282200032298,0.326553384534139,29.0203342(1027.81287, 22.584521058430823)
1681776110.7318099,29.086203994888304,0.30014555918900915,29.1531829(1028.16968, 22.70378900704921)
1681776115.7452247,29.16977519049072,0.275274097515724,29.2809219(1028.51904, 22.820547653469212)
1681776120.7407334,29.253226068157197,0.25522328555289203,29.3972721(1028.84888, 22.930765282154383)
1681776125.7525237,29.336771860260008,0.23496644965780478,29.5125179(1029.16797, 23.037374770792468)
1681776130.7833843,29.420438876289367,0.22749115993508068,29.6020011(1029.48035, 23.141727204333257)
1681776135.8008268,29.50408889704768,0.22450962727618878,29.6826572(1029.79053, 23.245329829126483)
1681776140.814197,29.587588777679443,0.22488695953405707,29.7569351(1030.09045, 23.345491432102968)
1681776145.785657,29.670694107351938,0.228285819554103,29.8255023(1030.35645, 23.434313481483933)
1681776150.8109775,29.754171970027922,0.23256007764279324,29.8934669(1030.61353, 23.5201466337015)
1681776155.8270452,29.837803783554076,0.25114402907340405,29.9350528(1030.85388, 23.600384818651047)
1681776160.8212874,29.921255372502642,0.2655674476881865,29.986391(1031.0769, 23.674829624203348)
1681776165.836746,30.00468510244115,0.2873039352184707,30.0253162(1031.2959, 23.747925095125503)
1681776170.830082,30.08805529131317,0.30758534443731,30.0690727(1031.50525, 23.817792797338672)
1681776175.8328454,30.171434075174965,0.3318106382475801,30.107212(1031.71619, 23.88818432547699)
1681776180.8382988,30.25487157358551,0.3566446178063794,30.1464214(1031.88989, 23.946143581198825)
1681776185.8636572,30.33840510302607,0.38416256928655623,30.1827278(1032.09302, 24.0139169958868)
1681776190.8652241,30.421734601793922,0.4080462912153298,30.2279777(1032.30432, 24.084409568664398)
1681776195.9328465,30.50620287511571,0.43120147743237547,30.2777023(1032.50525, 24.151436207493248)
1681776200.9048452,30.589105405944824,0.4540806476991847,30.3278293(1032.69666, 24.215281380608104)
1681776205.9088564,30.672521486419676,0.47553754484351973,30.3828582(1032.90039, 24.28322973553199)
1681776210.899832,30.755819378831227,0.48968688070673017,30.4529552(1033.12622, 24.358541475347558)
1681776215.910837,30.83918771201197,0.5036808315132333,30.5241355(1033.34985, 24.43311183115258)
1681776220.9238522,30.922754532633462,0.5066369383464309,30.6171207(1033.58142, 24.510321730936138)
1681776225.9208317,31.006022280989328,0.5103118920346131,30.7078971(1033.83997, 24.59651756973795)
1681776230.9298441,31.089570171175637,0.5012731051168571,30.8228988(1034.10901, 24.686199706808836)
1681776235.9300952,31.172857811588287,0.4940087206128903,30.932722(1034.37756, 24.775707448969126)
1681776240.933195,31.256463633515676,0.4672533768051597,31.0787525(1034.67786, 24.87578439036432)
1681776245.9632084,31.340105424859367,0.4566262794978649,31.1911201(1034.97522, 24.974867956077727)
1681776250.9633932,31.4233855670077,0.42970610724722264,31.3327713(1035.27686, 25.0753638416227)
1681776255.9566839,31.50681833280945,0.41019276596833404,31.4576873(1035.58582, 25.17828406882699)
1681776261.032843,31.591208567756652,0.3981864111141981,31.5673007(1035.91089, 25.286555077817834)
1681776265.9917276,31.67390435788854,0.37362006239238504,31.6979351(1036.2262, 25.39155989808396)
1681776271.0016909,31.757385284243263,0.35323992540714183,31.8190822(1036.53638, 25.494841504257835)
1681776275.9988816,31.840693361101785,0.3340231160668712,31.9360694(1036.83923, 25.595668244863866)
1681776281.011655,31.92420264337285,0.3171287185449697,32.0471992(1037.1416, 25.69632121691651)
1681776286.0188437,32.00788020545069,0.31170959683659033,32.1353225(1037.44763, 25.798178329069103)
1681776291.0258389,32.09108851605479,0.30213198504000893,32.2307052(1037.72864, 25.891695363560956)
1681776296.0201108,32.17460739070002,0.3042935446844552,32.30344(1038.01086, 25.985602958459133)
1681776301.02893,32.25805160059357,0.3082272246460714,32.3732566(1038.25818, 26.06788773816141)
1681776306.0383308,32.34150713139597,0.3141037949866822,32.4400177(1038.50281, 26.149268374321487)
1681776311.0668366,32.42515463683828,0.33183702349973726,32.4851875(1038.73328, 26.225930091807108)
1681776316.0643375,32.508638758001965,0.35345128053162844,32.5246429(1038.96802, 26.30400383718207)
1681776321.0848432,32.59207624051793,0.36858053082560244,32.5785026(1039.17639, 26.37329998317955)
1681776326.1273015,32.67613822473908,0.3865956354014693,32.6289176(1039.39307, 26.445352722299344)
1681776331.1088655,32.759144523281094,0.407807255704389,32.6737442(1039.58472, 26.509076268952132)
1681776336.115845,32.84259344194158,0.4433507571105321,32.6935806(1039.78308, 26.57502500693466)
1681776341.1216662,32.92602960123443,0.46887620928781637,32.7354927(1039.99036, 26.643932986891073)
1681776346.1294596,33.00952554795965,0.4882918299480283,32.7911109(1040.18433, 26.708410288941096)
1681776351.142819,33.0931027278684,0.507274506337348,32.8489685(1040.39099, 26.7770995678601)
1681776356.137745,33.176563579378765,0.5253997065770014,32.9095306(1040.5957, 26.84513431474988)
1681776361.1488993,33.26004607532247,0.5433373071400007,32.9716033(1040.82031, 26.919775446036546)
1681776366.1915507,33.34385450138473,0.5500513680659795,33.056446(1041.04761, 26.99530270769342)
1681776371.1808245,33.42720014903768,0.5556475356183944,33.1428184(1041.30322, 27.080227453845875)
1681776376.184896,33.51062881403986,0.5564872484704838,33.2381896(1041.53821, 27.15829259693086)
1681776381.2018297,33.59402128710175,0.5430824596789685,33.3600883(1041.79663, 27.244131665267755)
1681776386.2094195,33.67753869149907,0.5416305188869863,33.4575424(1042.0686, 27.33446068883989)
1681776391.231787,33.76142166310374,0.521567999369017,33.5901679(1042.36157, 27.431751874717907)
1681776396.2234855,33.84441423270925,0.5021130751068809,33.7183532(1042.64905, 27.52720727254183)
1681776401.2170453,33.92782207184855,0.48608232897274706,33.8382987(1042.9447, 27.62536240171163)
1681776406.249793,34.01151410593414,0.4698363757563708,33.9572067(1043.24268, 27.72427770051128)
1681776411.2474,34.09489954564794,0.4476728520353941,34.0853958(1043.55261, 27.827145584513453)
1681776416.2485585,34.178371944564816,0.4295051001079509,34.203926(1043.87622, 27.934538453273312)
1681776421.2600367,34.26195367826843,0.4121058213227322,34.3194236(1044.1709, 28.032316873777813)
1681776426.2838335,34.34538711958949,0.3970797849729975,34.4287414(1044.47327, 28.132633292517358)
1681776431.2958472,34.42892168615087,0.3876548336514451,34.5262451(1044.77124, 28.231476428287493)
1681776436.3018,34.51237916801198,0.37928081144773834,34.6210021(1045.07117, 28.330956202965226)
1681776441.3141475,34.59590496871694,0.3738190685181373,34.7097587(1045.33899, 28.41977436808999)
1681776446.3258362,34.6794219876709,0.3768494586419056,34.7820663(1045.60828, 28.509069125998618)
1681776451.3338203,34.76292974406306,0.38278452249535694,34.849369(1045.85046, 28.589365050689523)
1681776456.3737483,34.846903652487434,0.3976945879721273,34.9008102(1046.10669, 28.674309694165608)
1681776461.3438532,34.92972061091486,0.42341192174096653,34.9320755(1046.33813, 28.751027523302238)
1681776466.3488486,35.01320447379176,0.43509420801811244,34.9931983(1046.54956, 28.821105376510612)
1681776471.3595757,35.09667763962173,0.4529198169236438,35.0436706(1046.7699, 28.894129259582737)
1681776476.3557591,35.18019165847524,0.4685241732729582,35.0999984(1046.97314, 28.961479473410918)
1681776481.3583553,35.26353963865662,0.4919463693300607,35.1425514(1047.18518, 29.031739228185906)
1681776486.3836324,35.34708813283666,0.5189134849184753,35.1805191(1047.38879, 29.099199323524918)
1681776491.385827,35.43043880317434,0.5419470876666728,35.2279281(1047.59009, 29.16588793894629)
1681776496.3918326,35.51386313293203,0.5606727333688194,35.2853279(1047.80872, 29.23831090159706)
1681776501.3941567,35.59726671629969,0.5755236626694513,35.3513641(1048.01318, 29.306033434202117)
1681776506.404836,35.680809305646264,0.5858552624838905,35.4269371(1048.23193, 29.37848223395752)
1681776511.413848,35.76427960647965,0.5906853166105046,35.5133323(1048.46289, 29.454967115878596)
1681776516.4227312,35.84773640487417,0.5992074159296219,35.5925064(1048.71167, 29.537344318702427)
1681776521.4448426,35.931434530554455,0.6040943937865233,35.6791267(1048.9458, 29.61486205622324)
1681776526.4325142,36.014538644292195,0.5968420731631479,35.7880249(1049.20959, 29.70219001929969)
1681776531.4381092,36.09797125909551,0.5867382820421942,35.9014892(1049.47913, 29.79141074090565)
1681776536.4277575,36.18137986514791,0.5691502047983085,36.0277786(1049.73315, 29.875484196440514)
1681776541.4352705,36.26479908877436,0.5538920613308915,36.1475753(1050.04382, 29.978294052033355)
1681776546.4503918,36.34821303142929,0.5437598384440896,36.2558708(1050.3363, 30.075071080450986)
1681776551.4598417,36.43185520424271,0.528173083527188,36.3736076(1050.63806, 30.174905282056596)
1681776556.4828458,36.51540145728811,0.513261546830672,36.4883346(1050.93262, 30.272344284651414)
1681776561.4913445,36.598838753042855,0.5043651275183617,36.5900077(1051.23438, 30.37215154305066)
1681776566.5008469,36.68243785553996,0.48965816015957747,36.7020378(1051.54749, 30.475698414878078)
1681776571.5088594,36.76582241707865,0.47601185135589,36.810482(1051.83862, 30.57196324661443)
1681776576.5108392,36.84942142818197,0.4579862666583512,36.9262771(1052.1344, 30.669752666260614)
1681776581.5339222,36.93290556126658,0.44921855597443416,37.022789(1052.41956, 30.764018570923092)
1681776586.5397584,37.016354603109995,0.45958792447389324,37.0822067(1052.68164, 30.850644160879227)
1681776591.532839,37.099800390539805,0.4612037029522939,37.159439(1052.95129, 30.939761164656172)
1681776596.5307386,37.18312149697367,0.46496610109356534,37.2327537(1053.2179, 31.027862802387105)
1681776601.5324771,37.266471495765686,0.47541856788371634,37.2938308(1053.46704, 31.110181866743066)
1681776606.5606637,37.35002171053314,0.48763419747561815,37.3528099(1053.70801, 31.189792648275976)
1681776611.5644538,37.43346641713206,0.49905265599274634,37.4143753(1053.91846, 31.259313260330728)
1681776616.5738401,37.51692222608948,0.5237136436236922,37.4517669(1054.1543, 31.337213426171875)
1681776621.5898352,37.60048903479004,0.5422438064188388,37.5031547(1054.37048, 31.40861242711492)
1681776626.637846,37.68467174225871,0.5624079726405861,37.5536231(1054.60303, 31.48541026689872)
1681776631.6058383,37.76744922254308,0.5795998651568423,37.609848(1054.81396, 31.555061301790673)
1681776636.6248505,37.85107240531667,0.5957775648569839,37.6701889(1055.02368, 31.624306214980077)
1681776641.6258388,37.93445551250203,0.6135363762622157,37.7283592(1055.24084, 31.696000751591665)
1681776646.63886,38.018009712833404,0.6327978320547132,37.7850723(1055.45129, 31.765473310982628)
1681776651.6514106,38.10157143527094,0.6365231066380808,37.8726654(1055.68665, 31.843161212507535)
1681776656.652445,38.185063746112824,0.6411532901677508,37.958271(1055.93298, 31.924461280111586)
1681776661.6642656,38.2686101541303,0.6430158911260826,38.0491027(1056.16589, 32.001323840926354)
1681776666.6880887,38.352254691261294,0.6382073786884163,38.1523895(1056.43665, 32.090667133857785)
1681776671.6848428,38.43542131437683,0.6381071732324527,38.2452354(1056.69507, 32.17592840910933)
1681776676.6943486,38.51912935032272,0.6305640928932783,38.3524169(1056.96851, 32.26613447653308)
1681776681.7086272,38.60247136209233,0.6154068703303913,38.4725685(1057.25586, 32.36091739867884)
1681776686.7208252,38.6860453074557,0.6061568222350677,38.5799636(1057.54993, 32.45790423651889)
1681776691.7508202,38.7700879956665,0.5936327773069641,38.6929359(1057.84204, 32.55423194715234)
1681776696.733847,38.85290517661794,0.5838072014567524,38.7981262(1058.14014, 32.65252190469634)
1681776701.7338688,38.93646027101898,0.5663115703384286,38.9176177(1058.42883, 32.747696627023274)
1681776706.753072,39.01986956053797,0.5570138491113739,39.0196342(1058.71826, 32.843102913137244)
1681776711.755934,39.1033323313179,0.542286183441633,39.1311569(1059.02063, 32.94276142399163)
1681776716.7518132,39.186773731845854,0.5382814420017548,39.2209014(1059.3092, 33.0378589502267)
1681776721.7644644,39.27027994646454,0.5273335951764296,39.3236274(1059.59094, 33.13069377557766)
1681776726.7772875,39.353638293880465,0.5137050112314016,39.4304046(1059.8761, 33.224643549931976)
1681776731.7778356,39.43698853903834,0.5179737897862976,39.5019683(1060.15222, 33.31560351454163)
1681776736.782909,39.5204056645813,0.525348071672308,39.5682449(1060.41736, 33.40293581843478)
1681776741.7678814,39.60374161257172,0.5356497209818126,39.6296806(1060.67065, 33.48635524379467)
1681776746.7829094,39.68728398734156,0.5381883306368276,39.7071495(1060.92395, 33.569768483508206)
1681776751.806672,39.770837551890054,0.5461991113804776,39.7744979(1061.15881, 33.647100851955656)
1681776756.8791716,39.85535562290573,0.5715313056449021,39.8106231(1061.38904, 33.72290079521696)
1681776761.8356206,39.93796296371841,0.592200897849719,39.8559532(1061.61499, 33.79728400269554)
1681776766.8478563,40.02157124930446,0.6180464445553019,39.8942565(1061.82959, 33.867923791600745)
1681776771.8627362,40.10507267568334,0.6373505944668801,39.9470748(1062.04248, 33.937993988130195)
1681776776.8513167,40.18842181616847,0.649714895113661,40.0143966(1062.26709, 34.01191443678345)
1681776781.8536205,40.27181314482117,0.6669020005605361,40.0733375(1062.4928, 34.086189409514695)
1681776786.875212,40.35547157778168,0.6786540474161831,40.1440925(1062.71912, 34.160657577754144)
1681776791.8902316,40.438895049232485,0.6818641835803387,40.2314987(1062.93433, 34.23146311959089)
1681776796.8993156,40.522360295591994,0.6844754616498954,40.3198661(1063.17065, 34.30920613541105)
1681776801.9102771,40.60582166367594,0.6940174895409932,40.3948249(1063.43237, 34.39529548148854)
1681776806.9158309,40.68923427913411,0.6874545592484325,40.5007858(1063.68567, 34.47860557834441)
1681776811.9140217,40.77262802376175,0.6865024621562942,40.5949668(1063.98291, 34.57635545449215)
1681776816.9198515,40.85602282935206,0.6743002881852503,40.7100639(1064.22815, 34.65699490868167)
1681776821.9888518,40.940502793131515,0.6636304602415694,40.821907(1064.51709, 34.75199238514784)
1681776826.9322352,41.022877715566,0.6518750667205475,40.9322662(1064.79248, 34.84252348151789)
1681776831.938831,41.106338312763214,0.6387108131382377,41.0451164(1065.09802, 34.94295298251678)
1681776836.9445636,41.18998689506276,0.6209148965358146,41.1655845(1065.40271, 35.043089439189316)
1681776841.946121,41.273386492866514,0.6012408452593542,41.2876205(1065.67957, 35.13406773967918)
1681776846.963839,41.3569629455986,0.5889720241850129,41.3938827(1065.98669, 35.23497654625591)
1681776851.992742,41.44056168649419,0.5751524437700793,41.502037(1066.26746, 35.32721556490223)
1681776856.9948413,41.523905685085296,0.5620441401927659,41.6074218(1066.55603, 35.422005006561456)
1681776861.9952486,41.60753502700551,0.5628221033650291,41.6855812(1066.84302, 35.51626334398141)
1681776867.0221694,41.691085802056634,0.563335141138171,41.7644271(1067.11194, 35.60457585968184)
1681776872.0347214,41.77458882584,0.5664611772728049,41.8384742(1067.37732, 35.6917154658426)
1681776877.0368276,41.857925934134165,0.5821120822732418,41.8889579(1067.62244, 35.77219338093232)
1681776882.041725,41.941368995644886,0.5834292804197255,41.9684143(1067.85754, 35.84937326221691)
1681776887.08062,42.02535497202301,0.599828472427287,42.0198783(1068.09399, 35.92698817125602)
1681776892.0547912,42.108237845240275,0.6219203146874109,42.0609283(1068.32141, 36.00163125956695)
1681776897.0507312,42.19178628378931,0.6375440379393663,42.1169815(1068.54675, 36.07558419696187)
1681776902.0626614,42.2750913247846,0.6601340915566237,42.16082(1068.755, 36.143921873059675)
1681776907.0758386,42.3585720643781,0.6864887404628305,42.1995429(1068.97278, 36.21538005884033)
1681776912.0788386,42.44203807765071,0.7040770013937356,42.2571067(1069.18848, 36.28614892238507)
1681776917.089301,42.52550448034032,0.7165613747470505,42.3255996(1069.40247, 36.35635003794031)
1681776922.100401,42.609072234767915,0.7338951272888325,42.385704(1069.62598, 36.42966712551587)
1681776927.0938563,42.69246526811345,0.7433805731644347,42.4616661(1069.85815, 36.50581719618754)
1681776932.1138487,42.775923067866,0.7514463931467957,42.5407867(1070.09521, 36.58356303476536)
1681776937.1260986,42.859446075099946,0.7497666436412641,42.6387062(1070.33704, 36.66286478770684)
1681776942.1214123,42.94274770670954,0.7491008146138011,42.7337875(1070.59717, 36.74815802018945)
1681776947.1217287,43.026222259340926,0.7465034600124821,42.8321876(1070.86951, 36.83744418167483)
1681776952.2058396,43.110770931381225,0.7293735877333821,42.9587173(1071.15369, 36.93060054085532)
1681776957.130242,43.19310577167892,0.7149730668149978,43.075653(1071.44092, 37.024744758077816)
1681776962.1431594,43.276619174617764,0.6971763501498636,43.1986579(1071.74854, 37.12555879947952)
1681776967.1558652,43.36002142681503,0.6795045831083745,43.3194389(1072.02893, 37.217436953065814)
1681776972.1648571,43.44344354325358,0.6633751224089871,43.4355163(1072.3418, 37.31994464393844)
1681776977.1828516,43.52703789724731,0.639747515876818,43.5644874(1072.64429, 37.419037928730724)
1681776982.1626546,43.61022857282384,0.6291825568598537,43.666027(1072.94128, 37.51631651499823)
1681776987.177179,43.69383887702052,0.6145906426520242,43.7747497(1073.22156, 37.60811001071447)
1681776992.1738195,43.777169758616125,0.6060378739665434,43.8705329(1073.54443, 37.713837858605004)
