t,i,x,y,r,theta,x2,y2,r2,theta2,xK,tc,therm,dc
1682458248.9967914, 0, 6.87637e-06, -1.618676e-06, 6.933451e-06, 352.6429, -0.00328828, -4.86376e-05, -0.00803953, -179.166, 0, 0, 0
1682458254.0452905, 0, 6.87637e-06, -1.618676e-06, 8.340166e-06, 353.3434, -0.00328733, -4.86376e-05, -0.00804049, -179.166, 0, 0, 0
1682458259.0868132, 0, 7.607529e-06, -8.878449e-07, 7.777829e-06, 349.8811, -0.00328638, -4.86376e-05, -0.00804144, -179.166, 0, 0, 0
1682458264.1472757, 0, 6.145212e-06, -8.878449e-07, 5.650849e-06, 350.687, -0.00328733, -4.86376e-05, -0.00804049, -179.166, 0, 0, 0
1682458269.1957757, 0, 7.607529e-06, -8.878449e-07, 6.933451e-06, 351.7789, -0.00328733, -4.86376e-05, -0.00804049, -179.166, 0, 0, 0
1682458274.2572424, 0, 6.87637e-06, -1.618676e-06, 6.171945e-06, 345.2432, -0.00328447, -4.86376e-05, -0.0080424, -179.16, 0, 0, 0
1682458279.2917776, 0, 5.414054e-06, -8.878449e-07, 5.48637e-06, 343.3546, -0.00328542, -4.86376e-05, -0.0080424, -179.16, 0, 0, 0
1682458284.334332, 0, 5.414054e-06, -8.878449e-07, 4.766317e-06, 340.9319, -0.00328542, -4.86376e-05, -0.0080424, -179.16, 0, 0, 0
1682458289.3867788, 0, 5.414054e-06, -8.878449e-07, 4.766317e-06, 337.7254, -0.00328542, -4.86376e-05, -0.0080424, -179.16, 0, 0, 0
1682458294.4353151, 0, 5.414054e-06, -8.878449e-07, 5.48637e-06, 350.687, -0.00328447, -4.86376e-05, -0.0080424, -179.16, 0, 0, 0
1682458299.480787, 0, 6.87637e-06, -1.618676e-06, 5.48637e-06, 351.7789, -0.00328447, -4.86376e-05, -0.00804335, -179.16, 0, 0, 0
1682458304.5252974, 0, 5.414054e-06, -8.878449e-07, 4.050246e-06, 340.9319, -0.00328352, -4.86376e-05, -0.0080443, -179.16, 0, 0, 0
1682458309.5568821, 0, 6.145212e-06, -1.618676e-06, 5.650849e-06, 343.3546, -0.00328352, -4.86376e-05, -0.0080443, -179.16, 0, 0, 0
1682458314.598365, 0, 6.145212e-06, -8.878449e-07, 6.209018e-06, 345.2432, -0.00328256, -4.76839e-05, -0.0080443, -179.172, 0, 0, 0
1682458319.6478581, 0, 7.607529e-06, -8.878449e-07, 6.878162e-06, 358.8176, -0.00328256, -4.86376e-05, -0.00804526, -179.16, 0, 0, 0
1682458324.6993456, 0, 6.87637e-06, -1.618676e-06, 6.354821e-06, 349.2645, -0.00328256, -4.86376e-05, -0.0080443, -179.16, 0, 0, 0
1682458329.7448566, 0, 4.682895e-06, -1.570137e-07, 6.354821e-06, 351.7789, -0.00328256, -4.86376e-05, -0.00804526, -179.16, 0, 0, 0
1682458334.7993507, 0, 5.414054e-06, -8.878449e-07, 6.209018e-06, 351.7789, -0.00328161, -4.76839e-05, -0.00804621, -179.172, 0, 0, 0
1682458339.8338752, 0, 6.145212e-06, -1.618676e-06, 6.933451e-06, 346.7539, -0.00328161, -4.86376e-05, -0.00804621, -179.16, 0, 0, 0
1682458344.8764322, 0, 7.607529e-06, -8.878449e-07, 6.878162e-06, 353.9225, -0.00328065, -4.76839e-05, -0.00804716, -179.172, 0, 0, 0
1682458349.9248903, 0, 6.87637e-06, -8.878449e-07, 5.650849e-06, 343.3546, -0.0032797, -4.86376e-05, -0.00804812, -179.16, 0, 0, 0
1682458354.9733899, 0, 7.607529e-06, -8.878449e-07, 6.933451e-06, 345.2432, -0.00327875, -4.86376e-05, -0.00804907, -179.16, 0, 0, 0
1682458360.01391, 0, 6.145212e-06, -1.618676e-06, 5.650849e-06, 345.2432, -0.00327875, -4.76839e-05, -0.00804907, -179.172, 0, 0, 0
1682458365.0484462, 0, 6.145212e-06, -1.618676e-06, 6.933451e-06, 352.6429, -0.00327875, -4.86376e-05, -0.00804907, -179.16, 0, 0, 0
1682458370.0879695, 0, 6.87637e-06, -1.618676e-06, 6.209018e-06, 345.2432, -0.00327875, -4.76839e-05, -0.00804907, -179.172, 0, 0, 0
1682458375.1245017, 0, 5.414054e-06, -1.618676e-06, 6.209018e-06, 358.5364, -0.0032797, -4.86376e-05, -0.00804907, -179.16, 0, 0, 0
1682458380.1690128, 0, 8.338688e-06, -8.878449e-07, 8.38582e-06, 352.6429, -0.0032797, -4.86376e-05, -0.00804812, -179.16, 0, 0, 0
1682458385.215514, 0, 7.607529e-06, -8.878449e-07, 8.38582e-06, 347.9881, -0.00328065, -4.86376e-05, -0.00804716, -179.16, 0, 0, 0
1682458390.2580335, 0, 7.607529e-06, -1.618676e-06, 8.49434e-06, 349.0146, -0.00328065, -4.86376e-05, -0.00804716, -179.16, 0, 0, 0
1682458395.296555, 0, 6.87637e-06, -1.618676e-06, 7.064317e-06, 345.2432, -0.0032797, -4.76839e-05, -0.00804812, -179.172, 0, 0, 0
1682458400.3391125, 0, 6.87637e-06, -8.878449e-07, 6.209018e-06, 347.9881, -0.00327875, -4.76839e-05, -0.00804907, -179.172, 0, 0, 0
