1644048099.0607798,-2.27902670E+06
1644048100.0624688,-2.27732923E+06
1644048101.063887,-2.27895510E+06
1644048102.0675187,-2.27054618E+06
1644048103.0694718,-2.27711260E+06
1644048104.0710104,-2.27485607E+06
1644048105.07302,-2.27665145E+06
1644048106.0748065,-2.27630734E+06
1644048107.0769846,-2.28684800E+06
1644048108.0786188,-2.28294492E+06
1644048109.0806077,-2.29583455E+06
1644048110.0823188,-2.29767008E+06
1644048111.0839772,-2.29749888E+06
1644048112.0854845,-2.29830992E+06
1644048113.086965,-2.29729753E+06
1644048114.0890253,-2.28593554E+06
1644048115.090677,-2.28462827E+06
1644048116.0923338,-2.28434160E+06
1644048117.0937912,-2.28375141E+06
1644048118.095175,-2.28396506E+06
1644048119.097253,-2.28381677E+06
1644048120.0988388,-2.28337562E+06
1644048121.1007483,-2.28514455E+06
1644048122.1022666,-2.28499398E+06
1644048123.103648,-2.28505324E+06
1644048124.1055882,-2.28740856E+06
1644048125.107121,-2.28663602E+06
1644048126.1089087,-2.28452876E+06
1644048127.1156366,-2.28514889E+06
1644048128.11706,-2.28496790E+06
1644048129.1190705,-2.28360379E+06
1644048130.1206448,-2.28429519E+06
1644048131.1248798,-2.28444466E+06
1644048132.1264877,-2.28436153E+06
1644048133.12791,-2.28465091E+06
1644048134.1290498,-2.28496049E+06
1644048135.1304314,-2.28546201E+06
1644048136.132489,-2.28529933E+06
1644048137.1341355,-2.28604048E+06
1644048138.1358335,-2.28543350E+06
1644048139.1371078,-2.28563635E+06
1644048140.1381705,-2.28506867E+06
1644048141.1401992,-2.28480414E+06
1644048142.1409829,-2.28443985E+06
1644048143.1427248,-2.28459147E+06
1644048144.14422,-2.28285727E+06
1644048145.1450737,-2.28282903E+06
1644048146.1470013,-2.28347072E+06
1644048147.1486077,-2.28180831E+06
1644048148.1503196,-2.28024145E+06
1644048149.1517725,-2.28256975E+06
1644048150.1530905,-2.27901455E+06
1644048151.1552203,-2.28161147E+06
1644048152.1574473,-2.28515022E+06
1644048153.1588545,-2.28633813E+06
1644048154.160567,-2.28470745E+06
1644048155.1626284,-2.28869524E+06
1644048156.1644688,-2.28625731E+06
1644048157.166209,-2.28250182E+06
1644048158.167927,-2.28543666E+06
1644048159.1694496,-2.28621794E+06
1644048160.17134,-2.28669946E+06
1644048161.17319,-2.28747069E+06
1644048162.1749382,-2.28781371E+06
1644048163.1769106,-2.28529822E+06
1644048164.1790316,-2.28525446E+06
1644048165.1810262,-2.28467156E+06
1644048166.1830416,-2.28472702E+06
1644048167.1851668,-2.28422468E+06
1644048168.187067,-2.28424957E+06
1644048169.1891193,-2.27815722E+06
1644048170.1910574,-2.27240725E+06
1644048171.19264,-2.27821848E+06
1644048172.1945305,-2.27644648E+06
1644048173.1966426,-2.28308442E+06
1644048174.1989412,-2.28840147E+06
1644048175.2012818,-2.29541295E+06
1644048176.2034242,-2.28970986E+06
1644048177.2056227,-2.29153544E+06
1644048178.20782,-2.28511564E+06
1644048179.2100601,-2.28432762E+06
1644048180.2122319,-2.28341946E+06
1644048181.2136788,-2.28352983E+06
1644048182.2154179,-2.28415364E+06
1644048183.2174146,-2.28339426E+06
1644048184.2196667,-2.28521842E+06
1644048185.2217202,-2.28643970E+06
1644048186.2301526,-2.28605486E+06
1644048187.2326798,-2.28612763E+06
1644048188.2348723,-2.28699648E+06
1644048189.2370727,-2.28596545E+06
1644048190.23911,-2.28515180E+06
1644048191.241395,-2.28531766E+06
1644048192.2432222,-2.28460197E+06
1644048193.245337,-2.28431174E+06
1644048194.2475357,-2.28356102E+06
1644048195.249826,-2.28299393E+06
1644048196.2519886,-2.28655692E+06
1644048197.2535694,-2.28765419E+06
1644048198.2557735,-2.28856026E+06
