t,i,x,y,r,theta,xK,tc,therm,dc
1680042697.6024833, 0, 0.1931738, -0.002271, 0.1935527, 359.3264, 0, 0, 0, 0.0
1680042702.3565934, 0, 0.1928082, -0.001905585, 0.1931832, 359.4337, 0, 0, 0, 0.64
1680042707.1285384, 0, 0.1924426, -0.002271, 0.192456, 359.5414, 0, 0, 0, 1.28
1680042711.9000952, 0, 0.1928082, -0.001905585, 0.192456, 359.3264, 0, 0, 0, 1.92
1680042716.6673615, 0, 0.1935394, -0.001905585, 0.1935527, 359.3277, 0, 0, 0, 2.56
1680042721.4525795, 0, 0.1942705, -0.002271, 0.1942838, 359.437, 0, 0, 0, 3.2
1680042726.2223258, 0, 0.1950017, -0.002271, 0.1950149, 359.334, 0, 0, 0, 3.84
1680042731.0028405, 0, 0.1960984, -0.002271, 0.1961115, 359.4422, 0, 0, 0, 4.48
1680042735.7512105, 0, 0.196464, -0.002271, 0.1964732, 359.4453, 0, 0, 0, 5.12
1680042740.5001705, 0, 0.1971951, -0.001905585, 0.1972043, 359.4464, 0, 0, 0, 5.76
1680042745.2751834, 0, 0.1975607, -0.001905585, 0.1979393, 359.2368, 0, 0, 0, 6.4
1680042750.0512521, 0, 0.199023, -0.002636416, 0.198301, 359.345, 0, 0, 0, 7.04
1680042754.8023033, 0, 0.1993886, -0.002636416, 0.1994015, 359.4524, 0, 0, 0, 7.68
1680042759.5846446, 0, 0.2008509, -0.001905585, 0.2001327, 359.3486, 0, 0, 0, 8.32
1680042764.352447, 0, 0.2015821, -0.001905585, 0.202326, 359.4584, 0, 0, 0, 8.96
1680042769.1250741, 0, 0.2019477, -0.002271, 0.202326, 359.4604, 0, 0, 0, 9.6
1680042773.9279518, 0, 0.2030444, -0.002636416, 0.202326, 359.3569, 0, 0, 0, 10.24
1680042778.6938295, 0, 0.20341, -0.001905585, 0.2037882, 359.2574, 0, 0, 0, 10.88
1680042783.4750364, 0, 0.2045067, -0.002271, 0.2045237, 359.2601, 0, 0, 0, 11.52
1680042788.2425966, 0, 0.2048723, -0.002636416, 0.2041538, 359.4661, 0, 0, 0, 12.16
1680042793.0239315, 0, 0.2059691, -0.002636416, 0.2059816, 359.2667, 0, 0, 0, 12.8
1680042797.7953498, 0, 0.2063346, -0.003001831, 0.2067127, 359.3694, 0, 0, 0, 13.44
1680042802.561549, 0, 0.2074314, -0.002636416, 0.2070782, 359.2705, 0, 0, 0, 14.08
1680042807.3372145, 0, 0.2088937, -0.002636416, 0.208906, 359.2794, 0, 0, 0, 14.72
1680042812.1029725, 0, 0.210356, -0.002271, 0.2103682, 359.481, 0, 0, 0, 15.36
1680042816.8889441, 0, 0.2110872, -0.002271, 0.2114649, 359.2857, 0, 0, 0, 16.0
1680042821.6410403, 0, 0.2121839, -0.002271, 0.2125616, 359.3868, 0, 0, 0, 16.64
1680042826.406852, 0, 0.2132806, -0.003001831, 0.2132969, 359.293, 0, 0, 0, 17.28
1680042831.1765876, 0, 0.2147429, -0.002636416, 0.2147639, 359.2005, 0, 0, 0, 17.92
1680042835.9484794, 0, 0.2162053, -0.003001831, 0.215495, 359.2978, 0, 0, 0, 18.56
1680042840.7204416, 0, 0.217302, -0.002271, 0.2173227, 359.3037, 0, 0, 0, 19.2
1680042845.4967718, 0, 0.2191299, -0.003367247, 0.2187802, 359.2138, 0, 0, 0, 19.84
1680042850.2715373, 0, 0.2198611, -0.003001831, 0.2198816, 359.313, 0, 0, 0, 20.48
1680042855.0188642, 0, 0.2198611, -0.003001831, 0.2202471, 359.2204, 0, 0, 0, 21.12
1680042859.7780647, 0, 0.2194955, -0.002271, 0.2195113, 359.313, 0, 0, 0, 21.76
