t,i,x,y,r,theta,xK,tc,therm,dc
1678695964.7483377, 3.2, -0.0001666867, 0.0001746144, 1.0803945e-07, 131.1375, 0, 0, 0, -0.0
1678695972.7487755, -3.2, -4.238977e-05, 6.86439e-05, 3.2842480000000005e-08, 114.9485, 0, 0, 0, -0.0
1678695981.961873, 3.2, -0.00020690040000000002, 0.00024404334999999998, 1.5325225e-07, 131.8563, 0, 0, 0, -0.3333333333333333
1678695989.9414299, -3.2, -0.00011184980000000001, 0.00012711040000000002, 7.830995e-08, 125.5863, 0, 0, 0, -0.3333333333333333
1678695999.1818244, 3.2, -0.00027270465000000003, 0.00032808895000000003, 2.1127265000000002e-07, 132.8431, 0, 0, 0, -0.6666666666666666
1678696007.1679354, -3.2, -0.00018130985, 0.00018923100000000002, 1.4173540000000001e-07, 129.6902, 0, 0, 0, -0.6666666666666666
1678696016.3747845, 3.2, -0.0003458205, 0.0003719388, 2.5785754999999996e-07, 132.916, 0, 0, 0, -1.0
1678696024.350438, -3.2, -0.0002398025, 0.00025866, 1.881578e-07, 131.1577, 0, 0, 0, -1.0
1678696033.5546882, 3.2, -0.00042259210000000004, 0.00043405945000000003, 2.9260905e-07, 132.5339, 0, 0, 0, -1.3333333333333333
1678696041.5704772, -3.2, -0.00028732780000000004, 0.0003244348, 2.349066e-07, 132.1594, 0, 0, 0, -1.3333333333333333
1678696050.7453156, 3.2, -0.0004993637000000001, 0.0005034885, 3.5330895e-07, 133.6866, 0, 0, 0, -1.6666666666666665
1678696058.7649114, -3.2, -0.00035678785000000003, 0.00040117205000000006, 2.7976305e-07, 131.9092, 0, 0, 0, -1.6666666666666665
1678696067.9592657, 3.2, -0.0005542005, 0.00058388, 4.0376955e-07, 132.948, 0, 0, 0, -2.0
1678696075.9437075, -3.2, -0.00044452685, 0.00048156349999999996, 3.2768410000000003e-07, 133.8347, 0, 0, 0, -2.0
1678696085.1687057, 3.2, -0.0006053815000000001, 0.0006460004999999999, 4.361654e-07, 133.1625, 0, 0, 0, -2.333333333333333
1678696093.1685224, -3.2, -0.0005139869999999999, 0.0005290675000000001, 3.7012660000000005e-07, 133.369, 0, 0, 0, -2.333333333333333
1678696102.3616936, 3.2, -0.0006821535, 0.000708121, 4.8524995e-07, 133.1724, 0, 0, 0, -2.6666666666666665
1678696110.3239663, -3.2, -0.000546889, 0.0005984965, 4.0888775e-07, 133.3058, 0, 0, 0, -2.6666666666666665
1678696119.5400531, 3.2, -0.000755269, 0.0007775499999999999, 5.26587e-07, 133.8554, 0, 0, 0, -3.0
1678696127.5236645, -3.2, -0.0006200050000000001, 0.0006460004999999999, 4.4266340000000007e-07, 132.4872, 0, 0, 0, -3.0
1678696136.751116, 3.2, -0.000810106, 0.0008396705000000001, 5.86013e-07, 134.0982, 0, 0, 0, -3.333333333333333
1678696144.7495222, -3.2, -0.0006784975, 0.000730046, 5.02078e-07, 133.0576, 0, 0, 0, -3.333333333333333
1678696153.9959412, 3.2, -0.0008576314999999999, 0.000898137, 6.208695e-07, 133.9076, 0, 0, 0, -3.6666666666666665
1678696162.0008807, -3.2, -0.0007589249999999999, 0.0007921664999999999, 5.549535e-07, 134.4485, 0, 0, 0, -3.6666666666666665
1678696171.2016914, 3.2, -0.00091978, 0.0009529495000000001, 6.67342e-07, 134.322, 0, 0, 0, -4.0
1678696179.1706805, -3.2, -0.0008247290000000001, 0.000843325, 5.9641e-07, 133.7421, 0, 0, 0, -4.0
1678696188.3987722, 3.2, -0.0009928955, 0.001036995, 7.191095e-07, 133.7463, 0, 0, 0, -4.333333333333333
1678696196.3735178, -3.2, -0.000883222, 0.0009090995, 6.339784999999999e-07, 133.5859, 0, 0, 0, -4.333333333333333
1678696205.5807738, 3.2, -0.001069667, 0.0011173865000000001, 7.695215e-07, 133.7458, 0, 0, 0, -4.666666666666666
1678696213.5629194, -3.2, -0.0009417145, 0.000993145, 6.894849999999999e-07, 134.1231, 0, 0, 0, -4.666666666666666
1678696222.7578313, 3.2, -0.0011318155000000002, 0.001172199, 8.212005000000001e-07, 133.9926, 0, 0, 0, -5.0
1678696230.7535439, -3.2, -0.0010331094999999999, 0.0010479575000000001, 7.177515000000001e-07, 133.9947, 0, 0, 0, -5.0
1678696239.972216, 3.2, -0.0012049315000000002, 0.001219703, 8.625445000000001e-07, 134.0479, 0, 0, 0, -5.333333333333333
1678696247.9421382, -3.2, -0.0010916020000000001, 0.001110078, 7.810235000000001e-07, 134.23, 0, 0, 0, -5.333333333333333
1678696257.1711712, 3.2, -0.0012780475, 0.001289132, 8.974080000000001e-07, 134.5882, 0, 0, 0, -5.666666666666666
1678696265.1904492, -3.2, -0.0011391275000000001, 0.001172199, 8.249815e-07, 134.1802, 0, 0, 0, -5.666666666666666
1678696274.4121425, 3.2, -0.0013255725, 0.001365869, 9.490285e-07, 134.1422, 0, 0, 0, -6.0
1678696282.4171793, -3.2, -0.0012232105, 0.0012598985, 8.742494999999999e-07, 134.0622, 0, 0, 0, -6.0
1678696291.6411817, 3.2, -0.001402344, 0.0014243354999999998, 9.96851e-07, 134.5578, 0, 0, 0, -6.333333333333333
1678696299.6637359, -3.2, -0.001285359, 0.0013329815, 9.258765000000001e-07, 134.1898, 0, 0, 0, -6.333333333333333
1678696308.8684633, 3.2, -0.00147546, 0.001504727, 1.0472899999999998e-06, 134.6468, 0, 0, 0, -6.666666666666666
1678696316.8816895, -3.2, -0.0013584745, 0.0014024105, 9.64596e-07, 134.3933, 0, 0, 0, -6.666666666666666
1678696326.0656817, 3.2, -0.001526641, 0.0015631935, 1.092471e-06, 134.4591, 0, 0, 0, -7.0
1678696334.0734882, -3.2, -0.0014133115000000002, 0.001435298, 1.020216e-06, 134.1258, 0, 0, 0, -7.0
1678696343.2856696, 3.2, -0.0015997570000000003, 0.001639931, 1.149307e-06, 134.0354, 0, 0, 0, -7.333333333333333
1678696351.292189, -3.2, -0.0014791160000000002, 0.0015120355000000003, 1.0485655e-06, 134.1563, 0, 0, 0, -7.333333333333333
