t,i,x,y,r,theta,xK,tc, therm
1678587695.7536213, 3.2, 0.0001001861, -0.000139643, 4.5414645e-08, 162.3075, 0, 0, 0
1678587701.2406633, -3.2, 2.7070270000000002e-05, -0.00011771805, 9.522445e-08, 317.4797, 0, 0, 0
1678587706.7227004, 3.2, 9.28745e-05, -0.0001286805, 1.622398e-08, 163.8806, 0, 0, 0
1678587712.2400064, -3.2, -0.0001520635, -7.850685e-07, 9.642599999999999e-08, 229.5234, 0, 0, 0
1678587717.727846, 3.2, -0.00018862145, 6.133555e-05, 3.158773e-08, 317.4938, 0, 0, 0
1678587723.2263203, -3.2, -0.00014475194999999998, 7.229805000000001e-05, 3.220888e-08, 319.276, 0, 0, 0
1678587728.712873, 3.2, -0.00039334575, -0.0008266240000000001, 5.388329999999999e-07, 315.1627, 0, 0, 0
1678587734.1778026, -3.2, 0.0006960800000000001, -0.000519675, 3.38012e-07, 326.0683, 0, 0, 0
1678587739.6702783, 3.2, 0.0002793199, -0.00036254645000000004, 1.132855e-07, 28.7772, 0, 0, 0
1678587745.1406696, -3.2, 0.00033415675, -0.00019080115, 6.275475e-08, 157.5698, 0, 0, 0
1678587750.6405618, 3.2, -0.00010453820000000001, 2.1139865e-05, 3.8155755e-07, 325.4489, 0, 0, 0
1678587756.1207888, -3.2, -0.00018496565, -2.2710004999999998e-05, 3.828914e-08, 156.7482, 0, 0, 0
1678587761.6399288, 3.2, -0.00043721525000000005, -1.540169e-05, 1.381875e-07, 311.1227, 0, 0, 0
1678587767.1342816, -3.2, 0.00018061350000000002, 0.00010518545000000001, 1.005615e-07, 307.7162, 0, 0, 0
1678587772.6022964, 3.2, -0.0011318155000000002, -0.0004429379, 3.5268685e-07, 325.9954, 0, 0, 0
1678587778.100788, -3.2, -4.9701355e-05, -7.386819999999999e-05, 3.8306855000000004e-08, 161.6992, 0, 0, 0
1678587783.5715446, 3.2, 0.00022448299999999999, 4.6718955e-05, 7.620185000000001e-08, 287.1695, 0, 0, 0
1678587789.0461793, -3.2, -0.00013378455, 5.03731e-05, 3.8776925e-08, 290.9314, 0, 0, 0
1678587794.528769, 3.2, -3.5078185e-05, 0.00016365194999999998, 5.853345e-08, 311.3267, 0, 0, 0
1678587800.0084927, -3.2, 0.00022813880000000002, -0.0001725304, 3.2300850000000004e-07, 211.1979, 0, 0, 0
