t,i,x,y,r,theta,xK,tc, therm
1678698033.0115008, 3.2, 0.0007436055, 0.002776373, 3.082448e-06, 132.2997, 0, 0, 0
1678698039.9925547, -3.2, 0.0001038419, -4.4634935000000004e-05, 7.202389999999999e-08, 336.324, 0, 0, 0
1678698046.9760554, 3.2, 1.9758685000000003e-05, 3.5756484999999994e-05, 2.2988475000000003e-08, 50.54366, 0, 0, 0
1678698053.9641151, -3.2, 0.0001111535, -7.386819999999999e-05, 5.8054350000000004e-08, 332.0314, 0, 0, 0
1678698060.9426038, 3.2, 2.7070270000000002e-05, 3.2102329999999995e-05, 1.986704e-08, 42.79551, 0, 0, 0
1678698067.9337728, -3.2, 9.65303e-05, -4.4634935000000004e-05, 5.3175150000000006e-08, 332.7023, 0, 0, 0
1678698074.9098403, 3.2, 5.135520000000001e-06, 5.402725e-05, 2.1976490000000002e-08, 69.49809, 0, 0, 0
1678698081.8906453, -3.2, 8.921875e-05, -4.8289090000000004e-05, 5.243455e-08, 331.7152, 0, 0, 0
1678698088.8745825, 3.2, 5.135520000000001e-06, 5.03731e-05, 1.893051e-08, 101.4332, 0, 0, 0
1678698095.8766396, -3.2, 6.36282e-05, -2.6364159999999998e-05, 4.768075e-08, 338.5184, 0, 0, 0
1678698102.8581934, 3.2, -2.7766605e-05, 7.59522e-05, 4.7932444999999995e-08, 105.0729, 0, 0, 0
1678698109.873116, -3.2, 6.7284e-05, -1.9055844999999998e-05, 4.0204470000000005e-08, 342.2485, 0, 0, 0
