t,i,x,y,r,theta,xK,tc,therm,dc
1678588614.0186436, 3.2, -1.314344e-05, -8.093380000000001e-06, 2.3375715000000002e-08, 181.061, 0, 0, 0, 0.0
1678588619.5097299, -3.2, 4.169344e-05, 2.8448174999999998e-05, 2.9102855000000003e-08, 25.37753, 0, 0, 0, 0.0
1678588626.2229517, 3.2, -6.432450000000001e-05, -1.1747535000000001e-05, 4.2231019999999996e-08, 196.7847, 0, 0, 0, 0.16216216216216217
1678588631.7010748, -3.2, -1.314344e-05, 1.3831555000000002e-05, 1.2059410000000002e-08, 52.70234, 0, 0, 0, 0.16216216216216217
1678588638.41492, 3.2, -9.357085e-05, -2.6364159999999998e-05, 5.2626900000000007e-08, 194.1546, 0, 0, 0, 0.32432432432432434
1678588643.8940036, -3.2, -3.1422395e-05, 1.01774e-05, 5.756909999999999e-09, 145.4895, 0, 0, 0, 0.32432432432432434
1678588650.6312037, 3.2, -0.00011916140000000001, -3.3672470000000005e-05, 6.59331e-08, 194.1275, 0, 0, 0, 0.4864864864864865
1678588656.111543, -3.2, -5.335715e-05, -4.4392245e-06, 1.5716100000000002e-08, 163.8207, 0, 0, 0, 0.4864864864864865
1678588662.8237276, 3.2, -0.00014475194999999998, -4.0980780000000004e-05, 7.87444e-08, 196.3585, 0, 0, 0, 0.6486486486486487
1678588668.322763, -3.2, -7.89477e-05, -1.1747535000000001e-05, 2.8792265e-08, 187.5986, 0, 0, 0, 0.6486486486486487
1678588675.032967, 3.2, -0.0001703425, -5.1943250000000005e-05, 9.48213e-08, 194.1035, 0, 0, 0, 0.8108108108108109
1678588680.5204754, -3.2, -0.000108194, -1.9055844999999998e-05, 4.352777e-08, 194.7499, 0, 0, 0, 0.8108108108108109
1678588687.2016053, 3.2, -0.0002105562, -5.55974e-05, 1.1112775e-07, 195.4616, 0, 0, 0, 0.972972972972973
1678588692.723041, -3.2, -0.00012281720000000001, -2.2710004999999998e-05, 5.88585e-08, 191.1233, 0, 0, 0, 0.972972972972973
1678588699.416043, 3.2, -0.0002105562, -7.021405e-05, 1.2720895e-07, 196.32, 0, 0, 0, 1.135135135135135
1678588704.89588, -3.2, -0.00014840775000000002, -4.0980780000000004e-05, 7.43084e-08, 193.4225, 0, 0, 0, 1.135135135135135
1678588711.606932, 3.2, -0.0002398025, -7.752235e-05, 1.382418e-07, 195.1562, 0, 0, 0, 1.2972972972972974
1678588717.0826385, -3.2, -0.00017399825, -4.4634935000000004e-05, 8.051075e-08, 194.11, 0, 0, 0, 1.2972972972972974
