t,i,x,y,r,theta,xK,tc,therm,dc
1679698492.7012956, 0, 0.3134493, -0.004463493, 0.313852, 359.1184, 0, 0, 0, -0.0
1679698497.4729908, 0, 0.3156428, -0.004828909, 0.3171419, 359.0594, 0, 0, 0, -0.04
1679698502.2467587, 0, 0.3167395, -0.005194325, 0.3182385, 359.1296, 0, 0, 0, -0.08
1679698507.0057418, 0, 0.3178363, -0.005194325, 0.3193298, 359.0669, 0, 0, 0, -0.12
1679698511.75672, 0, 0.3171051, -0.005194325, 0.3175074, 359.0626, 0, 0, 0, -0.16
1679698516.5326247, 0, 0.3156428, -0.00555974, 0.3175074, 359.1306, 0, 0, 0, -0.2
1679698521.3327186, 0, 0.3192986, -0.00555974, 0.3186098, 359.0013, 0, 0, 0, -0.24
1679698526.0801692, 0, 0.3185674, -0.005194325, 0.3186098, 358.999, 0, 0, 0, -0.28
1679698530.8362293, 0, 0.318933, -0.004828909, 0.3189753, 359.1335, 0, 0, 0, -0.32
1679698535.6024082, 0, 0.3200297, -0.005194325, 0.3200719, 359.0722, 0, 0, 0, -0.36
1679698540.379909, 0, 0.3192986, -0.004828909, 0.3189695, 359.0013, 0, 0, 0, -0.4
1679698545.140234, 0, 0.3192986, -0.005194325, 0.3193351, 359.1346, 0, 0, 0, -0.44
1679698549.906095, 0, 0.3203953, -0.004828909, 0.3197064, 359.1346, 0, 0, 0, -0.48
1679698554.672313, 0, 0.318933, -0.004828909, 0.3189753, 359.0659, 0, 0, 0, -0.52
1679698559.4343839, 0, 0.3203953, -0.005194325, 0.3204374, 359.0059, 0, 0, 0, -0.56
1679698564.194995, 0, 0.3203953, -0.005194325, 0.3200719, 359.0691, 0, 0, 0, -0.6
1679698568.9656897, 0, 0.3200297, -0.00555974, 0.3204436, 359.0712, 0, 0, 0, -0.64
1679698573.7079124, 0, 0.3200297, -0.005194325, 0.3200719, 359.068, 0, 0, 0, -0.68
1679698578.4795353, 0, 0.3196642, -0.00555974, 0.3197064, 359.0036, 0, 0, 0, -0.72
1679698583.2590134, 0, 0.3185674, -0.004828909, 0.318604, 359.0659, 0, 0, 0, -0.76
1679698588.0254493, 0, 0.3182018, -0.004828909, 0.318604, 359.0024, 0, 0, 0, -0.8
1679698592.7970967, 0, 0.3185674, -0.005194325, 0.318604, 358.999, 0, 0, 0, -0.84
1679698597.5535662, 0, 0.3167395, -0.00555974, 0.3175074, 359.1286, 0, 0, 0, -0.88
1679698602.319166, 0, 0.3196642, -0.005925156, 0.3200719, 359.0659, 0, 0, 0, -0.92
1679698607.077725, 0, 0.3174707, -0.00555974, 0.3186098, 359.0648, 0, 0, 0, -0.96
1679698611.8408813, 0, 0.3185674, -0.004828909, 0.3189695, 359.0659, 0, 0, 0, -1.0
1679698616.612533, 0, 0.3200297, -0.004463493, 0.3193408, 359.068, 0, 0, 0, -1.04
1679698621.378522, 0, 0.3196642, -0.005194325, 0.320803, 359.1365, 0, 0, 0, -1.08
1679698626.1456602, 0, 0.3211265, -0.005194325, 0.3211685, 359.0081, 0, 0, 0, -1.12
1679698630.9205189, 0, 0.3211265, -0.005194325, 0.320803, 359.1365, 0, 0, 0, -1.16
1679698635.6927319, 0, 0.3200297, -0.005194325, 0.3197064, 359.1365, 0, 0, 0, -1.2
1679698640.4696991, 0, 0.3192986, -0.005194325, 0.3193351, 359.0024, 0, 0, 0, -1.24
1679698645.2235732, 0, 0.3200297, -0.004828909, 0.3204317, 359.0712, 0, 0, 0, -1.28
1679698649.9918878, 0, 0.3203953, -0.005194325, 0.3200719, 359.0701, 0, 0, 0, -1.32
1679698654.7585125, 0, 0.3203953, -0.004828909, 0.3204317, 359.0691, 0, 0, 0, -1.36
1679698659.548316, 0, 0.3192986, -0.004098078, 0.3196953, 359.0691, 0, 0, 0, -1.4000000000000001
