t,i,x,y,r,theta,xK,tc, therm
1678595262.4744637, 3.2, -8.182008e-06, -1.7853974e-05, 3.554926e-09, 241.6231, 0, 0, 0
1678595269.45367, -3.2, 3.130054e-05, 1.1476348000000003e-06, 7.430226e-09, 359.4958, 0, 0, 0
1678595276.431741, 3.2, -2.7192119999999995e-05, -1.9315636e-05, 7.806228e-09, 210.3101, 0, 0, 0
1678595283.4094405, -3.2, 2.8375899999999997e-05, 1.1476348000000003e-06, 6.55659e-09, 4.359745, 0, 0, 0
1678595290.3906248, 3.2, -2.2805180000000002e-05, -1.9315636e-05, 6.5059220000000004e-09, 213.9835, 0, 0, 0
1678595297.370237, -3.2, 4.978842e-06, -6.160676e-06, 2.24207e-09, 333.3773, 0, 0, 0
1678595304.3809555, 3.2, -4.9126880000000004e-05, -2.8085620000000002e-05, 1.2745718e-08, 204.6939, 0, 0, 0
1678595311.357309, -3.2, -0.0002538512, -8.362878e-05, 5.289912e-08, 198.4322, 0, 0, 0
1678595318.3157637, 3.2, -0.00031234380000000003, -0.00010993869999999998, 6.677745999999999e-08, 198.9872, 0, 0, 0
1678595325.331264, -3.2, -0.0002611628, -8.65521e-05, 5.382392e-08, 198.6276, 0, 0, 0
1678595332.3189285, 3.2, -0.0003108816, -0.00010701537999999999, 6.649386000000001e-08, 199.0693, 0, 0, 0
1678595339.3122158, -3.2, -0.0002582382, -8.947542000000001e-05, 5.3546539999999995e-08, 198.3326, 0, 0, 0
1678595346.3186436, 3.2, -0.0003094192, -0.00010701537999999999, 6.69584e-08, 198.9872, 0, 0, 0
1678595353.3053324, -3.2, -0.0002582382, -8.509044e-05, 5.336344e-08, 198.5311, 0, 0, 0
1678595360.2906513, 3.2, -0.0003094192, -0.00010701537999999999, 6.593944e-08, 198.9951, 0, 0, 0
1678595367.292726, -3.2, -0.0002582382, -8.509044e-05, 5.4288199999999994e-08, 198.3342, 0, 0, 0
1678595374.288591, 3.2, -0.0003108816, -0.00010555372000000001, 6.64053e-08, 199.0693, 0, 0, 0
1678595381.2931428, -3.2, -0.00025531359999999995, -8.65521e-05, 5.317666e-08, 199.1343, 0, 0, 0
1678595388.260868, 3.2, -0.0003108816, -0.00010847704, 6.631036000000001e-08, 198.8306, 0, 0, 0
