t,i,x,y,r,theta,xK
1678566408.4962378,0.0,1.4797285e-06,-7.850685e-07,1.8004794999999998e-09,351.3085,0
1678566412.4682767,0.16842105263157894,1.4797285e-06,-7.850685e-07,1.6140985e-09,332.0518,0
1678566416.4477005,0.3368421052631579,1.4797285e-06,2.869087e-06,2.9413105000000002e-09,332.0518,0
1678566420.391472,0.5052631578947369,5.135520000000001e-06,-7.850685e-07,8.375455e-10,332.0518,0
1678566424.371812,0.6736842105263158,1.4797285e-06,2.869087e-06,1.6140985e-09,332.0518,0
1678566428.3236492,0.8421052631578947,1.4797285e-06,-7.850685e-07,1.1566745e-09,332.0518,0
1678566432.2883275,1.0105263157894737,5.135520000000001e-06,-7.850685e-07,1.6140985e-09,351.3085,0
1678566436.241322,1.1789473684210525,1.4797285e-06,-7.850685e-07,1.6140985e-09,62.71762,0
1678566440.2097104,1.3473684210526315,1.4797285e-06,-7.850685e-07,8.375455e-10,62.71762,0
1678566444.1863575,1.5157894736842106,1.4797285e-06,-7.850685e-07,1.6140985e-09,29.191,0
1678566448.1408367,1.6842105263157894,5.135520000000001e-06,2.869087e-06,2.5975905000000005e-09,62.71762,0
1678566452.1019726,1.8526315789473684,1.4797285e-06,-7.850685e-07,2.9413105000000002e-09,332.0518,0
1678566456.056648,2.0210526315789474,1.4797285e-06,-4.4392245e-06,8.375455e-10,29.191,0
1678566460.0324697,2.1894736842105265,1.4797285e-06,2.869087e-06,3.344484e-09,351.3085,0
1678566463.9988542,2.357894736842105,1.4797285e-06,-7.850685e-07,2.3396745000000002e-09,288.4348,0
1678566467.9567132,2.526315789473684,1.4797285e-06,-7.850685e-07,1.6140985e-09,332.0518,0
1678566471.9230678,2.694736842105263,1.4797285e-06,2.869087e-06,1.6140985e-09,62.71762,0
1678566475.8803072,2.863157894736842,1.4797285e-06,2.869087e-06,8.375455e-10,243.8864,0
1678566479.8455555,3.031578947368421,1.4797285e-06,2.869087e-06,2.3396745000000002e-09,332.0518,0
1678566483.8182313,3.2,1.4797285e-06,2.869087e-06,8.375455e-10,62.71762,0
1678566487.790301,3.2,1.4797285e-06,2.869087e-06,8.375455e-10,199.8382,0
1678566491.7600045,3.031578947368421,1.4797285e-06,-7.850685e-07,8.375455e-10,332.0518,0
1678566495.745602,2.863157894736842,5.135520000000001e-06,-7.850685e-07,1.6140985e-09,332.0518,0
