t,i,x,y,r,theta,xK,tc,therm,dc
1678589786.5184884, 3.2, 7.825135e-05, -4.4634935000000004e-05, 3.227398e-08, 325.5062, 0, 0, 0, 0.0
1678589792.0058973, -3.2, 0.00014405560000000002, -8.093380000000001e-06, 7.388905e-08, 359.7029, 0, 0, 0, 0.0
1678589798.725646, 3.2, 3.438185e-05, -3.0018315000000005e-05, 2.4406365000000004e-08, 287.2239, 0, 0, 0, 0.16216216216216217
1678589804.197738, -3.2, 0.00011846505000000002, -1.540169e-05, 5.9523050000000006e-08, 354.3368, 0, 0, 0, 0.16216216216216217
1678589810.9233594, 3.2, 1.4797285e-06, -5.55974e-05, 3.079351000000001e-08, 252.078, 0, 0, 0, 0.32432432432432434
1678589816.4116528, -3.2, 5.26608e-05, -2.2710004999999998e-05, 4.426274e-08, 348.4051, 0, 0, 0, 0.32432432432432434
1678589823.1139266, 3.2, -3.1422395e-05, -6.290569999999999e-05, 3.792763e-08, 233.7967, 0, 0, 0, 0.4864864864864865
1678589828.580034, -3.2, 3.072606e-05, -1.1747535000000001e-05, 2.9445840000000003e-08, 331.9412, 0, 0, 0, 0.4864864864864865
1678589835.281164, 3.2, -6.066875e-05, -8.11765e-05, 5.2738450000000003e-08, 222.8964, 0, 0, 0, 0.6486486486486487
1678589840.7605705, -3.2, 1.6102894999999998e-05, -3.7326625e-05, 2.30547e-08, 315.5972, 0, 0, 0, 0.6486486486486487
1678589847.486653, 3.2, -8.625924999999999e-05, -8.11765e-05, 6.217460000000002e-08, 218.8224, 0, 0, 0, 0.8108108108108109
1678589852.9462178, -3.2, -2.4110815e-05, -4.8289090000000004e-05, 2.2343975e-08, 262.5561, 0, 0, 0, 0.8108108108108109
1678589859.633418, 3.2, -0.0001155056, -9.213894999999999e-05, 7.53144e-08, 213.8514, 0, 0, 0, 0.972972972972973
1678589865.0993083, -3.2, -4.6045564999999996e-05, -5.9251550000000004e-05, 3.2869249999999995e-08, 236.8265, 0, 0, 0, 0.972972972972973
1678589871.815472, 3.2, -0.00014109615, -9.944725000000002e-05, 9.14123e-08, 211.5984, 0, 0, 0, 1.135135135135135
1678589877.295451, -3.2, -7.16361e-05, -7.021405e-05, 4.5223014999999996e-08, 224.3611, 0, 0, 0, 1.135135135135135
1678589884.0294735, 3.2, -0.00014475194999999998, -9.944725000000002e-05, 1.052022e-07, 211.8604, 0, 0, 0, 1.2972972972972974
1678589889.5039477, -3.2, -9.722665e-05, -7.386819999999999e-05, 5.7041050000000004e-08, 220.5751, 0, 0, 0, 1.2972972972972974
1678589896.2113004, 3.2, -0.00017765405, -0.00011406389999999999, 1.1973355e-07, 208.7906, 0, 0, 0, 1.4594594594594597
1678589901.695593, -3.2, -0.00012647300000000002, -8.11765e-05, 7.009985e-08, 215.447, 0, 0, 0, 1.4594594594594597
1678589908.4126756, 3.2, -0.0002105562, -0.00012502635000000002, 1.3521229999999998e-07, 207.8987, 0, 0, 0, 1.6216216216216217
1678589913.9095309, -3.2, -0.00014475194999999998, -9.213894999999999e-05, 8.42581e-08, 213.1455, 0, 0, 0, 1.6216216216216217
1678589920.6090844, 3.2, -0.00025442565, -0.00013233465, 1.515588e-07, 206.1908, 0, 0, 0, 1.7837837837837838
1678589926.104095, -3.2, -0.0001666867, -9.944725000000002e-05, 9.704924999999999e-08, 211.7382, 0, 0, 0, 1.7837837837837838
1678589932.804039, 3.2, -0.0002800162, -0.00014329715000000002, 1.6724865e-07, 204.5574, 0, 0, 0, 1.945945945945946
1678589938.2751572, -3.2, -0.000195933, -0.0001067556, 1.108612e-07, 209.0398, 0, 0, 0, 1.945945945945946
1678589945.0138874, 3.2, -0.00031657414999999996, -0.00015060545000000002, 1.828396e-07, 203.6944, 0, 0, 0, 2.1081081081081083
1678589950.5037003, -3.2, -0.0002507699, -0.00011771805, 1.2621045e-07, 206.8644, 0, 0, 0, 2.1081081081081083
1678589957.1963706, 3.2, -0.00034947630000000003, -0.0001542596, 1.9916865e-07, 202.6768, 0, 0, 0, 2.27027027027027
1678589962.6801732, -3.2, -0.0002800162, -0.0001213722, 1.4259845e-07, 205.2251, 0, 0, 0, 2.27027027027027
1678589969.3922923, 3.2, -0.00038237840000000003, -0.00016156789999999997, 2.0755565000000004e-07, 202.7109, 0, 0, 0, 2.4324324324324325
1678589974.861267, -3.2, -0.00030560674999999997, -0.00012502635000000002, 1.5894200000000002e-07, 204.4002, 0, 0, 0, 2.4324324324324325
1678589981.5325272, 3.2, -0.00040796895, -0.0001725304, 2.2484695e-07, 202.9893, 0, 0, 0, 2.5945945945945947
1678589987.0199733, -3.2, -0.0003385089, -0.00013598885, 1.7395415e-07, 202.7759, 0, 0, 0, 2.5945945945945947
1678589993.720449, 3.2, -0.00043721525000000005, -0.0001798387, 2.3568955e-07, 201.948, 0, 0, 0, 2.756756756756757
1678589999.1896517, -3.2, -0.00036775524999999997, -0.00013233465, 1.854796e-07, 202.7238, 0, 0, 0, 2.756756756756757
1678590005.892083, 3.2, -0.00045183845, -0.000187147, 2.5029700000000003e-07, 202.63, 0, 0, 0, 2.9189189189189193
1678590011.3771832, -3.2, -0.00038969, -0.00015791375, 2.034772e-07, 202.2704, 0, 0, 0, 2.9189189189189193
1678590018.085827, 3.2, -0.00048108475, -0.0001981095, 2.6183045e-07, 201.9307, 0, 0, 0, 3.081081081081081
1678590023.56815, -3.2, -0.00041162474999999996, -0.00015791375, 2.1430960000000002e-07, 202.1449, 0, 0, 0, 3.081081081081081
1678590030.2847445, 3.2, -0.00047742895, -0.00020907195000000002, 2.771287e-07, 200.9426, 0, 0, 0, 3.2432432432432434
1678590035.7663536, -3.2, -0.00042990370000000006, -0.0001725304, 2.2754300000000001e-07, 202.2086, 0, 0, 0, 3.2432432432432434
1678590042.4955237, 3.2, -0.0005212985, -0.0002200344, 2.957702e-07, 200.9215, 0, 0, 0, 3.4054054054054057
1678590047.9800699, -3.2, -0.00045549425, -0.00017618455, 2.3976345e-07, 201.8637, 0, 0, 0, 3.4054054054054057
1678590054.719527, 3.2, -0.0005578565, -0.00022368855000000002, 3.1242874999999996e-07, 201.2191, 0, 0, 0, 3.5675675675675675
1678590060.2328024, -3.2, -0.00047742895, -0.00019080115, 2.5062725e-07, 201.0236, 0, 0, 0, 3.5675675675675675
1678590066.9264772, 3.2, -0.0006053815000000001, -0.00022734270000000003, 3.2739605e-07, 200.5451, 0, 0, 0, 3.72972972972973
1678590072.416225, -3.2, -0.000532266, -0.0001944553, 2.6664024999999996e-07, 200.7723, 0, 0, 0, 3.72972972972973
1678590079.0940497, 3.2, -0.0006273165000000001, -0.00023099690000000003, 3.3894765e-07, 200.4733, 0, 0, 0, 3.891891891891892
1678590084.5625827, -3.2, -0.0005578565, -0.0001944553, 2.829033e-07, 200.5447, 0, 0, 0, 3.891891891891892
1678590091.2714977, 3.2, -0.0006455955000000001, -0.00023099690000000003, 3.492363e-07, 200.4061, 0, 0, 0, 4.054054054054054
1678590096.730598, -3.2, -0.000579791, -0.00020907195000000002, 2.9661100000000003e-07, 200.5449, 0, 0, 0, 4.054054054054054
1678590103.4709833, 3.2, -0.0006784975, -0.0002529218, 3.6829015000000004e-07, 200.3133, 0, 0, 0, 4.216216216216217
1678590108.9416287, -3.2, -0.0006126935, -0.00021638025, 3.162866e-07, 200.1166, 0, 0, 0, 4.216216216216217
1678590115.6804657, 3.2, -0.000718711, -0.00026023010000000005, 3.8046815000000003e-07, 199.3875, 0, 0, 0, 4.378378378378379
1678590121.182821, -3.2, -0.0006236604999999999, -0.0002200344, 3.2784245e-07, 200.0567, 0, 0, 0, 4.378378378378379
1678590127.877691, 3.2, -0.0007077440000000001, -0.0002711926, 3.9202399999999994e-07, 200.7011, 0, 0, 0, 4.54054054054054
1678590133.387779, -3.2, -0.0006565625, -0.00023099690000000003, 3.4174095e-07, 199.7909, 0, 0, 0, 4.54054054054054
1678590140.0990899, 3.2, -0.000740646, -0.00028215505, 4.059224e-07, 199.9745, 0, 0, 0, 4.702702702702703
1678590145.5768025, -3.2, -0.0006784975, -0.00023465105000000002, 3.5318410000000004e-07, 200.0996, 0, 0, 0, 4.702702702702703
1678590152.260023, 3.2, -0.0007698925, -0.00028946335, 4.2497400000000003e-07, 199.4468, 0, 0, 0, 4.864864864864865
1678590157.7457526, -3.2, -0.0007077440000000001, -0.0002529218, 3.693993e-07, 199.5895, 0, 0, 0, 4.864864864864865
1678590164.454844, 3.2, -0.0008027945, -0.00028946335, 4.3530175e-07, 199.7908, 0, 0, 0, 5.027027027027027
1678590169.9433398, -3.2, -0.000755269, -0.00026023010000000005, 3.845286e-07, 199.3875, 0, 0, 0, 5.027027027027027
1678590176.641126, 3.2, -0.0008466639999999999, -0.00030042584999999996, 4.5558529999999996e-07, 199.5224, 0, 0, 0, 5.1891891891891895
1678590182.0880275, -3.2, -0.000777204, -0.00026023010000000005, 3.9265119999999997e-07, 199.5214, 0, 0, 0, 5.1891891891891895
1678590188.8154962, 3.2, -0.0008759105000000001, -0.00030773415, 4.68253e-07, 199.2834, 0, 0, 0, 5.351351351351352
1678590194.3013616, -3.2, -0.0008027945, -0.00027850090000000003, 4.1157965e-07, 199.7328, 0, 0, 0, 5.351351351351352
1678590201.0074546, 3.2, -0.0008978450000000001, -0.00032235075000000004, 4.832613e-07, 199.1815, 0, 0, 0, 5.513513513513514
1678590206.5092926, -3.2, -0.000813762, -0.00028215505, 4.2141299999999994e-07, 199.6794, 0, 0, 0, 5.513513513513514
1678590213.2249076, 3.2, -0.000930747, -0.0003260049, 4.982733500000001e-07, 199.164, 0, 0, 0, 5.675675675675676
1678590218.719193, -3.2, -0.0008466639999999999, -0.0002931175, 4.4220409999999997e-07, 199.3401, 0, 0, 0, 5.675675675675676
1678590225.4317353, 3.2, -0.0009563374999999999, -0.00033696739999999995, 5.087079999999999e-07, 199.0129, 0, 0, 0, 5.837837837837839
1678590230.917358, -3.2, -0.0008722545, -0.00029677170000000006, 4.543642e-07, 198.7947, 0, 0, 0, 5.837837837837839
