t,i,x,y,r,theta,xK,tc,therm,dc
1679445800.387238, 0, 0.0006025092, -0.0001988945, 0.0005975, 341.5181, 0, 0, 0, -0.0
1679445805.1532083, 0, 0.0004709008, -0.0001477364, 0.0004865603, 341.5078, 0, 0, 0, -0.04
1679445809.9191406, 0, 0.0004270313, -0.0001038865, 0.0004241836, 343.6942, 0, 0, 0, -0.08
1679445814.695046, 0, 0.0003831618, -0.0001038865, 0.000377954, 343.6412, 0, 0, 0, -0.12
1679445819.4434698, 0, 0.0003173575, -8.926987e-05, 0.0003277705, 343.9376, 0, 0, 0, -0.16
1679445824.212216, 0, 0.0002661765, -7.465325e-05, 0.0002807473, 344.333, 0, 0, 0, -0.2
1679445828.9852536, 0, 0.0002442417, -7.465325e-05, 0.0002392906, 344.1328, 0, 0, 0, -0.24
1679445833.7346056, 0, 0.0002149954, -5.272832e-05, 0.0002302711, 345.2568, 0, 0, 0, -0.28
1679445838.49702, 0, 0.0002003722, -5.272832e-05, 0.0002091732, 342.7257, 0, 0, 0, -0.32
1679445843.2522504, 0, 0.000185749, -5.272832e-05, 0.0001882666, 348.4051, 0, 0, 0, -0.36
1679445848.0184972, 0, 0.0001711259, -3.81117e-05, 0.0001699944, 345.1353, 0, 0, 0, -0.4
1679445852.7825587, 0, 0.0001565027, -3.080338e-05, 0.0001753185, 347.4445, 0, 0, 0, -0.44
1679445857.5392778, 0, 0.0001565027, -3.080338e-05, 0.0001610764, 343.8163, 0, 0, 0, -0.48
1679445862.2990599, 0, 0.0001491911, -3.81117e-05, 0.0001539821, 349.3506, 0, 0, 0, -0.52
1679445867.0672185, 0, 0.0001418795, -2.349507e-05, 0.0001380485, 341.3492, 0, 0, 0, -0.56
1679445871.827591, 0, 0.000134568, -3.080338e-05, 0.0001258541, 347.1068, 0, 0, 0, -0.6
1679445876.5758462, 0, 0.0001053216, -8.878449e-06, 0.0001345771, 353.141, 0, 0, 0, -0.64
1679445881.3717668, 0, 0.0001272564, -1.570137e-06, 0.0001282817, 353.141, 0, 0, 0, -0.68
1679445886.1322446, 0, 0.0001199448, -2.349507e-05, 0.0001222243, 349.5394, 0, 0, 0, -0.72
1679445890.8953574, 0, 0.0001272564, -2.349507e-05, 0.0001294071, 352.751, 0, 0, 0, -0.76
