t,i,x,y,r,theta,xK,tc, therm
1678594994.561278, 3.2, -0.00014271514, -3.1402740000000006e-07, 2.8842760000000002e-08, 181.2734, 0, 0, 0
1678595000.0379465, -3.2, -0.0001383282, 6.9942840000000005e-06, 2.5364540000000005e-08, 174.7443, 0, 0, 0
1678595005.5231423, 3.2, -0.0001573383, -9.084001999999999e-06, 3.61792e-08, 184.1614, 0, 0, 0
1678595011.0154054, -3.2, -0.00015441368, 1.1476348000000003e-06, 2.7962979999999997e-08, 177.7096, 0, 0, 0
1678595016.5024192, 3.2, -0.00016903684000000002, -1.0545664000000001e-05, 3.6792500000000003e-08, 183.2604, 0, 0, 0
1678595022.000386, -3.2, -0.00014563978, 4.07096e-06, 2.6824740000000003e-08, 176.9778, 0, 0, 0
1678595027.4761062, 3.2, -0.00016026294, -9.084001999999999e-06, 3.5887e-08, 183.2863, 0, 0, 0
1678595032.9646254, -3.2, -0.00015002671999999999, 2.609298e-06, 2.7385280000000003e-08, 177.043, 0, 0, 0
1678595038.470432, 3.2, -0.0001646499, -1.2007326e-05, 3.6792500000000003e-08, 183.6821, 0, 0, 0
1678595043.9498916, -3.2, -0.00014856442, 5.532622e-06, 2.7408900000000002e-08, 177.6346, 0, 0, 0
1678595049.4190423, 3.2, -0.0001734238, -1.3468988000000001e-05, 3.7394119999999996e-08, 184.0343, 0, 0, 0
1678595054.9209037, -3.2, -0.00015148904000000002, 2.609298e-06, 2.7980000000000006e-08, 177.6851, 0, 0, 0
1678595060.4057834, 3.2, -0.00017196148, -1.2007326e-05, 3.7084500000000004e-08, 183.6535, 0, 0, 0
1678595065.9020226, -3.2, -0.00015002671999999999, 1.1476348000000003e-06, 2.796996e-08, 177.7335, 0, 0, 0
1678595071.402261, 3.2, -0.00017196148, -1.2007326e-05, 3.7685980000000004e-08, 184.0038, 0, 0, 0
1678595076.882834, -3.2, -0.00015295136000000002, 1.1476348000000003e-06, 2.796996e-08, 177.6602, 0, 0, 0
1678595082.3586159, 3.2, -0.00017781073999999998, -1.2007326e-05, 3.826974e-08, 184.0343, 0, 0, 0
1678595087.844916, -3.2, -0.00014856442, 2.609298e-06, 2.796996e-08, 176.3876, 0, 0, 0
1678595093.3165555, 3.2, -0.00017196148, -1.2007326e-05, 3.799746e-08, 184.0654, 0, 0, 0
1678595098.825299, -3.2, -0.00015148904000000002, 4.07096e-06, 2.7980000000000006e-08, 178.2963, 0, 0, 0
