t,i,x,y,r,theta,xK,tc, therm
1678693795.9385858, 3.2, -0.001228172, -0.0003367247, 5.540725e-06, 180.3557, 0, 0, 0
1678693802.9510555, -3.2, -0.0006432450000000001, -0.00026364160000000005, 5.34883e-06, 227.3769, 0, 0, 0
1678693809.9544215, 3.2, -0.0008991505, -0.00015401690000000002, 6.879110000000001e-06, 228.4092, 0, 0, 0
1678693816.9193962, -3.2, -0.0009357084999999999, -0.00044634935000000003, 5.414250000000001e-06, 184.7585, 0, 0, 0
1678693823.907773, 3.2, -0.0008625925, 0.000101774, 5.551570000000001e-06, 198.4617, 0, 0, 0
1678693830.9033694, -3.2, -0.0006432450000000001, -0.00011747535000000001, 4.9056085e-06, 175.1183, 0, 0, 0
1678693837.8947809, 3.2, -0.00108194, -0.0005559740000000001, 6.660105000000001e-06, 232.1357, 0, 0, 0
1678693844.8901575, -3.2, -0.0009722665, 6.523245e-05, 5.535905000000001e-06, 187.5951, 0, 0, 0
1678693851.8807158, 3.2, -0.0009357084999999999, -7.850685000000002e-06, 4.394437500000001e-06, 180.3775, 0, 0, 0
1678693858.8675869, -3.2, -0.000716361, 6.523245e-05, 6.784525e-06, 189.6687, 0, 0, 0
1678693865.8621325, 3.2, -0.0010088245000000001, 0.00028448175, 5.809135000000001e-06, 193.6947, 0, 0, 0
1678693872.8484726, -3.2, -0.0011550560000000002, -0.00022710004999999998, 5.826395e-06, 183.8856, 0, 0, 0
1678693879.8265245, 3.2, -0.0010088245000000001, 0.00013831555000000002, 6.1281100000000005e-06, 177.0474, 0, 0, 0
1678693886.815629, -3.2, -0.0006432450000000001, 0.000101774, 4.4601485e-06, 229.8203, 0, 0, 0
1678693893.7942924, 3.2, 1.4797285e-05, -0.002273427, 8.891335e-06, 275.4803, 0, 0, 0
1678693900.7734334, -3.2, 0.0003438185, -0.0026023010000000004, 1.0462835000000002e-05, 275.3066, 0, 0, 0
1678693907.7541962, 3.2, -0.00020455020000000003, -0.002785009, 1.0654495e-05, 265.7336, 0, 0, 0
1678693914.7634745, -3.2, 0.00038037645, -0.002127261, 1.3231150000000001e-05, 271.2346, 0, 0, 0
1678693921.748618, 3.2, -0.0001679923, -0.00187147, 1.1923365000000001e-05, 263.8809, 0, 0, 0
1678693928.7472336, -3.2, -2.1760630000000005e-05, -0.0030042585, 1.0464355000000001e-05, 267.3077, 0, 0, 0
1678693935.734938, 3.2, 0.00019758685000000002, -0.0027484675, 9.413075000000001e-06, 276.1091, 0, 0, 0
1678693942.737785, -3.2, 0.00019758685000000002, -0.0020907195, 1.534625e-05, 269.3821, 0, 0, 0
1678693949.7347064, 3.2, -0.00020455020000000003, -0.00187147, 1.212473e-05, 268.1427, 0, 0, 0
1678693956.7124314, -3.2, -9.487645e-05, -0.0025292179999999997, 1.0088455e-05, 275.0479, 0, 0, 0
