t,i,x,y,r,theta,xK,tc,therm,dc
1680045019.0301, 0, 0.1379713, -0.004828909, 0.1380435, 357.9955, 0, 0, 0, 0.0
1680045023.7808545, 0, 0.1390681, -0.004463493, 0.1387743, 357.8609, 0, 0, 0, 0.64
1680045028.5366864, 0, 0.1394336, -0.004828909, 0.1398826, 358.1713, 0, 0, 0, 1.28
1680045033.328529, 0, 0.1405304, -0.004463493, 0.1409787, 358.1808, 0, 0, 0, 1.92
1680045038.094749, 0, 0.1419927, -0.004828909, 0.1420748, 358.1949, 0, 0, 0, 2.56
1680045042.847336, 0, 0.1430894, -0.004463493, 0.1431709, 358.0622, 0, 0, 0, 3.2
1680045047.6127644, 0, 0.1438206, -0.004828909, 0.143549, 358.2224, 0, 0, 0, 3.84
1680045052.373045, 0, 0.1445517, -0.005194325, 0.144267, 358.372, 0, 0, 0, 4.48
1680045057.1444147, 0, 0.1449173, -0.004463493, 0.1453631, 358.0963, 0, 0, 0, 5.12
1680045061.9003077, 0, 0.1456485, -0.004828909, 0.1461064, 358.2447, 0, 0, 0, 5.76
1680045066.652767, 0, 0.1467452, -0.005194325, 0.1464718, 357.9727, 0, 0, 0, 6.4
1680045071.4088306, 0, 0.1474764, -0.00555974, 0.1472025, 358.1246, 0, 0, 0, 7.04
1680045076.1644337, 0, 0.1485731, -0.00555974, 0.1479332, 357.9927, 0, 0, 0, 7.68
1680045080.922877, 0, 0.1489387, -0.005194325, 0.1490424, 358.1384, 0, 0, 0, 8.32
1680045085.7085657, 0, 0.1496699, -0.005194325, 0.1501131, 358.0123, 0, 0, 0, 8.96
1680045090.4821205, 0, 0.150401, -0.005194325, 0.150856, 358.0268, 0, 0, 0, 9.6
1680045095.2611015, 0, 0.1511322, -0.00555974, 0.1515868, 358.0316, 0, 0, 0, 10.24
1680045100.0150802, 0, 0.1522289, -0.00555974, 0.1526829, 357.9084, 0, 0, 0, 10.88
1680045104.7728698, 0, 0.1533256, -0.005925156, 0.1534401, 357.787, 0, 0, 0, 11.52
1680045109.5335255, 0, 0.1544224, -0.00555974, 0.1549013, 357.938, 0, 0, 0, 12.16
1680045114.3055708, 0, 0.1555191, -0.00555974, 0.1552531, 357.9526, 0, 0, 0, 12.8
1680045119.084129, 0, 0.1562503, -0.005925156, 0.1563492, 357.8334, 0, 0, 0, 13.44
1680045123.8428202, 0, 0.157347, -0.005925156, 0.1574327, 357.8434, 0, 0, 0, 14.08
1680045128.5939636, 0, 0.1588093, -0.005925156, 0.1585413, 357.8584, 0, 0, 0, 14.72
1680045133.3606682, 0, 0.1591749, -0.006290571, 0.1592852, 357.8682, 0, 0, 0, 15.36
1680045138.138584, 0, 0.1606372, -0.00555974, 0.1603811, 357.8828, 0, 0, 0, 16.0
1680045142.8989394, 0, 0.161734, -0.006290571, 0.1614909, 357.9113, 0, 0, 0, 16.64
1680045147.6506033, 0, 0.1635619, -0.006290571, 0.1633038, 357.9207, 0, 0, 0, 17.28
1680045152.4262407, 0, 0.1646586, -0.005925156, 0.165144, 357.817, 0, 0, 0, 17.92
1680045157.2047234, 0, 0.1657553, -0.006290571, 0.1662542, 357.8266, 0, 0, 0, 18.56
1680045161.9603884, 0, 0.1672176, -0.006290571, 0.1673359, 357.7256, 0, 0, 0, 19.2
1680045166.7328935, 0, 0.16868, -0.006290571, 0.1684459, 357.8643, 0, 0, 0, 19.84
1680045171.4909563, 0, 0.1701423, -0.006655986, 0.1702585, 357.8826, 0, 0, 0, 20.48
1680045176.2485273, 0, 0.1727013, -0.007021402, 0.1724642, 357.7882, 0, 0, 0, 21.12
1680045181.0287771, 0, 0.1734325, -0.007021402, 0.1731949, 357.6816, 0, 0, 0, 21.76
1680045185.799547, 0, 0.1748948, -0.006655986, 0.1743051, 357.816, 0, 0, 0, 22.400000000000002
1680045190.569663, 0, 0.175626, -0.007021402, 0.1761316, 357.8251, 0, 0, 0, 23.04
1680045195.3091426, 0, 0.1770883, -0.007752234, 0.176877, 357.7341, 0, 0, 0, 23.68
1680045200.0896652, 0, 0.178185, -0.007386818, 0.1779728, 357.6261, 0, 0, 0, 24.32
1680045204.8405879, 0, 0.1796473, -0.007021402, 0.1797991, 357.6454, 0, 0, 0, 24.96
1680045209.599398, 0, 0.1811097, -0.007386818, 0.1812602, 357.6644, 0, 0, 0, 25.6
1680045214.368751, 0, 0.182572, -0.007752234, 0.1827365, 357.5735, 0, 0, 0, 26.240000000000002
1680045219.133144, 0, 0.1843999, -0.007752234, 0.1845628, 357.5927, 0, 0, 0, 26.88
1680045223.902127, 0, 0.1858622, -0.008117649, 0.1860238, 357.6069, 0, 0, 0, 27.52
