t,i,x,y,r,theta,xK,tc,therm,dc
1680043047.220173, 0, 0.1931738, -0.002271, 0.1931832, 359.4359, 0, 0, 0, 0.0
1680043051.983231, 0, 0.1939049, -0.002271, 0.1939143, 359.4391, 0, 0, 0, 0.64
1680043056.755663, 0, 0.1953672, -0.002271, 0.1953765, 359.2283, 0, 0, 0, 1.28
1680043061.521532, 0, 0.196464, -0.001905585, 0.1968356, 359.4453, 0, 0, 0, 1.92
1680043066.2939174, 0, 0.1979263, -0.002271, 0.198301, 359.3426, 0, 0, 0, 2.56
1680043071.0425205, 0, 0.1993886, -0.002271, 0.1993946, 359.4534, 0, 0, 0, 3.2
1680043075.8202078, 0, 0.2008509, -0.001540169, 0.2001327, 359.351, 0, 0, 0, 3.84
1680043080.591432, 0, 0.2019477, -0.002271, 0.2019604, 359.4574, 0, 0, 0, 4.48
1680043085.336962, 0, 0.2026788, -0.002636416, 0.2030571, 359.4633, 0, 0, 0, 5.12
1680043090.1185093, 0, 0.2041411, -0.001905585, 0.2045193, 359.4652, 0, 0, 0, 5.76
1680043094.8909247, 0, 0.2052379, -0.002271, 0.2045237, 359.4671, 0, 0, 0, 6.4
1680043099.6408165, 0, 0.2059691, -0.002271, 0.2059816, 359.3683, 0, 0, 0, 7.04
1680043104.4023387, 0, 0.2070658, -0.002271, 0.2070826, 359.3716, 0, 0, 0, 7.68
1680043109.1658738, 0, 0.2081625, -0.002271, 0.2081792, 359.3749, 0, 0, 0, 8.32
1680043113.9341555, 0, 0.2092592, -0.002271, 0.2092716, 359.3782, 0, 0, 0, 8.96
1680043118.6802962, 0, 0.2107216, -0.001905585, 0.2103682, 359.4819, 0, 0, 0, 9.6
1680043123.4324877, 0, 0.2118183, -0.002636416, 0.2118347, 359.2857, 0, 0, 0, 10.24
1680043128.188116, 0, 0.212915, -0.002271, 0.2129271, 359.2906, 0, 0, 0, 10.88
1680043132.9650025, 0, 0.2140118, -0.002271, 0.2143936, 359.2954, 0, 0, 0, 11.52
1680043137.7206995, 0, 0.2154741, -0.002271, 0.2154903, 359.299, 0, 0, 0, 12.16
1680043142.4758282, 0, 0.2169364, -0.003001831, 0.2169524, 359.3037, 0, 0, 0, 12.8
1680043147.2508194, 0, 0.2183987, -0.002271, 0.2184194, 359.3084, 0, 0, 0, 13.44
1680043152.0135045, 0, 0.2205922, -0.003001831, 0.2202424, 359.2204, 0, 0, 0, 14.08
1680043156.7996585, 0, 0.2216889, -0.002636416, 0.2217006, 359.3198, 0, 0, 0, 14.72
1680043161.5633047, 0, 0.2231513, -0.002271, 0.2231628, 359.4179, 0, 0, 0, 15.36
1680043166.3217964, 0, 0.2253447, -0.003001831, 0.2253602, 359.3286, 0, 0, 0, 16.0
1680043171.0933902, 0, 0.2271726, -0.003001831, 0.2275535, 359.3362, 0, 0, 0, 16.64
1680043175.8586218, 0, 0.228635, -0.002636416, 0.2293858, 359.249, 0, 0, 0, 17.28
1680043180.6168458, 0, 0.2304628, -0.002636416, 0.2293813, 359.2514, 0, 0, 0, 17.92
1680043185.3793666, 0, 0.2319252, -0.003001831, 0.2319496, 359.2596, 0, 0, 0, 18.56
