t,i,x,y,r,theta,xK,tc, therm
1678695697.0000162, 3.2, -8.625924999999999e-05, 0.0001088396, 6.668314999999999e-08, 125.061, 0, 0, 0
1678695703.9784906, -3.2, -3.1422395e-05, 3.5756484999999994e-05, 2.9685085e-08, 112.6849, 0, 0, 0
1678695710.9624398, 3.2, -0.00013012874999999998, 0.00016365194999999998, 1.028854e-07, 130.3183, 0, 0, 0
1678695717.941972, -3.2, -2.045502e-05, 5.7681400000000006e-05, 1.9753105e-08, 99.96006, 0, 0, 0
1678695724.9214005, 3.2, -0.00013378455, 0.00017096025, 9.39882e-08, 132.6822, 0, 0, 0
1678695731.9297183, -3.2, -2.7766605e-05, 5.402725e-05, 2.4677459999999998e-08, 126.9005, 0, 0, 0
1678695738.902073, 3.2, -0.00014840775000000002, 0.00016365194999999998, 1.195618e-07, 128.0449, 0, 0, 0
1678695745.8907971, -3.2, -5.335715e-05, 5.03731e-05, 2.9685085e-08, 109.5255, 0, 0, 0
1678695752.8711994, 3.2, -0.0001593751, 0.00016730610000000002, 1.211273e-07, 128.2509, 0, 0, 0
1678695759.8582938, -3.2, -2.4110815e-05, 6.498975000000001e-05, 4.3866935e-08, 123.8533, 0, 0, 0
1678695766.87007, 3.2, -0.00014109615, 0.00015634360000000002, 1.2488740000000002e-07, 128.1059, 0, 0, 0
1678695773.8282635, -3.2, -4.238977e-05, 5.7681400000000006e-05, 3.069173e-08, 119.2433, 0, 0, 0
1678695780.8141537, 3.2, -0.00016303090000000003, 0.00018923100000000002, 1.247229e-07, 131.652, 0, 0, 0
1678695787.8240786, -3.2, -4.6045564999999996e-05, 6.86439e-05, 4.5914685000000007e-08, 128.1177, 0, 0, 0
1678695794.8114853, 3.2, -0.0001703425, 0.00018557685, 1.0967825e-07, 132.136, 0, 0, 0
