t,i,x,y,r,theta,xK,tc, therm
1678592951.26195, 3.2, -0.0001557193, 2.1139865e-05, 7.857385000000001e-08, 170.7394, 0, 0, 0
1678592956.7375746, -3.2, -0.00013378455, 3.5756484999999994e-05, 6.045674999999999e-08, 160.5899, 0, 0, 0
1678592962.2168703, 3.2, -0.00020690040000000002, 1.3831555000000002e-05, 1.0357524999999999e-07, 177.2327, 0, 0, 0
1678592967.715691, -3.2, -0.00013378455, 4.30648e-05, 6.335220000000001e-08, 160.6772, 0, 0, 0
1678592973.200577, 3.2, -0.00022152355, -4.4392245e-06, 1.1442655e-07, 179.293, 0, 0, 0
1678592978.6641061, -3.2, -0.00014475194999999998, 3.2102329999999995e-05, 6.973435000000001e-08, 165.4172, 0, 0, 0
1678592984.1623628, 3.2, -0.00023614675, 6.523245e-06, 1.2356539999999998e-07, 178.4418, 0, 0, 0
1678592989.664716, -3.2, -0.0001520635, 3.5756484999999994e-05, 7.277814999999999e-08, 165.4702, 0, 0, 0
1678592995.1374571, 3.2, -0.00022883514999999998, 2.869087e-06, 1.199019e-07, 180.1848, 0, 0, 0
1678593000.605999, -3.2, -0.0001593751, 3.2102329999999995e-05, 7.735085e-08, 169.4035, 0, 0, 0
1678593006.120666, 3.2, -0.00023614675, -7.850685e-07, 1.2538555e-07, 181.0142, 0, 0, 0
1678593011.6053233, -3.2, -0.0001703425, 2.1139865e-05, 8.308075e-08, 170.1018, 0, 0, 0
1678593017.0930521, 3.2, -0.00024345830000000002, -7.850685e-07, 1.235577e-07, 181.822, 0, 0, 0
1678593022.578638, -3.2, -0.00017399825, 2.1139865e-05, 8.58246e-08, 172.9256, 0, 0, 0
1678593028.0637226, 3.2, -0.00026173725, -1.1747535000000001e-05, 1.345853e-07, 181.7, 0, 0, 0
1678593033.5330079, -3.2, -0.00018130985, 2.1139865e-05, 9.126905e-08, 171.8902, 0, 0, 0
1678593039.0283396, 3.2, -0.0002471141, -2.2710004999999998e-05, 1.3275820000000001e-07, 180.9855, 0, 0, 0
1678593044.5209765, -3.2, -0.0001703425, 1.3831555000000002e-05, 8.606875000000001e-08, 171.3526, 0, 0, 0
