t,i,x,y,r,theta,xK,tc,therm,dc
1680043725.6956925, 0, 0.1381019, -0.004416389, 0.1383186, 358.1078, 0, 0, 0, -0.0
1680043730.4801762, 0, 0.1372245, -0.004562555, 0.1374465, 358.0977, 0, 0, 0, -0.64
1680043735.2394886, 0, 0.1364933, -0.004562555, 0.1364186, 358.0855, 0, 0, 0, -1.28
1680043740.0219924, 0, 0.1359084, -0.004416389, 0.135834, 358.1388, 0, 0, 0, -1.92
1680043744.7692235, 0, 0.135031, -0.004270223, 0.1352494, 358.1288, 0, 0, 0, -2.56
1680043749.5441773, 0, 0.1344461, -0.004270223, 0.1343724, 358.1788, 0, 0, 0, -3.2
1680043754.3097515, 0, 0.1337149, -0.004270223, 0.1336417, 358.1689, 0, 0, 0, -3.84
1680043759.0995662, 0, 0.1329838, -0.004416389, 0.1330523, 358.1628, 0, 0, 0, -4.48
1680043763.8583767, 0, 0.1326913, -0.004416389, 0.1326186, 358.2159, 0, 0, 0, -5.12
1680043768.594447, 0, 0.1319602, -0.004416389, 0.1320292, 358.1465, 0, 0, 0, -5.76
1680043773.3399801, 0, 0.1313752, -0.004124057, 0.1314446, 358.202, 0, 0, 0, -6.4
1680043778.1260152, 0, 0.1306441, -0.004124057, 0.1307138, 358.1279, 0, 0, 0, -7.04
1680043782.8980255, 0, 0.1299129, -0.003977891, 0.1301199, 358.2481, 0, 0, 0, -7.68
1680043787.6849208, 0, 0.1294742, -0.003977891, 0.1296815, 358.1777, 0, 0, 0, -8.32
1680043792.4548206, 0, 0.1288893, -0.003977891, 0.1289507, 358.2322, 0, 0, 0, -8.96
1680043797.2555218, 0, 0.1284506, -0.004124057, 0.1286583, 358.2933, 0, 0, 0, -9.6
1680043802.027214, 0, 0.1281581, -0.003977891, 0.1282199, 358.1569, 0, 0, 0, -10.24
1680043806.7936566, 0, 0.1275732, -0.003831725, 0.1276307, 358.2161, 0, 0, 0, -10.88
1680043811.5357733, 0, 0.1269883, -0.003831725, 0.1270506, 358.2079, 0, 0, 0, -11.52
1680043816.2910612, 0, 0.1264033, -0.003977891, 0.1264659, 358.2637, 0, 0, 0, -12.16
1680043821.066857, 0, 0.1258184, -0.003977891, 0.1261691, 358.2556, 0, 0, 0, -12.8
1680043825.8231366, 0, 0.1253797, -0.003977891, 0.1254383, 358.2475, 0, 0, 0, -13.44
1680043830.588326, 0, 0.1246486, -0.003977891, 0.124703, 358.3084, 0, 0, 0, -14.08
1680043835.3608797, 0, 0.1242099, -0.003831725, 0.1241228, 358.3004, 0, 0, 0, -14.72
1680043840.1169884, 0, 0.1236249, -0.003831725, 0.1236843, 358.2924, 0, 0, 0, -15.36
1680043844.8812196, 0, 0.12304, -0.003685558, 0.1232414, 358.2822, 0, 0, 0, -16.0
1680043849.651058, 0, 0.1224551, -0.003393226, 0.1225062, 358.2099, 0, 0, 0, -16.64
1680043854.4210827, 0, 0.1220164, -0.003685558, 0.1222182, 358.2699, 0, 0, 0, -17.28
1680043859.1868339, 0, 0.1215777, -0.003539392, 0.1216336, 358.2636, 0, 0, 0, -17.92
1680043863.962194, 0, 0.1209928, -0.003685558, 0.1211951, 358.3285, 0, 0, 0, -18.56
1680043868.7175715, 0, 0.1205541, -0.003539392, 0.120606, 358.2531, 0, 0, 0, -19.2
1680043873.4735968, 0, 0.1204078, -0.003685558, 0.1203137, 358.2447, 0, 0, 0, -19.84
1680043878.2263288, 0, 0.1199692, -0.003539392, 0.1200171, 358.2425, 0, 0, 0, -20.48
1680043883.0019543, 0, 0.1195305, -0.003393226, 0.1194324, 358.3739, 0, 0, 0, -21.12
1680043887.7567883, 0, 0.1189455, -0.003685558, 0.1191444, 358.368, 0, 0, 0, -21.76
1680043892.530729, 0, 0.1187993, -0.003539392, 0.1187058, 358.2231, 0, 0, 0, -22.400000000000002
1680043897.3160465, 0, 0.1182144, -0.003539392, 0.1184092, 358.3558, 0, 0, 0, -23.04
1680043902.0881233, 0, 0.1180681, -0.003393226, 0.1181212, 358.3538, 0, 0, 0, -23.68
1680043906.8468318, 0, 0.1176295, -0.003393226, 0.1176743, 358.3456, 0, 0, 0, -24.32
1680043911.6196387, 0, 0.1171907, -0.00324706, 0.117386, 358.2701, 0, 0, 0, -24.96
1680043916.394985, 0, 0.1167521, -0.003393226, 0.1169434, 358.3353, 0, 0, 0, -25.6
1680043921.1914806, 0, 0.1167521, -0.003393226, 0.116651, 358.3311, 0, 0, 0, -26.240000000000002
1680043925.9639282, 0, 0.1163134, -0.00324706, 0.1163628, 358.3248, 0, 0, 0, -26.88
1680043930.7285695, 0, 0.1161671, -0.00324706, 0.1162167, 358.4671, 0, 0, 0, -27.52
1680043935.4969664, 0, 0.1157284, -0.00324706, 0.1157782, 358.3929, 0, 0, 0, -28.16
1680043940.2774763, 0, 0.1151435, -0.00324706, 0.1153355, 358.3867, 0, 0, 0, -28.8
1680043945.0331106, 0, 0.1147048, -0.002954727, 0.1150473, 358.3806, 0, 0, 0, -29.44
1680043949.7690363, 0, 0.115436, -0.003393226, 0.1153397, 358.3163, 0, 0, 0, -30.080000000000002
1680043954.5549617, 0, 0.1149973, -0.003393226, 0.1148969, 358.3826, 0, 0, 0, -30.72
1680043959.3301604, 0, 0.114851, -0.003393226, 0.1148969, 358.3077, 0, 0, 0, -31.36
1680043964.1129954, 0, 0.1144124, -0.003393226, 0.1144544, 358.3012, 0, 0, 0, -32.0
1680043968.8841348, 0, 0.1141199, -0.00324706, 0.1143122, 358.3723, 0, 0, 0, -32.0
1680043973.6343856, 0, 0.1147048, -0.00324706, 0.114755, 358.3785, 0, 0, 0, -31.36
1680043978.3970103, 0, 0.1152897, -0.003393226, 0.115632, 358.3205, 0, 0, 0, -30.72
1680043983.1825724, 0, 0.1157284, -0.00324706, 0.1159243, 358.3248, 0, 0, 0, -30.08
1680043987.9486732, 0, 0.1161671, -0.003393226, 0.1163628, 358.3248, 0, 0, 0, -29.44
1680043992.708622, 0, 0.1166058, -0.003539392, 0.1166552, 358.3311, 0, 0, 0, -28.8
1680043997.4699373, 0, 0.1167521, -0.003539392, 0.1168014, 358.4069, 0, 0, 0, -28.16
1680044002.2349772, 0, 0.1170445, -0.003393226, 0.117098, 358.2679, 0, 0, 0, -27.52
1680044006.988146, 0, 0.117337, -0.003393226, 0.1175281, 357.2779, 0, 0, 0, -26.88
1680044011.763747, 0, 0.1177757, -0.003393226, 0.1178288, 358.4168, 0, 0, 0, -26.240000000000002
1680044016.5394483, 0, 0.1176295, -0.003393226, 0.1179707, 358.2808, 0, 0, 0, -25.6
1680044021.303833, 0, 0.1183606, -0.003539392, 0.1182631, 358.4266, 0, 0, 0, -24.96
1680044026.068065, 0, 0.1185068, -0.003539392, 0.1188565, 358.2914, 0, 0, 0, -24.32
1680044030.8335211, 0, 0.1193842, -0.003393226, 0.1194324, 358.2998, 0, 0, 0, -23.68
1680044035.6192796, 0, 0.1199692, -0.003539392, 0.1198752, 358.2382, 0, 0, 0, -23.04
1680044040.377475, 0, 0.1204078, -0.003393226, 0.1204642, 358.2468, 0, 0, 0, -22.4
1680044045.1467345, 0, 0.1208465, -0.003539392, 0.1207566, 358.3244, 0, 0, 0, -21.759999999999998
1680044049.9125562, 0, 0.1212852, -0.003685558, 0.1213412, 358.1905, 0, 0, 0, -21.119999999999997
1680044054.6780937, 0, 0.1218702, -0.003539392, 0.1217797, 358.2657, 0, 0, 0, -20.48
1680044059.4413233, 0, 0.1221626, -0.003685558, 0.1223689, 358.2013, 0, 0, 0, -19.84
1680044064.2166781, 0, 0.1226013, -0.003831725, 0.1228073, 358.2781, 0, 0, 0, -19.2
1680044099.0187006, 0, 0.1231863, -0.003685558, 0.1232458, 358.2184, 0, 0, 0, -18.560000000000002
1680044103.8070755, 0, 0.1239174, -0.003831725, 0.1238305, 358.2247, 0, 0, 0, -17.92
1680044108.5997229, 0, 0.1245023, -0.003977891, 0.1245613, 358.3044, 0, 0, 0, -17.28
1680044113.3675132, 0, 0.124941, -0.003831725, 0.1251459, 358.1764, 0, 0, 0, -16.64
1680044118.1476085, 0, 0.1258184, -0.003831725, 0.1255844, 358.3163, 0, 0, 0, -16.0
1680044122.9018319, 0, 0.1264033, -0.003685558, 0.1266076, 358.1975, 0, 0, 0, -15.36
1680044127.6682081, 0, 0.126842, -0.003831725, 0.1266121, 358.2037, 0, 0, 0, -14.719999999999999
