t,i,x,y,r,theta,xK
1678584295.6479688,-0.8421052631578947,-0.0017715790000000001,-0.0006621870000000001,9.445764999999999e-07,200.4299,0
1678584299.6124756,-1.0105263157894737,-0.0017496445,-0.0006621870000000001,9.364465000000001e-07,200.4422,0
1678584303.5917804,-1.1789473684210525,-0.001756956,-0.0006621870000000001,9.422224999999999e-07,200.3645,0
1678584307.5381002,-1.3473684210526315,-0.001760612,-0.000658533,9.409445e-07,200.7805,0
1678584311.4895267,-1.5157894736842106,-0.0017459885000000001,-0.0006548789999999999,9.306705000000001e-07,200.6649,0
1678584315.471264,-1.6842105263157894,-0.0017386769999999999,-0.0006512250000000001,9.29391e-07,200.6391,0
1678584319.454879,-1.8526315789473684,-0.0017459885000000001,-0.0006512250000000001,9.311045000000001e-07,200.5336,0
1678584323.4147007,-2.0210526315789474,-0.001742333,-0.0006548789999999999,9.29391e-07,200.6391,0
1678584327.370475,-2.1894736842105265,-0.0017386769999999999,-0.0006548789999999999,9.259655000000001e-07,200.5732,0
1678584331.3460946,-2.357894736842105,-0.0017386769999999999,-0.0006439165,9.242530000000001e-07,200.613,0
1678584335.3023121,-2.526315789473684,-0.0017350210000000002,-0.0006439165,9.236144999999999e-07,200.3614,0
1678584339.234238,-2.694736842105263,-0.0017313655,-0.0006548789999999999,9.259655000000001e-07,200.3339,0
1678584343.1936827,-2.863157894736842,-0.0017277095,-0.0006475705,9.22979e-07,200.4404,0
1678584347.1528018,-3.031578947368421,-0.0017240539999999998,-0.0006475705,9.219015000000001e-07,200.4802,0
1678584351.1196644,-3.2,-0.0017277095,-0.0006439165,9.189165000000001e-07,200.4404,0
1678584355.101959,-3.2,-0.0017277095,-0.000636608,9.20189e-07,200.2667,0
1678584359.0745332,-3.031578947368421,-0.0017240539999999998,-0.0006402624999999999,9.195510000000001e-07,200.3339,0
1678584363.0934052,-2.863157894736842,-0.0017313655,-0.0006402624999999999,9.212650000000001e-07,200.4008,0
1678584367.036078,-2.6947368421052635,-0.0017277095,-0.0006402624999999999,9.22541e-07,200.759,0
1678584370.9785588,-2.5263157894736845,-0.0017313655,-0.0006402624999999999,9.30254e-07,200.2552,0
1678584374.9313083,-2.3578947368421055,-0.0017386769999999999,-0.0006512250000000001,9.259655000000001e-07,200.6391,0
1678584378.903986,-2.1894736842105265,-0.001742333,-0.0006475705,9.266055e-07,200.4279,0
1678584382.8429072,-2.0210526315789474,-0.0017459885000000001,-0.0006512250000000001,9.30029e-07,200.4279,0
1678584386.802336,-1.8526315789473686,-0.0017496445,-0.0006548789999999999,9.334545e-07,200.6254,0
1678584390.7736309,-1.6842105263157896,-0.001756956,-0.0006621870000000001,9.358054999999999e-07,200.494,0
1678584394.727181,-1.5157894736842108,-0.0017496445,-0.0006621870000000001,9.381580000000001e-07,200.7554,0
1678584398.6864119,-1.3473684210526318,-0.0017496445,-0.0006548789999999999,9.347354999999999e-07,200.6254,0
1678584402.6462677,-1.1789473684210527,-0.001756956,-0.0006621870000000001,9.37518e-07,200.4032,0
1678584406.6068723,-1.0105263157894737,-0.001760612,-0.0006658415,9.41582e-07,200.6119,0
1678584410.5718644,-0.8421052631578951,-0.001760612,-0.000658533,9.398695e-07,200.5338,0
1678584414.5350428,-0.6736842105263161,-0.0017715790000000001,-0.000658533,9.432945000000001e-07,200.5338,0
1678584418.5074859,-0.5052631578947371,-0.0017715790000000001,-0.0006621870000000001,9.469315e-07,200.5597,0
1678584422.4771154,-0.33684210526315805,-0.001775235,-0.0006621870000000001,9.473585e-07,200.3526,0
1678584426.4512966,-0.16842105263157903,-0.0017788905000000002,-0.0006621870000000001,9.497099999999999e-07,200.4824,0
1678584430.4191666,0.0,-0.0017788905000000002,-0.0006731495,9.503520000000001e-07,200.5854,0
