t,i,x,y,r,theta,xK,tc,therm,dc
1679443088.6643758, 0, 0.09818064, -0.01026304, 0.09858547, 354.0324, 0, 0, 0, -0.0
1679443093.4296622, 0, 0.09774194, -0.01040921, 0.09842471, 354.0236, 0, 0, 0, -0.02
1679443098.185298, 0, 0.0980344, -0.01040921, 0.09857015, 354.0994, 0, 0, 0, -0.04
1679443102.9683821, 0, 0.09788817, -0.01040921, 0.09842471, 354.0058, 0, 0, 0, -0.06
1679443107.7207477, 0, 0.09788817, -0.01040921, 0.09826412, 354.0147, 0, 0, 0, -0.08
1679443112.496441, 0, 0.09788817, -0.01040921, 0.09840959, 353.9969, 0, 0, 0, -0.1
1679443117.2521508, 0, 0.09774194, -0.01026304, 0.09827928, 353.9969, 0, 0, 0, -0.12
1679443122.0306897, 0, 0.09759571, -0.01011687, 0.09826412, 354.0994, 0, 0, 0, -0.14
1679443126.7818835, 0, 0.09774194, -0.01011687, 0.09826412, 354.0906, 0, 0, 0, -0.16
1679443131.552489, 0, 0.09744947, -0.01026304, 0.09824918, 354.0818, 0, 0, 0, -0.18
1679443136.317233, 0, 0.09759571, -0.01026304, 0.09813385, 354.0818, 0, 0, 0, -0.2
1679443141.0737586, 0, 0.09759571, -0.01011687, 0.09813385, 354.1667, 0, 0, 0, -0.22
1679443145.8368971, 0, 0.09774194, -0.01026304, 0.09811868, 354.0906, 0, 0, 0, -0.24
1679443150.6076398, 0, 0.09759571, -0.01011687, 0.09813385, 353.988, 0, 0, 0, -0.26
1679443155.3654206, 0, 0.09759571, -0.01011687, 0.09808896, 353.9969, 0, 0, 0, -0.28
1679443160.1366842, 0, 0.09744947, -0.01011687, 0.09811868, 354.0818, 0, 0, 0, -0.3
1679443164.8956401, 0, 0.09759571, -0.01011687, 0.09811868, 354.0058, 0, 0, 0, -0.32
1679443169.659572, 0, 0.09774194, -0.01026304, 0.09813385, 354.073, 0, 0, 0, -0.34
1679443174.4444754, 0, 0.09774194, -0.01026304, 0.09811868, 354.0058, 0, 0, 0, -0.36
1679443179.1969028, 0, 0.09774194, -0.01011687, 0.09811868, 354.1667, 0, 0, 0, -0.38
1679443183.9765718, 0, 0.09759571, -0.01026304, 0.09798841, 354.0906, 0, 0, 0, -0.4
1679443188.7268105, 0, 0.09730325, -0.01011687, 0.09797321, 354.0818, 0, 0, 0, -0.42
1679443193.495425, 0, 0.09744947, -0.01011687, 0.09795823, 353.9969, 0, 0, 0, -0.44
1679443198.2725303, 0, 0.09759571, -0.01011687, 0.09811868, 354.0818, 0, 0, 0, -0.46
1679443203.0482204, 0, 0.09744947, -0.01026304, 0.09797321, 353.988, 0, 0, 0, -0.48
1679443207.8379066, 0, 0.09744947, -0.009970706, 0.09811868, 354.1667, 0, 0, 0, -0.5
1679443212.603349, 0, 0.09744947, -0.01011687, 0.09798841, 354.073, 0, 0, 0, -0.52
1679443217.3757489, 0, 0.09744947, -0.01011687, 0.09795823, 354.073, 0, 0, 0, -0.54
