t,i,x,y,r,theta,xK,tc, therm
1678694046.107459, 3.2, 2.3414480000000003e-05, -3.7326625e-05, 1.9559214999999998e-07, 126.5236, 0, 0, 0
1678694053.0835702, -3.2, -3.1422395e-05, 0.00036828465, 6.04742e-08, 123.7281, 0, 0, 0
1678694060.0548744, 3.2, -0.00049205215, 0.00010153130000000001, 3.113601e-07, 137.4272, 0, 0, 0
1678694067.0360813, -3.2, 0.0001477114, 0.00041578869999999997, 6.302954999999998e-08, 336.131, 0, 0, 0
1678694074.024616, 3.2, 1.9758685000000003e-05, 0.00025866, 1.5171475e-07, 133.2714, 0, 0, 0
1678694080.9929206, -3.2, 1.2447105000000002e-05, 0.00031347229999999996, 9.967835e-08, 347.6187, 0, 0, 0
1678694087.9501944, 3.2, 5.135520000000001e-06, 2.869087e-06, 2.8968985000000003e-07, 130.7264, 0, 0, 0
1678694094.937433, -3.2, -0.00037872260000000005, 7.960635000000001e-05, 5.5534549999999996e-08, 128.6013, 0, 0, 0
1678694101.9366667, 3.2, 4.169344e-05, 0.0005290675000000001, 1.39782e-07, 76.06059, 0, 0, 0
1678694108.9158907, -3.2, -0.00037141105, -8.84848e-05, 2.090277e-07, 291.1686, 0, 0, 0
1678694115.9100873, 3.2, -7.52919e-05, 0.00032078065, 2.455945e-07, 243.4854, 0, 0, 0
1678694122.8866394, -3.2, 8.79131e-06, 0.00030250985000000003, 2.695207e-07, 1.528847, 0, 0, 0
