t,i,x,y,r,theta,xK,tc,therm,dc
1678706218.3020823, 3.2, -0.00014840775000000002, 0.00014538114999999998, 1.065178e-07, 136.9202, 0, 0, 0, -0.0
1678706224.4702485, -3.2, -3.873398e-05, 3.2102329999999995e-05, 2.6586895000000005e-08, 139.8518, 0, 0, 0, -0.0
1678706231.8791525, 3.2, -0.00011916140000000001, 0.0001088396, 8.069310000000001e-08, 139.5674, 0, 0, 0, -0.25
1678706238.0713823, -3.2, -5.831855e-06, -7.850685e-07, 2.4719410000000004e-09, 280.3611, 0, 0, 0, -0.25
1678706245.4762769, 3.2, -8.991505e-05, 8.326050000000001e-05, 6.385464999999999e-08, 137.0304, 0, 0, 0, -0.5
1678706251.6986656, -3.2, 3.072606e-05, -3.7326625e-05, 2.4557195e-08, 312.6484, 0, 0, 0, -0.5
1678706259.1412685, 3.2, -4.9701355e-05, 4.30648e-05, 3.171523e-08, 139.4396, 0, 0, 0, -0.75
1678706265.3194468, -3.2, 4.900502000000001e-05, -6.290569999999999e-05, 4.101917e-08, 309.593, 0, 0, 0, -0.75
1678706272.7364938, 3.2, -1.679923e-05, 2.1139865e-05, 1.6406815000000003e-08, 138.7564, 0, 0, 0, -1.0
1678706278.9100633, -3.2, 7.093975e-05, -8.483064999999999e-05, 5.786635e-08, 308.7198, 0, 0, 0, -1.0
1678706286.3254502, 3.2, 1.2447105000000002e-05, -2.2710004999999998e-05, 7.33641e-09, 308.9439, 0, 0, 0, -1.25
1678706292.4976568, -3.2, 0.0001111535, -0.0001213722, 8.48716e-08, 311.5309, 0, 0, 0, -1.25
1678706299.912871, 3.2, 2.7070270000000002e-05, -4.4634935000000004e-05, 2.963928e-08, 309.4601, 0, 0, 0, -1.5
1678706306.0684183, -3.2, 0.00014405560000000002, -0.0001542596, 1.0687465e-07, 313.7266, 0, 0, 0, -1.5
1678706313.4674459, 3.2, 6.7284e-05, -7.752235e-05, 4.7377615e-08, 310.5019, 0, 0, 0, -1.75
1678706319.679002, -3.2, 0.00016599035, -0.0001798387, 1.2236699999999997e-07, 313.9169, 0, 0, 0, -1.75
1678706327.0711522, 3.2, 8.921875e-05, -0.0001031014, 6.422099999999999e-08, 311.8968, 0, 0, 0, -2.0
1678706333.2683933, -3.2, 0.00020985984999999998, -0.00022368855000000002, 1.533004e-07, 313.6671, 0, 0, 0, -2.0
1678706340.6781654, 3.2, 0.00012943245, -0.00014695130000000003, 9.778359999999999e-08, 312.2383, 0, 0, 0, -2.25
1678706346.8511815, -3.2, 0.00024641775, -0.0002529218, 1.778714e-07, 313.843, 0, 0, 0, -2.25
1678706354.2421055, 3.2, 0.00015867875, -0.0001725304, 1.1720250000000001e-07, 313.256, 0, 0, 0, -2.5
1678706360.4200485, -3.2, 0.00027566410000000004, -0.00027850090000000003, 1.959592e-07, 314.3421, 0, 0, 0, -2.5
1678706367.8330007, 3.2, 0.00019523670000000002, -0.00020176365, 1.391149e-07, 314.5734, 0, 0, 0, -2.75
1678706374.005455, -3.2, 0.000312222, -0.00031504245, 2.2049084999999997e-07, 315.0759, 0, 0, 0, -2.75
1678706381.4128203, 3.2, 0.00023545039999999998, -0.00023465105000000002, 1.623682e-07, 314.2065, 0, 0, 0, -3.0
1678706387.6058567, -3.2, 0.003262446, -0.0031725919999999997, 2.2544499999999997e-06, 315.0847, 0, 0, 0, -3.0
1678706395.0028358, 3.2, 0.0048856175, -0.0036220535, 4.47448e-06, 318.8036, 0, 0, 0, -3.25
1678706401.2244241, -3.2, 0.0017745385, -0.0030446965, 3.7246365e-06, 315.41, 0, 0, 0, -3.25
1678706408.6253548, 3.2, 0.001222514, 0.0013914485000000002, 5.341985000000001e-07, 323.8229, 0, 0, 0, -3.5
1678706414.809386, -3.2, 0.005492479999999999, -0.00553683, 3.883965499999999e-06, 314.8457, 0, 0, 0, -3.5
1678706422.2260673, 3.2, 0.002257103, -0.0027815975000000004, 2.203016e-06, 315.8121, 0, 0, 0, -3.75
1678706428.391558, -3.2, 0.004205640500000001, -0.0038413024999999997, 2.9444965e-06, 315.6459, 0, 0, 0, -3.75
1678706435.7931604, 3.2, 0.0026848304999999998, -0.0022371285, 1.746919e-06, 315.4709, 0, 0, 0, -4.0
1678706441.984314, -3.2, 0.0034635144999999997, -0.0020434580000000006, 1.5956060000000002e-06, 323.6033, 0, 0, 0, -4.0
1678706449.3991477, 3.2, 0.002454516, -0.0028254475, 1.9533839999999998e-06, 315.3105, 0, 0, 0, -4.25
1678706455.6052125, -3.2, 0.0024472045, -0.0022115495, 2.0696975e-06, 318.3634, 0, 0, 0, -4.25
1678706463.0297062, 3.2, 0.002238824, -0.0024490695, 7.821040000000001e-07, 317.1961, 0, 0, 0, -4.5
1678706469.233485, -3.2, 0.0025093525, -0.0020836535, 9.233955e-07, 333.1418, 0, 0, 0, -4.5
1678706476.63533, 3.2, 0.004117901, -0.0025915815, 3.0654925e-06, 316.1038, 0, 0, 0, -4.75
1678706482.847067, -3.2, 0.006826845, -0.00048313360000000005, 2.782893e-06, 319.5295, 0, 0, 0, -4.75
1678706490.2517073, 3.2, 0.00715952, -0.005759735, 5.15251e-06, 313.9673, 0, 0, 0, -5.0
