t,i,x,y,r,theta,xK,tc, therm
1678704452.008571, 3.2, -0.0001734238, 0.00014731386, 4.611132e-08, 139.5712, 0, 0, 0
1678704459.0120635, -3.2, -0.00014856442, 0.0001341589, 4.049824e-08, 138.2289, 0, 0, 0
1678704466.0009837, 3.2, -0.00022021799999999997, 0.00019993369999999998, 5.9487619999999994e-08, 137.9731, 0, 0, 0
1678704472.9629343, -3.2, -0.0001646499, 0.0001458522, 4.399202e-08, 137.9542, 0, 0, 0
1678704479.9450235, 3.2, -0.0002275296, 0.00020431859999999998, 6.094342000000001e-08, 137.6896, 0, 0, 0
1678704486.9302363, -3.2, -0.00017049916000000002, 0.00015169886, 4.5230380000000004e-08, 138.1225, 0, 0, 0
1678704493.908827, 3.2, -0.0002260672, 0.000207242, 6.32052e-08, 137.2569, 0, 0, 0
1678704500.9076474, -3.2, -0.00016757452000000001, 0.00014731386, 4.564318e-08, 137.8466, 0, 0, 0
1678704507.9049106, 3.2, -0.00023191639999999998, 0.00021162699999999998, 6.300846e-08, 137.8354, 0, 0, 0
1678704514.868227, -3.2, -0.0001734238, 0.00015462218, 4.707684000000001e-08, 138.5504, 0, 0, 0
1678704521.859532, 3.2, -0.00023922800000000002, 0.0002174736, 6.48576e-08, 137.3762, 0, 0, 0
