time,tc temp (C),tr temp (C),tr res (ohm),PAR124,x,y,r,theta
1645336145.9369006,0,20.22507879194346,1020.7663,3.4113237,0.0875859,-0.00115968,0.0875859,-0.72
1645336149.4985094,0,20.204247817303823,1020.70419,3.4102272,0.0875859,-0.00115968,0.0875859,-0.72
1645336153.0728412,0,20.183869034486086,1020.64343,3.4091055,0.0875859,-0.00115968,0.0875859,-0.72
1645336156.6665182,0,20.16387875355991,1020.58383,3.40734,0.0875859,-0.00115968,0.0875859,-0.72
1645336160.2584553,0,20.14444807162829,1020.5259,3.4073443,0.087647,-0.00115968,0.087647,-0.72
1645336163.8222353,0,20.12536906739981,1020.46902,3.4058389,0.0875859,-0.00115968,0.0875859,-0.72
1645336167.4013984,0,20.107258975724257,1020.41503,3.4042451,0.0875859,-0.00115968,0.0875859,-0.72
1645336170.9677668,0,20.089423495307624,1020.36186,3.4033455,0.0875859,-0.00115968,0.0875859,-0.72
1645336174.532724,0,20.072553683250696,1020.31157,3.4018623,0.0875859,-0.00115968,0.0875859,-0.72
1645336178.1071544,0,20.055931718424368,1020.26202,3.4010465,0.0875859,-0.00115968,0.0875859,-0.72
1645336181.6741126,0,20.039517361588178,1020.21309,3.3996684,0.087647,-0.00115968,0.087647,-0.72
1645336185.237629,0,20.02337772242137,1020.16498,3.39837,0.0875859,-0.00115968,0.0875859,-0.72
1645336188.7986548,0,20.008230756564316,1020.11983,3.3970692,0.0875859,-0.00115968,0.0875859,-0.72
1645336192.3624651,0,19.99298282484216,1020.07438,3.3969063,0.0875859,-0.00115968,0.0875859,-0.744
1645336195.924087,0,19.977627210870445,1020.02861,3.3959336,0.0875859,-0.00115968,0.0875859,-0.744
1645336199.4913237,0,19.9600099563752,1019.9761,3.3952252,0.0875859,-0.00115968,0.0875859,-0.72
1645336203.0598435,0,19.938406340107043,1019.91171,3.3939859,0.0875859,-0.00115968,0.0875859,-0.72
1645336206.620681,0,19.910245847341116,1019.82778,3.3935263,0.0875859,-0.00115968,0.0875859,-0.72
1645336210.1975412,0,19.87470562034771,1019.72186,3.3916599,0.0875859,-0.00115968,0.0875859,-0.72
1645336213.7809713,0,19.82984163334944,1019.58816,3.3901329,0.0875859,-0.00115968,0.0875859,-0.72
1645336217.3328414,0,19.77602800817423,1019.4278,3.3889048,0.0875859,-0.00115968,0.0875859,-0.744
1645336220.8928354,0,19.71520263081145,1019.24656,3.3876659,0.0875859,-0.00115968,0.0875859,-0.72
1645336224.4515696,0,19.64859556874805,1019.04811,3.3848788,0.0875859,-0.00115968,0.0875859,-0.744
1645336228.0368097,0,19.578001134312476,1018.8378,3.3825345,0.0875859,-0.00115968,0.0875859,-0.72
1645336231.592939,0,19.50642955406326,1018.6246,3.3793842,0.0875859,-0.00115968,0.0875859,-0.72
1645336235.1600287,0,19.43668070372535,1018.41685,3.3764815,0.0875859,-0.00115968,0.0875859,-0.72
1645336238.7317154,0,19.368919646441693,1018.21504,3.3730585,0.0875859,-0.00115968,0.0875859,-0.72
1645336242.2994728,0,19.30552449618479,1018.02625,3.3705368,0.0875859,-0.00115968,0.0875859,-0.72
1645336245.8619366,0,19.247735653156536,1017.85417,3.3672137,0.0875859,-0.00115968,0.0875859,-0.72
1645336249.416041,0,19.194822285363365,1017.69662,3.3638544,0.0875859,-0.00115968,0.0875859,-0.72
1645336252.978696,0,19.147474034133996,1017.55565,3.360625,0.0875859,-0.00115968,0.0875859,-0.72
1645336256.539883,0,19.10383443962409,1017.42573,3.3560149,0.0875859,-0.00115968,0.0875859,-0.72
1645336260.0984259,0,19.062449621017766,1017.30253,3.3531911,0.0875859,-0.00115968,0.0875859,-0.72
1645336263.6837807,0,19.021216956941537,1017.17979,3.3505353,0.0875859,-0.00115968,0.0875859,-0.744
1645336267.2497451,0,18.97860783654188,1017.05296,3.3482263,0.0875859,-0.00115968,0.0875859,-0.72
1645336270.8260415,0,18.933281433597454,1016.91805,3.3453381,0.0875859,-0.00115968,0.0875859,-0.72
1645336274.396845,0,18.88336902689855,1016.7695,3.3421654,0.0875859,-0.00115968,0.0875859,-0.72
