time,tc temp (C),tr temp (C),tr res (ohm),sr2124,x,y,r,theta
1665961013.7625155,0,0,0,4.514206,0.00904852,-5.3406e-05,0.00904852,-0.336
1665961018.8150928,0,0,0,4.514206,0.00903326,-3.81472e-05,0.00903326,-0.21
1665961023.8711467,0,0,0,4.521518,0.00903326,-5.3406e-05,0.00903326,-0.336
1665961028.9199111,0,0,0,4.499583,0.00904089,-3.81472e-05,0.00904089,-0.21
1665961033.9690924,0,0,0,4.506895,0.00904852,-5.3406e-05,0.00904852,-0.294
1665961039.0144901,0,0,0,4.514206,0.00903326,-4.57766e-05,0.00903326,-0.252
1665961044.055648,0,0,0,4.536141,0.00904089,-4.57766e-05,0.00904852,-0.252
1665961049.1112702,0,0,0,4.514206,0.00904852,-5.3406e-05,0.00904852,-0.336
1665961054.16033,0,0,0,4.514206,0.00903326,-4.57766e-05,0.00903326,-0.252
1665961059.2194955,0,0,0,4.514206,0.00903326,-5.3406e-05,0.00903326,-0.336
1665961064.2583997,0,0,0,4.514206,0.00903326,-3.81472e-05,0.00903326,-0.21
1665961069.311549,0,0,0,4.521518,0.00904852,-4.57766e-05,0.00904852,-0.252
1665961074.3365057,0,0,0,4.521518,0.00904852,-5.3406e-05,0.00904852,-0.336
1665961079.3854847,0,0,0,4.506895,0.00903326,-5.3406e-05,0.00903326,-0.336
1665961084.446578,0,0,0,4.514206,0.00904089,-4.57766e-05,0.00904089,-0.252
1665961089.5034466,0,0,0,4.521518,0.00903326,-5.3406e-05,0.00903326,-0.336
1665961094.5591698,0,0,0,4.506895,0.00904852,-5.3406e-05,0.00904852,-0.294
1665961099.6115353,0,0,0,4.521518,0.00903326,-5.3406e-05,0.00903326,-0.336
1665961104.6440988,0,0,0,4.514206,0.00902563,-4.57766e-05,0.00902563,-0.252
1665961109.6897311,0,0,0,4.514206,0.00904089,-4.57766e-05,0.00904089,-0.252
1665961114.7286975,0,0,0,4.514206,0.00904852,-5.3406e-05,0.00904852,-0.294
1665961119.787724,0,0,0,4.514206,0.00902563,-4.57766e-05,0.00902563,-0.252
1665961124.8300667,0,0,0,4.506895,0.00903326,-3.81472e-05,0.00903326,-0.21
1665961129.880061,0,0,0,4.52883,0.00903326,-5.3406e-05,0.00903326,-0.336
1665961134.9161959,0,0,0,4.521518,0.00903326,-5.3406e-05,0.00903326,-0.336
1665961139.96059,0,0,0,4.499583,0.00902563,-5.3406e-05,0.00902563,-0.294
1665961144.9994564,0,0,0,4.521518,0.00903326,-3.81472e-05,0.00903326,-0.21
1665961150.0617392,0,0,0,4.506895,0.00903326,-5.3406e-05,0.00903326,-0.336
1665961155.1274426,0,0,0,4.492271,0.00902563,-4.57766e-05,0.00903326,-0.252
1665961160.1765704,0,0,0,4.499583,0.00904089,-5.3406e-05,0.00904089,-0.336
1665961165.2156363,0,0,0,4.52883,0.00903326,-5.3406e-05,0.00903326,-0.336
1665961170.2845607,0,0,0,4.506895,0.00903326,-3.81472e-05,0.00903326,-0.21
1665961175.3291378,0,0,0,4.514206,0.00903326,-5.3406e-05,0.00903326,-0.336
1665961180.3779774,0,0,0,4.521518,0.00902563,-5.3406e-05,0.00902563,-0.336
1665961185.4116995,0,0,0,4.506895,0.00902563,-4.57766e-05,0.00902563,-0.252
1665961190.4461696,0,0,0,4.514206,0.00902563,-5.3406e-05,0.00902563,-0.294
1665961195.5096211,0,0,0,4.506895,0.00904089,-4.57766e-05,0.00904089,-0.252
1665961200.5620515,0,0,0,4.514206,0.00902563,-5.3406e-05,0.00902563,-0.336
1665961205.6184175,0,0,0,4.521518,0.00903326,-3.81472e-05,0.00903326,-0.21
1665961210.6673372,0,0,0,4.521518,0.00904089,-5.3406e-05,0.00904089,-0.294
1665961215.7245364,0,0,0,4.506895,0.00902563,-5.3406e-05,0.00902563,-0.294
1665961220.7629364,0,0,0,4.521518,0.00902563,-5.3406e-05,0.00902563,-0.294
1665961225.7951734,0,0,0,4.514206,0.00902563,-4.57766e-05,0.00902563,-0.252
1665961230.8405104,0,0,0,4.521518,0.00902563,-4.57766e-05,0.00902563,-0.252
1665961235.885272,0,0,0,4.514206,0.00902563,-4.57766e-05,0.00902563,-0.252
1665961240.9506567,0,0,0,4.514206,0.00903326,-5.3406e-05,0.00903326,-0.336
1665961246.016485,0,0,0,4.506895,0.00902563,-3.81472e-05,0.00902563,-0.21
1665961251.0579154,0,0,0,4.52883,0.00904089,-5.3406e-05,0.00904089,-0.294
1665961256.1145906,0,0,0,4.521518,0.00903326,-5.3406e-05,0.00903326,-0.336
1665961261.1637144,0,0,0,4.536141,0.00902563,-4.57766e-05,0.00902563,-0.252
1665961266.223107,0,0,0,4.521518,0.00903326,-4.57766e-05,0.00903326,-0.252
1665961271.2649086,0,0,0,4.521518,0.00904089,-5.3406e-05,0.00904089,-0.294
1665961276.3274016,0,0,0,4.52883,0.00902563,-5.3406e-05,0.00902563,-0.336
1665961281.3896358,0,0,0,4.514206,0.00902563,-4.57766e-05,0.00902563,-0.252
1665961286.448422,0,0,0,4.514206,0.00903326,-5.3406e-05,0.00903326,-0.336
1665961291.497743,0,0,0,4.514206,0.00902563,-6.10356e-05,0.00902563,-0.378
1665961296.5467253,0,0,0,4.514206,0.00902563,-5.3406e-05,0.00902563,-0.336
1665961301.5924177,0,0,0,4.52883,0.00902563,-4.57766e-05,0.00902563,-0.252
1665961306.641581,0,0,0,4.521518,0.00903326,-5.3406e-05,0.00903326,-0.294
1665961311.703847,0,0,0,4.514206,0.00902563,-5.3406e-05,0.00902563,-0.336
1665961316.752829,0,0,0,4.521518,0.00902563,-4.57766e-05,0.00902563,-0.252
1665961321.8085918,0,0,0,4.514206,0.00902563,-4.57766e-05,0.00902563,-0.252
1665961326.8677154,0,0,0,4.514206,0.00903326,-5.3406e-05,0.00903326,-0.336
1665961331.9167068,0,0,0,4.521518,0.00902563,-6.10356e-05,0.00902563,-0.378
1665961336.9544091,0,0,0,4.521518,0.00902563,-5.3406e-05,0.00902563,-0.336
1665961342.0045676,0,0,0,4.514206,0.00902563,-5.3406e-05,0.00902563,-0.336
1665961347.0636735,0,0,0,4.52883,0.00902563,-4.57766e-05,0.00902563,-0.252
1665961352.0907493,0,0,0,4.514206,0.00902563,-4.57766e-05,0.00902563,-0.252
1665961357.1449592,0,0,0,4.514206,0.00902563,-4.57766e-05,0.00902563,-0.252
1665961362.1977348,0,0,0,4.499583,0.00903326,-5.3406e-05,0.00903326,-0.294
1665961367.2430587,0,0,0,4.514206,0.00903326,-5.3406e-05,0.00903326,-0.336
1665961372.2887945,0,0,0,4.521518,0.00902563,-6.10356e-05,0.00902563,-0.378
1665961377.3545537,0,0,0,4.514206,0.009018,-5.3406e-05,0.009018,-0.294
1665961382.3936236,0,0,0,4.514206,0.00902563,-4.57766e-05,0.00902563,-0.252
1665961387.4291835,0,0,0,4.514206,0.00902563,-5.3406e-05,0.00902563,-0.336
1665961392.50158,0,0,0,4.521518,0.00903326,-4.57766e-05,0.00903326,-0.252
1665961397.579266,0,0,0,4.514206,0.009018,-5.3406e-05,0.009018,-0.336
1665961402.6514454,0,0,0,4.536141,0.00902563,-4.57766e-05,0.00902563,-0.252
1665961407.713603,0,0,0,4.499583,0.00902563,-6.10356e-05,0.00902563,-0.336
1665961412.7688127,0,0,0,4.499583,0.00902563,-4.57766e-05,0.00902563,-0.252
1665961417.8079548,0,0,0,4.514206,0.00902563,-4.57766e-05,0.00902563,-0.252
1665961422.876568,0,0,0,4.514206,0.00903326,-5.3406e-05,0.00903326,-0.336
1665961427.921859,0,0,0,4.521518,0.00902563,-5.3406e-05,0.00902563,-0.336
1665961432.9670439,0,0,0,4.521518,0.00902563,-6.10356e-05,0.00902563,-0.378
1665961438.023809,0,0,0,4.521518,0.00902563,-4.57766e-05,0.00902563,-0.252
1665961443.052803,0,0,0,4.506895,0.00902563,-5.3406e-05,0.00902563,-0.294
1665961448.1086214,0,0,0,4.521518,0.00902563,-4.57766e-05,0.00902563,-0.252
1665961453.157541,0,0,0,4.514206,0.00903326,-4.57766e-05,0.00903326,-0.252
1665961458.229894,0,0,0,4.521518,0.00902563,-6.10356e-05,0.00902563,-0.378
1665961463.2720628,0,0,0,4.506895,0.00903326,-5.3406e-05,0.00902563,-0.336
1665961468.3147511,0,0,0,4.514206,0.00902563,-5.3406e-05,0.00902563,-0.336
1665961473.353805,0,0,0,4.514206,0.00902563,-5.3406e-05,0.00902563,-0.336
1665961478.4196863,0,0,0,4.521518,0.00902563,-4.57766e-05,0.00903326,-0.252
1665961483.4684334,0,0,0,4.514206,0.00902563,-4.57766e-05,0.00902563,-0.252
1665961488.5110335,0,0,0,4.506895,0.00903326,-4.57766e-05,0.00903326,-0.252
1665961493.5701432,0,0,0,4.514206,0.00904089,-5.3406e-05,0.00904089,-0.294
1665961498.5992057,0,0,0,4.521518,0.00904089,-5.3406e-05,0.00904089,-0.294
1665961503.650421,0,0,0,4.52883,0.00904089,-5.3406e-05,0.00904089,-0.294
1665961508.7092721,0,0,0,4.521518,0.00904089,-5.3406e-05,0.00904089,-0.336
1665961513.7690816,0,0,0,4.506895,0.00902563,-5.3406e-05,0.00902563,-0.294
1665961518.8281379,0,0,0,4.521518,0.00904089,-5.3406e-05,0.00904089,-0.294
1665961523.880272,0,0,0,4.506895,0.00904089,-5.3406e-05,0.00904089,-0.294
1665961528.9196508,0,0,0,4.521518,0.00904089,-5.3406e-05,0.00904089,-0.336
1665961534.0086226,0,0,0,4.514206,0.00902563,-4.57766e-05,0.00902563,-0.252
1665961539.0440593,0,0,0,4.514206,0.00902563,-4.57766e-05,0.00902563,-0.252
1665961544.100183,0,0,0,4.521518,0.00902563,-4.57766e-05,0.00902563,-0.252
1665961549.1491475,0,0,0,4.506895,0.00904089,-4.57766e-05,0.00904089,-0.294
1665961554.191756,0,0,0,4.506895,0.00903326,-3.81472e-05,0.00903326,-0.21
1665961559.2402945,0,0,0,4.514206,0.00904089,-4.57766e-05,0.00904089,-0.252
1665961564.2962027,0,0,0,4.521518,0.00904089,-5.3406e-05,0.00904089,-0.294
1665961569.3352354,0,0,0,4.514206,0.00903326,-4.57766e-05,0.00903326,-0.252
1665961574.394227,0,0,0,4.521518,0.00904089,-5.3406e-05,0.00904089,-0.336
1665961579.450849,0,0,0,4.521518,0.00903326,-5.3406e-05,0.00903326,-0.336
1665961584.498137,0,0,0,4.514206,0.00902563,-5.3406e-05,0.00902563,-0.336
1665961589.5411916,0,0,0,4.52883,0.00902563,-5.3406e-05,0.00902563,-0.294
1665961594.5997636,0,0,0,4.506895,0.00902563,-5.3406e-05,0.00902563,-0.336
1665961599.6361525,0,0,0,4.521518,0.00903326,-5.3406e-05,0.00903326,-0.336
1665961604.6948466,0,0,0,4.514206,0.00902563,-5.3406e-05,0.00902563,-0.294
1665961609.7707798,0,0,0,4.499583,0.00904089,-5.3406e-05,0.00904089,-0.336
1665961614.8194194,0,0,0,4.514206,0.00904089,-4.57766e-05,0.00904089,-0.252
1665961619.8654912,0,0,0,4.521518,0.00904089,-5.3406e-05,0.00904089,-0.294
1665961624.9008808,0,0,0,4.506895,0.00904089,-4.57766e-05,0.00904089,-0.252
1665961629.9665248,0,0,0,4.521518,0.00904089,-5.3406e-05,0.00904089,-0.294
1665961635.0056932,0,0,0,4.514206,0.00904089,-5.3406e-05,0.00904089,-0.294
1665961640.0712168,0,0,0,4.52883,0.00904089,-5.3406e-05,0.00904089,-0.336
1665961645.1266966,0,0,0,4.52883,0.00903326,-5.3406e-05,0.00903326,-0.336
1665961650.1817846,0,0,0,4.514206,0.00902563,-5.3406e-05,0.00902563,-0.294
1665961655.2258978,0,0,0,4.521518,0.00902563,-5.3406e-05,0.00902563,-0.336
1665961660.2801356,0,0,0,4.521518,0.00902563,-5.3406e-05,0.00902563,-0.294
1665961665.3259978,0,0,0,4.521518,0.00902563,-5.3406e-05,0.00902563,-0.294
1665961670.3736835,0,0,0,4.521518,0.00903326,-5.3406e-05,0.00903326,-0.336
1665961675.434843,0,0,0,4.506895,0.00902563,-5.3406e-05,0.00902563,-0.294
1665961680.4991035,0,0,0,4.506895,0.00902563,-4.57766e-05,0.00902563,-0.252
1665961685.5453727,0,0,0,4.521518,0.00903326,-4.57766e-05,0.00903326,-0.252
1665961690.5837452,0,0,0,4.514206,0.00902563,-4.57766e-05,0.00902563,-0.252
1665961695.6341012,0,0,0,4.514206,0.00902563,-5.3406e-05,0.00902563,-0.294
1665961700.6837862,0,0,0,4.506895,0.00902563,-5.3406e-05,0.00902563,-0.336
1665961705.7207904,0,0,0,4.514206,0.00904089,-5.3406e-05,0.00904089,-0.336
1665961710.7558312,0,0,0,4.521518,0.00904089,-3.81472e-05,0.00904089,-0.21
1665961715.793966,0,0,0,4.514206,0.00904089,-4.57766e-05,0.00904089,-0.252
1665961720.8355503,0,0,0,4.514206,0.00902563,-4.57766e-05,0.00902563,-0.252
1665961725.872382,0,0,0,4.521518,0.00904089,-5.3406e-05,0.00904089,-0.336
1665961730.9014447,0,0,0,4.521518,0.00904852,-4.57766e-05,0.00904852,-0.252
1665961735.9462163,0,0,0,4.514206,0.00903326,-4.57766e-05,0.00903326,-0.252
1665961741.0006733,0,0,0,4.52883,0.00904089,-4.57766e-05,0.00904089,-0.252
1665961746.050737,0,0,0,4.521518,0.00903326,-4.57766e-05,0.00903326,-0.252
1665961751.092127,0,0,0,4.52883,0.00902563,-5.3406e-05,0.00902563,-0.294
1665961756.1565225,0,0,0,4.506895,0.00902563,-4.57766e-05,0.00903326,-0.252
1665961761.208003,0,0,0,4.52883,0.00904089,-4.57766e-05,0.00904089,-0.252
1665961766.2779415,0,0,0,4.514206,0.00904852,-5.3406e-05,0.00904852,-0.294
1665961771.3215103,0,0,0,4.499583,0.00904852,-3.81472e-05,0.00904852,-0.252
1665961776.3731892,0,0,0,4.521518,0.00903326,-4.57766e-05,0.00903326,-0.252
1665961781.415123,0,0,0,4.506895,0.00903326,-4.57766e-05,0.00903326,-0.252
1665961786.4552395,0,0,0,4.52883,0.00903326,-5.3406e-05,0.00903326,-0.336
1665961791.497538,0,0,0,4.499583,0.00905615,-5.3406e-05,0.00905615,-0.294
1665961796.5465665,0,0,0,4.52883,0.00904852,-4.57766e-05,0.00904852,-0.252
1665961801.592352,0,0,0,4.521518,0.00903326,-4.57766e-05,0.00903326,-0.252
1665961806.6413462,0,0,0,4.506895,0.00904089,-4.57766e-05,0.00904089,-0.252
1665961811.6871293,0,0,0,4.514206,0.00903326,-5.3406e-05,0.00903326,-0.294
1665961816.716077,0,0,0,4.514206,0.00905615,-5.3406e-05,0.00905615,-0.294
1665961821.7684324,0,0,0,4.514206,0.00905615,-5.3406e-05,0.00905615,-0.294
1665961826.807381,0,0,0,4.521518,0.00903326,-4.57766e-05,0.00903326,-0.252
1665961831.8508952,0,0,0,4.521518,0.00903326,-5.3406e-05,0.00903326,-0.294
1665961836.902096,0,0,0,4.521518,0.00903326,-5.3406e-05,0.00903326,-0.294
1665961841.9679272,0,0,0,4.514206,0.00904089,-5.3406e-05,0.00904089,-0.336
1665961847.0202568,0,0,0,4.499583,0.00904852,-5.3406e-05,0.00904852,-0.336
1665961852.071157,0,0,0,4.514206,0.00904852,-5.3406e-05,0.00904852,-0.336
1665961857.1077533,0,0,0,4.506895,0.00905615,-4.57766e-05,0.00905615,-0.252
1665961862.1539333,0,0,0,4.514206,0.00904089,-3.81472e-05,0.00904089,-0.21
1665961867.1929736,0,0,0,4.506895,0.00903326,-5.3406e-05,0.00903326,-0.294
1665961872.2387183,0,0,0,4.506895,0.00905615,-5.3406e-05,0.00905615,-0.294
1665961877.2843816,0,0,0,4.506895,0.00905615,-4.57766e-05,0.00905615,-0.252
1665961882.3300126,0,0,0,4.514206,0.00904089,-4.57766e-05,0.00904089,-0.252
1665961887.3890147,0,0,0,4.514206,0.00905615,-3.81472e-05,0.00905615,-0.21
1665961892.4251385,0,0,0,4.506895,0.00904089,-5.3406e-05,0.00904089,-0.294
1665961897.4538465,0,0,0,4.506895,0.00905615,-3.81472e-05,0.00905615,-0.21
1665961902.4899163,0,0,0,4.514206,0.00904852,-5.3406e-05,0.00904852,-0.336
1665961907.5285325,0,0,0,4.521518,0.00905615,-4.57766e-05,0.00905615,-0.294
1665961912.5974438,0,0,0,4.52883,0.00905615,-4.57766e-05,0.00905615,-0.252
1665961917.6411765,0,0,0,4.521518,0.00905615,-3.81472e-05,0.00906378,-0.21
1665961922.6717477,0,0,0,4.506895,0.00904089,-5.3406e-05,0.00904089,-0.294
1665961927.7145822,0,0,0,4.514206,0.00906378,-4.57766e-05,0.00906378,-0.252
1665961932.7749197,0,0,0,4.514206,0.00906378,-4.57766e-05,0.00906378,-0.252
1665961937.8216872,0,0,0,4.521518,0.00904089,-3.81472e-05,0.00904089,-0.21
1665961942.888218,0,0,0,4.514206,0.00905615,-3.81472e-05,0.00905615,-0.21
1665961947.9430282,0,0,0,4.506895,0.00904852,-3.81472e-05,0.00904852,-0.21
1665961952.9897375,0,0,0,4.506895,0.00904089,-5.3406e-05,0.00904089,-0.294
1665961958.046845,0,0,0,4.506895,0.00904852,-5.3406e-05,0.00904852,-0.294
1665961963.0944383,0,0,0,4.521518,0.00906378,-5.3406e-05,0.00906378,-0.294
1665961968.1600907,0,0,0,4.521518,0.00905615,-5.3406e-05,0.00905615,-0.294
1665961973.2191162,0,0,0,4.521518,0.00905615,-5.3406e-05,0.00905615,-0.294
1665961978.28515,0,0,0,4.499583,0.00906378,-4.57766e-05,0.00906378,-0.294
1665961983.3405557,0,0,0,4.506895,0.00906378,-4.57766e-05,0.00906378,-0.252
1665961988.4128647,0,0,0,4.514206,0.00905615,-5.3406e-05,0.00905615,-0.294
1665961993.4483902,0,0,0,4.506895,0.00904852,-3.81472e-05,0.00904852,-0.21
1665961998.4791079,0,0,0,4.521518,0.00905615,-5.3406e-05,0.00905615,-0.294
1665962003.5315042,0,0,0,4.521518,0.00906378,-3.81472e-05,0.00906378,-0.252
1665962008.5914583,0,0,0,4.521518,0.00906378,-4.57766e-05,0.00906378,-0.252
1665962013.6459908,0,0,0,4.514206,0.00905615,-3.81472e-05,0.00905615,-0.21
1665962018.7121797,0,0,0,4.506895,0.00904852,-3.81472e-05,0.00904852,-0.21
1665962023.7668705,0,0,0,4.536141,0.00904852,-3.81472e-05,0.00904852,-0.21
1665962028.8139234,0,0,0,4.506895,0.00904089,-4.57766e-05,0.00904089,-0.252
1665962033.8553023,0,0,0,4.514206,0.00906378,-5.3406e-05,0.00906378,-0.294
1665962038.9154937,0,0,0,4.514206,0.00906378,-3.81472e-05,0.00906378,-0.21
1665962043.9583669,0,0,0,4.521518,0.00904089,-3.81472e-05,0.00904089,-0.21
1665962048.9958599,0,0,0,4.514206,0.00906378,-4.57766e-05,0.00906378,-0.252
1665962054.0292346,0,0,0,4.521518,0.00904089,-3.81472e-05,0.00904089,-0.21
1665962059.0760894,0,0,0,4.506895,0.00906378,-5.3406e-05,0.00906378,-0.294
1665962064.136612,0,0,0,4.521518,0.00905615,-5.3406e-05,0.00905615,-0.294
1665962069.180174,0,0,0,4.514206,0.00904089,-4.57766e-05,0.00904089,-0.21
1665962074.2338166,0,0,0,4.514206,0.00904852,-5.3406e-05,0.00904852,-0.294
1665962079.2924623,0,0,0,4.514206,0.00906378,-5.3406e-05,0.00906378,-0.294
1665962084.3346796,0,0,0,4.521518,0.00906378,-3.81472e-05,0.00906378,-0.252
1665962089.3822227,0,0,0,4.521518,0.00904852,-4.57766e-05,0.00904852,-0.252
1665962094.4336271,0,0,0,4.521518,0.00905615,-5.3406e-05,0.00905615,-0.294
1665962099.4774468,0,0,0,4.521518,0.00905615,-3.81472e-05,0.00905615,-0.21
1665962104.5397074,0,0,0,4.521518,0.00904852,-4.57766e-05,0.00904852,-0.252
1665962109.593194,0,0,0,4.514206,0.00904852,-5.3406e-05,0.00904852,-0.294
1665962114.640069,0,0,0,4.514206,0.00906378,-4.57766e-05,0.00906378,-0.252
1665962119.7066257,0,0,0,4.521518,0.00906378,-4.57766e-05,0.00906378,-0.252
1665962124.7623923,0,0,0,4.52883,0.00905615,-3.81472e-05,0.00905615,-0.21
1665962129.8161914,0,0,0,4.521518,0.00904852,-5.3406e-05,0.00904852,-0.294
1665962134.8480868,0,0,0,4.514206,0.00906378,-3.81472e-05,0.00906378,-0.252
1665962139.8953915,0,0,0,4.52883,0.00904089,-4.57766e-05,0.00904089,-0.252
1665962144.9458125,0,0,0,4.514206,0.00905615,-5.3406e-05,0.00905615,-0.294
1665962149.9910293,0,0,0,4.514206,0.00904852,-3.81472e-05,0.00904852,-0.21
1665962155.0423174,0,0,0,4.521518,0.00904852,-5.3406e-05,0.00904852,-0.294
1665962160.09359,0,0,0,4.514206,0.00906378,-4.57766e-05,0.00906378,-0.252
1665962165.1658037,0,0,0,4.514206,0.00906378,-3.81472e-05,0.00906378,-0.21
1665962170.2222884,0,0,0,4.506895,0.00906378,-3.81472e-05,0.00906378,-0.21
1665962175.2706642,0,0,0,4.514206,0.00904852,-3.81472e-05,0.00904852,-0.21
1665962180.3284101,0,0,0,4.521518,0.00905615,-5.3406e-05,0.00905615,-0.294
1665962185.370538,0,0,0,4.514206,0.00905615,-3.81472e-05,0.00905615,-0.21
1665962190.4223034,0,0,0,4.521518,0.00904852,-5.3406e-05,0.00904852,-0.294
1665962195.4817722,0,0,0,4.521518,0.00905615,-5.3406e-05,0.00905615,-0.294
1665962200.527326,0,0,0,4.514206,0.00905615,-3.81472e-05,0.00905615,-0.21
1665962205.579498,0,0,0,4.499583,0.00904852,-5.3406e-05,0.00904852,-0.294
1665962210.6423297,0,0,0,4.521518,0.00906378,-5.3406e-05,0.00905615,-0.294
1665962215.6904628,0,0,0,4.52883,0.00906378,-4.57766e-05,0.00906378,-0.252
1665962220.734503,0,0,0,4.506895,0.00904852,-5.3406e-05,0.00904852,-0.294
1665962225.8056514,0,0,0,4.514206,0.00906378,-5.3406e-05,0.00906378,-0.294
1665962230.8486924,0,0,0,4.536141,0.00906378,-3.81472e-05,0.00906378,-0.21
1665962235.8940408,0,0,0,4.521518,0.00904852,-5.3406e-05,0.00904852,-0.294
1665962240.9435072,0,0,0,4.521518,0.00906378,-3.81472e-05,0.00906378,-0.21
1665962245.9781306,0,0,0,4.521518,0.00904852,-5.3406e-05,0.00904852,-0.294
1665962251.0152059,0,0,0,4.521518,0.00904852,-3.81472e-05,0.00905615,-0.21
1665962256.0856206,0,0,0,4.52883,0.00904089,-4.57766e-05,0.00904089,-0.252
1665962261.139147,0,0,0,4.52883,0.00905615,-5.3406e-05,0.00905615,-0.294
1665962266.1848772,0,0,0,4.52883,0.00906378,-3.81472e-05,0.00906378,-0.21
1665962271.26479,0,0,0,4.514206,0.00904089,-4.57766e-05,0.00904852,-0.252
1665962276.3336363,0,0,0,4.514206,0.00904852,-3.05178e-05,0.00904852,-0.168
1665962281.4053662,0,0,0,4.521518,0.00904852,-3.81472e-05,0.00905615,-0.21
1665962286.4654295,0,0,0,4.52883,0.00905615,-5.3406e-05,0.00905615,-0.294
1665962291.5476968,0,0,0,4.521518,0.00904852,-5.3406e-05,0.00904852,-0.294
1665962296.5924482,0,0,0,4.506895,0.00906378,-5.3406e-05,0.00906378,-0.294
1665962301.659029,0,0,0,4.521518,0.00905615,-3.81472e-05,0.00905615,-0.21
1665962306.7224011,0,0,0,4.521518,0.00904852,-3.81472e-05,0.00904852,-0.21
1665962311.780696,0,0,0,4.521518,0.00904852,-5.3406e-05,0.00904852,-0.294
1665962316.8950279,0,0,0,4.506895,0.00906378,-3.81472e-05,0.00906378,-0.21
1665962321.9387896,0,0,0,4.514206,0.00904089,-4.57766e-05,0.00904089,-0.252
1665962327.0052836,0,0,0,4.514206,0.00906378,-5.3406e-05,0.00906378,-0.294
1665962332.048825,0,0,0,4.52883,0.00904852,-3.81472e-05,0.00904852,-0.21
1665962337.1183248,0,0,0,4.521518,0.00905615,-5.3406e-05,0.00905615,-0.294
1665962342.1783998,0,0,0,4.543453,0.00906378,-5.3406e-05,0.00906378,-0.294
1665962347.24063,0,0,0,4.514206,0.00906378,-3.81472e-05,0.00906378,-0.21
1665962352.2695317,0,0,0,4.514206,0.00905615,-5.3406e-05,0.00904852,-0.294
1665962357.314504,0,0,0,4.52883,0.00904852,-3.81472e-05,0.00904852,-0.21
1665962362.3595135,0,0,0,4.514206,0.00906378,-4.57766e-05,0.00906378,-0.252
1665962367.42228,0,0,0,4.514206,0.00905615,-3.81472e-05,0.00905615,-0.21
1665962372.4691606,0,0,0,4.514206,0.00904852,-5.3406e-05,0.00904852,-0.294
1665962377.516957,0,0,0,4.521518,0.00904852,-3.05178e-05,0.00905615,-0.168
1665962382.5842314,0,0,0,4.514206,0.00904852,-3.81472e-05,0.00904852,-0.21
1665962387.6412427,0,0,0,4.521518,0.00906378,-5.3406e-05,0.00906378,-0.294
1665962392.7173371,0,0,0,4.536141,0.00906378,-5.3406e-05,0.00906378,-0.294
1665962397.79111,0,0,0,4.514206,0.00906378,-4.57766e-05,0.00906378,-0.252
1665962402.8573623,0,0,0,4.521518,0.00904852,-3.81472e-05,0.00904852,-0.21
1665962407.9038258,0,0,0,4.514206,0.00905615,-5.3406e-05,0.00905615,-0.294
1665962412.9753373,0,0,0,4.499583,0.00906378,-4.57766e-05,0.00906378,-0.252
1665962418.0298162,0,0,0,4.536141,0.00905615,-3.05178e-05,0.00905615,-0.168
1665962423.0934489,0,0,0,4.521518,0.00905615,-6.10356e-05,0.00905615,-0.378
1665962428.1332572,0,0,0,4.506895,0.00905615,-3.05178e-05,0.00906378,-0.21
1665962433.1777062,0,0,0,4.499583,0.00906378,-5.3406e-05,0.00906378,-0.294
1665962438.220284,0,0,0,4.514206,0.00904852,-5.3406e-05,0.00904852,-0.294
1665962443.272828,0,0,0,4.506895,0.00906378,-5.3406e-05,0.00906378,-0.294
1665962448.3303678,0,0,0,4.52883,0.00905615,-3.05178e-05,0.00905615,-0.168
1665962453.367742,0,0,0,4.514206,0.00906378,-5.3406e-05,0.00906378,-0.294
1665962458.4270637,0,0,0,4.536141,0.00904852,-3.81472e-05,0.00904852,-0.21
1665962463.4778628,0,0,0,4.52883,0.00906378,-5.3406e-05,0.00906378,-0.294
1665962468.5159538,0,0,0,4.521518,0.00904089,-4.57766e-05,0.00904089,-0.252
1665962473.5664978,0,0,0,4.506895,0.00906378,-3.05178e-05,0.00906378,-0.168
1665962478.6032164,0,0,0,4.514206,0.00906378,-4.57766e-05,0.00906378,-0.252
1665962483.6509314,0,0,0,4.521518,0.00904089,-3.81472e-05,0.00904089,-0.21
1665962488.6974452,0,0,0,4.521518,0.00906378,-4.57766e-05,0.00906378,-0.252
1665962493.756232,0,0,0,4.521518,0.00904852,-3.81472e-05,0.00904852,-0.21
1665962498.814167,0,0,0,4.514206,0.00905615,-5.3406e-05,0.00905615,-0.294
1665962503.869136,0,0,0,4.514206,0.00906378,-4.57766e-05,0.00906378,-0.252
1665962508.9189413,0,0,0,4.514206,0.00904089,-4.57766e-05,0.00904089,-0.252
1665962513.961736,0,0,0,4.521518,0.00904852,-3.81472e-05,0.00904852,-0.21
1665962519.0303001,0,0,0,4.506895,0.00906378,-3.81472e-05,0.00906378,-0.21
1665962524.0823686,0,0,0,4.521518,0.00906378,-4.57766e-05,0.00906378,-0.252
1665962529.1129234,0,0,0,4.52883,0.00904852,-5.3406e-05,0.00904852,-0.294
1665962534.1639009,0,0,0,4.536141,0.00904852,-3.81472e-05,0.00904852,-0.21
1665962539.212875,0,0,0,4.514206,0.00905615,-5.3406e-05,0.00905615,-0.294
1665962544.2562997,0,0,0,4.521518,0.00904852,-3.81472e-05,0.00904852,-0.21
1665962549.2947223,0,0,0,4.514206,0.00906378,-3.81472e-05,0.00906378,-0.21
