t,i,x,y,r,theta,xK,tc,therm,dc,trueGateDC,trueGateI
1680666006.530215, 0, -0.03970016, -7.850687e-05, 0.03970023, 180.6407, 0, 0, 0, 0.0, +3.532536E-06, +2.684652E-09
1680666012.7354937, 0, -0.03970016, -7.850687e-05, 0.03970119, 180.1133, 0, 0, 0, 0.5, +5.000112E-01, +2.695104E-09
1680666018.9481432, 0, -0.04006574, -7.850687e-05, 0.04006676, 180.1123, 0, 0, 0, 1.0, +1.000101E+00, -3.223738E-09
1680666025.0936024, 0, -0.04006574, -7.850687e-05, 0.04006581, 180.1113, 0, 0, 0, 1.5, +1.500045E+00, -3.166284E-09
1680666031.279339, 0, -0.04043131, -7.850687e-05, 0.04043375, 179.5934, 0, 0, 0, 2.0, +1.999952E+00, +3.301956E-09
1680666037.464691, 0, -0.04043131, -7.850687e-05, 0.04079697, 180.1103, 0, 0, 0, 2.5, +2.500737E+00, -2.427872E-10
1680666043.6598456, 0, -0.04116247, -7.850687e-05, 0.0407979, 180.1093, 0, 0, 0, 3.0, +3.000093E+00, +3.191036E-09
1680666049.865214, 0, -0.04116247, -7.850687e-05, 0.04116347, 180.1093, 0, 0, 0, 3.5, +3.500132E+00, +4.878098E-11
1680666056.0566874, 0, -0.04116247, -7.850687e-05, 0.04152812, 180.1083, 0, 0, 0, 4.0, +3.999456E+00, +2.724285E-09
1680666062.2567396, 0, -0.04189363, -7.850687e-05, 0.04152812, 180.6071, 0, 0, 0, 4.5, +4.500091E+00, +6.252411E-10
1680666068.4523969, 0, -0.04189363, -7.850687e-05, 0.04225928, 180.6019, 0, 0, 0, 5.0, +5.000543E+00, +1.487961E-09
1680666074.617203, 0, -0.04225921, 0.0002869087, 0.04262486, 180.6019, 0, 0, 0, 5.5, +5.500553E+00, +1.142378E-09
1680666080.8193576, 0, -0.04262479, 0.0002869087, 0.04226425, 179.611, 0, 0, 0, 6.0, +5.999929E+00, +2.791230E-09
1680666087.001297, 0, -0.04262479, 0.0002869087, 0.04299044, 180.5967, 0, 0, 0, 6.5, +6.499463E+00, +3.793952E-09
1680666093.1894333, 0, -0.04335595, 0.0002869087, 0.04299044, 180.1047, 0, 0, 0, 7.0, +7.000215E+00, -8.029082E-10
1680666099.386186, 0, -0.04299037, 0.0002869087, 0.04335602, 180.5866, 0, 0, 0, 7.5, +7.501022E+00, -2.541183E-09
1680666105.599392, 0, -0.0440871, -7.850687e-05, 0.04372378, 180.1038, 0, 0, 0, 8.0, +8.000566E+00, +3.735741E-09
1680666111.8087308, 0, -0.0440871, -0.0004439224, 0.04408804, 180.1029, 0, 0, 0, 8.5, +8.500271E+00, +2.999945E-09
1680666118.0124285, 0, -0.04445269, -7.850687e-05, 0.04408934, 180.5769, 0, 0, 0, 9.0, +8.999760E+00, +3.632241E-09
1680666124.2011385, 0, -0.04445269, -7.850687e-05, 0.04481918, 180.1021, 0, 0, 0, 9.5, +9.499550E+00, +4.373291E-09
1680666130.3797953, 0, -0.04518384, -7.850687e-05, 0.04518602, 179.6362, 0, 0, 0, 10.0, +1.000099E+01, -1.098015E-09
1680666136.5531034, 0, -0.04481826, -7.850687e-05, 0.04518391, 179.6332, 0, 0, 0, 10.5, +1.050108E+01, +1.022118E-09
1680666142.764832, 0, -0.045915, 0.0002869087, 0.04554949, 180.0988, 0, 0, 0, 11.0, +1.100106E+01, +1.232296E-09
1680666148.9653475, 0, -0.045915, -0.0004439224, 0.0459159, 180.098, 0, 0, 0, 11.5, +1.149994E+01, +5.745016E-09
1680666155.1501284, 0, -0.04628058, 0.0002869087, 0.04628064, 179.6448, 0, 0, 0, 12.0, +1.199955E+01, +5.578259E-09
1680666161.3607428, 0, -0.04628058, -7.850687e-05, 0.04664623, 180.0965, 0, 0, 0, 12.5, +1.249992E+01, +4.944599E-09
1680666167.535442, 0, -0.04628058, -7.850687e-05, 0.0470118, 179.6476, 0, 0, 0, 13.0, +1.300034E+01, +6.292197E-09
1680666173.7274015, 0, -0.04737732, 0.0002869087, 0.04701261, 180.0957, 0, 0, 0, 13.5, +1.350157E+01, -1.146182E-09
1680666179.9371061, 0, -0.04737732, -7.850687e-05, 0.0470118, 180.095, 0, 0, 0, 14.0, +1.400112E+01, -8.329494E-10
1680666186.1251016, 0, -0.04810848, -7.850687e-05, 0.04774376, 180.0942, 0, 0, 0, 14.5, +1.450059E+01, -3.703218E-10
1680666192.304806, 0, -0.04810848, -7.850687e-05, 0.0484749, 180.0928, 0, 0, 0, 15.0, +1.499973E+01, +4.958029E-09
1680666198.4867506, 0, -0.04810848, -7.850687e-05, 0.04810854, 179.6609, 0, 0, 0, 15.5, +1.550009E+01, +6.500002E-09
1680666204.6747103, 0, -0.04810848, -7.850687e-05, 0.0484749, 179.6634, 0, 0, 0, 16.0, +1.600098E+01, +1.765892E-09
1680666210.8473556, 0, -0.04920521, -7.850687e-05, 0.0488397, 179.6659, 0, 0, 0, 16.5, +1.650060E+01, +2.779620E-09
1680666217.0527368, 0, -0.04883964, 0.0006523243, 0.04920605, 179.6659, 0, 0, 0, 17.0, +1.700002E+01, +3.813336E-09
1680666223.2577083, 0, -0.04957079, -7.850687e-05, 0.04957508, 179.2404, 0, 0, 0, 17.5, +1.749956E+01, +4.767291E-09
1680666229.4375358, 0, -0.04993637, 0.0002869087, 0.05030277, 179.6708, 0, 0, 0, 18.0, +1.800057E+01, +2.013025E-09
1680666235.6319141, 0, -0.05030195, 0.0002869087, 0.05030277, 179.6732, 0, 0, 0, 18.5, +1.850031E+01, +6.651766E-09
1680666241.837936, 0, -0.05030195, 0.0002869087, 0.05066759, 180.0888, 0, 0, 0, 19.0, +1.900011E+01, +8.696189E-09
1680666248.007147, 0, -0.05103311, 0.0002869087, 0.05066759, 180.0882, 0, 0, 0, 19.5, +1.949996E+01, +5.965395E-09
1680666254.2291503, 0, -0.05139869, 0.0002869087, 0.05139875, 179.6802, 0, 0, 0, 20.0, +1.999945E+01, +7.925202E-09
1680666260.4239364, 0, -0.05176427, -7.850687e-05, 0.05176506, 179.6824, 0, 0, 0, 20.5, +2.049983E+01, +9.203375E-09
1680666266.6226146, 0, -0.05212985, 0.0002869087, 0.05213063, 179.2831, 0, 0, 0, 21.0, +2.100068E+01, +4.976712E-09
1680666272.7958157, 0, -0.05249543, 0.0002869087, 0.05249549, 179.6868, 0, 0, 0, 21.5, +2.150284E+01, +9.273051E-09
1680666279.0112, 0, -0.05322658, 0.0002869087, 0.05286106, 180.0851, 0, 0, 0, 22.0, +2.200539E+01, +2.525519E-09
1680666285.2322993, 0, -0.05322658, -7.850687e-05, 0.05322736, 179.6911, 0, 0, 0, 22.5, +2.250259E+01, +3.572114E-09
1680666291.4488337, 0, -0.05359216, 0.0002869087, 0.05359293, 179.6953, 0, 0, 0, 23.0, +2.300189E+01, +8.577441E-09
1680666297.6375432, 0, -0.0546889, 0.0006523243, 0.05432724, 180.0834, 0, 0, 0, 23.5, +2.350313E+01, +6.704628E-09
1680666303.832663, 0, -0.0546889, 0.0002869087, 0.05432338, 179.6994, 0, 0, 0, 24.0, +2.400399E+01, +5.465269E-09
1680666310.005158, 0, -0.0546889, 0.0002869087, 0.0554208, 179.7034, 0, 0, 0, 24.5, +2.450357E+01, +1.047226E-08
1680666316.1838853, 0, -0.05542006, 0.0002869087, 0.05578945, 179.7034, 0, 0, 0, 25.0, +2.500441E+01, +1.042920E-08
1680666322.3741307, 0, -0.05578564, 0.0002869087, 0.05578638, 179.7053, 0, 0, 0, 25.5, +2.550690E+01, +2.460288E-09
1680666328.55645, 0, -0.05615122, 0.0002869087, 0.05615127, 179.7091, 0, 0, 0, 26.0, +2.600748E+01, +3.399345E-09
1680666334.7205174, 0, -0.05688237, 0.0002869087, 0.05651685, 179.7091, 0, 0, 0, 26.5, +2.650591E+01, +1.173171E-08
1680666340.920401, 0, -0.05724796, 0.0002869087, 0.0568831, 180.0786, 0, 0, 0, 27.0, +2.700851E+01, +3.119348E-09
