t,i,x,y,r,theta,xK,tc,therm,dc, trueGateDC, trueGateI
1680563539.617698, 0, -0.08832218, 0.00101774, 0.08832459, 179.5768, 0, 0, 0, 0.0, +4.602363E-05, -1.782982E-09
1680563546.6889944, 0, -0.08832218, 0.0006523243, 0.08796249, 179.5751, 0, 0, 0, 0.5555555555555556, +5.556014E-01, +1.120235E-07
1680563553.7321637, 0, -0.08868776, 0.0006523243, 0.08795903, 179.3371, 0, 0, 0, 1.1111111111111112, +1.111172E+00, +6.815936E-07
1680563560.776389, 0, -0.08795661, 0.0006523243, 0.08795903, 179.8139, 0, 0, 0, 1.6666666666666667, +1.666682E+00, +2.695763E-06
1680563567.7933793, 0, -0.08868776, 0.00101774, 0.08832805, 179.8139, 0, 0, 0, 2.2222222222222223, +2.222460E+00, +7.695420E-06
1680563574.8826878, 0, -0.08905335, 0.0002869087, 0.08795903, 179.5768, 0, 0, 0, 2.7777777777777777, +2.412128E+00, +1.050029E-05
1680563581.919434, 0, -0.08868776, 0.00101774, 0.08832805, 179.3371, 0, 0, 0, 3.3333333333333335, +2.411869E+00, +1.050027E-05
1680563588.9876971, 0, -0.08905335, 0.0002869087, 0.08832459, 179.5751, 0, 0, 0, 3.8888888888888893, +2.411597E+00, +1.050028E-05
1680563596.004391, 0, -0.08905335, 0.0006523243, 0.08832459, 179.5786, 0, 0, 0, 4.444444444444445, +2.409910E+00, +1.050027E-05
1680563603.0224297, 0, -0.08905335, 0.00101774, 0.08832459, 179.5768, 0, 0, 0, 5.0, +2.409713E+00, +1.050028E-05
