t,i,x,y,r,theta,xK,tc,therm,dc,trueGateDC,trueGateI
1681161297.7524781, 0, 0.01001861, -0.0004439224, 0.01039367, 357.5521, 0, 0, 0, 0.0, +4.306895E-05, -1.462012E-09
1681161303.9335496, 0, 0.01074977, -0.0004439224, 0.01039367, 357.5521, 0, 0, 0, 0.025, +2.505059E-02, -3.211776E-10
1681161310.1284566, 0, 0.01038419, -0.0008093381, 0.01002844, 357.5521, 0, 0, 0, 0.05, +5.003789E-02, +1.217408E-09
1681161316.314433, 0, 0.01001861, -0.0004439224, 0.01005125, 355.2074, 0, 0, 0, 0.07500000000000001, +7.503676E-02, +1.621505E-09
1681161322.506019, 0, 0.01038419, -0.0008093381, 0.01038449, 355.3815, 0, 0, 0, 0.1, +1.000384E-01, +1.998939E-09
1681161328.6915717, 0, 0.01038419, -7.850687e-05, 0.01039367, 355.3815, 0, 0, 0, 0.125, +1.250489E-01, +1.447200E-09
1681161334.871064, 0, 0.01038419, -0.0008093381, 0.01041568, 357.5521, 0, 0, 0, 0.15000000000000002, +1.500462E-01, +1.902091E-09
1681161341.063235, 0, 0.01001861, -0.0008093381, 0.01002844, 357.5521, 0, 0, 0, 0.17500000000000002, +1.750375E-01, +2.407524E-09
1681161347.2488153, 0, 0.01001861, -7.850687e-05, 0.01005125, 357.5521, 0, 0, 0, 0.2, +2.000369E-01, +2.722144E-09
1681161353.4475768, 0, 0.01074977, -0.0004439224, 0.01005125, 355.3815, 0, 0, 0, 0.225, +2.250364E-01, +4.048340E-09
1681161359.639904, 0, 0.01001861, -0.0008093381, 0.01002844, 357.4629, 0, 0, 0, 0.25, +2.500742E-01, +3.319523E-09
1681161365.8246045, 0, 0.01038419, -0.0008093381, 0.01039367, 357.4629, 0, 0, 0, 0.275, +2.750810E-01, +3.835859E-09
1681161372.0435417, 0, 0.01001861, -0.0008093381, 0.01041568, 357.3669, 0, 0, 0, 0.30000000000000004, +3.000297E-01, +5.094491E-09
1681161378.2483182, 0, 0.01038419, -0.0004439224, 0.01041568, 357.4629, 0, 0, 0, 0.325, +3.250202E-01, +5.349984E-09
