t,i,x,y,r,theta,xK,tc,therm,dc,trueGateDC,trueGateI
1681165848.4656937, 0, 0.01088033, -0.0004699014, 0.01089047, 356.7152, 0, 0, 0, 0.0, +4.965649E-05, -5.075027E-09
1681165854.641037, 0, 0.0107341, -0.0004699014, 0.01074438, 356.7152, 0, 0, 0, 0.5, +5.000418E-01, +3.557434E-10
1681165860.8296466, 0, 0.0107341, -0.0004699014, 0.01089047, 356.7592, 0, 0, 0, 1.0, +1.000068E+00, +2.992081E-09
1681165867.022277, 0, 0.0107341, -0.0006160677, 0.01088515, 357.527, 0, 0, 0, 1.5, +1.499993E+00, +7.472209E-09
1681165873.2340403, 0, 0.01088033, -0.0006160677, 0.01103657, 356.7152, 0, 0, 0, 2.0, +1.999994E+00, +9.871512E-09
1681165879.4353335, 0, 0.01102656, -0.0004699014, 0.01103657, 357.4934, 0, 0, 0, 2.5, +2.500737E+00, +1.211274E-08
1681165885.648774, 0, 0.01088033, -0.0004699014, 0.01103132, 356.7592, 0, 0, 0, 3.0, +3.000486E+00, +1.516539E-08
1681165891.8341806, 0, 0.01088033, -0.0006160677, 0.01089047, 357.527, 0, 0, 0, 3.5, +3.500132E+00, +1.701846E-08
1681165898.0228179, 0, 0.0111728, -0.0006160677, 0.01118977, 357.5917, 0, 0, 0, 4.0, +3.999777E+00, +1.944321E-08
1681165904.2010736, 0, 0.01102656, -0.0004699014, 0.01103657, 357.5917, 0, 0, 0, 4.5, +4.500045E+00, +2.205789E-08
1681165910.3707047, 0, 0.01102656, -0.0003237352, 0.01118977, 357.6228, 0, 0, 0, 5.0, +5.000668E+00, +2.367616E-08
1681165916.5677354, 0, 0.0111728, -0.0003237352, 0.01117748, 357.5598, 0, 0, 0, 5.5, +5.500640E+00, +2.637711E-08
1681165922.7435858, 0, 0.01102656, -0.0003237352, 0.01133578, 357.5598, 0, 0, 0, 6.0, +6.000283E+00, +2.727138E-08
1681165928.9565024, 0, 0.0111728, -0.0004699014, 0.01103657, 357.5598, 0, 0, 0, 6.5, +6.499892E+00, +2.906152E-08
1681165935.1526325, 0, 0.01102656, -0.0006160677, 0.01149057, 357.5917, 0, 0, 0, 7.0, +7.000053E+00, +3.017966E-08
1681165941.3454387, 0, 0.0111728, -0.0006160677, 0.0114818, 356.8846, 0, 0, 0, 7.5, +7.500496E+00, +3.296513E-08
1681165947.5499978, 0, 0.0111728, -0.0004699014, 0.01132878, 356.8439, 0, 0, 0, 8.0, +8.000903E+00, +3.401818E-08
1681165953.769053, 0, 0.01131903, -0.0006160677, 0.01118267, 357.6228, 0, 0, 0, 8.5, +8.500617E+00, +3.532570E-08
1681165959.9563417, 0, 0.01131903, -0.0003237352, 0.01132366, 357.653, 0, 0, 0, 9.0, +9.000115E+00, +3.738138E-08
1681165966.1517956, 0, 0.01131903, -0.0006160677, 0.01132878, 357.653, 0, 0, 0, 9.5, +9.499928E+00, +3.917916E-08
1681165972.34502, 0, 0.01146526, -0.0004699014, 0.01162099, 356.9243, 0, 0, 0, 10.0, +1.000059E+01, +4.126828E-08
