t,i,x,y,r,theta,xK,tc,therm,dc,trueGateDC,trueGateI
1681164188.4245143, 0, 0.01001861, -7.850687e-05, 0.01002844, 357.4629, 0, 0, 0, 0.0, +4.410198E-05, -1.830791E-09
1681164194.6201036, 0, 0.01001861, -0.0004439224, 0.01039367, 355.5434, 0, 0, 0, 0.05, +5.004504E-02, -8.021389E-11
1681164200.8048143, 0, 0.01001861, -0.0004439224, 0.009663234, 355.3815, 0, 0, 0, 0.1, +1.000481E-01, -1.314608E-10
1681164207.0192628, 0, 0.01001861, -7.850687e-05, 0.01041568, 357.5521, 0, 0, 0, 0.15000000000000002, +1.500532E-01, -2.777293E-10
1681164213.2262402, 0, 0.01001861, -0.0008093381, 0.01039367, 357.4629, 0, 0, 0, 0.2, +2.000440E-01, +7.932828E-11
1681164219.4317126, 0, 0.01038419, -0.0008093381, 0.01002844, 355.5434, 0, 0, 0, 0.25, +2.500727E-01, +3.628177E-10
1681164225.6260238, 0, 0.01001861, 0.0002869087, 0.01078019, 355.5434, 0, 0, 0, 0.30000000000000004, +3.000305E-01, +1.367426E-09
1681164231.8097277, 0, 0.01001861, -0.0004439224, 0.009663234, 355.3815, 0, 0, 0, 0.35000000000000003, +3.499989E-01, +1.997211E-09
1681164237.9983158, 0, 0.01038419, -0.0004439224, 0.01001892, 355.3815, 0, 0, 0, 0.4, +3.999838E-01, +2.200525E-09
1681164244.2332385, 0, 0.01038419, -7.850687e-05, 0.01002844, 357.4629, 0, 0, 0, 0.45, +4.500119E-01, +1.742399E-09
1681164250.4157376, 0, 0.01001861, -0.0008093381, 0.01002844, 355.3815, 0, 0, 0, 0.5, +5.000595E-01, +1.616835E-09
1681164256.594632, 0, 0.01038419, -7.850687e-05, 0.01039367, 357.4629, 0, 0, 0, 0.55, +5.500841E-01, +1.873717E-09
1681164262.796338, 0, 0.01001861, -0.0008093381, 0.01002844, 357.5521, 0, 0, 0, 0.6000000000000001, +6.000081E-01, +3.052003E-09
1681164268.9808357, 0, 0.01001861, -0.0004439224, 0.00965335, 357.5521, 0, 0, 0, 0.65, +6.499872E-01, +3.481554E-09
1681164275.2077725, 0, 0.01001861, -7.850687e-05, 0.01005125, 355.3815, 0, 0, 0, 0.7000000000000001, +7.000214E-01, +2.981925E-09
1681164281.416596, 0, 0.01001861, -0.0004439224, 0.01002844, 357.4629, 0, 0, 0, 0.75, +7.500238E-01, +3.919588E-09
1681164287.6167114, 0, 0.01001861, -7.850687e-05, 0.01039367, 355.5434, 0, 0, 0, 0.8, +8.000880E-01, +3.103705E-09
1681164293.7941415, 0, 0.01038419, -0.0008093381, 0.01002844, 357.5521, 0, 0, 0, 0.8500000000000001, +8.500596E-01, +4.357568E-09
1681164299.999032, 0, 0.01001861, -0.0004439224, 0.01039367, 357.5521, 0, 0, 0, 0.9, +9.000115E-01, +3.589395E-09
1681164306.1644433, 0, 0.01001861, -0.001174754, 0.01039367, 355.2074, 0, 0, 0, 0.9500000000000001, +9.500116E-01, +3.865157E-09
1681164312.3629277, 0, 0.01001861, -0.0004439224, 0.01005125, 1.640364, 0, 0, 0, 1.0, +1.000067E+00, +4.251544E-09
1681164318.555804, 0, 0.01001861, -0.0004439224, 0.01002844, 355.3815, 0, 0, 0, 1.05, +1.050073E+00, +5.141845E-09
1681164324.7634807, 0, 0.01001861, -0.0004439224, 0.01005125, 357.4629, 0, 0, 0, 1.1, +1.100094E+00, +4.595263E-09
1681164330.9867349, 0, 0.01001861, -0.0008093381, 0.01005125, 357.4629, 0, 0, 0, 1.1500000000000001, +1.150047E+00, +6.000540E-09
1681164337.1620371, 0, 0.01001861, -0.0004439224, 0.01039367, 359.551, 0, 0, 0, 1.2000000000000002, +1.199993E+00, +6.121661E-09
1681164343.350044, 0, 0.01001861, -0.0004439224, 0.01039367, 355.3815, 0, 0, 0, 1.25, +1.250037E+00, +6.191637E-09
1681164349.5775032, 0, 0.01038419, -0.0004439224, 0.01002844, 359.5668, 0, 0, 0, 1.3, +1.300092E+00, +5.621378E-09
1681164355.766478, 0, 0.01001861, -0.0008093381, 0.01041568, 355.5434, 0, 0, 0, 1.35, +1.350099E+00, +5.799044E-09
1681164361.9645896, 0, 0.01001861, -0.0004439224, 0.01005125, 355.5434, 0, 0, 0, 1.4000000000000001, +1.400066E+00, +6.214811E-09
1681164368.176152, 0, 0.01038419, -0.0008093381, 0.01038449, 357.5521, 0, 0, 0, 1.4500000000000002, +1.450034E+00, +6.423527E-09
1681164374.3413012, 0, 0.01001861, -0.0004439224, 0.01002844, 355.3815, 0, 0, 0, 1.5, +1.499998E+00, +7.368203E-09
1681164380.5306149, 0, 0.01001861, -0.0004439224, 0.01039367, 355.3815, 0, 0, 0, 1.55, +1.550035E+00, +7.656989E-09
1681164386.7424212, 0, 0.01001861, -0.0004439224, 0.01002844, 1.640364, 0, 0, 0, 1.6, +1.600081E+00, +7.886007E-09
1681164392.9278574, 0, 0.01038419, -0.0004439224, 0.01039367, 357.4629, 0, 0, 0, 1.6500000000000001, +1.650046E+00, +7.406217E-09
1681164399.1303027, 0, 0.01038419, -0.001174754, 0.01002844, 357.6353, 0, 0, 0, 1.7000000000000002, +1.700002E+00, +8.070227E-09
1681164405.3290899, 0, 0.01038419, -0.0004439224, 0.01041568, 357.5521, 0, 0, 0, 1.75, +1.749977E+00, +8.720567E-09
1681164411.5042524, 0, 0.01038419, -0.0008093381, 0.01002844, 355.3815, 0, 0, 0, 1.8, +1.800001E+00, +8.798873E-09
1681164417.6735563, 0, 0.01001861, -0.0004439224, 0.01039367, 357.5521, 0, 0, 0, 1.85, +1.850039E+00, +9.440519E-09
1681164423.8510356, 0, 0.01038419, -7.850687e-05, 0.01005125, 357.4629, 0, 0, 0, 1.9000000000000001, +1.900064E+00, +9.755516E-09
1681164430.050772, 0, 0.01038419, -0.0008093381, 0.01002844, 355.3815, 0, 0, 0, 1.9500000000000002, +1.950006E+00, +9.966102E-09
1681164436.2164216, 0, 0.01038419, -0.0004439224, 0.0096869, 357.4629, 0, 0, 0, 2.0, +1.999996E+00, +9.401798E-09
1681164442.4089484, 0, 0.01001861, -0.0004439224, 0.01045043, 355.3815, 0, 0, 0, 2.0500000000000003, +2.050027E+00, +9.902525E-09
1681164448.584231, 0, 0.01001861, -0.0008093381, 0.01002844, 357.5521, 0, 0, 0, 2.1, +2.100040E+00, +1.074018E-08
1681164454.7724404, 0, 0.01001861, -0.0008093381, 0.01001892, 357.4629, 0, 0, 0, 2.15, +2.150253E+00, +9.905504E-09
1681164460.935189, 0, 0.01038419, -0.0004439224, 0.01005125, 355.3815, 0, 0, 0, 2.2, +2.200203E+00, +1.101613E-08
1681164467.1221535, 0, 0.01001861, -0.0004439224, 0.01005125, 355.3815, 0, 0, 0, 2.25, +2.250248E+00, +1.136662E-08
1681164473.3092086, 0, 0.01001861, -0.001174754, 0.01001892, 355.3815, 0, 0, 0, 2.3000000000000003, +2.300303E+00, +1.168676E-08
1681164479.5212781, 0, 0.01001861, -0.0008093381, 0.01008725, 357.5521, 0, 0, 0, 2.35, +2.350506E+00, +1.112952E-08
1681164485.7128534, 0, 0.01038419, -0.0008093381, 0.01001892, 353.3122, 0, 0, 0, 2.4000000000000004, +2.400463E+00, +1.184357E-08
1681164491.9323351, 0, 0.01001861, -0.0004439224, 0.01002844, 357.5521, 0, 0, 0, 2.45, +2.450561E+00, +1.200019E-08
1681164498.1374238, 0, 0.01001861, -0.001174754, 0.01002844, 355.3815, 0, 0, 0, 2.5, +2.500586E+00, +1.244397E-08
