t,i,x,y,r,theta,xK,tc,therm,dc,trueGateDC,trueGateI
1680569762.001889, 0, -0.05907585, 0.0006523243, 0.059445, 179.013, 0, 0, 0, 40.0, +4.000101E+01, +1.601037E-08
1680569768.18587, 0, -0.05980701, 0.0006523243, 0.05981057, 179.0191, 0, 0, 0, 40.6, +4.060056E+01, +1.615962E-08
1680569774.3874183, 0, -0.05980701, 0.0006523243, 0.06017612, 179.031, 0, 0, 0, 41.2, +4.119764E+01, +2.452311E-08
1680569780.5795317, 0, -0.06090375, 0.0006523243, 0.06054168, 179.3863, 0, 0, 0, 41.8, +4.179727E+01, +2.505396E-08
1680569786.762347, 0, -0.06163491, 0.0006523243, 0.06165042, 179.3936, 0, 0, 0, 42.4, +4.240218E+01, +1.778389E-08
1680569792.9871457, 0, -0.06273164, 0.001383155, 0.06200884, 179.4007, 0, 0, 0, 43.0, +4.300206E+01, +1.603527E-08
1680569799.1971438, 0, -0.0634628, 0.0006523243, 0.06347096, 179.0759, 0, 0, 0, 43.6, +4.360128E+01, +1.935871E-08
1680569805.4010317, 0, -0.06419396, 0.0006523243, 0.06420203, 179.0917, 0, 0, 0, 44.2, +4.420438E+01, +1.821066E-08
1680569811.59675, 0, -0.0652907, 0.0006523243, 0.0649284, 179.4307, 0, 0, 0, 44.8, +4.480403E+01, +1.747472E-08
1680569817.8103385, 0, -0.06675301, 0.001383155, 0.06639524, 178.813, 0, 0, 0, 45.4, +4.540305E+01, +1.904070E-08
1680569824.0052848, 0, -0.06748417, 0.00101774, 0.06785288, 178.8321, 0, 0, 0, 46.0, +4.600581E+01, +1.925258E-08
1680569830.1886528, 0, -0.06894649, 0.0006523243, 0.068954, 178.8446, 0, 0, 0, 46.6, +4.660282E+01, +2.775889E-08
1680569836.3848937, 0, -0.07004322, 0.001383155, 0.07005688, 179.1631, 0, 0, 0, 47.2, +4.720409E+01, +2.027644E-08
1680569842.579325, 0, -0.07113996, 0.00101774, 0.07114724, 178.8861, 0, 0, 0, 47.8, +4.780072E+01, +3.204798E-08
1680569848.7533672, 0, -0.0722367, 0.00101774, 0.07224387, 179.1928, 0, 0, 0, 48.4, +4.840668E+01, +2.012715E-08
1680569854.945654, 0, -0.07369901, 0.001383155, 0.07370605, 178.6341, 0, 0, 0, 49.0, +4.900595E+01, +2.173795E-08
1680569861.1527815, 0, -0.07443018, 0.001748571, 0.07446019, 179.2204, 0, 0, 0, 49.6, +4.960222E+01, +1.243048E-07
1680569867.353942, 0, -0.07589249, 0.001383155, 0.07627062, 178.9559, 0, 0, 0, 50.2, +5.020763E+01, +2.606687E-08
1680569873.5317214, 0, -0.07698923, 0.001383155, 0.07663613, 178.9707, 0, 0, 0, 50.8, +5.080767E+01, +2.455319E-08
1680569879.7223396, 0, -0.07808597, 0.00101774, 0.0780926, 178.9899, 0, 0, 0, 51.4, +5.140533E+01, +3.221815E-08
1680569885.911361, 0, -0.0791827, 0.001383155, 0.0795675, 179.0038, 0, 0, 0, 52.0, +5.200661E+01, +3.719314E-08
1680569892.1272645, 0, -0.08027944, 0.001383155, 0.08029848, 178.7522, 0, 0, 0, 52.6, +5.260637E+01, +3.476390E-08
1680569898.3094482, 0, -0.08137618, 0.001748571, 0.08138793, 179.0306, 0, 0, 0, 53.2, +5.320653E+01, +3.443922E-08
1680569904.543292, 0, -0.0828385, 0.001383155, 0.08285695, 178.7908, 0, 0, 0, 53.8, +5.380787E+01, +2.662386E-08
1680569910.7737365, 0, -0.08430082, 0.001748571, 0.08431895, 178.8117, 0, 0, 0, 54.4, +5.440820E+01, +3.061885E-08
1680569916.993109, 0, -0.08539756, 0.001748571, 0.08541545, 178.8219, 0, 0, 0, 55.0, +5.500667E+01, +3.231718E-08
1680569923.1746595, 0, -0.08649429, 0.001748571, 0.08652012, 178.8369, 0, 0, 0, 55.6, +5.560339E+01, +4.086576E-08
1680569929.3583214, 0, -0.08759103, 0.001748571, 0.08760848, 178.8563, 0, 0, 0, 56.2, +5.620782E+01, +3.078904E-08
1680569935.5484502, 0, -0.08868776, 0.001748571, 0.08869855, 178.8658, 0, 0, 0, 56.8, +5.680515E+01, +3.551967E-08
1680569941.8717632, 0, -0.09015008, 0.002479402, 0.09054962, 178.1998, 0, 0, 0, 57.4, +5.740482E+01, +1.086777E-06
1680569948.1131873, 0, -0.06017259, 0.0006523243, 0.04957162, 180.0972, 0, 0, 0, 58.0, +5.800724E+01, +8.673176E-07
1680569954.4194362, 0, -0.09270914, 0.002479402, 0.09311818, 178.468, 0, 0, 0, 58.599999999999994, +5.860494E+01, +1.308387E-06
1680569960.6092944, 0, -0.09417145, 0.002844817, 0.09457983, 178.2629, 0, 0, 0, 59.2, +5.920338E+01, +1.724194E-06
1680569966.7927332, 0, -0.09599935, 0.002844817, 0.09567607, 178.5149, 0, 0, 0, 59.8, +5.980249E+01, +1.422265E-06
1680569972.986805, 0, -0.09746166, 0.002479402, 0.09712774, 178.5317, 0, 0, 0, 60.4, +6.040354E+01, +2.337071E-06
1680569979.2787905, 0, -0.04372153, -7.850687e-05, 0.03933562, 180.1165, 0, 0, 0, 61.0, +6.100193E+01, +3.292435E-06
1680569985.5794215, 0, -0.1011175, 0.002479402, 0.1011575, 178.1816, 0, 0, 0, 61.599999999999994, +6.160065E+01, +4.443597E-06
1680569991.8042042, 0, -0.1022142, 0.0002869087, 0.03348541, 180.1472, 0, 0, 0, 62.2, +6.220331E+01, +3.287715E-06
1680569998.1863172, 0, -0.04116247, 0.0002869087, 0.03275425, 179.4866, 0, 0, 0, 62.8, +6.280106E+01, +5.397537E-06
1680570004.4909086, 0, -0.1062356, 0.002844817, 0.1070149, 178.4661, 0, 0, 0, 63.4, +6.340007E+01, +8.943107E-06
1680570010.7200353, 0, -0.03092625, 0.0006523243, 0.02982962, 180.149, 0, 0, 0, 64.0, +6.399679E+01, +5.052906E-06
1680570017.1836176, 0, -0.1095258, 0.003210233, 0.1095728, 178.1363, 0, 0, 0, 64.6, +6.460294E+01, +1.684321E-04
1680570023.4277446, 0, -0.1102569, 0.002844817, 0.1099382, 178.3267, 0, 0, 0, 65.2, +6.519974E+01, +3.960847E-05
1680570029.751372, 0, -0.1106225, 0.002844817, 0.1110457, 178.3377, 0, 0, 0, 65.8, +6.579801E+01, +1.917304E-04
1680570035.9579978, 0, -0.1047732, 0.003210233, 0.104081, 178.4337, 0, 0, 0, 66.4, +6.640101E+01, +7.703717E-04
1680570042.1352236, 0, -0.1076979, 0.003210233, 0.1077457, 178.0919, 0, 0, 0, 67.0, +6.699979E+01, +6.110347E-04
1680570048.3267963, 0, -0.1076979, 0.003941064, 0.1066495, 178.281, 0, 0, 0, 67.6, +6.759967E+01, +8.737964E-04
1680570054.504302, 0, -0.1095258, 0.002844817, 0.1095627, 178.3155, 0, 0, 0, 68.2, +6.820242E+01, +8.398800E-04
1680570060.6995254, 0, -0.1106225, 0.003210233, 0.1106691, 178.1487, 0, 0, 0, 68.8, +6.880190E+01, +8.874687E-04
1680570066.8968577, 0, -0.1117193, 0.003575649, 0.1113999, 177.9596, 0, 0, 0, 69.4, +6.940159E+01, +9.311718E-04
