t,i,x,y,r,theta,xK,tc,therm,dc, trueGateDC, trueGateI
1680566784.9959867, 0, -0.0283672, -0.0004439224, 0.02836731, 179.4205, 0, 0, 0, 0.0, +2.089591E-05, +1.750416E-09
1680566792.0219781, 0, -0.0283672, -7.850687e-05, 0.02800173, 179.4129, 0, 0, 0, 1.0, +1.000097E+00, -1.898639E-09
1680566799.0668416, 0, -0.02873278, -7.850687e-05, 0.02800173, 180.9083, 0, 0, 0, 2.0, +1.999968E+00, +5.584698E-09
1680566806.1230998, 0, -0.02873278, 0.0006523243, 0.02836731, 180.1586, 0, 0, 0, 3.0, +3.000218E+00, +1.443122E-07
1680566813.1721082, 0, -0.02873278, -7.850687e-05, 0.02836731, 180.1586, 0, 0, 0, 4.0, +3.999396E+00, +3.684634E-07
1680566820.2573016, 0, -0.02873278, -0.0004439224, 0.02800309, 180.1586, 0, 0, 0, 5.0, +5.000599E+00, +5.562559E-07
1680566827.3893383, 0, -0.02909836, -7.850687e-05, 0.02800309, 180.1607, 0, 0, 0, 6.0, +6.000174E+00, +4.495207E-07
1680566834.5263555, 0, -0.02909836, 0.0002869087, 0.02836731, 179.4205, 0, 0, 0, 7.0, +7.000047E+00, +1.594880E-06
1680566841.5753465, 0, -0.03056068, 0.0002869087, 0.02836731, 179.4279, 0, 0, 0, 8.0, +8.000476E+00, +5.083009E-09
1680566848.7373714, 0, -0.02946394, 0.0002869087, 0.02836865, 179.4205, 0, 0, 0, 9.0, +8.999847E+00, +3.658453E-05
1680566855.792776, 0, -0.03056068, 0.0002869087, 0.02836731, 180.1628, 0, 0, 0, 10.0, +1.000015E+01, +1.641720E-06
1680566862.8247073, 0, -0.0301951, 0.0002869087, 0.02836865, 180.8966, 0, 0, 0, 11.0, +1.100129E+01, +2.202877E-06
1680566869.8517375, 0, -0.0301951, -7.850687e-05, 0.02836865, 179.4129, 0, 0, 0, 12.0, +1.200046E+01, +7.474168E-06
1680566876.8708556, 0, -0.0301951, -7.850687e-05, 0.02800173, 180.1586, 0, 0, 0, 13.0, +1.300064E+01, +2.154281E-06
1680566884.00777, 0, -0.03056068, -7.850687e-05, 0.02836731, 179.4279, 0, 0, 0, 14.0, +1.400060E+01, +1.555973E-05
1680566891.025311, 0, -0.03092625, 0.0002869087, 0.02836865, 180.1607, 0, 0, 0, 15.0, +1.499993E+01, +2.440044E-05
1680566898.0462375, 0, -0.03056068, 0.0002869087, 0.02836731, 180.1586, 0, 0, 0, 16.0, +1.600089E+01, +2.194513E-05
1680566905.093886, 0, -0.03129184, -7.850687e-05, 0.02909977, 180.8966, 0, 0, 0, 17.0, +1.700015E+01, +1.153778E-05
1680566912.1522417, 0, -0.03129184, 0.0002869087, 0.02836731, 180.9083, 0, 0, 0, 18.0, +1.800066E+01, +1.427416E-05
1680566919.2322276, 0, -0.03056068, 0.0006523243, 0.02836731, 180.1607, 0, 0, 0, 19.0, +1.900120E+01, +4.375984E-07
1680566926.3928456, 0, -0.03129184, -7.850687e-05, 0.02800514, 179.4205, 0, 0, 0, 20.0, +2.000041E+01, +2.101839E-06
1680566933.4888437, 0, -0.03092625, -0.0004439224, 0.02800309, 180.1628, 0, 0, 0, 21.0, +2.100067E+01, +3.497821E-07
1680566940.6653156, 0, -0.03311973, -0.0004439224, 0.02800309, 180.1607, 0, 0, 0, 22.0, +2.200470E+01, +4.647574E-07
1680566947.9079325, 0, -0.03311973, 0.0002869087, 0.02836731, 179.4129, 0, 0, 0, 23.0, +2.300272E+01, +1.073357E-06
1680566954.9682157, 0, -0.03421647, 0.0002869087, 0.02909846, 180.1586, 0, 0, 0, 24.0, +2.400503E+01, +2.003725E-07
1680566962.1102295, 0, -0.03421647, -0.0004439224, 0.02836731, 180.1586, 0, 0, 0, 25.0, +2.500502E+01, +7.515780E-07
1680566969.325696, 0, -0.03311973, 0.0006523243, 0.02800173, 179.4129, 0, 0, 0, 26.0, +2.600638E+01, +2.310251E-06
1680566976.6277668, 0, -0.03458205, -7.850687e-05, 0.02836731, 180.1586, 0, 0, 0, 27.0, +2.700716E+01, +1.110941E-06
1680566983.6791906, 0, -0.03567879, -7.850687e-05, 0.02836731, 180.1607, 0, 0, 0, 28.0, +2.800746E+01, +1.911794E-06
1680566990.727741, 0, -0.03531321, -7.850687e-05, 0.02836865, 180.9203, 0, 0, 0, 29.0, +2.900425E+01, +1.226929E-06
1680566997.742817, 0, -0.03531321, 0.0002869087, 0.0283747, 180.1607, 0, 0, 0, 30.0, +3.000414E+01, +4.997323E-06
1680567004.7756848, 0, -0.03604437, -0.0004439224, 0.02836731, 180.1607, 0, 0, 0, 31.0, +3.100485E+01, +6.772842E-06
1680567011.8101323, 0, -0.03640994, -7.850687e-05, 0.02873421, 180.1586, 0, 0, 0, 32.0, +3.200463E+01, +5.498198E-06
1680567018.935228, 0, -0.03567879, 0.0002869087, 0.02836865, 179.4129, 0, 0, 0, 33.0, +3.300281E+01, +1.235247E-05
1680567025.998048, 0, -0.03604437, -7.850687e-05, 0.02800173, 180.1607, 0, 0, 0, 34.0, +3.388128E+01, +1.010099E-05
1680567033.164252, 0, -0.0371411, -7.850687e-05, 0.02836865, 180.1607, 0, 0, 0, 35.0, +3.499955E+01, +9.573544E-06
1680567040.2173414, 0, -0.04262479, 0.0002869087, 0.03238867, 180.1472, 0, 0, 0, 36.0, +3.600203E+01, +4.938758E-07
1680567047.2664366, 0, -0.04335595, -7.850687e-05, 0.03275425, 180.8128, 0, 0, 0, 37.0, +3.700077E+01, +1.744755E-07
1680567054.29023, 0, -0.04299037, -7.850687e-05, 0.03129193, 179.4421, 0, 0, 0, 38.0, +3.799826E+01, +3.635035E-07
1680567061.3567283, 0, -0.04518384, -7.850687e-05, 0.03202309, 180.8322, 0, 0, 0, 39.0, +3.900095E+01, +2.314748E-07
1680567068.4061697, 0, -0.04664616, -7.850687e-05, 0.03348541, 179.4747, 0, 0, 0, 40.0, +4.000128E+01, +3.997367E-07
1680567075.4346235, 0, -0.04737732, -7.850687e-05, 0.03385098, 180.1438, 0, 0, 0, 41.0, +4.099931E+01, +3.633450E-07
1680567082.5760958, 0, -0.0440871, 0.0002869087, 0.02800173, 180.1607, 0, 0, 0, 42.0, +4.199901E+01, +3.814875E-07
1680567089.6590972, 0, -0.04189363, -7.850687e-05, 0.03092759, 180.149, 0, 0, 0, 43.0, +4.300203E+01, +2.865191E-07
1680567096.7817316, 0, -0.04883964, 0.0002869087, 0.02873289, 180.9083, 0, 0, 0, 44.0, +4.400194E+01, +1.199204E-06
1680567103.8650863, 0, -0.04920521, 0.0002869087, 0.03019646, 179.4351, 0, 0, 0, 45.0, +4.500444E+01, +4.928743E-07
1680567110.88638, 0, -0.04883964, -7.850687e-05, 0.02982962, 179.4205, 0, 0, 0, 46.0, +4.600411E+01, +6.008332E-07
1680567118.0403616, 0, -0.04993637, -7.850687e-05, 0.02873421, 180.9083, 0, 0, 0, 47.0, +4.700197E+01, +1.406040E-06
1680567125.1004188, 0, -0.05505448, -7.850687e-05, 0.03604445, 180.1358, 0, 0, 0, 48.0, +4.800536E+01, +6.992960E-07
1680567132.142641, 0, -0.05249543, 0.0002869087, 0.03311982, 180.1455, 0, 0, 0, 49.0, +4.900539E+01, +2.071131E-07
1680567139.2886682, 0, -0.05505448, -7.850687e-05, 0.02909977, 179.4129, 0, 0, 0, 50.0, +5.000618E+01, +2.050039E-06
