t,i,x,y,r,theta,xK,tc,therm,dc,trueGateDC,trueGateI
1680663010.1512585, 0, -0.03787226, -7.850687e-05, 0.03787486, 180.1188, 0, 0, 0, 0.0, +5.167586E-05, -2.519070E-09
1680663016.3584065, 0, -0.03823784, -7.850687e-05, 0.03860597, 180.6652, 0, 0, 0, 0.8, +8.000814E-01, -7.930643E-10
1680663022.5284107, 0, -0.038969, -7.850687e-05, 0.03824041, 180.6527, 0, 0, 0, 1.6, +1.600086E+00, -2.519259E-10
1680663028.7316296, 0, -0.038969, -0.0004439224, 0.0386035, 180.1154, 0, 0, 0, 2.4000000000000004, +2.400424E+00, +3.272669E-10
1680663034.9102743, 0, -0.038969, -7.850687e-05, 0.03933465, 180.6466, 0, 0, 0, 3.2, +3.200403E+00, +4.721648E-10
1680663041.1199899, 0, -0.03933458, 0.0002869087, 0.03970264, 179.5897, 0, 0, 0, 4.0, +3.999793E+00, -4.134390E-10
1680663047.3048744, 0, -0.04006574, -0.0004439224, 0.04043139, 180.1113, 0, 0, 0, 4.800000000000001, +4.800297E+00, +7.589299E-10
1680663053.4922175, 0, -0.04043131, -7.850687e-05, 0.04043139, 180.1123, 0, 0, 0, 5.6000000000000005, +5.600788E+00, -1.849273E-10
1680663059.7134023, 0, -0.04079689, 0.0002869087, 0.0407979, 180.1103, 0, 0, 0, 6.4, +6.399831E+00, +9.800627E-10
1680663065.886758, 0, -0.04116247, -0.0004439224, 0.04116487, 180.6179, 0, 0, 0, 7.2, +7.200191E+00, +9.433595E-10
1680663072.0998244, 0, -0.04152805, -7.850687e-05, 0.04189371, 179.6076, 0, 0, 0, 8.0, +8.000845E+00, +8.973660E-10
1680663078.305245, 0, -0.04189363, -0.0004439224, 0.04189371, 180.1074, 0, 0, 0, 8.8, +8.800102E+00, +9.582527E-10
1680663084.5009696, 0, -0.04225921, -7.850687e-05, 0.04226154, 180.1055, 0, 0, 0, 9.600000000000001, +9.600054E+00, +1.300252E-09
1680663090.7005372, 0, -0.04299037, -0.0004439224, 0.04299044, 180.5916, 0, 0, 0, 10.4, +1.040082E+01, +1.099515E-09
1680663096.8918633, 0, -0.04372153, -7.850687e-05, 0.04372378, 180.1021, 0, 0, 0, 11.200000000000001, +1.120095E+01, +9.085234E-10
1680663103.086077, 0, -0.0440871, -0.0004439224, 0.04408934, 180.5769, 0, 0, 0, 12.0, +1.200007E+01, +9.073619E-10
1680663109.272692, 0, -0.04445269, -0.0004439224, 0.0444549, 180.1004, 0, 0, 0, 12.8, +1.280062E+01, +1.410515E-09
1680663115.4579086, 0, -0.04445269, -7.850687e-05, 0.04481833, 180.5629, 0, 0, 0, 13.600000000000001, +1.360109E+01, +1.238405E-09
1680663121.6604428, 0, -0.04554942, -7.850687e-05, 0.04555159, 181.018, 0, 0, 0, 14.4, +1.440007E+01, +2.175442E-09
1680663127.8350978, 0, -0.045915, -7.850687e-05, 0.04628064, 180.554, 0, 0, 0, 15.200000000000001, +1.520024E+01, +2.118897E-09
1680663134.0506396, 0, -0.04664616, -7.850687e-05, 0.04628518, 180.5453, 0, 0, 0, 16.0, +1.600088E+01, +1.640129E-09
1680663140.2667716, 0, -0.04664616, -7.850687e-05, 0.04664827, 180.0965, 0, 0, 0, 16.8, +1.680028E+01, +2.959402E-09
1680663146.4690945, 0, -0.0477429, -0.0004439224, 0.04738423, 180.095, 0, 0, 0, 17.6, +1.759966E+01, +3.172559E-09
1680663152.6676645, 0, -0.0477429, -0.0004439224, 0.04810854, 180.5328, 0, 0, 0, 18.400000000000002, +1.840035E+01, +3.324173E-09
1680663158.8662744, 0, -0.04883964, -7.850687e-05, 0.04847412, 180.0928, 0, 0, 0, 19.200000000000003, +1.920057E+01, +3.589834E-09
1680663165.0531924, 0, -0.04883964, -7.850687e-05, 0.04920528, 180.0914, 0, 0, 0, 20.0, +1.999989E+01, +2.890137E-09
1680663171.242433, 0, -0.04920521, -7.850687e-05, 0.04920528, 179.6708, 0, 0, 0, 20.8, +2.080054E+01, +2.865297E-09
1680663177.4427404, 0, -0.04957079, -7.850687e-05, 0.04993643, 180.0901, 0, 0, 0, 21.6, +2.160266E+01, +3.472248E-09
1680663183.604476, 0, -0.05066753, -7.850687e-05, 0.05066759, 180.5057, 0, 0, 0, 22.400000000000002, +2.240303E+01, +3.422873E-09
