t,i,x,y,r,theta,xK,tc,therm,dc,trueGateDC,trueGateI
1680640070.0416842, 0, -0.04445269, 0.0002869087, 0.04445275, 180.1012, 0, 0, 0, 0.0, +3.933281E-05, -6.023875E-10
1680640076.231761, 0, -0.04554942, -7.850687e-05, 0.04518391, 179.6362, 0, 0, 0, 1.0, +1.000065E+00, -7.793733E-10
1680640082.448507, 0, -0.045915, -7.850687e-05, 0.04628064, 179.186, 0, 0, 0, 2.0, +1.999977E+00, +3.660972E-10
1680640088.6240282, 0, -0.04701174, 0.0002869087, 0.0470118, 179.6476, 0, 0, 0, 3.0, +3.000451E+00, +6.847101E-10
1680640094.809535, 0, -0.04737732, -7.850687e-05, 0.04737739, 180.0957, 0, 0, 0, 4.0, +3.999724E+00, +8.337661E-10
1680640101.0283241, 0, -0.04810848, 0.0002869087, 0.04810933, 180.0935, 0, 0, 0, 5.0, +5.000678E+00, +2.768742E-10
1680640107.210501, 0, -0.04847405, 0.0002869087, 0.04920954, 179.6659, 0, 0, 0, 6.0, +6.000217E+00, +1.046948E-09
1680640113.4011014, 0, -0.05030195, -7.850687e-05, 0.05030277, 179.6732, 0, 0, 0, 7.0, +6.999968E+00, +1.025639E-09
1680640119.5935178, 0, -0.05103311, 0.0002869087, 0.05103391, 179.6779, 0, 0, 0, 8.0, +8.000801E+00, +1.288507E-09
1680640125.7935767, 0, -0.05176427, -7.850687e-05, 0.05176506, 179.6824, 0, 0, 0, 9.0, +9.000220E+00, +3.525121E-10
