t,i,x,y,r,theta,xK,tc,therm,dc,trueGateDC,trueGateI,x2,y2,r2,theta2
1681280712.4363759, 0, 0.007093977, 0.00101774, 0.006759945, 8.601375, 0, 0, 0, 32.0, +3.200337E+01, +7.195204E-09, 0.006728398, 0.0006523243, 0.006804934, 5.53757
1681280719.127853, 0, 0.006728398, 0.0006523243, 0.006734512, 5.253839, 0, 0, 0, 32.800000000000004, +3.280241E+01, +7.804927E-09, 0.006728398, 0.0006523243, 0.006369284, 2.316007
1681280725.8636792, 0, 0.006728398, 0.00101774, 0.006759945, 5.253839, 0, 0, 0, 33.6, +3.360122E+01, +7.840827E-09, 0.007093977, 0.0006523243, 0.006759945, 5.53757
1681280732.5920882, 0, 0.006362819, 0.0006523243, 0.006734512, 2.441696, 0, 0, 0, 34.4, +3.440035E+01, +8.549000E-09, 0.006728398, 0.00101774, 0.006369284, 8.164248
1681280739.3140264, 0, 0.007093977, 0.0006523243, 0.007099777, 5.53757, 0, 0, 0, 35.2, +3.519996E+01, +8.498366E-09, 0.006728398, 0.00101774, 0.007166611, 5.253839
1681280746.0259697, 0, 0.007093977, 0.0006523243, 0.006734512, 5.253839, 0, 0, 0, 36.0, +3.599897E+01, +9.222189E-09, 0.006728398, 0.0006523243, 0.007166611, 5.53757
1681280752.7617679, 0, 0.007093977, 0.00101774, 0.006734512, 5.53757, 0, 0, 0, 36.800000000000004, +3.679855E+01, +9.484616E-09, 0.006728398, 0.0006523243, 0.007123906, 8.601375
1681280759.470133, 0, 0.007093977, 0.00101774, 0.007123906, 5.253839, 0, 0, 0, 37.6, +3.759754E+01, +9.893308E-09, 0.006728398, 0.00101774, 0.007099777, 8.164248
1681280766.211923, 0, 0.007093977, 0.0006523243, 0.007123906, 2.316007, 0, 0, 0, 38.400000000000006, +3.839705E+01, +9.731450E-09, 0.007093977, 0.0002869087, 0.007465072, 5.253839
1681280772.8778646, 0, 0.007459556, 0.0006523243, 0.007123906, 5.253839, 0, 0, 0, 39.2, +3.919618E+01, +1.057200E-08, 0.006728398, 0.0002869087, 0.007123906, 5.853584
1681280779.5803103, 0, 0.007459556, 0.00101774, 0.007123906, 5.253839, 0, 0, 0, 40.0, +3.999900E+01, +1.081736E-08, 0.007093977, 0.0006523243, 0.006759945, 5.253839
1681280786.295289, 0, 0.007093977, 0.0006523243, 0.007465072, 5.253839, 0, 0, 0, 40.0, +3.999908E+01, +1.063475E-08, 0.007459556, 0.0006523243, 0.007123906, 2.202618
1681280793.0206459, 0, 0.007093977, 0.0002869087, 0.007123906, 2.316007, 0, 0, 0, 39.2, +3.919607E+01, +1.041347E-08, 0.006728398, 0.00101774, 0.007123906, 2.316007
1681280799.7958598, 0, 0.006728398, 0.0002869087, 0.007123906, 2.316007, 0, 0, 0, 38.4, +3.839664E+01, +9.972966E-09, 0.007093977, 0.0002869087, 0.007099777, 5.253839
1681280806.5048466, 0, 0.006728398, 0.0002869087, 0.007123906, 5.53757, 0, 0, 0, 37.6, +3.759767E+01, +9.314985E-09, 0.006728398, 0.0006523243, 0.006759945, 2.316007
1681280813.2235286, 0, 0.007093977, 0.0002869087, 0.006759945, 8.164248, 0, 0, 0, 36.8, +3.679863E+01, +8.789120E-09, 0.007093977, 0.0006523243, 0.006759945, 5.253839
1681280819.9619136, 0, 0.007093977, 0.0002869087, 0.007123906, 8.164248, 0, 0, 0, 36.0, +3.599884E+01, +8.863980E-09, 0.006728398, 0.00101774, 0.006759945, 8.601375
1681280826.6893156, 0, 0.006728398, 0.00101774, 0.006759945, 5.53757, 0, 0, 0, 35.2, +3.519981E+01, +7.984410E-09, 0.006728398, 0.0006523243, 0.006759945, 2.441696
1681280833.3991146, 0, 0.006728398, 0.0002869087, 0.006804934, 5.253839, 0, 0, 0, 34.4, +3.440062E+01, +7.684224E-09, 0.006728398, 0.0002869087, 0.006759945, 5.53757
1681280840.0913417, 0, 0.007093977, 0.0006523243, 0.006804934, 5.53757, 0, 0, 0, 33.6, +3.360130E+01, +7.349444E-09, 0.007093977, 0.00101774, 0.006759945, 5.253839
1681280846.7869396, 0, 0.006728398, 0.0002869087, 0.007123906, 9.087543, 0, 0, 0, 32.8, +3.280258E+01, +7.257710E-09, 0.006728398, 0.0006523243, 0.007166611, 5.53757
1681280853.519051, 0, 0.006728398, 0.0002869087, 0.006759945, 2.441696, 0, 0, 0, 32.0, +3.200315E+01, +6.960137E-09, 0.006728398, 0.0006523243, 0.006734512, 5.253839
1681280860.2376692, 0, 0.006362819, 0.0006523243, 0.006759945, 2.5818, 0, 0, 0, 31.2, +3.120406E+01, +6.740223E-09, 0.006728398, 0.0006523243, 0.006804934, 5.53757
1681280866.9532387, 0, 0.006728398, 0.0006523243, 0.006759945, 2.441696, 0, 0, 0, 30.4, +3.040459E+01, +6.342480E-09, 0.006728398, 0.0006523243, 0.006804934, 8.601375
1681280873.6844282, 0, 0.006362819, 0.0006523243, 0.006759945, 5.53757, 0, 0, 0, 29.6, +2.960504E+01, +6.333855E-09, 0.006728398, 0.00101774, 0.006759945, 8.601375
1681280880.4071012, 0, 0.006728398, 0.0006523243, 0.006363303, 5.53757, 0, 0, 0, 28.799999999999997, +2.880582E+01, +6.053756E-09, 0.006362819, 0.00101774, 0.006759945, 2.5818
1681280887.135442, 0, 0.006728398, 0.0002869087, 0.006759945, 8.601375, 0, 0, 0, 28.0, +2.800667E+01, +5.659199E-09, 0.006362819, 0.0002869087, 0.007123906, 8.164248
1681280893.8810284, 0, 0.006728398, 0.00101774, 0.006804934, 8.601375, 0, 0, 0, 27.2, +2.720407E+01, +5.219059E-09, 0.006362819, 0.0006523243, 0.00639617, 5.53757
1681280900.5832872, 0, 0.006362819, 0.0002869087, 0.006369284, 2.316007, 0, 0, 0, 26.4, +2.640487E+01, +4.974556E-09, 0.006728398, 0.0006523243, 0.006734512, 5.853584
1681280907.2850614, 0, 0.006362819, 0.0006523243, 0.00639617, 5.53757, 0, 0, 0, 25.6, +2.560417E+01, +4.939918E-09, 0.006728398, 0.0006523243, 0.006734512, 5.53757
1681280914.0206342, 0, 0.006362819, 0.0006523243, 0.006759945, 2.5818, 0, 0, 0, 24.799999999999997, +2.480368E+01, +4.593428E-09, 0.006728398, 0.0002869087, 0.006804934, 5.853584
1681280920.7392197, 0, 0.006728398, 0.00101774, 0.006759945, 5.853584, 0, 0, 0, 24.0, +2.400323E+01, +4.442320E-09, 0.006362819, 0.0006523243, 0.006369284, 5.853584
1681280927.4712732, 0, 0.006362819, 0.00101774, 0.006369284, 5.853584, 0, 0, 0, 23.2, +2.320311E+01, +4.007635E-09, 0.006728398, 0.0006523243, 0.00639617, 5.53757
1681280934.163509, 0, 0.006362819, 0.0006523243, 0.00639617, 5.53757, 0, 0, 0, 22.4, +2.240243E+01, +3.921099E-09, 0.006728398, 0.0002869087, 0.00639617, 5.853584
1681280940.872927, 0, 0.006362819, 0.0002869087, 0.006369284, 2.5818, 0, 0, 0, 21.599999999999998, +2.160198E+01, +3.739297E-09, 0.006362819, 0.0006523243, 0.006363303, 9.087543
1681280947.5973957, 0, 0.006362819, 0.0006523243, 0.006759945, 9.631414, 0, 0, 0, 20.799999999999997, +2.080046E+01, +3.036073E-09, 0.006362819, 0.0006523243, 0.006443699, 5.853584
1681280954.2927418, 0, 0.006728398, 0.0006523243, 0.006032612, 5.53757, 0, 0, 0, 20.0, +1.999979E+01, +2.935300E-09, 0.00599724, 0.0006523243, 0.00639617, 5.53757
1681280961.0152352, 0, 0.006362819, 0.0006523243, 0.00639617, 5.853584, 0, 0, 0, 19.2, +1.920057E+01, +3.117303E-09, 0.006728398, 0.0002869087, 0.006443699, 5.53757
1681280967.7127721, 0, 0.006728398, 0.0002869087, 0.00639617, 6.2077, 0, 0, 0, 18.4, +1.840041E+01, +2.433716E-09, 0.006362819, 0.0006523243, 0.006759945, 5.853584
1681280974.4232664, 0, 0.00599724, 0.00101774, 0.00639617, 9.087543, 0, 0, 0, 17.599999999999998, +1.759968E+01, +2.417712E-09, 0.006362819, 0.0002869087, 0.00639617, 2.441696
1681280981.1603587, 0, 0.00599724, 0.0002869087, 0.00639617, 5.853584, 0, 0, 0, 16.799999999999997, +1.680030E+01, +2.394438E-09, 0.00599724, 0.00101774, 0.006032612, 9.631414
1681280987.8527992, 0, 0.006362819, 0.00101774, 0.006032612, 2.5818, 0, 0, 0, 16.0, +1.600075E+01, +2.078137E-09, 0.006362819, 0.0006523243, 0.00639617, 6.2077
1681280994.5740283, 0, 0.006728398, 0.00101774, 0.006082983, 5.853584, 0, 0, 0, 15.2, +1.520021E+01, +1.835702E-09, 0.006362819, 0.0006523243, 0.006004098, 6.2077
1681281001.30041, 0, 0.00599724, 0.0006523243, 0.006032612, 5.853584, 0, 0, 0, 14.399999999999999, +1.440010E+01, +1.517486E-09, 0.006362819, 0.0002869087, 0.006369284, 5.853584
1681281008.028936, 0, 0.00599724, 0.0002869087, 0.006443699, 5.853584, 0, 0, 0, 13.599999999999998, +1.360101E+01, +1.341286E-09, 0.006362819, 0.0006523243, 0.006004098, 5.853584
1681281014.7374995, 0, 0.006362819, 0.0002869087, 0.005638964, 2.738949, 0, 0, 0, 12.799999999999997, +1.280053E+01, +1.720897E-09, 0.006362819, 0.00101774, 0.006443699, 2.738949
1681281021.4664516, 0, 0.006362819, 0.0006523243, 0.006443699, 6.2077, 0, 0, 0, 12.0, +1.199994E+01, +1.447510E-09, 0.00599724, 0.0006523243, 0.006443699, 9.631414
1681281028.1887462, 0, 0.00599724, 0.0006523243, 0.00639617, 9.631414, 0, 0, 0, 11.2, +1.120086E+01, +1.066186E-09, 0.006362819, 0.0002869087, 0.00639617, 9.631414
1681281034.909022, 0, 0.006362819, 0.0006523243, 0.00639617, 6.2077, 0, 0, 0, 10.399999999999999, +1.040074E+01, +1.193563E-09, 0.006362819, 0.00101774, 0.006004098, 6.2077
1681281041.6505601, 0, 0.006362819, 0.0006523243, 0.006004098, 6.2077, 0, 0, 0, 9.599999999999998, +9.600005E+00, +1.104505E-09, 0.00599724, 0.00101774, 0.006032612, 2.738949
1681281048.3640542, 0, 0.006362819, 0.0006523243, 0.006443699, 9.087543, 0, 0, 0, 8.799999999999997, +8.800077E+00, +5.994876E-10, 0.00599724, 0.0002869087, 0.006032612, 5.853584
1681281055.0836797, 0, 0.00563166, 0.0002869087, 0.006032612, 6.2077, 0, 0, 0, 8.0, +8.000821E+00, +8.542440E-10, 0.00599724, 0.0006523243, 0.006443699, 5.853584
1681281061.8081431, 0, 0.00599724, 0.00101774, 0.006082983, 6.2077, 0, 0, 0, 7.199999999999996, +7.200162E+00, +5.997401E-10, 0.006362819, 0.00101774, 0.006511419, 2.5818
1681281068.5069506, 0, 0.00599724, 0.0002869087, 0.005638964, 9.087543, 0, 0, 0, 6.399999999999999, +6.399880E+00, +1.688375E-10, 0.00599724, 0.0006523243, 0.005669314, 6.2077
1681281075.221528, 0, 0.00599724, 0.0002869087, 0.006082983, 9.631414, 0, 0, 0, 5.600000000000001, +5.600673E+00, +1.733307E-10, 0.006362819, 0.0002869087, 0.006443699, 2.738949
1681281081.9337025, 0, 0.006362819, 0.001748571, 0.006032612, 12.98715, 0, 0, 0, 4.799999999999997, +4.800328E+00, +1.343045E-10, 0.006362819, 0.0006523243, 0.006154673, 5.853584
1681281088.6557379, 0, 0.00599724, 0.0006523243, 0.005722883, 6.607217, 0, 0, 0, 4.0, +3.999630E+00, +1.777735E-10, 0.00563166, 0.0002869087, 0.006032612, 2.5818
1681281095.355419, 0, 0.00599724, 0.0006523243, 0.006082983, 5.853584, 0, 0, 0, 3.1999999999999957, +3.200447E+00, -2.220858E-10, 0.00599724, 0.00101774, 0.006032612, 5.853584
1681281102.09468, 0, 0.00563166, 0.0006523243, 0.006082983, 2.738949, 0, 0, 0, 2.3999999999999986, +2.400469E+00, -3.173069E-10, 0.00599724, 0.0002869087, 0.00639617, 6.2077
1681281108.7894797, 0, 0.00563166, 0.00101774, 0.006082983, 9.631414, 0, 0, 0, 1.5999999999999943, +1.600081E+00, -7.415491E-11, 0.00599724, 0.00101774, 0.006082983, 6.2077
1681281115.5066586, 0, 0.00599724, 0.00101774, 0.005722883, 9.631414, 0, 0, 0, 0.7999999999999972, +8.000770E-01, -3.644126E-10, 0.00599724, 0.00101774, 0.006032612, 6.607217
1681281122.2498364, 0, 0.00599724, 0.0006523243, 0.006032612, 6.2077, 0, 0, 0, 0.0, +3.623510E-05, -2.689895E-10, 0.00563166, 0.0006523243, 0.006032612, 6.2077
1681281128.985595, 0, 0.006362819, 0.00101774, 0.005638964, 9.631414, 0, 0, 0, 0.0, +3.906117E-05, -4.322688E-10, 0.00599724, 0.0002869087, 0.006032612, 6.2077
1681281135.7144246, 0, 0.00599724, 0.0002869087, 0.006082983, 6.2077, 0, 0, 0, -0.8, -7.999579E-01, -6.367458E-10, 0.00599724, 0.0006523243, 0.005669314, 6.2077
1681281142.439852, 0, 0.00599724, 0.00101774, 0.006004098, 6.607217, 0, 0, 0, -1.6, -1.599962E+00, -7.030370E-10, 0.00563166, 0.0006523243, 0.005363525, 9.631414
1681281149.181678, 0, 0.00599724, 0.0006523243, 0.005669314, 12.98715, 0, 0, 0, -2.4000000000000004, -2.399153E+00, -9.306886E-10, 0.00599724, 0.0006523243, 0.006032612, 2.91645
1681281155.929769, 0, 0.00563166, 0.0002869087, 0.006032612, 6.2077, 0, 0, 0, -3.2, -3.199126E+00, -1.031917E-09, 0.00599724, 0.0006523243, 0.006082983, 6.2077
1681281162.6614494, 0, 0.00599724, 0.0002869087, 0.006082983, 9.631414, 0, 0, 0, -4.0, -3.998695E+00, -1.178889E-09, 0.00563166, 0.0002869087, 0.006082983, 2.738949
1681281169.377081, 0, 0.00563166, 0.00101774, 0.005669314, 6.2077, 0, 0, 0, -4.800000000000001, -4.799382E+00, -1.169044E-09, 0.00563166, 0.0006523243, 0.005722883, 6.607217
1681281176.1066334, 0, 0.00599724, 0.0006523243, 0.006032612, 2.91645, 0, 0, 0, -5.6000000000000005, -5.599405E+00, -1.190804E-09, 0.00599724, 0.0002869087, 0.005669314, 10.24379
1681281182.8248408, 0, 0.00563166, 0.00101774, 0.006032612, 2.738949, 0, 0, 0, -6.4, -6.398871E+00, -1.797876E-09, 0.00599724, 0.0002869087, 0.006004098, 9.631414
1681281189.5409884, 0, 0.00563166, 0.0006523243, 0.006032612, 6.607217, 0, 0, 0, -7.2, -7.199232E+00, -1.735927E-09, 0.00563166, 0.0006523243, 0.005669314, 9.631414
1681281196.27993, 0, 0.00599724, 0.00101774, 0.006032612, 6.607217, 0, 0, 0, -8.0, -7.999881E+00, -1.852251E-09, 0.00599724, 0.0002869087, 0.005722883, 6.2077
1681281203.0042374, 0, 0.00563166, 0.0006523243, 0.005669314, 6.2077, 0, 0, 0, -8.8, -8.799392E+00, -2.439936E-09, 0.00563166, 0.0006523243, 0.006032612, 6.607217
1681281209.7211995, 0, 0.00599724, 0.00101774, 0.006032612, 6.2077, 0, 0, 0, -9.600000000000001, -9.598994E+00, -2.663649E-09, 0.00599724, 0.0006523243, 0.006082983, 6.607217
1681281216.475186, 0, 0.00563166, 0.00101774, 0.006082983, 6.2077, 0, 0, 0, -10.4, -1.039971E+01, -3.021409E-09, 0.00563166, 0.0006523243, 0.005638964, 6.607217
1681281223.2045662, 0, 0.00563166, 0.0006523243, 0.006032612, 2.738949, 0, 0, 0, -11.200000000000001, -1.119978E+01, -3.161514E-09, 0.00563166, 0.0006523243, 0.005722883, 10.24379
1681281229.9089303, 0, 0.00563166, 0.00101774, 0.005669314, 6.607217, 0, 0, 0, -12.0, -1.199916E+01, -3.632316E-09, 0.00599724, 0.0006523243, 0.005669314, 6.607217
